Edge Name,partner1,partner2
Tcea1_B4<==>Hk2_T7,Tcea1_B4,Hk2_T7
Pcmtd1_B4<==>Hnrnpdl_M3,Pcmtd1_B4,Hnrnpdl_M3
Pcmtd1_B4<==>Asah1_M0,Pcmtd1_B4,Asah1_M0
Pcmtd1_B4<==>Sypl_B4,Pcmtd1_B4,Sypl_B4
Tram1_B3<==>Rpl37a_M2,Tram1_B3,Rpl37a_M2
Tram1_B3<==>Sec61b_B3,Tram1_B3,Sec61b_B3
Tram1_B3<==>Rpl29_B3,Tram1_B3,Rpl29_B3
Tram1_B3<==>Rps15_B3,Tram1_B3,Rps15_B3
Tram1_B3<==>Rtn4_M3,Tram1_B3,Rtn4_M3
Tram1_B3<==>Ift20_B3,Tram1_B3,Ift20_B3
Tram1_B3<==>Prkar1a_M3,Tram1_B3,Prkar1a_M3
Tram1_B3<==>Calm1_B1,Tram1_B3,Calm1_B1
Tram1_B3<==>Hsp90aa1_B0,Tram1_B3,Hsp90aa1_B0
Tram1_B3<==>Eif5_B3,Tram1_B3,Eif5_B3
Rpl7_M3<==>Rpl7a_M3,Rpl7_M3,Rpl7a_M3
Rpl7_M3<==>B2m_M2,Rpl7_M3,B2m_M2
Rpl7_M3<==>Rps6_M3,Rpl7_M3,Rps6_M3
Rpl7_M3<==>Rpl11_B1,Rpl7_M3,Rpl11_B1
Rpl7_M3<==>Rpl11_M3,Rpl7_M3,Rpl11_M3
Rpl7_M3<==>Rbpj_M0,Rpl7_M3,Rbpj_M0
Rpl7_M3<==>Foxp1_B2,Rpl7_M3,Foxp1_B2
Rpl7_M3<==>Rpl32_M3,Rpl7_M3,Rpl32_M3
Rpl7_M3<==>Rps5_M3,Rpl7_M3,Rps5_M3
Rpl7_M3<==>Rps11_M3,Rpl7_M3,Rps11_M3
Rpl7_M3<==>Rpl13a_M3,Rpl7_M3,Rpl13a_M3
Rpl7_M3<==>Rpl27a_M3,Rpl7_M3,Rpl27a_M3
Rpl7_M3<==>Rpl13_M0,Rpl7_M3,Rpl13_M0
Rpl7_M3<==>Rpl13_M3,Rpl7_M3,Rpl13_M3
Rpl7_M3<==>Eef1a1_M3,Rpl7_M3,Eef1a1_M3
Rpl7_M3<==>Rpl26_M3,Rpl7_M3,Rpl26_M3
Rpl7_M3<==>Hnrnpa0_M5,Rpl7_M3,Hnrnpa0_M5
Rpl7_M3<==>Rps18_M3,Rpl7_M3,Rps18_M3
Rpl7_M3<==>Cox7a2l_M3,Rpl7_M3,Cox7a2l_M3
Rpl7_M3<==>Rps14_M3,Rpl7_M3,Rps14_M3
Rpl7_M3<==>Rps4x_M3,Rpl7_M3,Rps4x_M3
Rpl7_M4<==>Snx5_M4,Rpl7_M4,Snx5_M4
Rpl7_M4<==>Gng5_M2,Rpl7_M4,Gng5_M2
Rpl7_M4<==>Rpl9_M4,Rpl7_M4,Rpl9_M4
Rpl7_M4<==>Alox5ap_M4,Rpl7_M4,Alox5ap_M4
Rpl7_M4<==>Rps13_M4,Rpl7_M4,Rps13_M4
Rpl7_M4<==>Vdac3_M4,Rpl7_M4,Vdac3_M4
Rpl7_M4<==>Eef1a1_M1,Rpl7_M4,Eef1a1_M1
Rpl7_M4<==>Lrg1_M2,Rpl7_M4,Lrg1_M2
Rpl7_M4<==>Avpi1_T4,Rpl7_M4,Avpi1_T4
Rpl7_T1<==>Rps9_T1,Rpl7_T1,Rps9_T1
Rpl7_T1<==>Rpl18_T2,Rpl7_T1,Rpl18_T2
Rpl7_T2<==>Gas5_M3,Rpl7_T2,Gas5_M3
Rpl7_T2<==>Ighv8-8_B3,Rpl7_T2,Ighv8-8_B3
Rpl7_T5<==>Canx_M3,Rpl7_T5,Canx_M3
Rpl7_T5<==>Rps2_B4,Rpl7_T5,Rps2_B4
Eloc_M3<==>Olfm1_M4,Eloc_M3,Olfm1_M4
Eloc_M3<==>Tmsb10_M0,Eloc_M3,Tmsb10_M0
Eloc_M3<==>Ptms_M3,Eloc_M3,Ptms_M3
Eloc_M3<==>Ddx6_M1,Eloc_M3,Ddx6_M1
Eloc_M3<==>Vmp1_M5,Eloc_M3,Vmp1_M5
Eloc_M3<==>Psmb8_B3,Eloc_M3,Psmb8_B3
Tram2_B3<==>Canx_B3,Tram2_B3,Canx_B3
Tram2_B3<==>Ms4a4c_M0,Tram2_B3,Ms4a4c_M0
Ptpn18_B1<==>Mrpl33_M3,Ptpn18_B1,Mrpl33_M3
Ptpn18_B1<==>Arpc4_B4,Ptpn18_B1,Arpc4_B4
Ptpn18_B1<==>Eif4g2_T1,Ptpn18_B1,Eif4g2_T1
Ptpn18_B5<==>Ctsd_M5,Ptpn18_B5,Ctsd_M5
Ptpn18_B5<==>Ndufa13_B1,Ptpn18_B5,Ndufa13_B1
Ptpn18_B5<==>Gnai2_M3,Ptpn18_B5,Gnai2_M3
Ptpn18_B5<==>Tmsb4x_T6,Ptpn18_B5,Tmsb4x_T6
Ptpn18_M0<==>Ctsc_M1,Ptpn18_M0,Ctsc_M1
Ptpn18_M0<==>Actg1_T4,Ptpn18_M0,Actg1_T4
Ptpn18_M0<==>Hsp90aa1_T1,Ptpn18_M0,Hsp90aa1_T1
Ptpn18_M0<==>Ighd_B2,Ptpn18_M0,Ighd_B2
Ptpn18_M0<==>Gpr183_M3,Ptpn18_M0,Gpr183_M3
Ptpn18_M1<==>Il1r2_M3,Ptpn18_M1,Il1r2_M3
Ptpn18_M1<==>Anp32b_M3,Ptpn18_M1,Anp32b_M3
Ptpn18_M1<==>Arhgdib_T4,Ptpn18_M1,Arhgdib_T4
Ptpn18_M1<==>Pdcd5_M3,Ptpn18_M1,Pdcd5_M3
Ptpn18_M1<==>Ifi30_B1,Ptpn18_M1,Ifi30_B1
Ptpn18_M1<==>Gnai2_M0,Ptpn18_M1,Gnai2_M0
Ptpn18_M1<==>Havcr2_M3,Ptpn18_M1,Havcr2_M3
Ptpn18_M1<==>Rnase6_M4,Ptpn18_M1,Rnase6_M4
Ptpn18_M1<==>H2-DMa_M0,Ptpn18_M1,H2-DMa_M0
Ptpn18_M1<==>AW112010_M0,Ptpn18_M1,AW112010_M0
Ptpn18_M1<==>Ndufb11_M1,Ptpn18_M1,Ndufb11_M1
Ptpn18_M3<==>Stat1_M1,Ptpn18_M3,Stat1_M1
Ptpn18_M3<==>Sdf4_T2,Ptpn18_M3,Sdf4_T2
Ptpn18_M3<==>Etfb_T5,Ptpn18_M3,Etfb_T5
Ptpn18_M3<==>Psme2_M1,Ptpn18_M3,Psme2_M1
Ptpn18_M4<==>Pfn1_T3,Ptpn18_M4,Pfn1_T3
Ptpn18_M4<==>Ckb_T4,Ptpn18_M4,Ckb_T4
Ptpn18_M4<==>Csf2rb_M4,Ptpn18_M4,Csf2rb_M4
Ptpn18_M4<==>Nars_M4,Ptpn18_M4,Nars_M4
Ptpn18_T1<==>Ptpn18_T2,Ptpn18_T1,Ptpn18_T2
Ptpn18_T1<==>Creg1_M1,Ptpn18_T1,Creg1_M1
Ptpn18_T1<==>Pxn_M1,Ptpn18_T1,Pxn_M1
Ptpn18_T1<==>Igkv15-103_B3,Ptpn18_T1,Igkv15-103_B3
Ptpn18_T1<==>Plbd1_M1,Ptpn18_T1,Plbd1_M1
Ptpn18_T1<==>Vasp_M3,Ptpn18_T1,Vasp_M3
Ptpn18_T1<==>Pld4_M4,Ptpn18_T1,Pld4_M4
Ptpn18_T1<==>Cfl1_T4,Ptpn18_T1,Cfl1_T4
Ptpn18_T1<==>Cox8a_T4,Ptpn18_T1,Cox8a_T4
Ptpn18_T2<==>Tle5_M3,Ptpn18_T2,Tle5_M3
Ptpn18_T3<==>Igkv15-103_B1,Ptpn18_T3,Igkv15-103_B1
Ptpn18_T3<==>Igkv5-39_B3,Ptpn18_T3,Igkv5-39_B3
Ptpn18_T4<==>Sp110_M4,Ptpn18_T4,Sp110_M4
Ptpn18_T4<==>Scand1_B1,Ptpn18_T4,Scand1_B1
Ptpn18_T4<==>Scand1_M0,Ptpn18_T4,Scand1_M0
Ptpn18_T4<==>Rpl22l1_T4,Ptpn18_T4,Rpl22l1_T4
Ptpn18_T4<==>Rps3a1_M0,Ptpn18_T4,Rps3a1_M0
Ptpn18_T4<==>Sh3bgrl3_T4,Ptpn18_T4,Sh3bgrl3_T4
Ptpn18_T4<==>Igkv5-48_B1,Ptpn18_T4,Igkv5-48_B1
Ptpn18_T4<==>Saraf_T5,Ptpn18_T4,Saraf_T5
Ptpn18_T4<==>Irf8_B4,Ptpn18_T4,Irf8_B4
Ptpn18_T4<==>Rplp1_B2,Ptpn18_T4,Rplp1_B2
Ptpn18_T4<==>Rpl29_M0,Ptpn18_T4,Rpl29_M0
Ptpn18_T4<==>Srsf1_B4,Ptpn18_T4,Srsf1_B4
Ptpn18_T4<==>Btf3_T4,Ptpn18_T4,Btf3_T4
Ptpn18_T4<==>Selenok_T2,Ptpn18_T4,Selenok_T2
Ptpn18_T4<==>Eif3h_B1,Ptpn18_T4,Eif3h_B1
Ptpn18_T4<==>Tspo_T4,Ptpn18_T4,Tspo_T4
Ptpn18_T4<==>Rps2_B2,Ptpn18_T4,Rps2_B2
Ptpn18_T4<==>Rps2_M4,Ptpn18_T4,Rps2_M4
Ptpn18_T4<==>Atp5a1_M0,Ptpn18_T4,Atp5a1_M0
Ptpn18_T4<==>Rpl10_B1,Ptpn18_T4,Rpl10_B1
Ptpn18_T5<==>Ptpn1_M3,Ptpn18_T5,Ptpn1_M3
Ptpn18_T5<==>Ndufc2_M0,Ptpn18_T5,Ndufc2_M0
Ptpn18_T5<==>Tubb5_B4,Ptpn18_T5,Tubb5_B4
Ptpn18_T5<==>H2-T23_M7,Ptpn18_T5,H2-T23_M7
Neurl3_B0<==>Rpl6_T2,Neurl3_B0,Rpl6_T2
Neurl3_B0<==>Emb_T5,Neurl3_B0,Emb_T5
Neurl3_M3<==>Ramp3_T7,Neurl3_M3,Ramp3_T7
Neurl3_M3<==>Foxn3_M3,Neurl3_M3,Foxn3_M3
Neurl3_M3<==>Rps2_B3,Neurl3_M3,Rps2_B3
Neurl3_M5<==>H2-D1_M1,Neurl3_M5,H2-D1_M1
Cox5b_M0<==>Psma7_M0,Cox5b_M0,Psma7_M0
Cox5b_M0<==>Rps3a1_M0,Cox5b_M0,Rps3a1_M0
Cox5b_M0<==>Fis1_M0,Cox5b_M0,Fis1_M0
Cox5b_M0<==>Rhoa_M0,Cox5b_M0,Rhoa_M0
Cox5b_M0<==>Tpt1_B5,Cox5b_M0,Tpt1_B5
Cox5b_M0<==>Cox8a_M0,Cox5b_M0,Cox8a_M0
Cox5b_M0<==>Msn_M0,Cox5b_M0,Msn_M0
Cox5b_M1<==>Etv3_M1,Cox5b_M1,Etv3_M1
Cox5b_M1<==>S100a11_M1,Cox5b_M1,S100a11_M1
Cox5b_M1<==>Sri_M1,Cox5b_M1,Sri_M1
Cox5b_M1<==>Cltc_M1,Cox5b_M1,Cltc_M1
Cox5b_M1<==>Msrb1_M1,Cox5b_M1,Msrb1_M1
Cox5b_M1<==>Ostf1_M1,Cox5b_M1,Ostf1_M1
Cox5b_M1<==>mt-Nd2_T2,Cox5b_M1,mt-Nd2_T2
Cox5b_M3<==>Il1r2_M3,Cox5b_M3,Il1r2_M3
Cox5b_M3<==>Psmb2_M3,Cox5b_M3,Psmb2_M3
Cox5b_M3<==>Gnb2_M3,Cox5b_M3,Gnb2_M3
Cox5b_M3<==>Ifi30_B1,Cox5b_M3,Ifi30_B1
Cox5b_M3<==>Pfn1_T2,Cox5b_M3,Pfn1_T2
Cox5b_M3<==>Pfn1_T3,Cox5b_M3,Pfn1_T3
Cox5b_M3<==>Selenop_T4,Cox5b_M3,Selenop_T4
Cox5b_M3<==>Azin1_B3,Cox5b_M3,Azin1_B3
Cox5b_M3<==>Zbtb20_B1,Cox5b_M3,Zbtb20_B1
Cox5b_M4<==>Vim_M1,Cox5b_M4,Vim_M1
Cox5b_M4<==>Rgs10_T6,Cox5b_M4,Rgs10_T6
Cox5b_M4<==>Selenok_T7,Cox5b_M4,Selenok_T7
Cox5b_M4<==>Ly6e_M4,Cox5b_M4,Ly6e_M4
Cox5b_T4<==>Scand1_B1,Cox5b_T4,Scand1_B1
Cox5b_T4<==>Rps3a1_M0,Cox5b_T4,Rps3a1_M0
Cox5b_T4<==>Chchd2_M3,Cox5b_T4,Chchd2_M3
Cox5b_T4<==>Gapdh_M0,Cox5b_T4,Gapdh_M0
Cox5b_T4<==>Bst2_B3,Cox5b_T4,Bst2_B3
Cox5b_T4<==>Rplp1_B2,Cox5b_T4,Rplp1_B2
Cox5b_T4<==>Gnai2_M0,Cox5b_T4,Gnai2_M0
Cox5b_T4<==>Pfn1_M0,Cox5b_T4,Pfn1_M0
Cox5b_T4<==>Igha_M0,Cox5b_T4,Igha_M0
Tmem131_M4<==>Cytip_M4,Tmem131_M4,Cytip_M4
Tmem131_M4<==>Bcl2a1d_M3,Tmem131_M4,Bcl2a1d_M3
Tmem131_M4<==>Csf2rb_M4,Tmem131_M4,Csf2rb_M4
Tmem131_M4<==>Runx1_M4,Tmem131_M4,Runx1_M4
Tmem131_M4<==>Satb1_M5,Tmem131_M4,Satb1_M5
Tmem131_M5<==>Rpl12_B0,Tmem131_M5,Rpl12_B0
Tmem131_M5<==>Itgb1_M5,Tmem131_M5,Itgb1_M5
Tmem131_M5<==>Ighv2-9-1_B3,Tmem131_M5,Ighv2-9-1_B3
Tmem131_M5<==>Psme1_B4,Tmem131_M5,Psme1_B4
Tmem131_M5<==>Rpl17_T5,Tmem131_M5,Rpl17_T5
Coa5_M4<==>Igkv1-117_B3,Coa5_M4,Igkv1-117_B3
Coa5_M4<==>Tnfrsf17_B3,Coa5_M4,Tnfrsf17_B3
Eif5b_B5<==>Hspa5_M1,Eif5b_B5,Hspa5_M1
Eif5b_B5<==>Eif2s2_T1,Eif5b_B5,Eif2s2_T1
Eif5b_B5<==>Selplg_M4,Eif5b_B5,Selplg_M4
Eif5b_B5<==>Pomp_B4,Eif5b_B5,Pomp_B4
Eif5b_B5<==>Ubfd1_M4,Eif5b_B5,Ubfd1_M4
Eif5b_B5<==>Cd3g_T4,Eif5b_B5,Cd3g_T4
Eif5b_B5<==>Ddx21_B1,Eif5b_B5,Ddx21_B1
Eif5b_B5<==>Slfn1_M2,Eif5b_B5,Slfn1_M2
Eif5b_B5<==>Ifrd1_O10,Eif5b_B5,Ifrd1_O10
Eif5b_B5<==>Ighv9-3_B1,Eif5b_B5,Ighv9-3_B1
Eif5b_B5<==>Ighv1-74_B2,Eif5b_B5,Ighv1-74_B2
Eif5b_B5<==>Cox7c_B5,Eif5b_B5,Cox7c_B5
Eif5b_B5<==>Ago2_M3,Eif5b_B5,Ago2_M3
Eif5b_B5<==>Slc15a3_M3,Eif5b_B5,Slc15a3_M3
Rpl31_M1<==>Tbc1d15_M4,Rpl31_M1,Tbc1d15_M4
Rpl31_M1<==>mt-Nd4l_T7,Rpl31_M1,mt-Nd4l_T7
Rpl31_M3<==>A530032D15Rik_B1,Rpl31_M3,A530032D15Rik_B1
Rpl31_M3<==>Ebf1_B2,Rpl31_M3,Ebf1_B2
Rpl31_M3<==>Sh3bgrl_M3,Rpl31_M3,Sh3bgrl_M3
Rpl31_T1<==>Set_B1,Rpl31_T1,Set_B1
Rpl31_T1<==>Set_B3,Rpl31_T1,Set_B3
Rpl31_T1<==>Rpl35_T2,Rpl31_T1,Rpl35_T2
Rpl31_T1<==>Rps27_T2,Rpl31_T1,Rps27_T2
Rpl31_T1<==>Mcl1_T1,Rpl31_T1,Mcl1_T1
Rpl31_T1<==>Rsbn1l_T3,Rpl31_T1,Rsbn1l_T3
Rpl31_T1<==>Pomp_B4,Rpl31_T1,Pomp_B4
Rpl31_T1<==>Gimap4_T1,Rpl31_T1,Gimap4_T1
Rpl31_T1<==>Aebp2_T2,Rpl31_T1,Aebp2_T2
Rpl31_T1<==>Rps13_M7,Rpl31_T1,Rps13_M7
Rpl31_T1<==>Tpm4_T5,Rpl31_T1,Tpm4_T5
Rpl31_T1<==>Map1lc3b_T2,Rpl31_T1,Map1lc3b_T2
Rpl31_T1<==>Rab8b_T3,Rpl31_T1,Rab8b_T3
Rpl31_T1<==>Snrpf_T1,Rpl31_T1,Snrpf_T1
Rpl31_T1<==>Pafah1b1_T2,Rpl31_T1,Pafah1b1_T2
Rpl31_T1<==>Id2_M3,Rpl31_T1,Id2_M3
Rpl31_T1<==>Rps29_T1,Rpl31_T1,Rps29_T1
Rpl31_T1<==>Ighg1_B2,Rpl31_T1,Ighg1_B2
Rpl31_T1<==>Rpl37_T2,Rpl31_T1,Rpl37_T2
Rpl31_T1<==>mt-Cytb_B2,Rpl31_T1,mt-Cytb_B2
Rpl31_T2<==>Stat4_M3,Rpl31_T2,Stat4_M3
Rpl31_T2<==>Cytip_B3,Rpl31_T2,Cytip_B3
Rpl31_T2<==>Ppig_M0,Rpl31_T2,Ppig_M0
Rpl31_T2<==>Serf2_B2,Rpl31_T2,Serf2_B2
Rpl31_T2<==>Bcl2l11_B3,Rpl31_T2,Bcl2l11_B3
Rpl31_T2<==>Ptp4a2_B3,Rpl31_T2,Ptp4a2_B3
Rpl31_T2<==>Gimap4_T0,Rpl31_T2,Gimap4_T0
Rpl31_T2<==>Tpm4_T3,Rpl31_T2,Tpm4_T3
Rpl31_T2<==>Ets1_T2,Rpl31_T2,Ets1_T2
Rpl31_T2<==>Hsp90b1_B1,Rpl31_T2,Hsp90b1_B1
Rpl31_T2<==>Tbc1d15_B3,Rpl31_T2,Tbc1d15_B3
Rpl31_T2<==>Ppp2ca_M3,Rpl31_T2,Ppp2ca_M3
Rpl31_T2<==>Stat3_T5,Rpl31_T2,Stat3_T5
Rpl31_T2<==>Prkar1a_T4,Rpl31_T2,Prkar1a_T4
Rpl31_T2<==>Rap2a_M3,Rpl31_T2,Rap2a_M3
Rpl31_T2<==>Csf2rb2_M1,Rpl31_T2,Csf2rb2_M1
Rpl31_T2<==>Tnrc6b_B3,Rpl31_T2,Tnrc6b_B3
Rpl31_T2<==>Iglv1_B0,Rpl31_T2,Iglv1_B0
Rpl31_T2<==>Rpl10a_M3,Rpl31_T2,Rpl10a_M3
Rpl31_T2<==>Satb1_T3,Rpl31_T2,Satb1_T3
Rpl31_T2<==>Myl12b_T5,Rpl31_T2,Myl12b_T5
Rpl31_T2<==>Zfp36l2_M3,Rpl31_T2,Zfp36l2_M3
Rpl31_T2<==>Rock1_B3,Rpl31_T2,Rock1_B3
Rpl31_T2<==>Ehd1_M3,Rpl31_T2,Ehd1_M3
Rpl31_T3<==>Stat4_M3,Rpl31_T3,Stat4_M3
Rpl31_T3<==>Ncl_T2,Rpl31_T3,Ncl_T2
Rpl31_T3<==>Set_B1,Rpl31_T3,Set_B1
Rpl31_T3<==>B2m_M0,Rpl31_T3,B2m_M0
Rpl31_T3<==>Bcl2l11_B3,Rpl31_T3,Bcl2l11_B3
Rpl31_T3<==>Eif2s2_B3,Rpl31_T3,Eif2s2_B3
Rpl31_T3<==>Pmepa1_M5,Rpl31_T3,Pmepa1_M5
Rpl31_T3<==>Ndufb5_M1,Rpl31_T3,Ndufb5_M1
Rpl31_T3<==>Cd53_T1,Rpl31_T3,Cd53_T1
Rpl31_T3<==>Sars_B3,Rpl31_T3,Sars_B3
Rpl31_T3<==>Nfkb1_M1,Rpl31_T3,Nfkb1_M1
Rpl31_T3<==>Sh3glb1_B3,Rpl31_T3,Sh3glb1_B3
Rpl31_T3<==>Abca1_M1,Rpl31_T3,Abca1_M1
Rpl31_T3<==>Uqcrh_T4,Rpl31_T3,Uqcrh_T4
Rpl31_T3<==>Igkc_M0,Rpl31_T3,Igkc_M0
Rpl31_T3<==>Ctsc_M4,Rpl31_T3,Ctsc_M4
Rpl31_T3<==>Tpm4_T5,Rpl31_T3,Tpm4_T5
Rpl31_T3<==>Rpl13_B1,Rpl31_T3,Rpl13_B1
Rpl31_T3<==>Rps25_T3,Rpl31_T3,Rps25_T3
Rpl31_T3<==>Rab8b_M1,Rpl31_T3,Rab8b_M1
Rpl31_T3<==>Rab8b_T3,Rpl31_T3,Rab8b_T3
Rpl31_T3<==>Rps27l_B1,Rpl31_T3,Rps27l_B1
Rpl31_T3<==>Slc25a3_B1,Rpl31_T3,Slc25a3_B1
Rpl31_T3<==>Ywhae_B1,Rpl31_T3,Ywhae_B1
Rpl31_T3<==>Prkar1a_T4,Rpl31_T3,Prkar1a_T4
Rpl31_T3<==>Id2_M3,Rpl31_T3,Id2_M3
Rpl31_T3<==>Nfkbia_T2,Rpl31_T3,Nfkbia_T2
Rpl31_T3<==>Ighg1_B2,Rpl31_T3,Ighg1_B2
Rpl31_T3<==>Ighv2-3_B3,Rpl31_T3,Ighv2-3_B3
Rpl31_T3<==>Sema4d_M3,Rpl31_T3,Sema4d_M3
Rpl31_T3<==>Appl1_M4,Rpl31_T3,Appl1_M4
Rpl31_T3<==>Ywhaz_B3,Rpl31_T3,Ywhaz_B3
Rpl31_T3<==>Ywhaz_M3,Rpl31_T3,Ywhaz_M3
Rpl31_T3<==>Eef1d_M3,Rpl31_T3,Eef1d_M3
Rpl31_T3<==>Rpl3_M3,Rpl31_T3,Rpl3_M3
Rpl31_T3<==>Psmb8_T1,Rpl31_T3,Psmb8_T1
Rpl31_T3<==>Mbd2_T2,Rpl31_T3,Mbd2_T2
Rpl31_T3<==>Tmsb4x_T2,Rpl31_T3,Tmsb4x_T2
Rpl31_T3<==>mt-Atp6_B0,Rpl31_T3,mt-Atp6_B0
Rpl31_T3<==>mt-Co3_B2,Rpl31_T3,mt-Co3_B2
Rpl31_T5<==>Cd44_M4,Rpl31_T5,Cd44_M4
Rpl31_T5<==>Rilpl2_B3,Rpl31_T5,Rilpl2_B3
Rpl31_T5<==>H2-D1_O10,Rpl31_T5,H2-D1_O10
Rpl31_T5<==>Hsp90ab1_T1,Rpl31_T5,Hsp90ab1_T1
Rnf149_M3<==>Zeb2_O4,Rnf149_M3,Zeb2_O4
Rnf149_M3<==>Furin_T4,Rnf149_M3,Furin_T4
Rnf149_M5<==>Cycs_M4,Rnf149_M5,Cycs_M4
Rnf149_M5<==>Cd3d_M5,Rnf149_M5,Cd3d_M5
Rnf149_M5<==>Cd3e_T3,Rnf149_M5,Cd3e_T3
Rnf149_M5<==>Itgb2_M5,Rnf149_M5,Itgb2_M5
Rnf149_M5<==>Clptm1l_B3,Rnf149_M5,Clptm1l_B3
Rnf149_M5<==>Psmb8_T3,Rnf149_M5,Psmb8_T3
Rnf149_M5<==>Fermt3_M5,Rnf149_M5,Fermt3_M5
Map4k4_M1<==>Gimap4_T2,Map4k4_M1,Gimap4_T2
Map4k4_M1<==>Pcbp1_M1,Map4k4_M1,Pcbp1_M1
Map4k4_M1<==>Ifi27l2a_T2,Map4k4_M1,Ifi27l2a_T2
Map4k4_M1<==>Basp1_M7,Map4k4_M1,Basp1_M7
Map4k4_M1<==>Ly6a_B1,Map4k4_M1,Ly6a_B1
Map4k4_M1<==>Uhrf2_T5,Map4k4_M1,Uhrf2_T5
Map4k4_M3<==>Nfe2l2_M3,Map4k4_M3,Nfe2l2_M3
Map4k4_M3<==>Trbc1_B6_0,Map4k4_M3,Trbc1_B6_0
Map4k4_M3<==>Clec2d_T1,Map4k4_M3,Clec2d_T1
Map4k4_M3<==>Ubfd1_M4,Map4k4_M3,Ubfd1_M4
Map4k4_M3<==>Lpcat2_M3,Map4k4_M3,Lpcat2_M3
Map4k4_M3<==>Irf8_M3,Map4k4_M3,Irf8_M3
Map4k4_M3<==>BC018473_M2,Map4k4_M3,BC018473_M2
Map4k4_M3<==>Cox7c_B5,Map4k4_M3,Cox7c_B5
Map4k4_M3<==>Csnk1a1_M3,Map4k4_M3,Csnk1a1_M3
Map4k4_M4<==>Spi1_M4,Map4k4_M4,Spi1_M4
Map4k4_M4<==>Bcl2l11_B3,Map4k4_M4,Bcl2l11_B3
Map4k4_M4<==>Etv3_M1,Map4k4_M4,Etv3_M1
Map4k4_M4<==>Runx3_B1,Map4k4_M4,Runx3_B1
Map4k4_M4<==>Gimap4_T0,Map4k4_M4,Gimap4_T0
Map4k4_M4<==>Gimap7_T3,Map4k4_M4,Gimap7_T3
Map4k4_M4<==>Igkc_B2,Map4k4_M4,Igkc_B2
Map4k4_M4<==>Derl3_B3,Map4k4_M4,Derl3_B3
Map4k4_M4<==>Pfn1_T4,Map4k4_M4,Pfn1_T4
Map4k4_M4<==>Gna13_T7,Map4k4_M4,Gna13_T7
Map4k4_M4<==>Gdi2_B3,Map4k4_M4,Gdi2_B3
Map4k4_M4<==>Rap2a_M3,Map4k4_M4,Rap2a_M3
Map4k4_M4<==>Dusp1_M3,Map4k4_M4,Dusp1_M3
Map4k4_M4<==>Fermt3_T5,Map4k4_M4,Fermt3_T5
Il1r2_M2<==>Tpr_B3,Il1r2_M2,Tpr_B3
Il1r2_M2<==>Gnas_M3,Il1r2_M2,Gnas_M3
Il1r2_M2<==>Srrm1_M0,Il1r2_M2,Srrm1_M0
Il1r2_M2<==>Hmgb1_T1,Il1r2_M2,Hmgb1_T1
Il1r2_M2<==>Hcst_T4,Il1r2_M2,Hcst_T4
Il1r2_M2<==>Fermt3_M4,Il1r2_M2,Fermt3_M4
Il1r2_M2<==>Ighv1-83_B3,Il1r2_M2,Ighv1-83_B3
Il1r2_M3<==>Ergic3_B3,Il1r2_M3,Ergic3_B3
Il1r2_M3<==>Eif4e_M3,Il1r2_M3,Eif4e_M3
Il1r2_M3<==>Anp32b_M3,Il1r2_M3,Anp32b_M3
Il1r2_M3<==>Psmb2_M3,Il1r2_M3,Psmb2_M3
Il1r2_M3<==>Coro1a_T4,Il1r2_M3,Coro1a_T4
Il1r2_M3<==>Ifi30_B1,Il1r2_M3,Ifi30_B1
Il1r2_M3<==>Rab8b_M3,Il1r2_M3,Rab8b_M3
Il1r2_M3<==>Txnrd1_M3,Il1r2_M3,Txnrd1_M3
Il1r2_M3<==>Rel_M3,Il1r2_M3,Rel_M3
Il1r2_M3<==>Havcr2_M3,Il1r2_M3,Havcr2_M3
Il1r2_M3<==>Sqstm1_M3,Il1r2_M3,Sqstm1_M3
Il1r2_M3<==>Tnfaip2_M3,Il1r2_M3,Tnfaip2_M3
Il1r2_M3<==>Gpr137b_M3,Il1r2_M3,Gpr137b_M3
Il1r2_M3<==>Appl1_M3,Il1r2_M3,Appl1_M3
Il1r2_M3<==>Atp5g2_M3,Il1r2_M3,Atp5g2_M3
Il1r2_M3<==>Zbtb20_B1,Il1r2_M3,Zbtb20_B1
Il1r2_M3<==>Zfp36l2_M3,Il1r2_M3,Zfp36l2_M3
Il1r2_M3<==>AW112010_M0,Il1r2_M3,AW112010_M0
Il1r2_M3<==>Jak2_M3,Il1r2_M3,Jak2_M3
Il1r2_M5<==>Psmb4_M3,Il1r2_M5,Psmb4_M3
Il1r2_M5<==>Snx3_M3,Il1r2_M5,Snx3_M3
Il1r2_M5<==>Fermt3_M3,Il1r2_M5,Fermt3_M3
Il1r1_T4<==>Erp29_M1,Il1r1_T4,Erp29_M1
Il1r1_T4<==>Aup1_B3,Il1r1_T4,Aup1_B3
Il1r1_T4<==>Fosb_M1,Il1r1_T4,Fosb_M1
Il1r1_T4<==>Srsf7_M3,Il1r1_T4,Srsf7_M3
Il18r1_B6_0<==>Rpl6_M3,Il18r1_B6_0,Rpl6_M3
Il18r1_B6_0<==>Igkv4-70_B3,Il18r1_B6_0,Igkv4-70_B3
Il18r1_B6_0<==>Rpl38_M3,Il18r1_B6_0,Rpl38_M3
Il18r1_B6_0<==>Ighv5-9_B7,Il18r1_B6_0,Ighv5-9_B7
Il18r1_B6_0<==>Rpl37_M3,Il18r1_B6_0,Rpl37_M3
