Edge Name,partner1,partner2
Emp3_B3<==>Fkbp11_B3,Emp3_B3,Fkbp11_B3
Emp3_B3<==>Ndufb10_M3,Emp3_B3,Ndufb10_M3
Emp3_B3<==>Tomm6_M3,Emp3_B3,Tomm6_M3
Emp3_B3<==>Ndufb11_M3,Emp3_B3,Ndufb11_M3
Emp3_M0<==>Calm1_B1,Emp3_M0,Calm1_B1
Emp3_M0<==>Ighv5-9_B7,Emp3_M0,Ighv5-9_B7
Emp3_M0<==>Igkv4-57_B3,Emp3_M0,Igkv4-57_B3
Emp3_M1<==>Nktr_M0,Emp3_M1,Nktr_M0
Emp3_M1<==>Selenok_T1,Emp3_M1,Selenok_T1
Emp3_M1<==>Sub1_T3,Emp3_M1,Sub1_T3
Emp3_M1<==>Ndufa7_T4,Emp3_M1,Ndufa7_T4
Emp3_M1<==>Ndfip1_T0,Emp3_M1,Ndfip1_T0
Emp3_M1<==>Rpl36a_B4,Emp3_M1,Rpl36a_B4
Emp3_M1<==>mt-Co3_B2,Emp3_M1,mt-Co3_B2
Emp3_M3<==>Diaph1_T4,Emp3_M3,Diaph1_T4
Emp3_M5<==>Ddx21_M3,Emp3_M5,Ddx21_M3
Emp3_M5<==>Sec11c_T7,Emp3_M5,Sec11c_T7
Emp3_M5<==>Cybb_M5,Emp3_M5,Cybb_M5
Emp3_M5<==>mt-Atp6_B4,Emp3_M5,mt-Atp6_B4
Saa3_M0<==>Ifitm3_M0,Saa3_M0,Ifitm3_M0
Saa3_M0<==>Psma2_M0,Saa3_M0,Psma2_M0
Saa3_M0<==>Psme2_M0,Saa3_M0,Psme2_M0
Saa3_M0<==>Tspo_M0,Saa3_M0,Tspo_M0
Saa3_M0<==>Cd47_T7,Saa3_M0,Cd47_T7
Saa3_M0<==>Iigp1_M0,Saa3_M0,Iigp1_M0
Saa3_M0<==>Sec11c_T7,Saa3_M0,Sec11c_T7
Ldha_M0<==>Rpl14_M3,Ldha_M0,Rpl14_M3
Ldha_M0<==>Ppia_B1,Ldha_M0,Ppia_B1
Ldha_M0<==>Rps27a_M3,Ldha_M0,Rps27a_M3
Ldha_M0<==>Rack1_M3,Ldha_M0,Rack1_M3
Ldha_M0<==>Hexb_M1,Ldha_M0,Hexb_M1
Ldha_M0<==>Selenok_M2,Ldha_M0,Selenok_M2
Ldha_M0<==>Rpl24_M3,Ldha_M0,Rpl24_M3
Ldha_M0<==>Rps2_O7,Ldha_M0,Rps2_O7
Ldha_M0<==>Gm42418_M2,Ldha_M0,Gm42418_M2
Ldha_M0<==>Rps14_M3,Ldha_M0,Rps14_M3
Ldha_T0<==>Rpl23a_M3,Ldha_T0,Rpl23a_M3
Ldha_T0<==>Esd_M5,Ldha_T0,Esd_M5
Ldha_T2<==>Eif1_B1,Ldha_T2,Eif1_B1
Ldha_T2<==>mt-Nd4_T6,Ldha_T2,mt-Nd4_T6
Spty2d1_B3<==>Rps3_M3,Spty2d1_B3,Rps3_M3
Spty2d1_B3<==>Rpl18a_M3,Spty2d1_B3,Rpl18a_M3
Spty2d1_B3<==>Rpl13_M3,Spty2d1_B3,Rpl13_M3
Spty2d1_B3<==>Ets1_T2,Spty2d1_B3,Ets1_T2
Spty2d1_B3<==>Itgb2_M0,Spty2d1_B3,Itgb2_M0
Spty2d1_B3<==>Rpl26_M3,Spty2d1_B3,Rpl26_M3
Spty2d1_B3<==>Rps7_M3,Spty2d1_B3,Rps7_M3
Spty2d1_B3<==>Myof_M0,Spty2d1_B3,Myof_M0
Spty2d1_M3<==>Hmgb2_T3,Spty2d1_M3,Hmgb2_T3
Spty2d1_M3<==>Pabpc1_M5,Spty2d1_M3,Pabpc1_M5
Siglech_M7<==>Jmjd1c_B4,Siglech_M7,Jmjd1c_B4
Siglech_M7<==>Emb_B6_0,Siglech_M7,Emb_B6_0
Siglech_M7<==>Ms4a6c_M3,Siglech_M7,Ms4a6c_M3
Tubgcp5_M7<==>Btg1_B1,Tubgcp5_M7,Btg1_B1
Tubgcp5_M7<==>Crem_T3,Tubgcp5_M7,Crem_T3
Selenos_B3<==>Morf4l1_B3,Selenos_B3,Morf4l1_B3
Selenos_B3<==>Sqstm1_B3,Selenos_B3,Sqstm1_B3
Selenos_B3<==>Psme2_B3,Selenos_B3,Psme2_B3
Selenos_T5<==>Lat_T0,Selenos_T5,Lat_T0
Selenos_T5<==>Rpl17_T1,Selenos_T5,Rpl17_T1
Lrrk1_M4<==>Snhg15_M3,Lrrk1_M4,Snhg15_M3
Lrrk1_M4<==>Kdm6b_M3,Lrrk1_M4,Kdm6b_M3
Lrrk1_M4<==>Atp6v0c_T1,Lrrk1_M4,Atp6v0c_T1
Mctp2_M7<==>Itgb1_M5,Mctp2_M7,Itgb1_M5
Chd2_B1<==>Itgae_M4,Chd2_B1,Itgae_M4
Chd2_B1<==>Srsf5_M4,Chd2_B1,Srsf5_M4
Chd2_T2<==>Rps15a_B0,Chd2_T2,Rps15a_B0
Chd2_T2<==>Grb2_B3,Chd2_T2,Grb2_B3
Chd2_T2<==>Sub1_B3,Chd2_T2,Sub1_B3
Chd2_T2<==>Ighv1-61_B3,Chd2_T2,Ighv1-61_B3
Chd2_T7<==>Tmem123_B3,Chd2_T7,Tmem123_B3
Chd2_T7<==>Hif1a_M3,Chd2_T7,Hif1a_M3
Chd2_T7<==>Rps24_M0,Chd2_T7,Rps24_M0
Akap13_B1<==>Man1a_M1,Akap13_B1,Man1a_M1
Akap13_B1<==>Grb2_B1,Akap13_B1,Grb2_B1
Akap13_B1<==>Arf4_B1,Akap13_B1,Arf4_B1
Akap13_B1<==>Iglc2_B1,Akap13_B1,Iglc2_B1
Akap13_B3<==>Vapa_B3,Akap13_B3,Vapa_B3
Akap13_M3<==>H2-Ab1_M5,Akap13_M3,H2-Ab1_M5
Akap13_M3<==>Pdcd4_T5,Akap13_M3,Pdcd4_T5
Akap13_T3<==>Cltc_M1,Akap13_T3,Cltc_M1
Akap13_T3<==>Rps29_T2,Akap13_T3,Rps29_T2
Akap13_T3<==>Ndufb1-ps_B5,Akap13_T3,Ndufb1-ps_B5
Akap13_T3<==>Ndufb1-ps_T3,Akap13_T3,Ndufb1-ps_T3
Akap13_T3<==>Clptm1l_B3,Akap13_T3,Clptm1l_B3
Akap13_T3<==>Rps28_M3,Akap13_T3,Rps28_M3
Akap13_T3<==>Fth1_B1,Akap13_T3,Fth1_B1
Akap13_T3<==>Slc15a3_M3,Akap13_T3,Slc15a3_M3
Akap13_T3<==>Pdcd4_T3,Akap13_T3,Pdcd4_T3
Akap13_T3<==>mt-Cytb_T2,Akap13_T3,mt-Cytb_T2
Akap13_T4<==>Rps3_M3,Akap13_T4,Rps3_M3
Akap13_T4<==>Snx20_M1,Akap13_T4,Snx20_M1
Akap13_T4<==>Irf8_B5,Akap13_T4,Irf8_B5
Akap13_T4<==>Rps27l_B5,Akap13_T4,Rps27l_B5
Akap13_T4<==>Eef1a1_B5,Akap13_T4,Eef1a1_B5
Akap13_T4<==>Gnai2_B1,Akap13_T4,Gnai2_B1
Akap13_T4<==>Bcr_O10,Akap13_T4,Bcr_O10
Akap13_T4<==>Atp5d_B1,Akap13_T4,Atp5d_B1
Akap13_T4<==>Uqcrq_M4,Akap13_T4,Uqcrq_M4
Akap13_T4<==>Nme1_B5,Akap13_T4,Nme1_B5
Akap13_T4<==>Sumo2_T4,Akap13_T4,Sumo2_T4
Akap13_T4<==>Crip1_T4,Akap13_T4,Crip1_T4
Akap13_T4<==>Ly6a_B1,Akap13_T4,Ly6a_B1
Akap13_T4<==>Psmb8_B4,Akap13_T4,Psmb8_B4
Akap13_T4<==>Psmb8_T1,Akap13_T4,Psmb8_T1
Akap13_T4<==>Rpl36_T2,Akap13_T4,Rpl36_T2
Akap13_T4<==>Smchd1_B2,Akap13_T4,Smchd1_B2
Akap13_T4<==>Got1_T2,Akap13_T4,Got1_T2
AU020206_T4<==>Rab8b_M5,AU020206_T4,Rab8b_M5
AU020206_T4<==>Ptprb_O10,AU020206_T4,Ptprb_O10
AU020206_T4<==>Hif1a_T4,AU020206_T4,Hif1a_T4
AU020206_T4<==>Rpl10a_M3,AU020206_T4,Rpl10a_M3
Furin_B6_0<==>Rplp1_B5,Furin_B6_0,Rplp1_B5
Furin_B6_0<==>mt-Atp6_B4,Furin_B6_0,mt-Atp6_B4
Furin_M5<==>Rps3_M3,Furin_M5,Rps3_M3
Furin_M5<==>Rpl13_M5,Furin_M5,Rpl13_M5
Furin_M5<==>Ubb_M5,Furin_M5,Ubb_M5
Furin_M5<==>Arhgdia_M0,Furin_M5,Arhgdia_M0
Furin_M5<==>Gng2_M4,Furin_M5,Gng2_M4
Furin_M5<==>Psme1_M3,Furin_M5,Psme1_M3
Furin_M5<==>Cd14_M5,Furin_M5,Cd14_M5
Furin_M5<==>Rpl17_M3,Furin_M5,Rpl17_M3
Furin_T4<==>Tmem123_M0,Furin_T4,Tmem123_M0
Furin_T4<==>Slfn2_M2,Furin_T4,Slfn2_M2
Furin_T4<==>Chchd1_M4,Furin_T4,Chchd1_M4
Furin_T4<==>Cox17_T4,Furin_T4,Cox17_T4
Furin_T5<==>Asah1_M5,Furin_T5,Asah1_M5
Furin_T5<==>Hif1a_M5,Furin_T5,Hif1a_M5
Furin_T5<==>Ly6e_T4,Furin_T5,Ly6e_T4
Furin_T5<==>Psmb1_T2,Furin_T5,Psmb1_T2
Furin_T5<==>H2-Aa_M3,Furin_T5,H2-Aa_M3
Iqgap1_B3<==>Mt1_B3,Iqgap1_B3,Mt1_B3
Iqgap1_B3<==>Rhoa_B3,Iqgap1_B3,Rhoa_B3
Iqgap1_B3<==>Srgn_B3,Iqgap1_B3,Srgn_B3
Iqgap1_B3<==>Prkar1a_T3,Iqgap1_B3,Prkar1a_T3
Iqgap1_B3<==>Eif5_M1,Iqgap1_B3,Eif5_M1
Iqgap1_B3<==>Cd47_B3,Iqgap1_B3,Cd47_B3
Iqgap1_B3<==>Vapa_B3,Iqgap1_B3,Vapa_B3
Iqgap1_B3<==>Tmsb4x_T2,Iqgap1_B3,Tmsb4x_T2
Iqgap1_M3<==>Ighv9-2_B3,Iqgap1_M3,Ighv9-2_B3
Iqgap1_M3<==>Ighv1-56_B3,Iqgap1_M3,Ighv1-56_B3
Iqgap1_M5<==>Cox6c_T3,Iqgap1_M5,Cox6c_T3
Iqgap1_T2<==>Myl12a_T2,Iqgap1_T2,Myl12a_T2
Iqgap1_T2<==>mt-Co3_B2,Iqgap1_T2,mt-Co3_B2
Iqgap1_T3<==>Rpl13_T6,Iqgap1_T3,Rpl13_T6
Iqgap1_T3<==>Sqstm1_O10,Iqgap1_T3,Sqstm1_O10
Rps17_M3<==>Jund_B1,Rps17_M3,Jund_B1
Rps17_M3<==>Igha_M1,Rps17_M3,Igha_M1
Rps17_M3<==>Ighv1-22_B3,Rps17_M3,Ighv1-22_B3
Rps17_M3<==>H2-T22_O10,Rps17_M3,H2-T22_O10
Rps17_T1<==>Map1lc3b_M0,Rps17_T1,Map1lc3b_M0
Rps17_T1<==>Tomm20_B3,Rps17_T1,Tomm20_B3
Rps17_T1<==>Rpl29_B1,Rps17_T1,Rpl29_B1
Rps17_T1<==>Fyn_T1,Rps17_T1,Fyn_T1
Rps17_T1<==>Igha_B5,Rps17_T1,Igha_B5
Rps17_T5<==>Glo1_T5,Rps17_T5,Glo1_T5
Tm6sf1_M3<==>D8Ertd738e_M3,Tm6sf1_M3,D8Ertd738e_M3
Tm6sf1_M3<==>Dennd4a_T4,Tm6sf1_M3,Dennd4a_T4
Tm6sf1_M3<==>H2-Q7_B1,Tm6sf1_M3,H2-Q7_B1
Ctsc_M0<==>Txnrd1_M3,Ctsc_M0,Txnrd1_M3
Ctsc_M0<==>Ptprcap_T4,Ctsc_M0,Ptprcap_T4
Ctsc_M1<==>Bcl2a1a_M0,Ctsc_M1,Bcl2a1a_M0
Ctsc_M1<==>Hif1a_M0,Ctsc_M1,Hif1a_M0
Ctsc_M1<==>Foxn3_M3,Ctsc_M1,Foxn3_M3
Ctsc_M1<==>Smdt1_T4,Ctsc_M1,Smdt1_T4
Ctsc_M1<==>Rps2_M1,Ctsc_M1,Rps2_M1
Ctsc_M1<==>Gm42418_M5,Ctsc_M1,Gm42418_M5
Ctsc_M3<==>Polr2c_T5,Ctsc_M3,Polr2c_T5
Ctsc_M3<==>Malt1_M1,Ctsc_M3,Malt1_M1
Ctsc_M4<==>Tkt_M0,Ctsc_M4,Tkt_M0
Ctsc_M4<==>Lnpep_B1,Ctsc_M4,Lnpep_B1
Ctsc_M5<==>Rps13_M3,Ctsc_M5,Rps13_M3
Ctsc_M5<==>Asah1_M5,Ctsc_M5,Asah1_M5
Ctsc_M5<==>Cd68_M5,Ctsc_M5,Cd68_M5
Ctsc_M5<==>Ctsb_M5,Ctsc_M5,Ctsb_M5
Ctsc_M5<==>Dazap2_M0,Ctsc_M5,Dazap2_M0
Ctsc_M5<==>Rpl35a_M3,Ctsc_M5,Rpl35a_M3
Ctsc_M5<==>Csf1r_M5,Ctsc_M5,Csf1r_M5
Ctsc_M5<==>Ehd1_M2,Ctsc_M5,Ehd1_M2
Ctsc_M5<==>AW112010_M5,Ctsc_M5,AW112010_M5
Ctsc_M5<==>Mpeg1_M5,Ctsc_M5,Mpeg1_M5
Prss23_O7<==>Rnh1_M1,Prss23_O7,Rnh1_M1
Prss23_O7<==>Hmgb2_M3,Prss23_O7,Hmgb2_M3
Prss23_O7<==>Mt1_M0,Prss23_O7,Mt1_M0
Prss23_O7<==>Plekho2_M0,Prss23_O7,Plekho2_M0
Prss23_O7<==>Rpl26_T5,Prss23_O7,Rpl26_T5
Prss23_O7<==>Rpl19_T2,Prss23_O7,Rpl19_T2
Prss23_O7<==>Ddx5_T4,Prss23_O7,Ddx5_T4
Prss23_O7<==>Gna13_B4,Prss23_O7,Gna13_B4
Prss23_O7<==>Crip1_M0,Prss23_O7,Crip1_M0
Prss23_O7<==>Syk_M0,Prss23_O7,Syk_M0
Prss23_O7<==>Mrpl52_M0,Prss23_O7,Mrpl52_M0
Prss23_O7<==>Col14a1_O7,Prss23_O7,Col14a1_O7
Prss23_O7<==>Ets2_M5,Prss23_O7,Ets2_M5
Prss23_O7<==>Pi16_O7,Prss23_O7,Pi16_O7
Prss23_O7<==>Rps14_T5,Prss23_O7,Rps14_T5
Prss23_O7<==>Rpl17_T5,Prss23_O7,Rpl17_T5
Prss23_O7<==>mt-Nd3_B3,Prss23_O7,mt-Nd3_B3
Prss23_O7<==>mt-Nd4l_B1,Prss23_O7,mt-Nd4l_B1
Prss23_O7<==>mt-Nd4l_B2,Prss23_O7,mt-Nd4l_B2
Eed_T5<==>Ywhaz_M5,Eed_T5,Ywhaz_M5
Eed_T5<==>Trat1_T0,Eed_T5,Trat1_T0
Eed_T5<==>Gm42418_T5,Eed_T5,Gm42418_T5
Eed_T5<==>Nr3c1_T1,Eed_T5,Nr3c1_T1
Picalm_M1<==>Junb_M1,Picalm_M1,Junb_M1
Prcp_M4<==>Rap1b_M4,Prcp_M4,Rap1b_M4
Prcp_M4<==>Eif5_T3,Prcp_M4,Eif5_T3
Ndufc2_M0<==>Arl6ip1_T3,Ndufc2_M0,Arl6ip1_T3
Ndufc2_M0<==>Rbx1_M3,Ndufc2_M0,Rbx1_M3
Ndufc2_M0<==>H2-D1_B4,Ndufc2_M0,H2-D1_B4
Ndufc2_M0<==>Plaat3_M5,Ndufc2_M0,Plaat3_M5
Pak1_M4<==>Pld4_M1,Pak1_M4,Pld4_M1
Pak1_M4<==>Rpl8_B5,Pak1_M4,Rpl8_B5
Pak1_M4<==>H2-DMa_M1,Pak1_M4,H2-DMa_M1
Pak1_M4<==>Lst1_M0,Pak1_M4,Lst1_M0
Pak1_M4<==>Csf1r_M0,Pak1_M4,Csf1r_M0
Rps3_M3<==>Lat_T0,Rps3_M3,Lat_T0
Rps3_M3<==>Rpl18a_M3,Rps3_M3,Rpl18a_M3
Rps3_M3<==>Rpl13_M3,Rps3_M3,Rpl13_M3
Rps3_M3<==>Rps7_M3,Rps3_M3,Rps7_M3
Rps3_M3<==>Psma3_M4,Rps3_M3,Psma3_M4
Rps3_M3<==>Rps23_M3,Rps3_M3,Rps23_M3
Rps3_M3<==>Rpl15_M3,Rps3_M3,Rpl15_M3
Rps3_M3<==>Selenok_T2,Rps3_M3,Selenok_T2
Rps3_M3<==>Itm2b_B5,Rps3_M3,Itm2b_B5
Rps3_M3<==>Itm2b_T2,Rps3_M3,Itm2b_T2
Rps3_M3<==>Stk24_M5,Rps3_M3,Stk24_M5
Rps3_M3<==>Ywhaz_B2,Rps3_M3,Ywhaz_B2
Rps3_M3<==>Pfdn5_M3,Rps3_M3,Pfdn5_M3
Rps3_M3<==>Rps10_M3,Rps3_M3,Rps10_M3
Rps3_M3<==>Rpl17_M3,Rps3_M3,Rpl17_M3
Rps3_M3<==>Unc93b1_M4,Rps3_M3,Unc93b1_M4
Rps3_T2<==>Rnh1_M1,Rps3_T2,Rnh1_M1
Rps3_T2<==>Rplp1_T5,Rps3_T2,Rplp1_T5
Rps3_T2<==>Ighv8-5_B3,Rps3_T2,Ighv8-5_B3
Rps3_T2<==>Rps10_T2,Rps3_T2,Rps10_T2
Rps3_T4<==>Vapa_B3,Rps3_T4,Vapa_B3
Rps3_T5<==>Eef2_T5,Rps3_T5,Eef2_T5
Rps3_T5<==>Rps27a_T5,Rps3_T5,Rps27a_T5
Rps3_T5<==>Rpl26_T5,Rps3_T5,Rpl26_T5
Rps3_T5<==>Rpl19_T5,Rps3_T5,Rpl19_T5
Rps3_T5<==>Rps7_T5,Rps3_T5,Rps7_T5
Rps3_T5<==>Rpl15_T5,Rps3_T5,Rpl15_T5
Rps3_T5<==>Selenop_M0,Rps3_T5,Selenop_M0
Rps3_T5<==>Rpl8_T5,Rps3_T5,Rpl8_T5
Rps3_T5<==>Rps10_T5,Rps3_T5,Rps10_T5
Rps3_T5<==>Rpl10a_T5,Rps3_T5,Rpl10a_T5
Rps3_T5<==>Rps18_T5,Rps3_T5,Rps18_T5
Spcs2_B3<==>Ddx21_B5,Spcs2_B3,Ddx21_B5
Spcs2_B3<==>Pfn1_T1,Spcs2_B3,Pfn1_T1
Spcs2_B3<==>Cct5_M1,Spcs2_B3,Cct5_M1
Spcs2_B3<==>Fth1_B1,Spcs2_B3,Fth1_B1
Spcs2_T4<==>Rpl14_T1,Spcs2_T4,Rpl14_T1
Spcs2_T4<==>Ly6a_T4,Spcs2_T4,Ly6a_T4
Spcs2_T4<==>Psmb9_M0,Spcs2_T4,Psmb9_M0
Spcs2_T4<==>Nars_M4,Spcs2_T4,Nars_M4
Spcs2_T4<==>Xist_T3,Spcs2_T4,Xist_T3
Spcs2_T4<==>mt-Cytb_B3,Spcs2_T4,mt-Cytb_B3
Spcs2_T4<==>mt-Cytb_T2,Spcs2_T4,mt-Cytb_T2
Ucp2_B4<==>Havcr2_M3,Ucp2_B4,Havcr2_M3
Ucp2_B4<==>Ckb_T4,Ucp2_B4,Ckb_T4
Ucp2_B4<==>Clic1_M3,Ucp2_B4,Clic1_M3
Ucp2_B4<==>Chuk_M4,Ucp2_B4,Chuk_M4
Ucp2_M0<==>Cd3g_T5,Ucp2_M0,Cd3g_T5
Ucp2_M0<==>Epb41l2_M3,Ucp2_M0,Epb41l2_M3
Ucp2_M0<==>Sub1_M4,Ucp2_M0,Sub1_M4
Ucp2_M0<==>H2-Q7_T7,Ucp2_M0,H2-Q7_T7
Ucp2_M3<==>Gabarapl2_B3,Ucp2_M3,Gabarapl2_B3
Ucp2_M3<==>Gnai2_M0,Ucp2_M3,Gnai2_M0
Ucp2_M3<==>Actr2_M0,Ucp2_M3,Actr2_M0
Ucp2_M3<==>Rps27a_M3,Ucp2_M3,Rps27a_M3
Ucp2_M4<==>Eef1a1_M3,Ucp2_M4,Eef1a1_M3
Ucp2_M4<==>Specc1l_M1,Ucp2_M4,Specc1l_M1
Ucp2_M4<==>Itm2b_T4,Ucp2_M4,Itm2b_T4
Ucp2_M4<==>Gpr183_M1,Ucp2_M4,Gpr183_M1
Ucp2_M4<==>Calm2_M2,Ucp2_M4,Calm2_M2
Ucp2_M4<==>Rps4x_M3,Ucp2_M4,Rps4x_M3
Ucp2_M5<==>Lsm6_M4,Ucp2_M5,Lsm6_M4
Ucp2_M5<==>Ubl5_T5,Ucp2_M5,Ubl5_T5
Ucp2_M5<==>Epb41l2_M3,Ucp2_M5,Epb41l2_M3
Ucp2_M5<==>Itgb2_M0,Ucp2_M5,Itgb2_M0
Ucp2_T1<==>Has1_O7,Ucp2_T1,Has1_O7
Ucp2_T4<==>Hnrnpa1_B1,Ucp2_T4,Hnrnpa1_B1
Rab6a_M4<==>Ighv4-2_B2,Rab6a_M4,Ighv4-2_B2
Rab6a_M4<==>Sub1_B5,Rab6a_M4,Sub1_B5
P2ry6_M1<==>Coro1a_M3,P2ry6_M1,Coro1a_M3
Pde2a_T6_3<==>Pkm_M3,Pde2a_T6_3,Pkm_M3
Pde2a_T6_3<==>Rbm3_B1,Pde2a_T6_3,Rbm3_B1
Rhog_M1<==>Rtcb_M4,Rhog_M1,Rtcb_M4
Rhog_M1<==>Ifi27l2a_T2,Rhog_M1,Ifi27l2a_T2
Rhog_M1<==>Poldip3_M3,Rhog_M1,Poldip3_M3
Rhog_M1<==>Rtp4_M2,Rhog_M1,Rtp4_M2
Rhog_T5<==>Zfp36l1_B2,Rhog_T5,Zfp36l1_B2
Rhog_T5<==>Gm42418_T6,Rhog_T5,Gm42418_T6
Timm10b_M5<==>Cox7a2l_T2,Timm10b_M5,Cox7a2l_T2
Timm10b_M5<==>Cdk2ap2_M0,Timm10b_M5,Cdk2ap2_M0
Timm10b_M5<==>Fth1_B0,Timm10b_M5,Fth1_B0
Timm10b_M5<==>Myof_M0,Timm10b_M5,Myof_M0
Taf10_B3<==>Smarca5_B1,Taf10_B3,Smarca5_B1
Taf10_B3<==>Nedd8_M3,Taf10_B3,Nedd8_M3
Taf10_M3<==>Pik3r1_M3,Taf10_M3,Pik3r1_M3
Taf10_M3<==>Nars_M4,Taf10_M3,Nars_M4
Eif3f_B1<==>Rpl27a_B1,Eif3f_B1,Rpl27a_B1
Eif3f_B1<==>Psmb1_B1,Eif3f_B1,Psmb1_B1
Eif3f_M0<==>Tpm4_T5,Eif3f_M0,Tpm4_T5
Eif3f_M0<==>Rpsa_B2,Eif3f_M0,Rpsa_B2
Eif3f_M0<==>Hif1a_T5,Eif3f_M0,Hif1a_T5
Eif3f_M0<==>Crip1_T0,Eif3f_M0,Crip1_T0
Eif3f_M0<==>Ighg2b_B2,Eif3f_M0,Ighg2b_B2
Eif3f_M0<==>Appl1_M4,Eif3f_M0,Appl1_M4
Eif3f_M0<==>Eif3h_M0,Eif3f_M0,Eif3h_M0
Eif3f_M0<==>Rps4x_B2,Eif3f_M0,Rps4x_B2
Eif3f_M1<==>Rpl4_M1,Eif3f_M1,Rpl4_M1
Eif3f_M1<==>Rpl26_M1,Eif3f_M1,Rpl26_M1
Eif3f_M1<==>Cltc_M1,Eif3f_M1,Cltc_M1
Eif3f_M1<==>Rpl3_B1,Eif3f_M1,Rpl3_B1
Eif3f_M1<==>Calm2_T3,Eif3f_M1,Calm2_T3
Eif3f_M1<==>Crem_M4,Eif3f_M1,Crem_M4
Eif3f_M3<==>Rpl27a_M3,Eif3f_M3,Rpl27a_M3
Eif3f_M3<==>Smarca5_T2,Eif3f_M3,Smarca5_T2
Eif3f_M3<==>Rpl41_B3,Eif3f_M3,Rpl41_B3
Eif3f_M3<==>Rpl27_M3,Eif3f_M3,Rpl27_M3
Eif3f_M3<==>Atp5mpl_B3,Eif3f_M3,Atp5mpl_B3
Eif3f_M3<==>Rpl17_M3,Eif3f_M3,Rpl17_M3
Eif3f_M7<==>Srgn_T5,Eif3f_M7,Srgn_T5
Eif3f_M7<==>Rassf3_M3,Eif3f_M7,Rassf3_M3
Eif3f_M7<==>mt-Nd5_T4,Eif3f_M7,mt-Nd5_T4
Eif3f_T2<==>Hnrnpab_B5,Eif3f_T2,Hnrnpab_B5
Eif3f_T2<==>Snf8_T5,Eif3f_T2,Snf8_T5
Rpl27a_B1<==>Tmem123_T5,Rpl27a_B1,Tmem123_T5
Rpl27a_M3<==>Rps15a_M3,Rpl27a_M3,Rps15a_M3
Rpl27a_M3<==>Rpl18a_M3,Rpl27a_M3,Rpl18a_M3
Rpl27a_M3<==>Smarca5_T2,Rpl27a_M3,Smarca5_T2
Rpl27a_M3<==>Rpl13_M3,Rpl27a_M3,Rpl13_M3
Rpl27a_M3<==>Rpsa_M5,Rpl27a_M3,Rpsa_M5
Rpl27a_M3<==>Rpl14_M3,Rpl27a_M3,Rpl14_M3
Rpl27a_M3<==>Rpl41_B3,Rpl27a_M3,Rpl41_B3
Rpl27a_M3<==>Rps27a_M3,Rpl27a_M3,Rps27a_M3
Rpl27a_M3<==>Rack1_M3,Rpl27a_M3,Rack1_M3
Rpl27a_M3<==>Rpl26_M3,Rpl27a_M3,Rpl26_M3
Rpl27a_M3<==>Slfn2_M2,Rpl27a_M3,Slfn2_M2
Rpl27a_M3<==>Grn_M5,Rpl27a_M3,Grn_M5
Rpl27a_M3<==>Rps7_M3,Rpl27a_M3,Rps7_M3
Rpl27a_M3<==>Crip1_B3,Rpl27a_M3,Crip1_B3
Rpl27a_M3<==>Rps23_M3,Rpl27a_M3,Rps23_M3
Rpl27a_M3<==>Rpl30_M3,Rpl27a_M3,Rpl30_M3
Rpl27a_M3<==>Il2rb_M5,Rpl27a_M3,Il2rb_M5
Rpl27a_M3<==>Rps10_M3,Rpl27a_M3,Rps10_M3
Rpl27a_M3<==>Myl12b_T3,Rpl27a_M3,Myl12b_T3
Rpl27a_M3<==>Cox7a2l_M3,Rpl27a_M3,Cox7a2l_M3
Rpl27a_M3<==>Rpl17_M3,Rpl27a_M3,Rpl17_M3
Rpl27a_M4<==>Rpl18a_M4,Rpl27a_M4,Rpl18a_M4
Rpl27a_M4<==>Rpl13_M4,Rpl27a_M4,Rpl13_M4
Rpl27a_M4<==>Rps12_M4,Rpl27a_M4,Rps12_M4
Rpl27a_M4<==>Rpl23_M4,Rpl27a_M4,Rpl23_M4
Rpl27a_M4<==>Rpl8_M4,Rpl27a_M4,Rpl8_M4
Rpl27a_M4<==>Rps10_M4,Rpl27a_M4,Rps10_M4
Rpl27a_M4<==>Rps18_M4,Rpl27a_M4,Rps18_M4
Rpl27a_M4<==>Rps14_M4,Rpl27a_M4,Rps14_M4
Rpl27a_M4<==>Rpl17_M4,Rpl27a_M4,Rpl17_M4
Rpl27a_T2<==>Rps12_T2,Rpl27a_T2,Rps12_T2
Rpl27a_T5<==>Npm1_T5,Rpl27a_T5,Npm1_T5
Rpl27a_T5<==>Atox1_M5,Rpl27a_T5,Atox1_M5
Rpl27a_T5<==>Rps7_T5,Rpl27a_T5,Rps7_T5
Rpl27a_T5<==>Rps10_T5,Rpl27a_T5,Rps10_T5
Rpl27a_T5<==>Pdcd4_T5,Rpl27a_T5,Pdcd4_T5
Swap70_B1<==>Iglc1_B1,Swap70_B1,Iglc1_B1
Swap70_B1<==>Iglc2_B1,Swap70_B1,Iglc2_B1
Swap70_B1<==>Rpl10a_M5,Swap70_B1,Rpl10a_M5
Eif4g2_B3<==>Map1lc3b_T3,Eif4g2_B3,Map1lc3b_T3
Eif4g2_B3<==>Tbc1d15_B3,Eif4g2_B3,Tbc1d15_B3
Eif4g2_B3<==>Prkar1a_B3,Eif4g2_B3,Prkar1a_B3
Eif4g2_B3<==>Ighv2-3_B3,Eif4g2_B3,Ighv2-3_B3
Eif4g2_B3<==>Atf4_B3,Eif4g2_B3,Atf4_B3
Eif4g2_B3<==>Zeb1_T2,Eif4g2_B3,Zeb1_T2
