variable,p_val,avg_log2FC,p_val_adj
Ybx1_B5,0.0095578312296578,0.1887816006089064,0.0603097362176685
Ptp4a2_B5,0.2939626650378599,-0.1412069216036254,0.5129348543007556
Sh3bgrl3_B5,0.0002423343526326,0.8050806909388601,0.0095628863769633
Rpl11_B5,0.038707628800508,-0.0370895786687288,0.1398381237652155
Cdc42_B5,0.4268635389378423,0.0908149910468481,0.6238774799860772
Dnajb6_B5,0.4171856441993936,-0.136627278723586,0.6238774799860772
Arap2_B5,0.0057852199149455,-0.403428116462157,0.0471082193074133
Plac8_B5,0.0013600451325973,-0.425507338343125,0.0217194570135741
Rpl5_B5,0.0314201794077955,-0.0796451454032003,0.1259261877828054
Rpl6_B5,0.0073033261887751,-0.0883642234254214,0.0535229476405946
Arpc3_B5,0.0073033261887751,0.2282242936264917,0.0535229476405946
Ran_B5,0.0004763038818766,0.4617564331187764,0.0122171945701347
Chchd2_B5,0.0022988170023958,0.2144956337689463,0.0262065138273121
Actb_B5,0.038707628800508,-0.0795553756796158,0.1398381237652155
Bri3_B5,0.0123997777248551,0.3435626378340412,0.0731159307224214
Polr1d_B5,0.0314201794077955,0.2609971509857489,0.1259261877828054
N4bp2l2_B5,0.0150302543169555,-0.3806793300005394,0.0847567873303166
Atp6v1f_B5,0.0408264300091681,0.3115892421629443,0.1434517711965975
Luc7l2_B5,0.0978804477256489,-0.2085487815139364,0.2379747378353454
Gimap6_B5,1.5876796062554575e-05,-0.5051307745618541,0.0027149321266968
Tra2a_B5,0.0092079327359871,-1.268344339197319,0.0603097362176685
Tax1bp1_B5,0.0095578312296578,-0.2041479979720674,0.0603097362176685
Serbp1_B5,0.1152655394141462,0.0826064859275555,0.2675620892283122
Mat2a_B5,0.0214565103535439,2.0795914317835056,0.1028709328165235
Snrpg_B5,0.0007144558228149,0.1519225827722175,0.0147866671321396
Pcbp1_B5,0.0347673711076855,0.7305409877513027,0.1371973952172512
Foxp1_B5,0.0252441057394617,-0.1525319178102808,0.1116398814167573
Hnrnpf_B5,6.35071842502183e-05,0.2186415881345241,0.0040723981900452
Cd69_B5,0.0004739364571009,-0.7517634704362105,0.0122171945701347
Arhgdib_B5,0.0009535613008391,-0.5795931459196041,0.0181176647159429
Selenow_B5,0.0583492399385958,-0.2089240617478893,0.1709050276518493
Rps19_B5,0.5208065412399778,0.0068925367027223,0.6994077373196561
Cd79a_B5,0.0824958323410335,-0.1094122897833314,0.2105490646315929
Rps16_B5,0.5208065412399778,0.0072066503842829,0.6994077373196561
Zfp36_B5,0.0201317774073192,-0.3169857609262206,0.0983581124757595
