celltype,gene,Salmonella_infNonTLSwk3_vs_IL10_KOnonTLS_FCmedian,Salmonella_infNonTLSwk3_vs_IL10_KOnonTLS_sign,Salmonella_infNonTLSwk3_vs_IL10_KOnonTLS_expr_Salmonella_infNonTLSwk3,Salmonella_infNonTLSwk3_vs_IL10_KOnonTLS_expr_IL10_KOnonTLS,Salmonella_infTLSwk6_vs_IL10_KOTLS_FCmedian,Salmonella_infTLSwk6_vs_IL10_KOTLS_sign,Salmonella_infTLSwk6_vs_IL10_KOTLS_expr_Salmonella_infTLSwk6,Salmonella_infTLSwk6_vs_IL10_KOTLS_expr_IL10_KOTLS,Salmonella_infTLSwk3_vs_IL10_KOTLS_FCmedian,Salmonella_infTLSwk3_vs_IL10_KOTLS_sign,Salmonella_infTLSwk3_vs_IL10_KOTLS_expr_Salmonella_infTLSwk3,Salmonella_infTLSwk3_vs_IL10_KOTLS_expr_IL10_KOTLS,Salmonella_infNonTLSwk6_vs_IL10_KOnonTLS_FCmedian,Salmonella_infNonTLSwk6_vs_IL10_KOnonTLS_sign,Salmonella_infNonTLSwk6_vs_IL10_KOnonTLS_expr_Salmonella_infNonTLSwk6,Salmonella_infNonTLSwk6_vs_IL10_KOnonTLS_expr_IL10_KOnonTLS
B0,Neurl3,-0.3855996181916518,negative,0.82893194421781,0.616816600864875,30.21811877468876,positive,0.0,1.2587000861325888,30.221168811876005,positive,0.0,1.257723419289044,-0.1211819360530497,negative,0.7207801777314224,0.6176648489736275
B0,Ighd,-0.1347532545854634,negative,1.65759755480314,1.506990348823397,-0.0577427826670563,negative,1.6482470025244325,1.58540191124307,0.0265085672390695,positive,1.5586579925557351,1.58470605634387,-0.1207569156195738,negative,1.64673387091928,1.5060545713906688
B0,Satb1,-0.0401934187432555,negative,2.098850616922375,2.0430847152111675,0.0287226350980237,positive,2.046299115258157,2.089395667416848,0.1076158592259558,positive,1.9316810127270951,2.089135228724384,-0.0786915783680544,negative,2.1556474751642627,2.0408634578157074
B0,Scd1,0.3436102136105748,positive,1.18100702950466,1.5069923503459826,0.0573440585227114,positive,1.44517793309778,1.50229149132361,0.131425377197027,positive,1.3722440765759152,1.502492997243816,-0.1520861039125796,negative,1.672837859991315,1.5073792707752451
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B0,nan,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,
B8,Cdc20,-0.9582989636592076,negative,0.308072931986883,0.1511208209714212,-28.90367999991385,negative,0.5499685920686805,0.0,-27.059888877217663,negative,0.1399066082941685,0.0,-1.732009292548335,negative,0.457809967738419,0.1485405455226632
B8,Lockd,-0.1680411159902886,negative,0.7103101870887435,0.626004586113958,-0.1083755000009064,negative,0.6499518207541918,0.5851604758934974,0.3678643407682593,positive,0.46135716511445,0.5994227183036349,0.1992798665663898,positive,0.543380868252339,0.6267370406803052
B8,Pclaf,-0.2837473973838693,negative,1.6895306276243551,1.3768666229912148,-0.056373476809946,negative,1.7443532244634188,1.6683704997336046,-0.3762464793699773,negative,2.1525058170964897,1.6631254790977872,-0.2754330462910833,negative,1.678548370585825,1.3775945155393725
B8,Cks1b,-0.2476059540535447,negative,1.34141679371921,1.1107160241517735,-0.258446985484548,negative,1.33918746934899,1.1245649406541354,-0.1136430761279621,negative,1.25045095233669,1.1275095276465814,0.0704501408298927,positive,1.0736169503352024,1.1107160241517735
B8,Hist1h2ap,0.7264073478951175,positive,0.437157677422414,0.6348435513378328,-0.2216447203034919,negative,0.8751861567660945,0.7412652339604405,0.4013257927512648,positive,0.5338229782678987,0.7420595896006146,-0.121193542489382,negative,0.6774130343305145,0.6215000820077518
B8,Cenpm,0.5744017192451504,positive,0.3367905945465069,0.4979388702179207,-0.0903223854012923,negative,0.4337200095671587,0.4193408740915207,-0.3198736783720646,negative,0.4885462962031632,0.408905985122649,-0.0570337954005893,negative,0.4997105541123909,0.4960435237857327
B8,Tpx2,-1.2438560330352786,negative,0.478103620289572,0.1934075531757635,-0.6626514288444507,negative,0.4815094573083192,0.336291607918502,-0.6730574717680009,negative,0.4914567848847232,0.3344766393908545,-1.2566106695639712,negative,0.4884178069928034,0.187060140119068
B8,Hist1h1b,0.526746496769732,positive,1.242511432865131,1.7695275700930264,-0.2918761179227301,negative,1.6647658915596573,1.350825674072503,-0.5653883682355153,negative,1.954782023137285,1.3502815626970603,0.0734894514492119,positive,1.72300403265328,1.7772743127976576
B8,Ncapg2,0.36176383439689,positive,0.6283669726996208,0.820440469752961,-0.2241175185317788,negative,0.713629502674047,0.6188175982679305,-0.1190912661894165,negative,0.7158755596258042,0.6188175982679305,0.790313004040993,positive,0.4811346033491632,0.8218221520640481
B8,Shcbp1,-0.723734049352237,negative,0.564848245014703,0.35209066657801,-0.6067724754309267,negative,0.4326222767524862,0.2893596872243185,-0.7357140234912832,negative,0.4070433741027587,0.2893596872243185,0.3194757515167483,positive,0.27271665869756,0.35209066657801
B8,Psmc3ip,0.1288667070729571,positive,0.3614676539725427,0.396960950793144,-0.0406510882960008,negative,0.3733829704952724,0.3700699344947015,-0.3627482327237641,negative,0.4632201439459504,0.3700699344947015,-0.1736861684295506,negative,0.4597844688854977,0.3998064153362675
B8,Ccnb2,-0.6283245688995591,negative,0.320302071527311,0.1935853555910625,-0.1384367884743121,negative,0.3636766621856567,0.343307275504073,1.0630999083818606,positive,0.1609743587633702,0.343307275504073,-0.7815138369045427,negative,0.3474979769148557,0.2002891415629175
B8,Prc1,-0.0646789581139269,negative,0.812065897583216,0.7699706443444443,0.1475338001073569,positive,0.6254115881201066,0.716052573500999,-0.094938502895181,negative,0.7634964649249905,0.716052573500999,-0.2881491051212013,negative,0.9206586273668244,0.7605088777690076
B8,Nusap1,1.0794508802807583,positive,0.314124997317985,0.6407469625769402,0.0310681515281218,positive,0.5953759739580677,0.6390535130240215,-0.0653084684840931,negative,0.6684526208064523,0.6319355561092673,0.227580213188919,positive,0.5244922290036624,0.6356574228481178
B8,Fkbp11,0.2867395352039873,positive,1.3217681459692645,1.57499736254019,-0.262788078470306,negative,1.4393058561363274,1.18667527608569,0.0074545236321164,positive,1.1581785663705286,1.1748816567428149,0.0801640767578961,positive,1.4862639704892402,1.57499736254019
B8,Top2a,-0.0275362374646383,negative,1.561556976701475,1.557923697132265,-0.2194892770927443,negative,1.5508152257659202,1.307076186385455,-0.342368148560336,negative,1.67436217884148,1.307076186385455,0.4265887109506907,positive,1.158710331499238,1.560489902836085
B8,Ncapg,0.4758370400198146,positive,0.2585083892697137,0.3592280316130705,-0.1139202788024087,negative,0.3946294511689415,0.368525766815783,0.0834366637506072,positive,0.3486646853305585,0.3718130742076202,-0.0390397302901037,negative,0.3667584737915618,0.3592280316130705
M0,Saa3,-31.46471731182279,negative,2.96362818583516,0.0,-30.25986746808029,negative,1.28566485559465,0.0,-31.23858396907393,negative,2.533674360593529,0.0,-30.764010057104976,negative,1.8234330150284077,0.0
M0,Gm15056,-28.970170586751767,negative,0.5258844675303674,0.0,0.0,zero,0.0,0.0,-29.4133247604377,negative,0.7149785700924688,0.0,0.0,zero,0.0,0.0
M0,Cfb,-30.44432534425453,negative,1.4645380281682188,0.0,-30.369099921748948,negative,1.3867878161935725,0.0,-30.54479319733374,negative,1.5664590953887538,0.0,-30.27435457197909,negative,1.30392196124175,0.0
M0,Calhm6,-30.0009901511515,negative,1.0767896478942376,0.0,-29.525758044959797,negative,0.7729276002944081,0.0,-30.175445218039165,negative,1.2125904480498502,0.0,-29.48147400212592,negative,0.751435979268512,0.0
M0,Ms4a4c,-30.37649506628627,negative,1.4070940098705398,0.0,-29.33939284353523,negative,0.7230670247831461,0.0,-30.19942615373405,negative,1.2564409836969577,0.0,-29.47582406648512,negative,0.7788876093910218,0.0
M0,Cxcl9,-30.95524516760016,negative,2.083255833938135,0.0,-30.50931184266989,negative,1.5283330763784626,0.0,-31.19910112611536,negative,2.4652744603340926,0.0,-30.195009911361225,negative,1.23301608159524,0.0
M0,Ifi44,-29.153243302577486,negative,0.5970362551848222,0.0,0.0,zero,0.0,0.0,-29.100370558111848,negative,0.575551807551691,0.0,0.0,zero,0.0,0.0
M0,Ly6i,-31.03224455795848,negative,2.198787561753626,0.0,-30.91563442010605,negative,2.0267787406171616,0.0,-31.038197907027847,negative,2.20574507949648,0.0,-30.724588551647365,negative,1.7777296880700988,0.0
M0,Slpi,-30.15005116186656,negative,1.191433398666315,0.0,-29.25356511426869,negative,0.6400303680519565,0.0,-29.971880342098785,negative,1.0530160945150588,0.0,-29.50129114378308,negative,0.7599299248358271,0.0
M0,AW112010,-0.5153059539983605,negative,3.23895669569311,2.263638471095957,-0.6848242342501278,negative,3.0721540080588534,1.912235305163735,-0.7466851895042188,negative,3.20142278585956,1.908961006098255,-0.4122490264388945,negative,3.0221506529307653,2.26917041668859
M0,Dram1,-29.04567923424429,negative,0.5541415223599699,0.0,-26.83302074913013,negative,0.1195484958233112,0.0,-29.118966964934167,negative,0.583018718408838,0.0,0.0,zero,0.0,0.0
M0,Mgst1,-30.1592362192438,negative,1.1990661164808851,0.0,-30.173800269492368,negative,1.21120865464096,0.0,-30.19152340878771,negative,1.226179808951315,0.0,-30.04099656900673,negative,1.1047821639859077,0.0
M0,Acsl1,-29.05415225925336,negative,0.5574056003678942,0.0,-29.028397055729368,negative,0.54754301111857,0.0,-29.24521215023499,negative,0.6363354028531907,0.0,-27.89352402166521,negative,0.2493373977369812,0.0
M0,Cd38,-29.946752797503013,negative,1.034834417267405,0.0,-29.67948023251009,negative,0.8598323983806692,0.0,-29.9821362156833,negative,1.0605284770937735,0.0,-29.760228677319677,negative,0.9093299789887062,0.0
M0,Ms4a6d,-0.5071653451637057,negative,1.780794034198676,1.25367333423521,-0.4509207827718711,negative,1.4139086754330863,1.0302636978616675,-0.7106736429591883,negative,1.70563360383782,1.0375122166475466,-0.2288268930972438,negative,1.466368167507265,1.2510272525850412
M0,Ppt2,-29.079192328551684,negative,0.5671646308507865,0.0,0.0,zero,0.0,0.0,-29.022937016972374,negative,0.5454746893198251,0.0,0.0,zero,0.0,0.0
M0,Ccl5,-29.76197030357677,negative,0.9191231188752016,0.0,-29.58488307331045,negative,0.8052620492685711,0.0,-29.99133908405876,negative,1.067315149909645,0.0,-29.304911443923984,negative,0.6689686369951939,0.0
M0,Ly6a,-31.147146570848705,negative,2.386127408702795,0.0,-30.82915642702836,negative,1.907659349265785,0.0,-31.14112260634076,negative,2.3681652440149152,0.0,-30.67067440917767,negative,1.71886889920511,0.0
M0,Iigp1,-29.70539313136367,negative,0.8754157683703817,0.0,-28.894853864882023,negative,0.4991346691811236,0.0,-29.902993491385796,negative,1.0039174470495595,0.0,-27.999696257707917,negative,0.2683789450544878,0.0
M0,Chil1,-30.774046585180937,negative,1.836162484885988,0.0,-30.490123791674232,negative,1.508140606124115,0.0,-30.776372240692453,negative,1.8391248050044335,0.0,-30.516329009590905,negative,1.5357848873219324,0.0
M0,Cd302,-0.946672608872382,negative,1.2462921197293113,0.6467845285338409,-30.07398025311086,negative,1.132848654252655,0.0,-30.15315496857107,negative,1.1955856668340377,0.0,-0.8914296010052247,negative,1.1948924261338971,0.642935755477942
M0,Cyp4v3,-27.771740942047675,negative,0.229153794741272,0.0,-26.651081254869048,negative,0.1053840465065582,0.0,-28.920951980857183,negative,0.5082460927857018,0.0,0.0,zero,0.0,0.0
M0,Myof,-29.846428270693465,negative,0.965344104367242,0.0,-29.788125369610608,negative,0.9270843511153832,0.0,-29.864603267513104,negative,0.9775554283457564,0.0,-29.7473301147168,negative,0.9013693148562374,0.0
M0,Clec12a,-30.420408676436388,negative,1.45261222505773,0.0,-30.32792147284346,negative,1.3889045108823774,0.0,-3.4473908677450487,negative,1.4111941513938602,0.1311311170310382,-30.410499634840026,negative,1.4435283004544075,0.0
M0,C3,-0.7665229862190798,negative,1.678188270378365,0.985018281413654,-1.0425569297650414,negative,1.8141410816704584,0.8893190188308825,-1.0044818742266697,negative,1.7564439032497976,0.8762138325223965,-0.7629312697439576,negative,1.6786160578050664,0.9895819142815768
M0,Capg,-2.2189927771040336,negative,1.129718305417109,0.243194045852792,-29.83958261431245,negative,0.9624015389278798,0.0,-30.145759805635567,negative,1.1883571490372662,0.0,-2.004383666201798,negative,0.989250160511885,0.247836125736737
M0,Ccr2,-29.330725816105225,negative,0.6751935206768906,0.0,0.0,zero,0.0,0.0,-29.01644978843975,negative,0.5467602370668243,0.0,-27.759815305984503,negative,0.227267366378153,0.0
M0,F10,-29.92990882234705,negative,1.0228226166970376,0.0,-29.590375787295837,negative,0.8083337171046432,0.0,-29.7951778441937,negative,0.931762354814372,0.0,-29.66326670796586,negative,0.8502233891189015,0.0
M0,Inhba,-29.393693320734457,negative,0.7053154139933043,0.0,0.0,zero,0.0,0.0,-29.41802546690129,negative,0.7173119702807655,0.0,0.0,zero,0.0,0.0
M0,Atp13a2,-28.74113948438667,negative,0.4486886601986745,0.0,-28.91762526839687,negative,0.507075477511283,0.0,-29.034157572073905,negative,0.5497336571638776,0.0,-29.01016249152409,negative,0.5406660357266491,0.0
M1,Dab2,-0.0034485577174888,negative,1.0942635059105077,1.0889890824807638,2.3814241204524533,positive,0.1768097779770007,0.9369648698097036,-0.0321882867632543,negative,0.963402896180099,0.9411712680917896,0.3431470118331563,positive,0.8612110161010897,1.0883820711993697
M1,Mrc1,-0.4308239110902772,negative,1.4388154016606625,1.068228538411545,29.18085528266426,positive,0.0,0.6706452925440444,-0.4097904444621552,negative,0.8658675794507943,0.6695071807863425,0.1941100498463215,positive,0.9371777643538428,1.0701487492679675
M1,Mgl2,29.579750637665832,positive,0.0,0.8024023756789821,28.653713810831785,positive,0.0,0.4223060888824817,28.71066366812186,positive,0.0,0.4393099424149802,29.57971284081432,positive,0.0,0.8023813536642888
M1,C3ar1,-0.2074864804127564,negative,0.9825635504901952,0.8469012740746982,2.587605464310367,positive,0.1160987765518427,0.7221071910228677,0.2508899714661445,positive,0.588488998338907,0.7200083045084321,-0.0091466015419749,negative,0.8494719404840569,0.847919088380391
M1,Selenop,-0.3064644073770003,negative,2.6339446686378905,2.129659428287371,-0.145613461080179,negative,1.9836323606641,1.79066603474545,-0.31115214884653,negative,2.2189419227633587,1.7918134807699302,-0.0665816980807667,negative,2.234919372338443,2.133072960626615
M1,Lmna,0.8715234764506071,positive,0.8531116981714403,1.5592924900349088,0.7913713143507515,positive,0.797971011028012,1.3787244041831923,0.8200327226579004,positive,0.7822961796608825,1.3794978548109238,0.5444778796697208,positive,1.066846334838781,1.5599035558368124
M1,Cd81,-0.3734711942831922,negative,1.559110756419285,1.20425492619191,-0.1011686885577282,negative,1.3000009448052887,1.2122130441802437,-0.1464747457801053,negative,1.330830926375202,1.2097068411081149,-0.2124100036683441,negative,1.3942995061125525,1.20548643347862
M1,Rgl1,-29.293737148900235,negative,0.663196547960393,0.0,0.1055512323002471,positive,0.6345275773561078,0.6865579753864207,0.4436666897615413,positive,0.5007524387891702,0.6854183930899276,-28.913814032672384,negative,0.5119175418453518,0.0
M1,Trf,-0.0869119735328136,negative,1.588074284064505,1.4937297731319463,0.4288834825872784,positive,1.008193263883879,1.357999730979305,-0.0082458154838138,negative,1.353436544034895,1.3581674087125526,0.0508983245967245,positive,1.445976910961626,1.4939208780373474
M1,Lgmn,-0.0848269175143583,negative,2.397301724403831,2.258541151992364,0.1034557510106432,positive,2.1162837506721863,2.27827819299778,0.2491985266535687,positive,1.9068929697171724,2.278623199966475,-0.0504360055181395,negative,2.342509444391519,2.260062889371405
M1,Apoe,-0.2273896231842099,negative,4.639870551186204,3.959827955150154,-0.0893363901636364,negative,4.003322869497867,3.778608092719679,-0.1919666073964632,negative,4.33759865449655,3.783927983545548,-0.0187848057594535,negative,4.014836113086775,3.9585363824121087
M1,Gpr183,30.015400086657003,positive,0.0,1.0964342744407225,0.0056974453663494,positive,1.4930940611953225,1.4906908572888025,1.7688029819285682,positive,0.4383049427108167,1.4889901480224623,0.151776575095679,positive,0.9866073522199892,1.0951196625399802
M1,Acp5,-0.7487223847608288,negative,1.41154353447494,0.8395199822594612,-0.8748360548907635,negative,2.14163372209578,1.1696937400929386,-0.4553487563719484,negative,1.610407356935755,1.167477120195166,-1.0590710968630774,negative,1.7515169924588911,0.8374014172954435
M1,P2ry6,-0.2265033168271207,negative,0.7181235968049291,0.6144762782661572,0.1434202536980373,positive,0.6109449789223665,0.6788105418406727,0.18122611891413,positive,0.6022891358549948,0.6813784961045175,-0.3211962625163398,negative,0.7700174660889694,0.6157388289157322
M1,Tmem176a,-0.3760275795008866,negative,2.2161839980758224,1.70787353148215,-0.1817234762308577,negative,2.0868244145059403,1.8417587838338172,-0.1498399200591347,negative,2.041913927712417,1.842571694046525,-0.2952572069651981,negative,2.09804671110966,1.7065498218882538
M1,Ms4a7,-0.7210088990169181,negative,2.23724249120311,1.3579676022002038,-0.2721683294013705,negative,1.4508654907612113,1.2058886288436164,-0.6269598779154979,negative,1.883893492381565,1.210848748576871,-0.5617189941454686,negative,2.0089730700955224,1.3605964863660849
M1,Cd93,0.0424453621513563,positive,0.9223586145912596,0.9473504666036744,1.0399265406999114,positive,0.402823626406896,0.8240939882092946,0.1882344249087351,positive,0.6957701065479089,0.8216958787888649,0.2418488330946385,positive,0.7984037798174831,0.946927227550691
M1,Abca1,0.4058678258957686,positive,1.140952666533127,1.5115511785125475,0.2697251450147105,positive,1.2311112105266502,1.4910117258382574,0.281076174903268,positive,1.2161469441570776,1.4862911654146025,0.1842161192262182,positive,1.3303404375987025,1.5123756252406813
M1,Tmem176b,-0.3024546298857529,negative,2.225747013143988,1.8062924275937613,-0.1956283374262578,negative,2.1454013777532284,1.8738536896890312,-0.2429115092643748,negative,2.219501076709695,1.8732134004642151,-0.2209562620015085,negative,2.1047755244006447,1.8063694992713517
M1,Cd63,-0.0974393944266073,negative,1.882044527722896,1.7562880875547462,-0.1958644375962378,negative,2.10225233532756,1.8415422233716423,0.0908064404667354,positive,1.7355937248719775,1.8410963886276224,-0.1865570844620436,negative,2.0022460046226653,1.7575165811564477
M1,Axl,-0.4496356099680864,negative,0.8106694884752175,0.5981287800158543,-0.4740770342602246,negative,1.0604040176500384,0.7616348986328165,-0.320157191222058,negative,0.9484626854429988,0.7621842502468077,-0.757242648711618,negative,1.0026749907901091,0.593513807961332
M1,Cd83,0.1030178731193618,positive,1.581931536516335,1.69188952965068,0.4722349598352552,positive,1.11978130321269,1.55365746386066,0.3071390927024184,positive,1.250231644927715,1.5543243628095538,0.1508662959186296,positive,1.5255943282849125,1.6899625398881262
M1,Got1,3.2449511070344705,positive,0.134208203122753,1.237627360921867,0.9980053807878464,positive,0.6391115915293745,1.2815834281916023,1.9230269642203477,positive,0.335251497061425,1.2815739819331438,0.9513956442879554,positive,0.642273482327762,1.2399843499615
M1,Rcbtb2,0.679345450603421,positive,0.427647268534201,0.698308889399406,0.3623813787851984,positive,0.5541279186077686,0.7160581630347445,0.3922908248874712,positive,0.546907562023141,0.712947818696551,0.2774176929518133,positive,0.5774953430389149,0.7028147853780893
M1,Mafb,-0.0642115404304075,negative,2.40870064997203,2.3002167663370723,-0.0143660403288084,negative,2.2289413846213098,2.20720182477974,0.021366415917122,positive,2.18926151085243,2.2078138449483062,0.030791524462422,positive,2.2561362030261485,2.3017324801648
M1,Specc1l,0.6354526337660844,positive,0.6408352060956295,1.0040534582663294,0.2142680334700777,positive,0.9039079167697516,1.0503256681057025,0.7251440699570126,positive,0.6299915765736235,1.0495959146935414,0.1784350868548661,positive,0.8853494456251084,1.0044510735925047
M1,Gfpt1,-28.98673430739583,negative,0.5341325920936855,0.0,-0.1195725910167426,negative,0.752632402964315,0.6886149854648868,2.582742304245074,positive,0.1161042659824252,0.6866124151542901,-29.595079921569106,negative,0.8143659003710769,0.0
M1,Man1a,0.1909164414461537,positive,0.8187398392459053,0.940018309843682,0.3992796326132016,positive,0.7464347954935064,0.9848656126585772,0.3024644555403767,positive,0.7991173993157745,0.9826775006178732,0.1681968012162868,positive,0.835029769828658,0.9385387236071654
M1,Mt1,0.0993342583620816,positive,2.0337999073482447,2.1791477310679914,-0.2546685856543498,negative,2.541761837428875,2.1327464907896148,0.105154464437699,positive,1.988359690593145,2.135198379613394,-0.1521833899829905,negative,2.42065537501216,2.1796040091908075
M1,Ahnak,3.168773463135742,positive,0.194936287843031,1.75000303564302,30.33729317288269,positive,0.0,1.3572652072930849,30.328785898650448,positive,0.0,1.3561643963662813,1.9947738508977864,positive,0.4365494006054444,1.7500620482141338
M2,Stfa2l1,-31.32402769046356,negative,2.6882640771084665,0.0,-30.900845360264405,negative,2.0048475058651327,0.0,-31.341838500842243,negative,2.7216577269746924,0.0,-30.9057116118287,negative,2.011621331478835,0.0
M2,Cxcr2,0.4874262698439506,positive,1.2863258409706502,1.8067271294820115,0.0,zero,0.124770327196789,0.0,-30.48319398520149,negative,1.5365167292769475,0.0,1.5767833372005524,positive,0.57068583501307,1.7999308225601265
M2,BC018473,-0.8104889161849604,negative,3.4835953592298976,1.9884138987342117,-0.5774715424142677,negative,3.470110571555761,2.312388913120475,-0.6195893282139734,negative,3.602869695279355,2.34713771172716,-0.8716389858167265,negative,3.6712110067282726,2.009145293796986
M2,S100a9,-0.1825457634343923,negative,7.057148960087055,6.228656072006643,-0.0791937673695867,negative,5.86855523375539,5.542198260764335,-0.272598839213396,negative,6.704118541157559,5.554863146794435,-0.0384590015695424,negative,6.393326744332057,6.2242624984223776
M2,G0s2,0.1449548371292529,positive,3.7430097707599312,4.14322459268484,0.0655393026026747,positive,3.5470941548885464,3.7041880398703473,0.0226362230943667,positive,3.654829390449752,3.710040629107042,0.1507070368614733,positive,3.73215202365563,4.1440911440554125
M2,Mmp9,-0.0316289328876965,negative,1.630618252978005,1.5935309063270513,-1.97382351851226,negative,1.89637309528097,0.5142121327554325,-30.15588734221089,negative,1.3997906467570724,0.0,-0.1792163659247591,negative,1.79833143952085,1.5874761052426214
M2,Lrg1,-30.846534430769,negative,1.9307770464126188,0.0,0.0,zero,0.0,0.0,-30.66738145791185,negative,1.70530360187545,0.0,-30.29910917819529,negative,1.32111524523651,0.0
M2,S100a8,-0.2042448133641478,negative,6.381119992508403,5.5286013997253445,0.0676354094666672,positive,4.624667184686548,4.85653085414312,-0.265135147131083,negative,5.828053773990965,4.852984472098945,-0.0124459374929669,negative,5.572972764960753,5.53720608695106
M2,Hdc,0.363158961962935,positive,2.5693248079611264,3.306497466180337,0.2231859343657888,positive,2.762774583481094,3.230103151451865,0.1908855486784625,positive,2.828619884758397,3.22879286354194,0.3243966373871869,positive,2.64051089413904,3.3064674860667047
M2,Wfdc21,-1.3971895803992538,negative,3.39701520684374,1.2953461030616875,-30.815916749184048,negative,1.89320088996824,0.0,-31.417463565125196,negative,2.8694390578157387,0.0,-1.154792214347463,negative,2.9955924370878675,1.3529521264338376
M2,Pglyrp1,-1.087782162165766,negative,2.2920580487743303,1.0780958674001346,-1.4769908171491613,negative,1.81644620355291,0.596306884107325,-1.3926086141772278,negative,1.9001230532631448,0.760471398857855,-1.2087282384864135,negative,2.047082591222816,0.881787391436175
M2,Ifitm1,-0.0433984658673701,negative,4.3737213996647775,4.245904794778063,-0.1515732996705429,negative,4.161300192797555,3.74043283335042,-0.2799262919147464,negative,4.541934645807947,3.739382951943883,0.0626393205359132,positive,4.066770672382204,4.24811385232727
M2,Trem1,0.1633696877544479,positive,2.2255777736992064,2.4887655854202158,-0.0494547679052816,negative,2.311946176957129,2.2302180963226523,0.0281271243956256,positive,2.193065962761368,2.23944454455779,0.1141346795425488,positive,2.301552096106956,2.4901300600116025
M2,Slfn1,-30.93583964819162,negative,2.054766195046722,0.0,-31.05249150539779,negative,2.227057283246289,0.0,-31.129843333228703,negative,2.349722651311705,0.0,-30.783249844554355,negative,1.850462304334428,0.0
M2,Retnlg,-31.233542701461484,negative,2.525973174262325,0.0,0.0,zero,0.0,0.0,-30.826621355365724,negative,1.90431019604289,0.0,-30.86680927017757,negative,1.95881672241828,0.0
M2,Trem3,-30.258254521299648,negative,1.2842282732672787,0.0,-29.80163975308176,negative,0.9445863184951668,0.0,-30.21767618869133,negative,1.2524141191173224,0.0,-30.32049739315461,negative,1.34084691917037,0.0
M2,Hcar2,-0.3676891446053294,negative,2.1004199350799952,1.6355274316272588,-0.444511517167568,negative,2.7270530485245352,2.0185512076296384,-0.4516397909870622,negative,2.75378578697586,2.0200483109031424,-0.3208069756742864,negative,2.0108981161708623,1.6357050667717
M2,Acod1,-0.1016793354849142,negative,3.908051123129407,3.63908575878671,-0.1280014857493105,negative,3.8464552153462552,3.527771305380245,-0.2153193797787425,negative,4.087883767073955,3.5273700514830404,-0.0734718754160167,negative,3.8302642344576494,3.63799959571521
M2,Wfdc17,-0.4456150471680142,negative,3.781122404569973,2.7760712379361148,-2.654857171060578,negative,2.9076226842273725,0.4827843306377985,-31.728840759673,negative,3.701954680455403,0.0,0.0857050091100551,positive,2.595622148824961,2.7758383469171224
M2,Rtp4,-30.660565950412064,negative,1.69726648296313,0.0,-30.20330958207276,negative,1.2362381798781326,0.0,-30.93367431978799,negative,2.050991432386766,0.0,-30.547307395425133,negative,1.569118751908815,0.0
M2,Upp1,-0.6551921706344935,negative,2.9035597738937824,1.8440709638645825,-31.092110485447986,negative,2.2890637318956224,0.0,-31.5435393924698,negative,3.1300518116857323,0.0,-0.385148894589616,negative,2.3926646062365937,1.8437346939822188
M2,Csf3r,0.2336253685229026,positive,1.7955224758612487,2.1105456704827974,0.1437952824685568,positive,2.069174630315394,2.2853694442091,0.1185767116412209,positive,2.0992856459015776,2.275372476594465,0.1943709168963661,positive,1.8477184734174916,2.10610890682827
M2,Nudt4,0.8560456387264757,positive,1.20939371985026,2.1912684126072097,0.2003353680046559,positive,1.7319732987444176,1.9798707055128013,0.5116135883549088,positive,1.389385167060275,1.980786764920385,0.5958260721320014,positive,1.44621966595243,2.1900485681176574
M2,Sell,-30.496054825525167,negative,1.514353451079966,0.0,0.0,zero,0.0,0.0,-30.504336518582512,negative,1.5230715472934762,0.0,-30.03742815538751,negative,1.101962630264405,0.0
