gene_cell,source,log2fc_median_LP
Fcer1g_M1,DEG,-0.07563403515292
Fcer1g_M3,DEG,-0.5803506162142468
Fcer1g_M5,DEG,-0.6013888943482927
Fcer1g_M6,DEG,-0.3901983017284529
Fcer1g_T7,Signature,-0.1217772261048475
Fcgr2b_M0,DEG,0.361694046471661
Fcgr3_M0,DEG,-0.4403823155502033
Fcgr3_M1,DEG,-0.25439440296326
Fcgr3_M5,DEG,-1.7330591308049688
Fcgr4_M0,DEG,-1.7508189815723931
Fcgrt_M4,DEG,-1.3542325202330492
Fcgrt_O7,DEG,-0.5498783121451962
Fcrla_B2,Signature,
Fcrla_M7,Signature,-0.3731414622580387
Fdx1_T5,DEG,-1.6252755064905653
Fem1c_M0,DEG,-1.757306409523094
Fem1c_M1,DEG,0.3506868285336366
Fem1c_M3,DEG,0.4253594268037309
Fem1c_M4,DEG,0.7187376120283877
Fem1c_M5,DEG,0.3034295031733517
Fermt1_O15,Signature,
Fermt3_M4,DEG,-0.6989965664191019
Fermt3_M5,DEG,-0.9060914043090028
Fgd2_M4,DEG,-0.6384785776495057
Fgfr1_O7,DEG,0.2267946315251468
Fgl2_M0,DEG,-0.5479564241872388
Fgl2_M1,DEG,-0.2547474298090845
Fgl2_M3,DEG,-0.5286048050811036
Fgl2_M4,DEG,-0.6029349641769036
Fgl2_M6,Signature,0.940201968512998
Fgl2_T4,Signature,1.2075105129420447
Fhl1_O4,DEG,0.2238141308854867
Fhl2_O13,Signature,0.3475851570834137
Filip1l_O13,Signature,-0.1368024136219993
Fis1_M0,DEG,-0.6335969223453899
Fis1_M3,DEG,-0.4871876230298628
Fis1_M4,DEG,-0.3593508909937716
Fis1_M5,DEG,-0.4262198815868424
Fkbp11_B3,DEG;Signature,-0.3186110698270744
Fkbp11_B8,Signature,0.0801640767578961
Fkbp1a_M1,DEG,0.1838588441373095
Fkbp1a_M3,DEG,0.444594994297898
Fkbp1a_O10,DEG,-0.2718905287558093
Fkbp2_B3,Signature,-0.0821548473482743
Fkbp2_M4,DEG,-0.4698181116564394
Fkbp2_O4,DEG,-0.4029830632406468
Fkbp3_T4,DEG,-0.6273993829146558
Fkbp3_T5,DEG,-0.3137804738845506
Fkbp8_M4,DEG,-1.3814078040495998
Flna_T5,DEG,-1.4743332092828123
Flt1_O10,Signature,0.167723705806764
Flt3_M4,DEG;Signature,-0.4810235122882845
Fn1_O4,DEG,0.4429509620948562
Fn1_O7,DEG,0.2860262003736091
Fnbp1_M3,DEG,0.1535744077249383
Fndc1_O7,DEG;Signature,0.6856772233679691
Fos_M4,DEG,-0.486720184690786
Fos_O7,DEG,-0.9069920874420828
Fos_T8,Signature,0.3482516789782591
Fosb_B3,DEG,-1.3318654117205515
Fosb_M0,DEG,-0.922506724957708
Fosb_M1,DEG,-0.7932031126429866
Fosb_M3,DEG,-0.2866559371943634
Fosb_O7,DEG,-0.1419317553329182
Fosb_T8,Signature,-0.589351964491601
Fosl2_M1,DEG,0.3039070232928239
Fosl2_M3,DEG,0.3009090368501256
Fosl2_O7,DEG,0.3114498002517343
Fosl2_T3,DEG,0.464583717435961
Fosl2_T4,DEG,0.2113003717834356
Fosl2_T5,DEG,1.6775189828941188
Foxn3_M3,DEG,0.8672038691737101
Foxn3_M4,DEG,0.3920749392813932
Foxn3_M5,DEG,1.2980594345832386
Foxo1_T5,DEG,0.5958533865164147
Foxp1_B0,Signature,-0.0999594721588633
Foxp1_B3,DEG,1.2459058022544474
Foxp1_M1,DEG,0.3694707864253056
Foxp1_M5,DEG,0.6807650080818255
Foxp1_T6,Signature,0.05406854658212
Foxp3_T2,Signature,-0.1068333764752383
Fstl1_O4,DEG,0.1664193108512597
Fstl1_O7,DEG,0.0402444436329104
Fth1_B0,Signature,0.0287974437061845
Fth1_B3,DEG,-0.1140414389081638
Fth1_M0,DEG,-0.1213727752594782
Fth1_M5,DEG,-0.2765444838595838
Fth1_O4,DEG,-0.2245934544540061
Fth1_O7,DEG,-0.2420964069772834
Fth1_T2,DEG,-0.0436367103843323
Fth1_T4,DEG,0.0924160293971294
Ftl1_B2,DEG,-0.1012915543083065
Ftl1_B3,DEG,0.014603062121713
Ftl1_M0,DEG,-0.0742169568843055
Ftl1_M1,DEG,-0.0743978677732541
Ftl1_M3,DEG,0.1143003904019498
Ftl1_M5,DEG,-0.1125326033799883
Ftl1_O10,DEG,0.1781890193274056
Ftl1_T0,DEG,-0.1991759854106104
Ftl1_T1,DEG,-0.2780190184601534
Ftl1_T2,DEG,-0.1590090701938352
Ftl1_T3,DEG,-0.1160224164964574
Ftl1_T4,DEG,0.0680060165927165
Fubp1_M3,DEG,-0.297849717763838
Fuca1_M3,DEG,-0.5825223277570493
Fuca1_M4,DEG,-0.4882914012567867
Fuca1_M5,DEG,-0.9531397999405136
Furin_B6_0,Signature,-0.683765193407057
Furin_M5,DEG,-0.6402953011578694
Furin_T0,DEG;Signature,-0.4149951212187921
Furin_T1,DEG,1.5256263851214902
Furin_T4,DEG,-0.5429868068743896
Fxyd1_O7,DEG,-0.2463149552303355
Fxyd5_B3,DEG,1.1979333160117065
Fxyd5_M0,DEG,-0.2429841234371448
Fxyd5_M2,DEG,0.1246951628942482
Fxyd5_M3,DEG,-0.3150711256178544
Fxyd5_M5,DEG,-0.2724955474418238
Fxyd5_T3,DEG,0.0099861205152598
Fyb_B6_0,Signature,-0.8282366336661668
Fyb_M0,DEG,-0.3500676910076556
Fyb_M1,DEG,-0.6893267379630353
Fyb_M5,DEG,-0.6013062329212311
Fyb_T1,DEG,-0.2221878054567867
Fyb_T2,DEG,-0.2198204987577852
Fyb_T3,DEG,-0.2492228308351655
Fyb_T5,DEG,-0.2581985879282223
Fyb_T6_3,Signature,-0.0006547231080055
Fyn_M4,DEG,0.4867285721496499
Fyn_T3,DEG,-1.2114829914565597
Fyn_T5,DEG,-0.5177844751910055
G0s2_M2,Signature,0.1449548371292529
G0s2_M6,Signature,0.7501186872839907
G3bp1_M1,DEG,0.4545500304911666
G3bp1_M3,DEG,0.0891260396775626
Gabarap_B3,DEG,0.0253865060142712
Gabarap_M3,DEG,0.0185967099457923
Gabarap_T3,DEG,-0.3467991166719437
Gabarapl2_B3,DEG,0.2817646015002608
Gabarapl2_T0,DEG,-1.4162944409096525
Gabarapl2_T4,DEG,-1.476972229998848
Gadd45b_B3,DEG,0.1926765569946412
Gadd45b_M0,DEG,-0.3175155226710047
Gadd45b_M3,DEG,0.804139116951743
Gadd45b_O10,DEG,0.3782946611742208
Gadd45b_O7,DEG,-0.862622980334327
Gadd45b_T2,DEG;Signature,-0.1666216202181203
Gadd45b_T4,DEG,-1.4925565948580837
Gadd45b_T7,DEG,-2.6275627184351213
Gadd45b_T8,Signature,0.0981723178066343
Gapdh_B1,DEG,-0.2590098318301178
Gapdh_B3,DEG,0.0289323043704411
Gapdh_M0,DEG,-0.319579375771491
Gapdh_M2,DEG,-0.3781886588028491
Gapdh_M3,DEG,-0.0876459819949476
Gapdh_M4,DEG,-0.1546971719870939
Gapdh_M5,DEG,-0.2670842545108561
Gapdh_T0,DEG,-0.2029971806472454
Gapdh_T1,DEG,0.2046814362902584
Gapdh_T2,DEG,-0.1498718332998658
Gapdh_T4,DEG,-0.1673060927832114
Gapdh_T5,DEG,-0.0806210596943555
Gas5_M4,DEG,0.1061256715540678
Gas5_O10,DEG,0.4776510997384324
Gas5_O13,DEG,0.4100954192766399
Gas5_O4,DEG,0.2251342397125408
Gas5_O7,DEG,0.192115564994317
Gas5_T0,DEG,0.2520665324173281
Gas5_T3,DEG,0.1781155676175278
Gas5_T5,DEG,0.172308791560028
Gas6_O4,DEG,-0.4361471162928673
Gask1b_O4,Signature,0.0213271120532544
Gata3_T8,Signature,-0.1134139331455267
Gatm_M0,DEG,-1.873180159808156
Gatm_M1,DEG,-0.428460470288836
Gatm_M4,DEG,-0.5704060263767678
Gatm_M5,DEG,-1.0115396492403206
Gbp2_M0,DEG,-0.6622990545129324
Gbp2_M2,DEG,-1.4260477408417644
Gbp7_O10,DEG,-1.485484886345084
Gch1_B5,Signature,-1.9968022768239777
Gdi2_M5,DEG,0.1281003894559965
Gdi2_O4,DEG,-0.3112890196946045
Gdi2_O7,DEG,-0.4836809284529028
Gdi2_T3,DEG,-0.3031233716142724
Gdpd3_B3,DEG,0.453275947940681
Gdpd3_M2,DEG,0.2615290745760755
Gdpd3_M3,DEG,0.1933752917058657
Gdpd3_T2,DEG;Signature,-0.1553843106483917
Gfod1_M3,DEG,0.4352752903859194
Gfod1_M4,DEG,0.8012321381740386
Gfpt1_M1,Signature,
Gfpt1_M3,DEG,0.3575528799713198
Gfpt1_M4,DEG,0.3959058426077051
Gfpt2_O7,DEG;Signature,0.2042938366822393
Ggta1_M1,DEG,0.4463342238908359
Ggta1_M3,DEG,0.7003946048783617
Ghitm_M4,DEG,-0.3061861187805935
Gimap1_T1,DEG,-0.3065714820751544
Gimap3_M5,Signature,-0.5475181664345055
Gimap3_T1,DEG,-0.2757916426090391
Gimap3_T2,DEG,-0.3406590293942767
Gimap3_T3,DEG,-0.1869256678591819
Gimap3_T5,DEG,-0.3834919141400454
Gimap4_M5,DEG;Signature,-1.7386729909004417
Gimap4_T0,Signature,-0.1734329818206044
Gimap4_T1,DEG,-0.6003633311467738
Gimap4_T3,DEG;Signature,-0.2557280203009578
Gimap4_T5,DEG,-0.7512877732649343
Gimap5_T3,DEG;Signature,-1.7179268702048218
Gimap6_B1,DEG,-0.4103109240717627
Gimap6_B2,DEG;Signature,-0.1525208625196079
Gimap6_M5,DEG;Signature,-1.3188719029206333
Gimap6_O10,DEG;Signature,-0.3161176276461326
Gimap6_T1,DEG,-0.4837823638572153
Gimap6_T2,DEG,-0.6487922827677142
Gimap6_T3,DEG;Signature,-0.2641406631558507
Gimap6_T5,DEG,-0.8521300231063635
Gimap7_T0,Signature,-0.0727498864504145
Gimap7_T5,DEG,-0.8074547709816408
Git2_M4,DEG,-0.6011766087491233
Glipr1_B3,DEG,0.2081997665777264
Glo1_M4,DEG,-1.4191110849108075
Glo1_T5,DEG,-1.1572743299710728
Glrx3_B4,Signature,0.2245445404997892
Glrx3_T5,DEG,-2.402506104854191
Glrx_M4,DEG,-0.9022690082892196
Glrx_M5,DEG,-1.7751268937979634
Gls_M0,DEG,-1.3448360783373745
Gls_M5,DEG,0.1481709005769946
Gls_O4,DEG,0.0768032641265959
Gls_O7,DEG,0.3067473825931878
Gls_T5,DEG,0.1072627156111262
Gltp_M4,DEG,-0.5110910676859806
Glud1_M0,DEG,-0.9102698042411111
Glud1_M4,DEG,0.1596319466647285
Glul_O7,DEG,0.3953638820186028
Gm10076_M0,DEG,-0.4565232133233559
Gm13889_O13,Signature,0.0653170559224151
Gm15056_M0,Signature,
Gm16286_T5,DEG,0.1764181618187447
Gm2a_M0,DEG,-0.2139049676255193
Gm2a_M3,DEG,0.1033847917094902
Gm2a_M4,DEG,0.0578997007597587
Gm42418_B0,DEG,0.1747926370187682
Gm42418_B1,DEG,0.2019108467040516
Gm42418_B2,DEG,0.1927634650495482
Gm42418_B3,DEG,0.1703652806413659
Gm42418_B5,DEG,0.1961645207247165
Gm42418_M0,DEG,0.2874197576725042
Gm42418_M1,DEG,0.2179836464961434
Gm42418_M2,DEG,0.3114053160349254
Gm42418_M3,DEG,0.2834467266281956
Gm42418_M4,DEG,0.1954885826534959
Gm42418_M5,DEG,0.1575355468829561
Gm42418_M7,DEG,0.1499111173055023
Gm42418_O10,DEG,0.1116376741275734
Gm42418_O7,DEG,0.3521532762609416
Gm42418_T0,DEG,0.1662579721786949
Gm42418_T1,DEG,0.1258512130864624
Gm42418_T2,DEG,0.1439134300908708
Gm42418_T3,DEG,0.1569285245332946
Gm42418_T4,DEG,0.1511928643971724
Gm42418_T5,DEG,0.2484793296620721
Gm42418_T6,DEG,0.1984158954015791
Gm42418_T6_2,DEG,0.1934800269899674
Gm42418_T8,DEG,0.3077013080763479
Gm47283_T5,DEG,-0.4164973350523667
Gm5547_B3,DEG,0.4456300367868611
Gm6377_M4,DEG,-0.4859764041443126
Gm8369_B2,DEG;Signature,0.1390490916474138
Gm8369_T0,DEG;Signature,-0.7986583640006271
Gm8369_T6,Signature,-0.1302213961095392
Gm8369_T6_3,Signature,-0.6470328498593919
Gm8797_B3,DEG,0.4656262424452744
Gmfg_B1,DEG,-0.3226162328056219
Gmfg_M0,DEG,-0.1929253955879691
Gmfg_M1,DEG,-0.1376194767963778
Gmfg_M2,DEG,0.0963170215743409
Gmfg_M3,DEG,-0.2399916677777986
Gmfg_M5,DEG,-0.4378944007651222
Gmfg_T0,DEG,-0.3176143311723831
Gmfg_T2,DEG,-0.9536450975730038
Gmfg_T3,DEG,-0.3908567512906498
Gmfg_T4,DEG,-0.4639987452448784
Gna13_M1,DEG,0.0900082173268922
Gna13_T1,DEG;Signature,0.3632697222691152
Gna13_T2,DEG,0.1791215129468341
Gna13_T3,DEG,0.3545689844333982
Gna13_T4,DEG,0.1718034639738057
Gna13_T5,DEG,0.6783847799683209
Gnai1_O13,Signature,1.448392580852792
Gnai2_B1,DEG,-0.2696041838365285
Gnai2_M0,DEG,-0.2006015187609467
Gnai2_M1,DEG,-0.1400571209499164
Gnai2_M2,DEG,-0.209481507452049
Gnai2_M3,DEG,-0.0738256714904671
Gnai2_O10,DEG,-0.1725755370724451
Gnai2_O7,DEG,-0.3431190064080568
Gnai2_T2,DEG,-0.1072527841663751
Gnai3_M3,DEG,0.6195258252912508
Gnai3_M4,DEG,0.2736757794382976
Gnai3_T5,DEG,0.1428212191127508
Gnas_B3,DEG,0.0721530384710933
Gnas_M3,DEG,0.0187297609204446
Gnas_T2,DEG,-0.2247474411539388
Gnas_T4,DEG,-0.1161701303726984
Gnas_T5,DEG,-0.2170619828614548
Gnb1_M0,DEG,-0.2862949060492872
Gnb1_T4,DEG,0.1157240995371955
Gnb2_M0,DEG,-0.2003680066968082
Gnb2_M3,DEG,-0.3439061786458611
Gnb2_M4,DEG,-0.2481173036532324
Gng10_M1,DEG,-0.6405457332817714
Gng10_M3,DEG,-0.2567585268593314
Gng10_M4,DEG,-0.2172483404989933
Gng10_T5,DEG,-0.595463724298134
Gng2_M4,DEG,-0.4859647843160163
Gng2_M5,DEG,-0.6137829788760337
Gng5_B1,DEG,0.0367258802760253
Gng5_B3,DEG,0.1550941775826534
Gng5_M2,DEG,0.0759203307484785
Gng5_M4,DEG,0.1203953921516747
Gng5_T1,DEG,0.1156002274262706
Gng5_T2,DEG,0.0191055604870887
Gng5_T5,DEG,0.0958662760532905
Gngt2_M0,DEG,-0.6317830974927073
Gngt2_M1,DEG,-0.4907028305286692
Gngt2_M3,DEG,-0.3345706352263533
Gngt2_M5,DEG,-1.0292433099090543
Gns_M0,DEG,-1.6167943789457706
Gns_M1,DEG,-0.4376787668307069
Gns_M4,DEG,-0.3764305089539264
Gns_M5,DEG,-2.1521735621939384
Got1_M1,DEG;Signature,0.9513956442879554
Got1_M3,DEG,0.982369766876244
Got1_M4,DEG,0.6042665296023325
Got1_M5,DEG,1.2239171314348076
Got1_T2,DEG;Signature,0.2411297830804011
Got1_T5,DEG,0.8334263442910353
Gpbp1_M0,DEG,-2.6290569304671028
Gpbp1_M1,DEG,0.09640775888026
Gpbp1_M3,DEG,0.3080171481253051
Gpbp1_T2,DEG,-0.4579772308346307
Gpbp1_T3,DEG,-0.172323850565562
Gpd2_M3,DEG,0.1957879239455202
Gpd2_M4,DEG,0.2500707429922957
Gpi1_M0,DEG,-1.2331256835269793
Gpi1_M1,DEG,-0.3123320723291138
Gpi1_M4,DEG,-0.2425290257087146
Gpi1_M5,DEG,-0.5966775378279336
Gpi1_T5,DEG,-0.2710719754785827
Gpm6b_O4,DEG,-0.7024458605934808
Gpr132_M0,DEG,-1.353405246358895
Gpr132_M1,DEG,0.1167102373024343
Gpr132_M3,DEG,0.4025739561709842
Gpr171_M4,DEG;Signature,0.3951937537842316
Gpr183_B5,Signature,-0.1486419820584506
Gpr183_M1,Signature,0.151776575095679
Gpr183_M3,DEG,0.2239910932030566
Gpr183_M5,DEG,0.9891868929061284
Gpr183_T4,Signature,-0.0855873345847288
Gpr65_M1,DEG,-0.7966103059052627
Gpsm3_M4,DEG,-0.9974977694256548
Gpsm3_M5,DEG,-0.6429680058434456
Gpsm3_T5,DEG,-0.3380254043700008
Gpx1_M0,DEG,-0.2271433591981195
Gpx1_M1,DEG,-0.2192491548397218
Gpx1_M3,DEG,-0.2454427887974569
Gpx1_M4,DEG,-0.2983453891606425
Gpx1_M5,DEG,-0.2348579983399651
Gpx1_M7,DEG,-0.2849354617141314
Gpx1_O7,DEG,-0.4651064083326168
Gpx1_T4,DEG;Signature,0.606652547574051
Gpx1_T5,DEG,0.4733391487836981
Gpx3_O4,DEG,-0.2629595915866305
Gpx4_B3,DEG,0.3069661374205987
Gpx4_M0,DEG,-0.4098169168611493
Gpx4_M3,DEG,0.2372791283489017
Gpx4_T1,DEG,0.3170001521860267
Gpx4_T2,DEG,-0.1621539311745758
Gpx4_T3,DEG,0.1342323729130907
Gpx4_T5,DEG,0.1886489947118907
Gramd3_M5,Signature,
Gramd3_T0,DEG;Signature,-0.6534676702878631
Gramd3_T3,DEG;Signature,-1.013549036228504
Grasp_M3,Signature,
Grb2_B1,Signature,-0.1332885792377631
Grb2_M0,DEG,-0.2221833210991462
Grb2_M1,DEG,0.1076788641290959
Grb2_M3,DEG,0.0433966943092012
Grb2_M5,DEG,0.0941395840446246
Grb2_M7,DEG,0.4367296606714304
Grcc10_B1,DEG,-0.471160637207988
Grcc10_B3,DEG,0.3303030983076349
Grcc10_M1,DEG,-0.6561520913019335
Grcc10_M3,DEG,-0.3221033721656467
Grina_M5,DEG,-3.567890123533103
Grk2_T5,DEG,-2.1383559351870622
Grn_M0,DEG,-0.4610140617048121
Grn_M1,DEG,-0.3969949394676468
Grn_M4,DEG,-0.6166923204465147
Grn_M5,DEG,-0.6963458604255326
Gsn_M3,DEG,0.3374298048937597
Gsn_M4,DEG,0.1610926459379781
Gsn_O4,DEG,0.2653608787905236
Gsn_O7,DEG,0.2569444065549217
Gspt1_T5,DEG,-0.462131824959425
Gtf2b_M3,DEG,-0.4463217561309259
Gtf2e2_M4,DEG,0.7285346664674932
Gucy1b1_O13,Signature,-0.6669971140351935
H2-Aa_B5,Signature,0.0292534110954826
H2-Aa_M1,DEG,-0.0246614162014345
H2-Ab1_B3,DEG,-0.3891951419082616
H2-Ab1_M1,DEG,-0.049961081072902
H2-Ab1_M7,DEG,-0.1511768298598148
H2-D1_B1,DEG,-0.1430376895885548
H2-D1_B2,DEG,-0.1162490670809709
H2-D1_B3,DEG,-0.1125420271187368
H2-D1_M0,DEG,-0.0810720627285654
H2-D1_M1,DEG,-0.10317997985187
H2-D1_M2,DEG,-0.2150667996784059
H2-D1_M3,DEG,-0.1474791497692276
H2-D1_M4,DEG,-0.1185034399540199
H2-D1_M5,DEG,-0.1521759393966077
H2-D1_M6,DEG,-0.374434426967467
H2-D1_M7,DEG,-0.1602861863825914
H2-D1_O10,DEG,-0.1106858043813591
H2-D1_O13,DEG,-0.3921616382635979
H2-D1_O4,DEG,-0.2510386837013474
H2-D1_O7,DEG,-0.3956081893315154
H2-D1_T3,DEG,0.0191261046083521
H2-DMa_B1,DEG,-0.2181274252245986
H2-DMa_B2,Signature,-0.0917032017780875
H2-DMa_M0,DEG,-0.1608791025483049
H2-DMa_M1,DEG,-0.162337756197876
H2-DMa_M3,DEG,-0.1526542561510087
H2-DMa_M4,DEG,-0.08222251290771
H2-DMa_M5,DEG,-0.226170827536385
H2-DMb1_M0,DEG,-0.1623673577970986
H2-DMb1_M1,DEG,-0.0685577058308591
H2-DMb1_M3,DEG,-0.2652152042988155
H2-DMb1_M4,DEG,-0.1491962847759853
H2-DMb1_M5,DEG,-0.3827102458026279
H2-DMb2_M4,DEG,-0.4334360500302795
H2-Eb1_B3,DEG,-0.6365441014280986
H2-Eb1_M0,DEG,-0.0408912690246616
H2-Eb1_M1,DEG,-0.0583114905920018
H2-Eb1_M7,DEG,-0.3122085847363774
H2-K1_B0,DEG,-0.1787582842349998
H2-K1_B1,DEG,-0.1762478503501687
H2-K1_B2,DEG,-0.1393252977771559
H2-K1_B3,DEG,-0.2259752045267986
H2-K1_M0,DEG,-0.0962476519931779
H2-K1_M1,DEG,-0.1069789163552649
H2-K1_M2,DEG,-0.4465317772309952
H2-K1_M3,DEG,-0.1783340578635446
H2-K1_M4,DEG,-0.1998077147199647
H2-K1_M5,DEG,-0.1482271979054718
H2-K1_M6,DEG,-0.2781556530980017
H2-K1_M7,DEG,-0.2126762426309514
H2-K1_O10,DEG,-0.2091159592001431
H2-K1_O13,DEG,-0.5057488224154485
H2-K1_O4,DEG,-0.3049446766673882
H2-K1_O7,DEG,-0.409256325132421
H2-K1_T3,DEG,0.0459894912851396
H2-K1_T4,DEG,-0.0852924839818544
H2-K1_T5,DEG,0.1168831951957004
H2-K1_T7,DEG,-0.1744637732310577
H2-Oa_B2,Signature,-0.0912238330350922
H2-Oa_M3,DEG;Signature,-0.2778161179302015
H2-Oa_M4,DEG,-0.4504510617817528
H2-Ob_B2,Signature,-0.0857267531564724
H2-Ob_M3,Signature,-0.1145843739532568
H2-Ob_M4,Signature,-0.3159209144813343
H2-Q4_M5,DEG,-2.389301352092602
H2-Q6_B2,Signature,
H2-Q6_M3,DEG,-0.8275569313323932
H2-Q6_M4,DEG,-1.0373395046188638
H2-Q6_M5,DEG,-0.6901028592200789
H2-Q6_O10,DEG,-0.5694467539372401
H2-Q6_T0,DEG,-1.1151079133488546
H2-Q6_T3,DEG,-0.4714510530034177
H2-Q6_T5,DEG,-0.4608833176439566
H2-Q7_B0,DEG,-0.7315625442263645
H2-Q7_B1,DEG,-0.6443018391339433
H2-Q7_B2,DEG;Signature,-0.5530931178329536
H2-Q7_B3,DEG,-0.7711598898030659
H2-Q7_B5,DEG,-0.5503229567217499
H2-Q7_M0,DEG,-0.4404940255755732
H2-Q7_M1,DEG,-0.3304989514416032
H2-Q7_M3,DEG,-0.618818770305267
H2-Q7_M4,DEG,-0.660569416173291
H2-Q7_M5,DEG,-0.3683324135328835
H2-Q7_M7,DEG,-1.0819804391285532
H2-Q7_O10,DEG,-0.6201791455335091
H2-Q7_O4,DEG,-0.8765474578275234
H2-Q7_T0,DEG,-0.1811290150125647
H2-Q7_T1,DEG,-0.2142858956650979
H2-Q7_T2,DEG,-0.2424832465250949
H2-Q7_T3,DEG,-0.1028884368372461
H2-Q7_T4,DEG,-0.4014812343558689
H2-Q7_T5,DEG,-0.0795558683664774
H2-Q7_T6,DEG,-0.328389158675067
H2-Q7_T7,DEG,-0.3496905369469382
H2-Q7_T8,DEG,-0.2593105597797853
H2-T22_M4,DEG,-2.4614635627494748
H2-T22_M5,DEG,-1.0983927390500026
H2-T22_T0,DEG,-1.9071748912579816
H2-T22_T5,DEG,-0.464347838146284
H2-T23_B3,DEG,-0.3289965594317323
H2-T23_M0,DEG,-0.4206820083176428
H2-T23_M1,DEG,-0.5742704300169031
H2-T23_M3,DEG,-0.5939295428082894
H2-T23_M4,DEG,-0.5755318622615828
H2-T23_M5,DEG,-0.6415914268454621
H2-T23_M7,DEG,-0.4816227736308072
H2-T23_O10,DEG,-0.7912598089279508
H2-T23_O13,DEG,-3.6541977935021297
H2-T23_O4,DEG,-0.959783707832596
H2-T23_T0,DEG,-1.2448948079596365
H2-T23_T2,DEG,-0.5722358330769415
H2-T23_T4,DEG,-0.5440709696249221
H2-T23_T5,DEG,-0.2407631106447702
H2afj_B1,DEG,-0.228764931804177
H2afj_M1,DEG,-0.2009156887315498
H2afj_M3,DEG,-0.1448167951822799
H2afj_O4,DEG,-0.4309645843177165
H2afj_T2,DEG,-1.5459300333133656
H2afj_T3,DEG,-0.2309130856845581
H2afj_T4,DEG,-0.3060033962091452
H2afj_T5,DEG,-0.1879478102582315
H2afv_M3,DEG,-0.8476302408741054
H2afv_T5,DEG,0.1966484671050352
H2afy_M0,DEG,-0.6640646016666332
H2afy_T0,DEG,-2.254991159787912
H2afy_T5,DEG,-0.1541082247524418
H2afz_B3,DEG,0.107230105280051
H2afz_B4,Signature,-0.1541691908588374
H2afz_M5,DEG,0.1054908327437905
H2afz_O10,DEG,0.5432437326322279
H2afz_O4,DEG,0.2447224050174218
H2afz_O7,DEG,0.4305696836101796
H2afz_T1,DEG;Signature,0.1263016598236405
H2afz_T2,DEG,0.1005509102558551
H2afz_T3,DEG,0.1291657240585545
H2afz_T6,DEG,0.4020522568829729
H3f3a_B0,Signature,0.0118686335128953
H3f3a_B3,DEG,0.0887185170439101
H3f3a_M0,DEG,-0.0729967232461155
H3f3a_M2,DEG,-0.0724214631460964
H3f3a_O10,DEG,0.1025755545126798
H3f3a_T3,DEG,0.0459820696359207
H3f3a_T5,DEG,0.0708584820677302
H3f3b_B2,DEG,0.0738007449974539
H3f3b_B3,DEG,-0.095687483371416
H3f3b_M2,DEG,0.2235717041862685
H3f3b_M3,DEG,-0.1109842111780914
H3f3b_M5,DEG,-0.1170574441918105
H3f3b_M6,DEG,-0.2549541821165692
H3f3b_O10,DEG,0.1005147942676595
H3f3b_O7,DEG,0.0392287416348551
H3f3b_T2,DEG,-0.0741838193125691
H3f3b_T3,DEG,0.0331516316963963
H3f3b_T5,DEG,0.1147867424304978
Has1_O7,DEG;Signature,0.1048815946823331
Hat1_M3,DEG,-1.6247831772647947
Havcr2_M3,DEG,0.4527265016877979
Havcr2_M4,DEG,0.2282683638273494
Hcar2_M2,DEG;Signature,-0.3676891446053294
Hck_M4,DEG,-0.8365312841539483
Hcls1_M0,DEG,-0.5799337223137165
Hcls1_M1,DEG,-0.2001647508665254
Hcls1_M3,DEG,-0.6045779747615807
Hcls1_M4,DEG,-0.359057937800818
Hcls1_M5,DEG,-0.3495576511407795
Hcst_B6_0,Signature,-0.3610909678877674
Hcst_M5,DEG,-0.5502148297741757
Hcst_T4,DEG,-0.2636735667190719
Hdac1_T5,DEG,-0.5400217283401638
Hdc_M2,DEG;Signature,0.3243966373871869
Hdgf_T5,DEG,0.0993589736097283
Hdlbp_B3,DEG,0.1191137266826472
Hdlbp_M5,DEG,-0.5150496838211471
Hdlbp_T5,DEG,-0.4731702134644289
Heg1_O7,DEG,-0.9448080623514572
Herpud1_M1,DEG,-0.5193395931979096
Hexa_M1,DEG,-0.1967645053070029
Hexb_M1,DEG,-0.702443872500812
Hif1a_M0,DEG,-0.5152778495158228
Hif1a_M1,DEG,0.2276358706865852
Hif1a_M4,DEG,-0.6114694637485723
Hif1a_M5,DEG,-0.5336780636280354
Hif1a_T0,DEG,-0.3813298288847937
Hif1a_T1,DEG,-0.2412394668869545
Hif1a_T2,DEG,-0.3951979572491144
Hif1a_T4,DEG,-0.4029772667216901
Hif1a_T5,DEG,-0.1950984638917472
Higd1a_M5,DEG,-0.6518974571203852
Hilpda_M0,DEG,-1.823943749226914
Hilpda_M1,DEG,0.2837116630836442
Hilpda_M3,DEG,1.2079036098262246
Hint1_B3,DEG,0.2168477605444235
Hint1_M0,DEG,-0.1044231848233925
Hint1_M1,DEG,-0.1534065020251453
Hint1_M3,DEG,-0.1661905079492232
Hint1_M4,DEG,-0.0851643143192591
Hint1_T1,DEG,0.1072593088831792
Hint3_M4,DEG,-1.03289652276601
Hist1h1b_B8,Signature,0.0734894514492119
Hist1h1b_T5,DEG;Signature,0.7777689473761731
Hist1h1c_T5,DEG,1.12116376163778
Hist1h1e_T5,DEG,0.8083174531514385
Hist1h2ae_T5,DEG;Signature,1.2654524509449847
Hist1h2ap_T5,Signature,2.6518003746119536
Hist1h3c_B8,Signature,0.0352658434545478
Hist1h3c_T5,DEG;Signature,2.1759897015498644
