gene_cell,source,log2fc_median_LP
Rpl7_T5,DEG,-0.0992847979594078
Rpl7a_M0,DEG,-0.0651293478731192
Rpl7a_M1,DEG,-0.0697172021780238
Rpl7a_M3,DEG,-0.1301492511321943
Rpl7a_T2,DEG,-0.085279403200725
Rpl7a_T5,DEG,-0.0938692089953798
Rpl8_M5,DEG,0.0319423614152694
Rpl8_O10,DEG,0.0690653667576624
Rpl8_T1,DEG,-0.0668873493546521
Rpl8_T3,DEG,-0.0309166228027768
Rpl8_T5,DEG,-0.0779023883013938
Rpl8_T6_1,Signature,-0.1074194925076731
Rpl9_B1,DEG,0.0269471510445579
Rpl9_B3,DEG,0.024135597556318
Rpl9_M3,DEG,-0.0316373987960679
Rpl9_M4,DEG,0.0031269622789296
Rpl9_T1,DEG,-0.0456591750297952
Rpl9_T2,DEG,-0.0628659447647146
Rpl9_T6_0,Signature,-0.0173261178919166
Rpl9_T6_1,Signature,-0.0380156311648802
Rpl9_T6_2,Signature,-0.0166286800826783
Rplp0_M0,DEG,-0.0775991881645174
Rplp0_M6,DEG,-0.530334386995934
Rplp0_T1,DEG,-0.0646829538880068
Rplp0_T2,DEG,-0.1722403193517412
Rplp0_T3,DEG,-0.0809311213080997
Rplp0_T4,DEG,-0.0867177580811089
Rplp0_T5,DEG,-0.0959060320913655
Rplp1_B3,DEG,-0.1388096384961443
Rplp1_M0,DEG,-0.0788764848092251
Rplp1_M6,DEG,-0.3750844646658686
Rplp1_T1,DEG,-0.0998450459030106
Rplp1_T2,DEG,-0.0557481972755977
Rplp1_T5,DEG,-0.0633775759895511
Rplp1_T6_2,Signature,-0.0240142552416503
Rplp2_B2,DEG,0.0334409428831912
Rplp2_M3,DEG,0.0004692372727843
Rplp2_M5,DEG,0.0244491831170224
Rplp2_T1,DEG,-0.0812721248183426
Rplp2_T2,DEG,-0.0454788956041868
Rpn1_T5,DEG,-2.178061843642168
Rps10_M4,DEG,0.0119340644031528
Rps10_T1,DEG,-0.0580172995480424
Rps10_T2,DEG,-0.083086201874348
Rps10_T5,DEG,-0.066061839043291
Rps10_T6_2,Signature,-0.0201847143105186
Rps11_M0,DEG,-0.0568510390254556
Rps11_M1,DEG,-0.1133318233000064
Rps11_M3,DEG,-0.0872625142609041
Rps11_M4,DEG,-0.0544665707668421
Rps11_M7,DEG,-0.0746064273280453
Rps11_O7,DEG,-0.1042792324312764
Rps11_T0,DEG,-0.0780762819051242
Rps11_T1,DEG,-0.0366683458427662
Rps11_T2,DEG,-0.1003323351212102
Rps11_T3,DEG,-0.0754151854403902
Rps11_T4,DEG,-0.0616637112265879
Rps11_T5,DEG,-0.0683661532176942
Rps12_B2,DEG,0.033885564794657
Rps12_M5,DEG,0.0609195170604027
Rps12_O4,DEG,0.0047802226755842
Rps12_T2,DEG,-0.1153768856744088
Rps12_T5,DEG,-0.0837293006405263
Rps13_B0,DEG;Signature,0.1189677094549085
Rps13_B1,DEG,0.0757822852126566
Rps13_B2,DEG,0.1214887899498213
Rps13_B3,DEG,0.0496585259981969
Rps13_B5,DEG,0.112180030513297
Rps13_M0,DEG,0.0475083588749827
Rps13_M2,DEG,0.4203560832751251
Rps13_M3,DEG,0.0083162528458324
Rps13_M4,DEG,0.0428425197121973
Rps13_M5,DEG,0.1164977730950535
Rps13_T0,DEG,0.1074046119336427
Rps13_T1,DEG,0.0458093080702973
Rps13_T2,DEG,0.0359882234724721
Rps13_T3,DEG,0.0782352921775668
Rps13_T4,DEG,0.0371274052403543
Rps13_T6,DEG,0.1023510041445832
Rps13_T6_1,Signature,0.0709911986837763
Rps14_M5,DEG,0.0436457267031972
Rps14_M6,DEG,-1.6157315614390029
Rps14_O7,DEG,0.0483872257717995
Rps14_T1,DEG,-0.0412035446504561
Rps14_T2,DEG,-0.0503259429214664
Rps14_T5,DEG,-0.0423097839416981
Rps15_B1,DEG,-0.1015601520575741
Rps15_B3,DEG,-0.2246587470205542
Rps15_M0,DEG,-0.1275314802867778
Rps15_M3,DEG,-0.063584856517102
Rps15_M6,DEG,-1.5995790235653784
Rps15_T1,DEG,-0.1599948484268747
Rps15_T2,DEG,-0.1343541988976004
Rps15_T3,DEG,-0.0725612866139077
Rps15_T4,DEG,-0.1163225664797639
Rps15_T5,DEG,-0.1579724682200113
Rps15a_B0,DEG;Signature,0.0407503921976662
Rps15a_B1,DEG,0.0501249170760611
Rps15a_B2,DEG,0.0501240487111456
Rps15a_M4,DEG,0.0561267787481355
Rps15a_M5,DEG,0.0477004381904715
Rps15a_T2,DEG,-0.0633329171290979
Rps15a_T3,DEG,0.0191093275222067
Rps16_M4,DEG,0.006795019695435
Rps16_M5,DEG,0.0160410689055984
Rps16_O7,DEG,0.0061293283161931
Rps16_T1,DEG,-0.0619678954223649
Rps16_T2,DEG,-0.0658126466334773
Rps16_T5,DEG,-0.031923672245013
Rps16_T6_1,Signature,-0.0065975623575827
Rps16_T6_2,Signature,-0.0118000649287089
Rps17_M0,DEG,-0.0880791543781195
Rps17_M3,DEG,-0.0633445574099809
Rps17_M5,DEG,0.0378994581505849
Rps17_T5,DEG,-0.1305019920773995
Rps18_B1,DEG,0.0187637758340567
Rps18_B2,DEG,0.0366034044943273
Rps18_M5,DEG,0.059275724210141
Rps18_O7,DEG,-0.076242540266532
Rps18_T5,DEG,-0.0641246126264453
Rps18_T6_1,Signature,0.0190721287108128
Rps19_B0,Signature,0.0069787699306786
Rps19_B2,DEG,0.017774084137101
Rps19_T0,DEG,-0.06694062059309
Rps19_T1,DEG,-0.096116756834628
Rps19_T2,DEG,-0.1544177550158088
Rps19_T3,DEG,-0.0678640631836088
Rps19_T5,DEG,-0.0806089714732832
Rps19_T6_2,Signature,0.0270561193473775
Rps20_M0,DEG,-0.0744006905408712
Rps20_M1,DEG,-0.0617187767855407
Rps20_M3,DEG,-0.0353459142783289
Rps20_M6,DEG,-2.750990097196614
Rps20_T1,DEG,-0.0894686112002343
Rps20_T2,DEG,-0.0570599626219823
Rps20_T3,DEG,-0.039462009144957
Rps20_T5,DEG,-0.0548554429507485
Rps20_T6,Signature,0.0159586431757391
Rps20_T6_0,Signature,0.0106355488630604
Rps20_T6_1,Signature,-0.0568515938605764
Rps20_T6_2,Signature,-0.000203014699895
Rps21_M1,DEG,-0.0574361990419674
Rps21_T1,DEG,-0.0933120129178985
Rps21_T2,DEG,-0.0673281095564898
Rps21_T6_0,Signature,-0.0239010354372794
Rps23_B2,DEG,-0.0235895228719096
Rps23_M3,DEG,-0.0439774389269069
Rps23_M6,DEG,-0.5996224650571338
Rps23_T1,DEG,-0.0472184419477435
Rps23_T2,DEG,-0.0738670131488544
Rps23_T4,DEG,-0.0369774671167516
Rps23_T5,DEG,-0.0725882801445426
Rps23_T6_0,Signature,-0.0246400059471569
Rps24_B2,DEG,0.0150643375049619
Rps24_B3,DEG,-0.0530349890992087
Rps24_M4,DEG,0.0233784640885692
Rps24_M5,DEG,0.0403989859944391
Rps24_M6,DEG,-0.5152573198047811
Rps24_T1,DEG,-0.0658933608974579
Rps24_T2,DEG,-0.0583886195530858
Rps24_T6_1,Signature,-0.0098352337364343
Rps24_T6_2,Signature,-0.0030285002359333
Rps25_M3,DEG,-0.0800113383095807
Rps25_T1,DEG,-0.1080155587256528
Rps25_T3,DEG,-0.0979377240913162
Rps25_T5,DEG,-0.1070722530671229
Rps26_B3,DEG,0.0128204424543513
Rps26_M5,DEG,0.1171872603124814
Rps26_O10,DEG,-0.0858035232865484
Rps26_T2,DEG,-0.0751340187386261
Rps26_T3,DEG,-0.0590862587383495
Rps26_T5,DEG,-0.0946007030273772
Rps27_B2,DEG,-0.0648916347135239
Rps27_M2,DEG,0.0910743908620922
Rps27_M6,DEG,-0.3600794008714429
Rps27_T1,DEG,-0.1293841814382755
Rps27_T2,DEG,-0.1060326876242726
Rps27_T4,DEG,-0.0810578042690814
Rps27_T6_0,Signature,-0.0745856043543313
Rps27_T6_2,Signature,-0.0423979775784148
Rps27a_B2,DEG,0.0352923304796128
Rps27a_M4,DEG,0.0154112306435832
Rps27a_M5,DEG,0.0488545519316976
Rps27a_M6,DEG,-0.2729608918582921
Rps27a_T1,DEG,-0.0600179824481968
Rps27a_T2,DEG,-0.0792690575654528
Rps27a_T3,DEG,-0.0391784099012968
Rps27a_T5,DEG,-0.0665949479115411
Rps27a_T6_2,Signature,0.0030044390593254
Rps27l_M3,DEG,0.3098771367640405
Rps27l_M5,DEG,0.1768614840423698
Rps27l_T5,DEG,-0.2801793105498905
Rps28_M6,DEG,-0.5001541218084316
Rps28_T6_2,Signature,-0.0503726327592697
Rps29_M2,DEG,0.119893624160177
Rps29_M6,DEG,-0.1462163405387691
Rps29_T1,DEG,-0.0898972834297557
Rps29_T6_0,Signature,-0.0078591125659783
Rps29_T6_2,Signature,-0.0466589363948674
Rps2_B0,DEG;Signature,0.1468850238876055
Rps2_B1,DEG,0.2027978342099577
Rps2_B2,DEG,0.1901557646041585
Rps2_B3,DEG,0.2746005928704367
Rps2_B5,DEG,0.2809642204753222
Rps2_M0,DEG,0.1355439518031772
Rps2_M1,DEG,0.1333201918166903
Rps2_M3,DEG,0.1310185549553197
Rps2_M4,DEG,0.1559124476572724
Rps2_M5,DEG,0.20999774928348
Rps2_M7,DEG,0.1668630036122176
Rps2_O10,DEG,0.3489805846596813
Rps2_O4,DEG,0.280866529741626
Rps2_O7,DEG,0.2073211420013012
Rps2_T0,DEG,0.1134068780539133
Rps2_T1,DEG;Signature,0.1603745961476951
Rps2_T2,DEG,0.1600996904862236
Rps2_T3,DEG,0.1738868024192732
Rps2_T4,DEG,0.2014143872518223
Rps2_T6,DEG,0.2089074166965765
Rps2_T7,DEG,0.2531967113989091
Rps3_M3,DEG,-0.0410960441258127
Rps3_T1,DEG,-0.0392470998326555
Rps3_T2,DEG,-0.0843632903353376
Rps3_T3,DEG,-0.0353207349593046
Rps3_T5,DEG,-0.0493936687492871
Rps3_T6_2,Signature,-0.0358910024754063
Rps3a1_B0,DEG;Signature,0.1337910225047363
Rps3a1_B1,DEG,0.1242201997063073
Rps3a1_B2,DEG,0.1244105930267663
Rps3a1_B3,DEG,0.2268318222142588
Rps3a1_B5,DEG,0.1312327582891335
Rps3a1_M0,DEG,0.1483420661626586
Rps3a1_M1,DEG,0.206068068081859
Rps3a1_M3,DEG,0.1468823095028022
Rps3a1_M4,DEG,0.1756352530970987
Rps3a1_M5,DEG,0.2123580840952597
Rps3a1_M7,DEG,0.151518735400883
Rps3a1_O10,DEG,0.1981235124068048
Rps3a1_O13,DEG,0.2132273627930089
Rps3a1_O15,DEG,0.0997930409354854
Rps3a1_O4,DEG,0.1970533701354219
Rps3a1_O7,DEG,0.2358013834754585
Rps3a1_T0,DEG,0.1279370613286685
Rps3a1_T1,DEG;Signature,0.1038108731802296
Rps3a1_T2,DEG,0.1469025211248789
Rps3a1_T3,DEG,0.124852600460156
Rps3a1_T4,DEG,0.1638121383781582
Rps3a1_T5,DEG,0.1177474735554907
Rps3a1_T6,DEG,0.1259391515843612
Rps3a1_T6_1,Signature,0.1558880063521419
Rps3a1_T6_2,Signature,0.1044382840742311
Rps3a1_T7,DEG,0.2346983433200251
Rps4x_B1,DEG,-0.0401962958089478
Rps4x_B2,DEG,-0.0367921924594908
Rps4x_M1,DEG,-0.0732933360312603
Rps4x_M3,DEG,-0.0414433613408745
Rps4x_T1,DEG,-0.0700804045166596
Rps4x_T2,DEG,-0.0698184643605473
Rps4x_T3,DEG,-0.0597264128487744
Rps4x_T4,DEG,-0.0477762762263515
Rps4x_T6_0,Signature,-0.0211475801515347
Rps4x_T6_1,Signature,-0.0376543154982346
Rps4x_T6_2,Signature,-0.0472544171382336
Rps5_M5,DEG,0.0319638109859704
Rps5_T1,DEG,-0.0722052814417664
Rps5_T2,DEG,-0.0742862545523136
Rps5_T6_2,Signature,-0.0269166361565215
Rps6_B1,DEG,-0.0367891093084532
Rps6_M3,DEG,-0.0655730162834855
Rps6_M5,DEG,0.0575618866409394
Rps6_T0,DEG,-0.0917186637555349
Rps6_T1,DEG,-0.0814786043943333
Rps6_T2,DEG,-0.0938024896645332
Rps6_T5,DEG,-0.1554212023631726
Rps7_M0,DEG,-0.0912930252792363
Rps7_M3,DEG,-0.048791995355197
Rps7_T1,DEG,-0.0793503568293028
Rps7_T2,DEG,-0.0991198447503052
Rps7_T3,DEG,-0.0508959080464827
Rps7_T4,DEG,-0.0592139938782243
Rps7_T5,DEG,-0.0421391262850585
Rps7_T6_0,Signature,0.0094033798758148
Rps7_T6_1,Signature,-0.0720451147043054
Rps7_T6_2,Signature,-0.0337472333286317
Rps8_M4,DEG,0.0194017672650932
Rps8_M5,DEG,0.0433680208225714
Rps8_M6,DEG,-0.5815209374484107
Rps8_T1,DEG,-0.090478449323152
Rps8_T3,DEG,-0.0597119642065201
Rps8_T5,DEG,-0.1105941762808243
Rps8_T6_1,Signature,-0.0308382381232442
Rps9_M0,DEG,-0.0458129742760237
Rps9_M3,DEG,-0.0284870019135566
Rps9_M6,DEG,-0.3258191325299528
Rps9_T0,DEG,-0.0512307568321686
Rps9_T1,DEG,-0.0671495319659325
Rps9_T2,DEG,-0.0808919986951309
Rps9_T3,DEG,-0.0197615436068325
Rps9_T5,DEG,-0.0651085874691284
Rps9_T8,Signature,-0.0812561578180788
Rpsa_M5,DEG,0.0745507256631657
Rpsa_T1,DEG,-0.0799367792937872
Rpsa_T2,DEG,-0.1478586820934085
Rpsa_T3,DEG,-0.0393532530471013
Rpsa_T5,DEG,-0.0738241079568723
Rras_O4,DEG,-1.5381045861987876
Rrbp1_B7,Signature,-0.5112087566840509
Rrbp1_M0,DEG,-0.2322917422956436
Rrbp1_M1,DEG,-0.2883644118907318
Rrbp1_M3,DEG,-0.6350140150869628
Rrbp1_M4,DEG,-0.4696292007383191
Rrbp1_M5,DEG,-0.6504466875185854
Rrbp1_O7,DEG,-0.22667667034409
Rrm2_B8,Signature,-0.5007856128679575
Rrm2_T5,Signature,-0.4492547086572241
Rrp1_M3,DEG,-2.3775162635574896
Rsl1d1_T5,DEG,-0.3810050597960032
Rsrc2_M0,DEG,-2.432828207817518
Rsrc2_T2,DEG,-0.2703706849494589
Rsrp1_B2,DEG,-1.894613313989863
Rsrp1_O10,DEG,0.2424931228617812
Rtf1_M3,DEG,-0.3632112404230803
Rtn3_M3,DEG,-0.4378941245561105
Rtn4_O4,DEG,0.2689226901782894
Rtn4_O7,DEG,0.1674596047271575
Rtp4_M2,Signature,
Rtraf_M0,DEG,-2.318028581707228
Rtraf_M3,DEG,-0.271800977954756
Rtraf_M4,DEG,-0.1740453966632177
Runx1_M0,DEG,-0.7784669372182391
Runx1_M3,DEG,0.3233183818224194
Runx1_M4,DEG,0.4657562735321449
Runx2_M7,DEG,-2.06037696407487
Runx3_M1,DEG,0.2537602799558616
Runx3_M3,DEG,0.1706952895498273
Runx3_M4,DEG,0.3966603908212842
Runx3_M5,DEG,0.3870050140694411
Runx3_T3,DEG,0.9034403404224838
Runx3_T5,DEG,0.6740053778747448
Rwdd1_M3,DEG,-0.4092737626137336
Rwdd1_M5,DEG,-0.5019848461210135
Rwdd1_T4,DEG,-0.3037734456298132
S100a10_B3,DEG,1.5101830160968177
S100a10_M0,DEG,-0.5345306557233493
S100a10_O4,DEG,0.7856449382618601
S100a10_O7,DEG,0.0851372029287752
S100a10_T1,DEG,0.4323893041933824
S100a10_T2,DEG,0.3136828513963088
S100a11_B1,DEG;Signature,0.2127302050633693
S100a11_B3,DEG,1.5300384289787203
S100a11_M0,DEG,-0.32687557077803
S100a11_M1,DEG,0.8114254036802433
S100a11_M2,DEG,0.1054906654902733
S100a11_M4,DEG,0.330397532175317
S100a11_M7,DEG,0.6059444077280388
S100a11_O4,DEG,0.1462732721958111
S100a11_T1,DEG,0.2277849777943379
S100a11_T2,DEG,0.2296880927745542
S100a11_T3,DEG,0.0712153201820921
S100a11_T4,DEG,0.0969860766190721
S100a13_M3,DEG,0.1308635238740069
S100a13_O10,DEG,0.2049612860779735
S100a13_O4,DEG,0.355652786242025
S100a13_O7,DEG,0.1712973636461527
S100a13_T5,DEG,0.2424508809970323
S100a4_B6_0,Signature,1.525487094624267
S100a4_M3,DEG;Signature,0.1909282598689327
S100a4_T2,DEG,0.9996716130409958
S100a4_T4,DEG;Signature,0.1650292629236389
S100a4_T5,DEG,0.1522669673133335
S100a4_T7,DEG,-0.5985068060301812
S100a6_M0,DEG,0.4766004442763952
S100a6_M3,DEG,0.3183329674729353
S100a6_M5,DEG,0.441667093430509
S100a6_O10,DEG,0.3378891424683075
S100a6_O13,DEG,0.4671750593617964
S100a6_O4,DEG,0.3198846047674549
S100a6_O7,DEG,0.1495230096632578
S100a6_T2,DEG,0.7979192417759094
S100a6_T5,DEG,0.9038842576601018
S100a8_M2,DEG;Signature,-0.2042448133641478
S100a9_M2,DEG;Signature,-0.1825457634343923
S1pr1_O10,Signature,0.0623272202608276
S1pr1_T6,Signature,-0.1957006984128282
S1pr1_T6_0,Signature,-0.5046469089525157
S1pr1_T6_1,Signature,-0.3752927477338629
S1pr1_T6_2,Signature,-0.3508167326870301
Saa3_M0,Signature,
Samhd1_B2,Signature,
Samhd1_M0,DEG,-0.4216991138933401
Samhd1_M1,DEG,-0.3661061069153309
Samhd1_M2,DEG,-0.1975104094128787
Samhd1_M3,DEG,-0.6581025370733204
Samhd1_M4,DEG,-0.8637301526332888
Samhd1_M5,DEG,-0.6198071669503998
Samhd1_O4,DEG,-1.7414246718048882
Samhd1_T6,Signature,-0.9356455561211174
Samsn1_B5,Signature,0.0603985777246523
Samsn1_M2,DEG,0.1659071829503916
Samsn1_M3,DEG,0.3517264751178411
Samsn1_M5,DEG,0.4525343563092142
Samsn1_M6,Signature,0.3742614769026849
Samsn1_T2,DEG;Signature,-0.2152310471171835
Samsn1_T5,DEG,0.9182852214984948
Samsn1_T8,Signature,-0.3542772068211653
Sar1a_B3,DEG,0.1876850649465457
Sar1a_M3,DEG,0.1136068830749023
Saraf_T2,DEG,0.5461677366865982
Saraf_T3,DEG,0.2197684216180813
Saraf_T5,DEG,0.5896321264247832
Sarnp_T5,DEG,-0.3274006065519634
Sat1_M0,DEG,0.0982454588286232
Sat1_M2,DEG,-0.8242710264855712
Sat1_M3,DEG,-0.4130529596334697
Sat1_O10,DEG,0.1832960022008029
Satb1_B0,Signature,-0.0786915783680544
Satb1_B2,Signature,-0.100079502739836
Satb1_M5,DEG;Signature,-0.665676255337301
Satb1_T0,DEG;Signature,-0.5631989106981208
Satb1_T1,DEG,-0.6086062995009881
Satb1_T3,DEG,-0.6139784688050814
Satb1_T4,DEG,-0.5234024147006405
Satb1_T5,DEG,-0.7342260568426977
Scaf11_M3,DEG,-2.3811731346271747
Scaf11_T5,DEG,-0.2780683145046911
Scamp2_M3,DEG,-0.4711350908432073
Scand1_B1,DEG,-0.540545139828285
Scand1_B3,DEG,-0.2228051822635219
Scand1_M0,DEG,-0.4450330306738419
Scand1_M1,DEG,-0.2609578715288032
Scand1_M3,DEG,-0.5237078609276102
Scand1_M4,DEG,-0.4925636956561854
Scand1_M5,DEG,-0.2966544200748516
Scara5_O7,DEG;Signature,-0.693514894150848
Scd1_B2,Signature,-0.0263382790491306
Scimp_B4,Signature,0.1022688754575828
Scp2_M0,DEG,-0.1952754984904952
Sdad1_M4,DEG;Signature,-0.5149648710990085
Sdc1_B3,DEG;Signature,0.1885236259649552
Sdc2_O4,DEG,0.2414779345374215
Sdc2_O7,DEG,0.5042990592503899
Sdc4_M0,DEG,-0.5443514580096684
Sdc4_M1,DEG,0.301120108496461
Sdc4_M5,DEG,-0.6351168222088627
Sdc4_O7,DEG,-0.262010035382292
Sdcbp_M3,DEG,-0.2131624025349199
Sdcbp_M5,DEG,-0.2838324197408607
Sdcbp_O10,DEG,-0.2223538847436775
Sdcbp_O4,DEG,0.2459823643486398
Sde2_M5,DEG,-3.0437238749214224
Sdf2l1_B3,Signature,0.0469289819371195
Sdf2l1_M3,DEG,-1.5741189850213382
Sdf2l1_M4,DEG,-0.2384902392612647
Sdf2l1_M5,DEG,-2.406172504808299
Sdf4_B3,DEG,-0.2157117159434464
Sdf4_T2,DEG,-0.2722591328228945
Sdhb_M4,DEG,-0.5727307705743656
Sec11c_B1,DEG,-0.3778254006166792
Sec11c_B7,Signature,-0.2574202970678124
Sec11c_M5,DEG,0.3504366411291391
Sec11c_T5,DEG,0.1082684355239699
Sec61b_B3,DEG,0.0905273562048531
Sec61b_M3,DEG,0.22218020197501
Sec61b_M5,DEG,0.2813903061490528
Sec61b_O7,DEG,-0.1433394163058545
Sec61b_T1,DEG,0.0431286119274293
Sec61b_T4,DEG,-0.2577233718240308
Sec61b_T5,DEG,-0.1931245797279203
Sec61g_B3,DEG,0.1466259002787017
Sec61g_M0,DEG,-0.1515827301075993
Sec61g_T4,DEG,-0.2587359957699362
Sec61g_T5,DEG,-0.152077532277638
Sec62_M4,DEG,0.3713274356160496
Sec62_T1,DEG,0.2344431046517497
Sec62_T2,DEG,0.28940839202185
Sel1l_B3,DEG,0.1435723271705447
Selenof_B3,DEG,0.0712676418991677
Selenof_M1,DEG,-0.2003924168687118
Selenof_M3,DEG,-0.2142585436316731
Selenof_O7,DEG,-0.1587240295711843
Selenoh_B4,Signature,-0.342926687995958
Selenok_B1,DEG,0.0511294051116975
Selenok_B3,DEG,0.1334226476339502
Selenok_T1,DEG,0.1831175064422736
Selenok_T2,DEG,0.0907670879819557
Selenok_T3,DEG,0.0375978868476249
Selenok_T4,DEG,0.103703379207371
Selenok_T5,DEG,0.1506124537059093
Selenom_B3,Signature,0.0069469605139287
Selenom_O7,DEG,-0.2905844061910301
Selenop_M1,Signature,-0.3064644073770003
Selenop_T4,DEG;Signature,-0.1700665646893283
Selenos_M3,DEG,-2.6372521918333645
Selenos_O7,DEG,-1.5415249388726997
Selenos_T5,DEG,-1.0379471006462473
Selenot_T8,Signature,0.0923794354582008
Selenow_B1,DEG,-0.336863527109028
Selenow_M0,DEG,-0.3704535171296901
Selenow_M1,DEG,-0.2626858775444132
Selenow_M3,DEG,-0.2710868921858915
Selenow_M5,DEG,-0.3383792496273972
Selenow_O7,DEG,-0.2023030004348064
Selenow_T2,DEG,0.146616850260507
Selenow_T3,DEG,-0.2136214640695405
Selenow_T5,DEG,0.2269312240649238
Sell_M2,Signature,
Sell_T6_0,Signature,
Sell_T6_2,Signature,-0.2898583706515973
Sell_T6_3,Signature,-0.5163735633181152
Selplg_M4,DEG,-0.3677241401592571
Selplg_T0,DEG,-2.249412952665274
Sem1_B3,DEG,0.1161859899180525
Sem1_M1,DEG,0.0666791675804399
Sem1_O10,DEG,-0.168644421306154
Sem1_T1,DEG,0.0451427719456039
Sema3c_O7,DEG;Signature,0.5120538547597486
Sema4d_M5,DEG,-1.4901756730278128
Sept1_B3,DEG,-0.3023020867891405
Sept1_M5,Signature,-0.3177546187718123
Sept1_T0,DEG,-0.2947176669729436
Sept1_T2,DEG,-0.3384805060610582
Sept1_T3,DEG,-0.2460996263843899
Sept1_T5,DEG,-0.2690589356911642
Sept3_M4,DEG;Signature,-0.9575838055071754
Sept4_O13,Signature,0.0651999243901898
Sept6_M4,DEG;Signature,-0.1772663313674529
Sept7_M4,DEG,-0.2248532929517582
Sept7_O4,DEG,-0.2036863383323622
Sept7_O7,DEG,-0.2876873402123289
Sept7_T2,DEG,-0.6020085413293794
Sept9_M4,DEG,-1.4794360124768606
Serbp1_M0,DEG,-0.2742854201454555
Serbp1_M3,DEG,-0.1560154374681945
Serbp1_T1,DEG,-0.1866304543214141
Serbp1_T2,DEG,-0.1529914446867918
Serbp1_T3,DEG,-0.0815653064879883
Serbp1_T4,DEG,-0.1443157527425829
Serbp1_T5,DEG,-0.2114831509051707
Serf2_B3,DEG,0.1677020910797025
Serf2_M1,DEG,-0.0493375744290306
Serf2_M2,DEG,0.1597842465541255
Serf2_T0,DEG,-0.1872603596886277
Serf2_T3,DEG,-0.1046541175908804
Serf2_T4,DEG,-0.0829183412600065
Serinc1_M3,DEG,0.4021674482585101
Serinc1_O7,DEG,-0.3091857424848915
Serinc1_T5,DEG,0.5650309599011134
Serinc3_O10,DEG,0.0719707523776591
Serp1_B1,DEG,-0.3283960060987522
Serp1_B2,DEG,-0.1872166757984046
Serp1_B3,DEG,0.0380565338808137
Serp1_M4,DEG,-0.3452791825900205
Serp1_T6_3,Signature,-0.4003909329486279
Serp1_T8,Signature,0.1254393557947037
Serpina3n_O4,Signature,-0.1899731849856598
Serpina3n_O7,DEG,-0.9699049048360212
Serpinb1a_T4,DEG;Signature,-1.373541085945602
Serpinb2_M6,Signature,
Serpinb6a_O10,DEG,-0.4413820282162762
Serpinb6a_O4,DEG,0.1156681186523171
Serpinb6b_M3,Signature,0.2847824533919955
Serpinb6b_M4,Signature,-0.2134780885939314
Serpinb9_M3,DEG;Signature,0.5551739635941866
Serpinb9_T3,Signature,0.2910044295093129
Serping1_O4,DEG,-0.2080781998760525
Serping1_O7,DEG,-0.2591447096035214
Set_B1,DEG,0.1424056470189093
Set_B2,DEG,0.0969738653056405
Set_B3,DEG,0.1729085190147459
Set_M0,DEG,-1.4558851861268072
Set_M3,DEG,-0.3137124565946311
Set_M4,DEG,-0.1889166889468434
Set_T1,DEG,-0.3282974087874365
Set_T3,DEG,-0.2930907461170884
Set_T4,DEG,-2.178384277315705
Set_T5,DEG,-0.1909717072060557
Sf3b1_B1,DEG,-0.1811576569840843
Sf3b1_B2,DEG,-0.1272934529993858
Sf3b1_M0,DEG,-0.1818149374305785
Sf3b1_M3,DEG,-0.1606604983936389
Sf3b1_M4,DEG,-0.1712525098477201
Sf3b1_T1,DEG,-0.2343813484066965
Sf3b1_T2,DEG,-0.1660182220734192
Sf3b1_T4,DEG,-0.2061009939080191
Sf3b2_M3,DEG,-0.7141936678986125
Sf3b2_M4,DEG,-0.4861575479900931
Sf3b5_M3,DEG,-0.2552062399493867
Sf3b5_M4,DEG,-0.2151248121140212
Sf3b5_M5,DEG,-0.5152245155279924
Sf3b6_B3,DEG,0.2646150343670645
Sf3b6_M0,DEG,-1.1570653199420295
Sf3b6_M3,DEG,-0.2112229462368626
Sf3b6_T5,DEG,-0.1597224686873182
Sfpq_M1,DEG,0.3741878274785856
Sfpq_M3,DEG,0.2045955287778907
Sfpq_M5,DEG,0.4847734365634102
Sfpq_T1,DEG;Signature,0.6701143579276729
Sfpq_T2,DEG,0.5138310202893499
Sfpq_T3,DEG,0.3243387533930579
Sfr1_B3,DEG,0.0897372944425743
Sfr1_M4,DEG,0.3512813933507516
Sfrp1_O4,Signature,-0.2475806043855839
Sfrp1_O7,DEG,-0.7126004997417649
Sh2d2a_T4,DEG,-2.2176793077939854
Sh3bgr_M7,Signature,-0.3991827750794172
Sh3bgrl3_B0,DEG,0.5728905098747903
Sh3bgrl3_B1,DEG,0.5813048908529487
Sh3bgrl3_B2,DEG,0.6581766143474816
Sh3bgrl3_B3,DEG,1.04628288561393
Sh3bgrl3_M0,DEG,0.3249047771863859
Sh3bgrl3_M1,DEG,0.5547585761769378
Sh3bgrl3_M2,DEG,0.2190757030801602
Sh3bgrl3_M3,DEG,0.3276929956798308
Sh3bgrl3_M4,DEG,0.3430128817444019
Sh3bgrl3_M5,DEG,0.2564181190516888
Sh3bgrl3_M7,DEG,0.3405492659486872
Sh3bgrl3_T1,DEG,0.2615071046979331
Sh3bgrl3_T2,DEG,0.3643405718037716
Sh3bgrl3_T4,DEG,0.083895786065542
Sh3bgrl3_T5,DEG,0.0903916832603789
Sh3bgrl3_T8,DEG,0.8693628755728728
Sh3bgrl_M3,DEG,0.1707141991224949
Sh3bp1_M4,DEG,-0.9203452991955064
Sh3glb1_B2,DEG,-2.3286780866472494
Sh3glb1_B3,DEG,0.0752927976260069
