gene_cell,source,log2fc_median_TLS
Cap1_M1,DEG,-0.90940141292922
Cap1_M3,DEG,-0.8169881591842914
Cap1_M4,DEG,-0.5352865970886262
Cap1_T5,DEG,-0.6020801066204687
Capg_B1,DEG;Signature,-0.922846360550306
Capg_M0,Signature,
Capg_T4,DEG;Signature,-0.4196249166229121
Capns1_M0,DEG,-2.092956684715391
Capns1_M1,DEG,-0.3081055368717945
Capns1_O10,DEG,-3.0945087057572493
Caprin1_M4,DEG,-0.2874992760925069
Capza1_B4,DEG,-0.4138644358539378
Capza1_M3,DEG,-0.2600334426789574
Capza2_M0,DEG,-0.1887165648828879
Capza2_M1,DEG,0.1129264132626363
Capza2_M3,DEG,0.2170506492102555
Capza2_T4,DEG,0.0730829513315479
Capzb_M0,DEG,-0.4241698996147592
Capzb_T5,DEG,-0.3554637093313173
Car2_T7,DEG;Signature,0.9009647517901448
Card19_M1,DEG,0.2617551694143377
Card19_M3,DEG,2.189993374474644
Card19_M4,DEG,0.8522489384978651
Casp3_T5,DEG,-2.6237676093525626
Cavin1_O7,DEG,0.6875250704076827
Cavin2_O10,Signature,0.0770785818901321
Cbfa2t3_M4,DEG;Signature,0.7654799226478242
Cblb_T6,DEG,0.2702131653308325
Cbx3_T5,DEG,-0.2870430993689531
Ccdc184_T7,Signature,1.1881752836073232
Ccdc50_M3,DEG,-0.8712901360882693
Ccl5_M0,Signature,
Ccl5_T3,DEG;Signature,0.108613298291647
Ccl7_O7,Signature,0.4561860394689973
Ccna2_B8,Signature,-0.2045235768045584
Ccna2_T5,DEG;Signature,-0.4534041661755756
Ccnb2_T5,Signature,-0.9447740491039528
Ccnd2_B3,DEG,-0.4764339780279338
Ccnd2_M3,Signature,
Ccnd2_O13,DEG,-2.930172692297009
Ccnd2_T3,DEG,0.5041945713889013
Ccndbp1_M4,DEG,-1.3149604547574878
Ccnl1_B5,DEG,-0.2238766509120625
Ccnl2_B4,DEG,-2.679925383858684
Ccnl2_T5,DEG,-0.9319070773413214
Ccr1_M1,DEG,0.4372720154395926
Ccr1_M3,DEG,1.2641213130372015
Ccr2_M0,Signature,
Ccr2_T2,Signature,
Ccr5_M3,DEG,1.6334984469396616
Ccr7_B0,Signature,0.009817947484973
Ccr7_B1,DEG,0.1448844835737188
Ccr7_M3,Signature,
Ccr7_T6,Signature,0.1277703258242956
Ccr7_T6_0,Signature,0.2348422403068833
Ccr7_T6_1,Signature,0.0946555349191479
Ccr7_T6_2,Signature,-0.0549685320442679
Ccr7_T6_3,Signature,0.2767444179787861
Ccr9_M7,Signature,0.2553106158603259
Ccrl2_M0,DEG,-2.345618762729789
Cct2_B4,DEG,-0.145560185029113
Cct2_M3,DEG,-0.7403081642941596
Cct2_T5,DEG,-0.2205184208038582
Cct4_M3,DEG,-1.858606227763437
Cct5_M1,DEG,-0.4288019023988025
Cct5_M3,DEG,-0.7195307947495901
Cct6a_M5,DEG,0.5377368241772313
Cct7_T5,DEG,-0.3891061044904177
Cct8_M3,DEG,-1.6946496346370816
Cct8_T5,DEG,-0.3012928504813209
Cd14_M0,DEG,-0.3655160456688209
Cd14_M1,DEG,0.1504241426357293
Cd14_M2,DEG,0.1709099327153032
Cd14_M5,DEG,-0.6958479478183017
Cd163l1_T4,DEG,-1.2458942235376784
Cd164_M0,DEG,-1.47770568482295
Cd164_M3,DEG,0.5204096865877271
Cd164_T1,DEG,0.9208910088679504
Cd164_T2,DEG,1.817417714202664
Cd164_T4,DEG;Signature,0.0810691993609541
Cd164_T5,DEG,0.821015896380394
Cd209d_M7,Signature,0.0769357446777982
Cd274_B3,DEG,-0.7585632509453384
Cd274_M0,DEG,-0.8573645771060376
Cd274_M2,DEG,-0.3528887924585332
Cd274_M3,DEG,-0.3636480913095237
Cd274_M5,DEG,-0.6193897478374619
Cd28_B3,DEG;Signature,1.174159783831943
Cd28_B6_0,Signature,
Cd28_T2,DEG,0.352317605234823
Cd2_T1,DEG,-0.2819243308116789
Cd2_T2,DEG;Signature,-0.3726412552345186
Cd2_T3,DEG,-2.768269205942696
Cd2ap_M4,DEG,-0.7232883601920915
Cd300c2_M0,DEG,-0.5661133740080428
Cd300c2_M1,DEG,-0.3669831454351764
Cd300c2_M3,DEG,0.5673503120830716
Cd300c2_M4,DEG,-0.4868569000696617
Cd300c2_M5,DEG,-0.7920718903943005
Cd302_M0,Signature,
Cd36_O10,Signature,
Cd37_B0,DEG,-0.1789963143168353
Cd37_B1,DEG,-0.2497357943454158
Cd37_B2,DEG;Signature,-0.1694221091246691
Cd37_B5,DEG,-0.2607124748664211
Cd38_M0,Signature,
Cd3d_B6_0,Signature,-0.4699496742112428
Cd3d_M5,DEG;Signature,-0.6903769922978181
Cd3d_T1,DEG,-0.1653183001966904
Cd3d_T2,DEG,-0.2525445318648528
Cd3d_T3,DEG,-0.1962200610958562
Cd3d_T4,DEG,-0.168850607648402
Cd3e_B6_0,Signature,-0.4487127999673298
Cd3e_M5,Signature,-0.3685073522421855
Cd3e_T1,DEG,-0.1393153337003344
Cd3e_T2,DEG,-0.1820437945826284
Cd3e_T3,DEG,-0.3186051721409321
Cd3g_B6_0,Signature,-0.2060840404147465
Cd3g_M5,Signature,-0.2099063782588431
Cd3g_T4,DEG,-0.1512372209650496
Cd3g_T5,DEG,0.0811548336528728
Cd44_B3,DEG,0.1481100616700796
Cd44_M1,DEG,0.4126008580692721
Cd44_M2,DEG,0.3208952248878237
Cd44_M3,DEG,1.967715605175932
Cd44_M4,DEG,0.8701954401718262
Cd44_T4,DEG;Signature,0.1667015734799769
Cd44_T5,DEG,0.6279432864296715
Cd47_B3,DEG,0.3064778374135992
Cd47_M0,DEG,-0.8653436943690878
Cd47_M3,DEG,-0.4669923837266926
Cd47_M4,DEG,-0.2045883814844673
Cd47_M7,DEG,-0.299085019140425
Cd47_O10,DEG,-0.3047311354695842
Cd47_T1,DEG,-0.3185705462587559
Cd47_T4,DEG,-0.2724704177800762
Cd47_T7,DEG,-0.7446300949672552
Cd48_M4,DEG,-0.6385052596438863
Cd48_T5,DEG,-0.7074288155248473
Cd4_T0,Signature,-1.5427364996051938
Cd4_T1,DEG;Signature,-3.122852450556121
Cd52_B0,DEG,0.100756538880397
Cd52_B1,DEG,-0.1156802023610093
Cd52_B2,DEG,0.1284677789676019
Cd52_B3,DEG,0.6085509250365346
Cd52_M0,DEG,-0.0684469821477023
Cd52_M3,DEG,-0.2424751310692151
Cd52_M7,DEG,1.9515925260659883
Cd52_T2,DEG,0.1232293702858041
Cd52_T5,DEG,-0.0868588464045549
Cd52_T6,DEG,-0.3388752542199965
Cd52_T7,DEG,0.3563629257929241
Cd53_B3,DEG,0.5200985975521261
Cd53_B4,DEG,-0.280559375915805
Cd53_M3,DEG,0.2021583530635906
Cd53_T1,DEG,0.0144082233084463
Cd53_T2,DEG,-0.3208998360633471
Cd5_T0,Signature,-1.0115084448329377
Cd68_M0,DEG,-0.5615521154944918
Cd68_M3,DEG,0.772695475850476
Cd68_M5,DEG,-1.101517063856758
Cd69_B5,DEG,-0.7517634704362105
Cd74_M0,DEG,-0.0989807576759743
Cd74_M1,DEG,-0.0682017197402219
Cd74_M3,DEG,0.0746154470845413
Cd74_M4,DEG,-0.0424260293244387
Cd74_O10,DEG,-0.7571063621190871
Cd74_T5,DEG,-2.866023589707052
Cd79a_B5,DEG,-0.1351950873645684
Cd79b_B0,Signature,0.0056648337985447
Cd79b_B1,DEG,-0.2236065129163854
Cd79b_B4,DEG,0.2152315483177397
Cd7_M7,Signature,-0.1046686586388068
Cd81_B3,DEG,0.0278781454864311
Cd81_M1,Signature,-0.1464747457801053
Cd81_M4,DEG,2.7254380241231413
Cd83_B1,DEG,-0.2955351740953773
Cd83_B4,DEG,-0.4922963085970796
Cd83_B5,Signature,-0.130148141515016
Cd83_M1,Signature,0.3071390927024184
Cd83_M3,DEG,0.1119610860889101
Cd86_B1,DEG;Signature,0.2792536104680491
Cd86_M0,DEG,-0.6321008968780029
Cd86_M3,DEG,-0.286393466842927
Cd8a_T3,Signature,
Cd8b1_T6_2,Signature,-0.4972464530114606
Cd93_M1,DEG;Signature,0.1882344249087351
Cd93_O10,Signature,-1.265404419860246
Cd93_T7,Signature,0.4819052092736068
Cd9_M2,DEG,0.1898607382703636
Cd9_M3,DEG,-0.7903254565972598
Cd9_M4,DEG,0.1984504521788101
Cd9_M5,DEG,1.1996256860631471
Cdc14a_T7,Signature,0.905944073576594
Cdc20_B8,Signature,
Cdc42_B0,DEG,0.0100776582436688
Cdc42_B1,DEG,0.1136685909488893
Cdc42_B2,DEG,0.096902813724707
Cdc42_B3,DEG,0.3353767220827212
Cdc42_B4,DEG,0.0771123988795395
Cdc42_B5,DEG,0.0908149910468481
Cdc42_M1,DEG,0.0359642756118127
Cdc42_T1,DEG,0.1887163638097532
Cdc42_T2,DEG,0.1772231941816073
Cdc42_T3,DEG,0.0693901350054725
Cdc42_T6,DEG,0.1845349781466249
Cdc42se1_M4,DEG,0.5041817084536173
Cdc42se2_M3,DEG,0.2985342315967546
Cdc45_B8,Signature,0.1235223834458751
Cdca3_T5,Signature,-0.5362300056738204
Cdca8_T5,Signature,-0.068518491839276
Cdh5_O10,Signature,-0.2307132984405324
Cdk1_T5,Signature,-0.1632892409560899
Cdk2ap2_B4,DEG,0.3935715321820413
Cdk2ap2_M0,DEG,-1.8575584831167715
Cdk2ap2_M2,DEG,0.3545443751343229
Cdk4_T5,DEG,-1.6570098587989568
Cdkn1a_M0,DEG,-0.2942751075577386
Cdkn1a_M1,DEG,0.1928771728592277
Cdkn1a_M3,DEG,0.2102175303148824
Cdkn1a_O10,DEG,0.9784297544389948
Cdkn1b_M4,DEG,-0.2358297558640609
Cdkn1b_T2,DEG,0.4905105498444944
Cdkn1b_T4,DEG,0.2538451317795357
Cdkn1b_T5,DEG,0.3063111672467575
Cdv3_B1,DEG,0.1514045527626429
Cdv3_B3,DEG,0.2295284274051591
Cdv3_M4,DEG,0.0621468531685985
Cebpb_B3,DEG,0.5063703552333325
Cebpb_M1,DEG,0.1285868726698529
Cebpb_M3,DEG,1.889734302579794
Cebpb_M5,DEG,-0.6919587260600155
Cebpb_M6,Signature,0.2275428964307424
Cebpb_O13,DEG,-1.203766961188495
Cebpd_O13,DEG,-1.0633009220308065
Cebpz_B1,DEG,0.5555035024313195
Celf1_M5,DEG,0.7567578692849382
Celf2_B1,DEG;Signature,0.1685946740764925
Cenpe_T5,Signature,
Cenpf_T5,Signature,-1.0874482644871892
Cenpm_B8,Signature,-0.3198736783720646
Cenps_B4,Signature,
Cfb_M0,Signature,
Cfl1_B1,DEG,-0.2163254081554478
Cfl1_B3,DEG,0.123731691953995
Cfl1_M3,DEG,-0.2190407524048692
Cfl1_M4,DEG,-0.0711753258335544
Cfl1_T0,DEG,-0.2028206158571223
Cfl1_T3,DEG,-0.2306899655387276
Cfl1_T4,DEG,-0.232920326351548
Cfl1_T5,DEG,-0.161034084790817
Cfl1_T6,DEG,-0.2033900613799018
Cfl1_T7,DEG,-0.2776347632121985
Cflar_M3,DEG,0.3725305370811569
Cggbp1_M3,DEG,-0.3646905246283891
Chchd10_B4,DEG,-0.8360003756927522
Chchd1_M4,DEG,-0.5105299220036535
Chchd2_B0,DEG,0.2106622753953773
Chchd2_B1,DEG,0.1431970530679513
Chchd2_B5,DEG,0.1894105225644612
Chchd2_M0,DEG,-0.2158192325203972
Chchd2_M3,DEG,-0.1004229866464697
Chchd2_T0,DEG,0.115562054328197
Chchd2_T1,DEG,0.0824075608690953
Chchd2_T2,DEG,0.1059246045271859
Chchd2_T3,DEG,0.1145545235309465
Chchd2_T4,DEG,0.0264728898132593
Chchd2_T5,DEG,0.067074836808698
Chd2_B1,DEG,-0.1335233606388033
Chd2_T2,DEG,0.0428516048508187
Chd2_T7,DEG,0.1254709566885537
Chd4_M1,DEG,-0.4969885599318273
Chd4_M3,DEG,-0.2455744614817264
Chil1_M0,Signature,
Chmp2a_M3,DEG,-0.450269409521175
Chmp4b_M1,DEG,0.1653636488649007
Chmp4b_M3,DEG,0.1789034916464495
Chuk_M4,DEG,-1.6125106937747788
Churc1_M4,DEG,-1.626310524456616
Ciita_B4,DEG,-1.0234912917018375
Cisd1_T5,DEG,-2.333538575899357
Cisd2_T5,DEG,0.6925764720103847
Cited2_B3,DEG,0.2022414484076821
Ckb_M4,DEG;Signature,-0.2571637589300554
Ckb_T4,Signature,
Ckmt1_O15,Signature,0.2291748777038775
Cks1b_B8,Signature,-0.258446985484548
Cks1b_T5,Signature,-0.0287117807468047
Clca3b_O15,Signature,0.0305836997056614
Cldn4_O15,Signature,-0.5492554461790035
Cldnd1_M5,DEG,0.3861636691921352
Cldnd1_T2,Signature,
Cldnd1_T5,DEG,1.5797575495022311
Clec12a_M0,DEG;Signature,-3.4473908677450487
Clec12a_M4,DEG,-0.8683229911374539
Clec2d_M0,DEG,-2.1947911032347327
Clec2d_M1,DEG,0.2790983462174775
Clec2d_M3,DEG,0.3363476196660656
Clec2d_T1,DEG,-0.4312718231086639
Clec2d_T2,DEG,0.1031861753839154
Clec4a2_M1,DEG,-0.9717292315529024
Clec4d_M2,Signature,0.0287700498771186
Clec4n_M1,DEG,-0.5271112445724153
Clec9a_M4,Signature,-0.3500414689809985
Clic1_B1,DEG,-0.2378498749553513
Clic1_B3,DEG,0.3958780174774006
Clic1_M0,DEG,-0.3146346196971452
Clic1_M1,DEG,-0.2763967337856993
Clic1_M3,DEG,-0.6036776197085423
Clic1_M5,DEG,-0.4048524406983477
Clic1_T3,DEG,-0.2879581934595971
Clic1_T4,DEG,-0.2690858281261289
Clic4_B3,DEG,0.7253055227302048
Clic4_M0,DEG,-1.2468584267021794
Clic4_M1,DEG,0.3249570214943001
Clic4_M3,DEG,0.2944520749896318
Clic4_M4,DEG,0.2592372933537396
Clic5_O10,Signature,0.4385734620082516
Clint1_T1,DEG,0.3356828372954611
Clint1_T2,DEG,1.9629305433748585
Clint1_T5,DEG,0.5277880857698295
Clk1_B1,DEG,-0.1130133610024479
Clk1_B5,DEG,-0.282509867104534
Clk1_M3,DEG,-0.5928748665232917
Clk1_T1,DEG,-0.1741486172565376
Clk1_T2,DEG,-0.1900186730696355
Clptm1l_B3,DEG,-0.2742111564431771
Clta_B1,DEG,0.2089522882911604
Clta_B4,DEG,0.1687247400596357
Clta_B5,DEG,0.2000111618113166
Clta_M0,DEG,-0.207755794855102
Clta_M3,DEG,0.1040691572681889
Clta_M4,DEG,-0.1449583894547342
Clta_T3,DEG,0.3921913871118057
Clta_T7,DEG,0.8801047550179151
Cltc_M1,DEG,0.1893362314511354
Cltc_M3,DEG,0.6978708462528583
Cltc_M4,DEG,0.3705192417060119
Cmas_M4,DEG,0.9822964578775588
Cmc1_T5,DEG,-2.229247195647341
Cmtm7_M4,DEG,-0.7239801166864105
Cmtr1_M4,DEG,0.4098283774899754
Cnbp_B1,DEG,0.0594072908057642
Cnbp_B4,DEG,-0.2086841983757173
Cnbp_M1,DEG,0.1647673575710506
Cnbp_M5,DEG,0.2325373427573253
Cnbp_T1,DEG,0.1747344748915758
Cnbp_T2,DEG,0.0859220313529866
Cnbp_T3,DEG,0.1731051541313054
Cnbp_T5,DEG,0.2869304824452101
Cnbp_T7,DEG,0.1485279394824217
Cnn2_T5,DEG,-0.4464588433082212
Cnn3_O13,DEG,-3.1194012392225043
Cnot6l_M5,DEG,0.6253294146752286
Cnpy2_B3,DEG,-0.2297722278562463
Cntrl_T5,DEG,-1.1941891469862855
Coa5_M4,DEG,-0.8036283978202821
Col12a1_O4,Signature,1.040439639875382
Col14a1_O7,DEG;Signature,0.341852825231837
Col15a1_O4,Signature,0.6734699313108199
Col1a2_O13,DEG,0.8603502330552251
Col3a1_O13,DEG,0.5034490904423539
Col4a5_O13,Signature,
Col6a3_O7,Signature,0.3868374098129478
Cops9_M0,DEG,-2.0903531399110165
Cops9_M3,DEG,-0.2556792768965854
Coro1a_B1,DEG,-0.2601928328072732
Coro1a_B5,DEG,-0.2956471786697366
Coro1a_M3,DEG,-0.4105985105218873
Coro1a_M4,DEG,-0.2128203148740481
Coro1a_T1,DEG,-0.3309133720231155
Coro1a_T2,DEG,-0.3487263942110827
Coro1a_T3,DEG,-0.349854918047823
Coro1a_T4,DEG,-0.4626150790617668
Coro1a_T5,DEG,-0.3682698009518423
Cotl1_M0,DEG,-0.4529109050116845
Cotl1_M1,DEG,-0.2014224233690828
Cox14_M4,DEG,-0.4748782094856326
Cox17_B1,DEG,0.1571536729870957
Cox17_M0,DEG,-0.6727751072843461
Cox17_M1,DEG,0.244011246900421
Cox17_M2,DEG,0.3862553012595239
Cox17_M3,DEG,-0.4612041748464408
Cox17_O13,DEG,-1.9555994296831056
Cox17_T4,DEG,-0.3266226809152164
Cox4i1_B1,DEG,-0.0601592068058082
Cox4i1_B3,DEG,0.0278708197187277
Cox4i1_B5,DEG,0.0910898378295631
Cox4i1_M3,DEG,-0.0868545760203885
Cox4i1_T2,DEG,-0.0912155520009109
Cox4i1_T4,DEG,-0.1604282587380867
Cox5a_B1,DEG,0.0548882220077783
Cox5a_B3,DEG,-0.1515977685281822
Cox5a_B5,DEG,0.1819691308729462
Cox5a_M0,DEG,-0.4381825576570612
Cox5a_M3,DEG,-0.2452085945039634
Cox5a_T1,DEG,0.0909626669004079
Cox5a_T4,DEG,-0.4170872889520582
Cox5a_T5,DEG,-0.1639886414536802
Cox5b_B4,DEG,-0.1945177732103676
Cox5b_M0,DEG,-0.3244460290098886
Cox5b_M1,DEG,-0.2093334960234182
Cox5b_M3,DEG,-0.5242741273636078
Cox5b_M4,DEG,-0.2118803188464081
Cox5b_T4,DEG,-0.3998957025091486
Cox6a1_M0,DEG,-0.7167859773789147
Cox6a1_M3,DEG,-0.3150467483831348
Cox6a2_M7,Signature,-0.4953207446363546
Cox6b1_M0,DEG,-0.2525514697721798
Cox6b1_M3,DEG,-0.1657642942736263
Cox6b1_M4,DEG,-0.1237725631361503
Cox6b1_T0,DEG,-0.3600655453387721
Cox6b1_T3,DEG,-0.2805447378197013
Cox6b1_T4,DEG,-0.1451193126681249
Cox6c_M0,DEG,-0.2740954158910114
Cox6c_M3,DEG,-0.1985292729855763
Cox6c_T3,DEG,-0.215438882503481
Cox6c_T4,DEG,-0.1663651539454754
Cox7a2_M0,DEG,-0.5806448048258117
Cox7a2_M3,DEG,-0.28889957465729
Cox7a2_M4,DEG,-0.2378845551364776
Cox7a2_M5,DEG,-0.3879309077868308
Cox7a2_T4,DEG,-0.3358397179240011
Cox7a2l_B1,DEG,-0.1845075540159713
Cox7a2l_M0,DEG,-0.4853520769378456
Cox7a2l_M3,DEG,-0.593174067059355
Cox7a2l_M7,DEG,-0.4804652724111861
Cox7a2l_T1,DEG,-0.114149102591767
Cox7a2l_T2,DEG,-0.239703206903394
Cox7a2l_T3,DEG,-0.2156359897729013
Cox7a2l_T4,DEG,-0.1095578375468193
Cox7b_B3,DEG,-0.1599401569485624
Cox7b_M0,DEG,-0.5226933336656148
Cox7b_M3,DEG,-0.4776620001782717
Cox7b_M4,DEG,-0.1805911275829068
Cox7b_T3,DEG,-0.3618764673731922
Cox7b_T4,DEG,-0.2296432161793268
Cox7c_B5,DEG,0.0956725558217926
Cox7c_M3,DEG,-0.2204532280526119
Cox7c_T1,DEG,0.1093235644428948
Cox8a_B1,DEG,-0.0942574832007445
Cox8a_B2,DEG,-0.0792387245348596
Cox8a_M0,DEG,-0.0819887065121119
Cox8a_M2,DEG,0.0522638186750852
Cox8a_M3,DEG,-0.1184425476246467
Cox8a_M4,DEG,-0.0878040748692145
Cox8a_M5,DEG,-0.2072197826873296
Cox8a_T1,DEG,-0.1028320346824613
Cox8a_T2,DEG,-0.1397888725044883
Cox8a_T4,DEG,-0.149235924265611
Cpne3_M4,DEG,-1.5992291665706286
Creb5_M1,DEG,-0.7212642623716047
Creb5_M3,DEG,2.539383795249765
Creb5_O7,Signature,
Creg1_M1,DEG,-0.4223034600837384
Creg1_M3,DEG,0.3235915943891643
Creg1_M5,DEG,-0.4447546659910602
Creld2_B3,DEG,-0.3783330019715606
Crem_B0,DEG;Signature,1.4331285582233662
Crem_B1,DEG,1.5373581015907605
Crem_B5,DEG,0.2710658072395031
Crem_B6_0,DEG,0.8639045189621578
Crem_M1,DEG,2.6607900752865463
Crem_M3,DEG,0.3710239437114659
Crem_M4,DEG,1.14696067373182
Crem_M5,DEG,1.494066686866483
Crem_T0,DEG,2.0363544542461955
Crem_T2,DEG,0.7821374938111734
Crem_T3,DEG,1.3285787032225929
Crem_T4,DEG,0.5604920217968739
Crem_T5,DEG,1.2567038890804103
Crip1_B2,DEG,0.2145941730103019
Crip1_B3,DEG,1.2342527525206393
Crip1_M0,DEG,0.7167837426281739
Crip1_M1,DEG,0.99363003692994
Crip1_M4,DEG,0.4238988601766584
Crip1_M5,DEG,0.9299942820517758
Crip1_T0,DEG,0.7237236770824457
Crip1_T1,DEG,2.0538296009711727
Crip1_T2,DEG,0.8105904657959591
Crip1_T3,DEG,0.4792606249332223
Crip1_T4,DEG,0.071945425422551
Crip1_T5,DEG,0.2910019646345467
Csde1_B5,DEG,-0.1177002228476144
Csf1r_M0,DEG,-0.3736192514749756
Csf1r_M1,DEG,-0.1465177416730904
Csf1r_M3,DEG,2.8514072040586624
Csf1r_M5,DEG,-0.8442401431881545
Csf2ra_M1,DEG,-0.4445796143240794
Csf2ra_M4,DEG,-0.2995214816498389
Csf2rb2_M1,DEG,0.6408741556102195
Csf2rb2_M3,DEG,0.3912310932369676
Csf2rb_M1,DEG,0.4408832313072263
Csf2rb_M3,DEG,0.1297897720175638
Csf2rb_M4,DEG,0.6591285451205804
Csf2rb_M5,DEG,0.7511832692612395
Csf3r_M2,Signature,0.1185767116412209
Csnk1a1_M1,DEG,0.1746960634674473
Csnk1a1_M3,DEG,0.1756962551755537
Csnk1a1_T2,DEG,-0.1246599203815174
Cst3_B3,DEG,-0.1129784816805909
Cst3_M3,DEG,-0.7050315283553845
Cst3_M5,DEG,0.2831754070918799
Cst3_O10,DEG,0.1958769435803584
Cst3_O7,DEG,-0.4345576016191285
Cstb_M0,DEG,-0.2608566255393262
Cstb_M1,DEG,0.1857169704087744
Cstb_M3,DEG,1.0448765420172328
Cstb_M5,DEG,-0.5002800189416441
Ctla2a_O10,Signature,-0.4599418976065049
Ctla2a_T0,Signature,-1.3757411731002844
Ctla4_B6_0,Signature,
Ctla4_T1,DEG;Signature,0.5676858043457266
Ctla4_T2,DEG;Signature,0.2439529340223418
Ctla4_T5,DEG,1.1386744718868789
Ctnna1_M4,DEG,0.1646408829685132
Ctsa_M0,DEG,-1.418370476873142
Ctsa_M1,DEG,-0.2115410202298491
Ctsa_M3,DEG,0.9843004461111138
Ctsb_M0,DEG,-0.2733640605542927
Ctsb_M3,DEG,1.1825074843906287
Ctsb_M4,DEG,-0.4265012539496616
Ctsb_M5,DEG,-0.7375111163882293
Ctsc_M0,DEG,-0.4749907661951082
Ctsc_M1,DEG,-0.284385161288793
Ctsc_M3,DEG,0.7193579731663551
Ctsc_M4,DEG,-1.054063390363722
Ctsc_M5,DEG,-0.8471499419835316
Ctsd_M0,DEG,-1.63234162632168
Ctsd_M1,DEG,-0.3733449155982478
Ctsd_M5,DEG,-1.7873570279306814
Ctsh_B1,DEG,-0.4842912123503707
Ctsh_M0,DEG,-0.146569317257578
Ctsh_M1,DEG,-0.1880782313960213
Ctsh_M3,DEG,-0.1957563362479559
Ctsl_M0,DEG,-16.41176982571926
Ctsl_O10,DEG,0.8952147048873549
Ctsl_O13,DEG,0.5884047618257537
Ctss_B1,DEG,-0.173764823019486
Ctss_B2,DEG,-0.1189944414355694
Ctss_B3,DEG,-0.3498373622872376
Ctss_B5,DEG,-0.2165403757063525
Ctss_M0,DEG,-0.2082087175897485
Ctss_M1,DEG,-0.0762738021021593
Ctss_M3,DEG,0.309268035603217
Ctss_M4,DEG,-0.1615516242024252
Ctss_M5,DEG,-0.5125559890787182
Ctsw_T0,Signature,
Ctsw_T3,DEG;Signature,-0.4515418220665536
Ctsz_B1,DEG,-0.5005149036643297
Ctsz_M1,DEG,-0.0880453127152919
Ctsz_M3,DEG,0.2070463499152965
Ctsz_M4,DEG,-0.2743724540324875
Ctsz_M5,DEG,-0.1950255233675753
Cwc15_B3,DEG,0.0902805568108657
Cwc15_M1,DEG,-2.3893831265784904
Cwc15_M3,DEG,-2.9613340688837493
Cwc15_T2,DEG,-2.5871222992177216
Cwc15_T3,DEG,-0.5381280277386303
Cwc15_T4,DEG,-0.6129020195374831
Cx3cl1_T7,Signature,0.3502606752675217
Cxcl14_O13,Signature,
Cxcl16_M3,DEG,0.1401350487596049
Cxcl9_M0,Signature,
Cxcr2_M2,Signature,
Cxcr4_B1,DEG,0.4058908404933908
Cxcr4_B4,DEG,0.4378168142689151
Cxcr4_M1,DEG,0.4850893626519696
Cxcr4_M3,DEG,0.9419129073044784
Cxcr4_M5,DEG,0.7077716301120511
Cxcr6_B6_0,Signature,-1.1180910736154746
Cxcr6_T0,DEG;Signature,-0.3917834436465516
Cxcr6_T4,DEG,-0.2084746172664274
Cyb561a3_M7,Signature,-0.2499170242701446
Cyb5a_M4,DEG,-0.3451271922462391
Cyb5a_M5,DEG,-0.601346681057729
Cyb5a_T5,DEG,0.5862093970534029
Cyba_B3,DEG,0.1227451714767903
Cyba_M0,DEG,-0.2677524987560897
Cyba_M1,DEG,-0.2035006424194914
Cyba_M4,DEG,-0.0827444867167963
Cyba_M5,DEG,-0.4856682835932429
Cyba_T2,DEG,-0.3894602691700389
Cyba_T3,DEG,-0.3384422077285243
Cyba_T4,DEG,-0.3140570615567298
Cyba_T5,DEG,-0.1875107504324502
Cybb_B1,DEG,-0.2766735321026933
Cybb_M0,DEG,-0.3682520917570407
Cybb_M1,DEG,-0.1534367844624751
Cybb_M3,DEG,0.3954949347001829
Cybb_M5,DEG,-0.925707448842736
Cycs_M4,DEG,-0.424435182965766
Cycs_T5,DEG,-0.408131509246322
Cyfip2_M4,DEG,-0.6431685341171303
Cyp4f18_M6,Signature,0.7391413767985034
Cyp4v3_M0,Signature,
Cystm1_M4,DEG,0.6984556873362852
Cyth1_B0,Signature,0.1437963909765181
Cyth1_B1,DEG,0.3417314006976034
Cyth1_M1,DEG,0.470141726103591
Cyth1_M3,DEG,1.1628477633340049
Cyth1_M5,DEG,0.478952817046339
Cyth4_M1,DEG,-0.6920492633136857
Cytip_B1,DEG,0.1356491412670422
Cytip_B3,DEG,0.0814369535977841
Cytip_B4,DEG,-1.4825980306209694
Cytip_M1,DEG,0.7169881164226901
Cytip_M3,DEG,-0.284157134180878
Cytip_M4,DEG,0.4399911735717423
Cytip_M5,DEG,0.4571475319095083
Cytip_T1,DEG,0.036498948135819
Cytip_T2,DEG,0.112352818711011
Cytip_T3,DEG,-0.2994585081699826
Cytip_T5,DEG,0.1620557849056482
Cyyr1_O10,Signature,0.2190928924441992
D16Ertd472e_B3,DEG,0.2943584771350528
D16Ertd472e_T2,DEG,0.5033287850437143
D16Ertd472e_T5,DEG,0.5542217305903409
D8Ertd738e_M3,DEG,-0.3859721621162769
D8Ertd738e_T2,DEG,-0.184455061136054
D8Ertd738e_T6_1,DEG,-0.6052519070272159
D8Ertd738e_T7,DEG,0.0787441936589182
Dad1_B1,DEG,0.1528747691608775
Dad1_B3,DEG,0.0616687887838961
Dad1_B5,DEG,0.1299761563766154
Dad1_M4,DEG,0.1414585274676217
Dap_T5,DEG,-0.477353901987548
Dapp1_M4,DEG,-0.600654890647503
Dazap1_T5,DEG,-2.454577526530251
Dazap2_M0,DEG,-0.6706787564391511
Dazap2_M3,DEG,0.1512265761678249
Dbi_B4,DEG;Signature,0.2965979070808496
Dbi_M0,DEG,-1.0085711401389523
