Unnamed: 0,p_val,avg_log2FC,p_val_adj
Ptpn18_M5,0.0054933714376438,-0.2813128325398898,0.0457038605645409
Neurl3_M5,0.0149354467126296,1.108978995234779,0.0920395623608112
Il1r2_M5,0.0078519943084563,2.6611679519589657,0.0584783608375757
Il18r1_M5,0.0065360274816589,-2.4211954132820126,0.0527163439241222
Stat1_M5,0.0001111375724378,-0.6960148762604862,0.004189206046788
Gls_M5,0.0314201794077955,0.277256223573355,0.1408569693354327
Bzw1_M5,0.0123997777248551,0.3300235487314809,0.07979926640351
Ndufb3_M5,0.0038003384534461,-0.595599795308698,0.0396566391159036
Fam117b_M5,0.0022725832923102,0.9464217991419672,0.0281186424067883
Ptma_M5,0.0252441057394617,0.1009022688955005,0.1211061384435993
Arl4c_M5,0.0029848376597602,0.5078428060464164,0.0324293832798652
Hdlbp_M5,0.0337983621149569,-0.5150496838211471,0.1486323210150604
Mapkapk2_M5,0.0048460129906725,-0.5797189424687468,0.0438754215380985
Adipor1_M5,0.0067178249354394,-0.9571531864048268,0.0539470550250285
Ptprc_M5,0.0073033261887751,-0.153284671847801,0.0554017202672266
Rgs2_M5,0.0184394950081998,1.005826675274201,0.1054419420437926
Rgs1_M5,0.0073033261887751,0.3321187599558026,0.0554017202672266
Ptgs2_M5,0.0005851107704714,-1.9076728383027424,0.0130204770248274
Creg1_M5,0.0022725832923102,-0.9050087775787196,0.0281186424067883
Fcgr3_M5,0.0004386095771341,-1.7330591308049688,0.0105209336229439
Fcer1g_M5,1.5876796062554575e-05,-0.6013888943482927,0.0011278631664437
Tagln2_M5,0.0004763038818766,0.6151197615038217,0.010860904565754
Mndal_M5,0.0060878386813011,-1.2596872924492832,0.0499743913082805
Cnih4_M5,0.0149354467126296,-0.6827487789850313,0.0920395623608112
Atp5c1_M5,0.0095578312296578,-0.3168456568672547,0.0681595145991427
Il1rn_M5,0.0010637453361911,-0.815472860699566,0.0173870587251766
Surf4_M5,0.0325325182293942,-1.0947248678923835,0.144789304023352
Cytip_M5,3.175359212510915e-05,0.500664974501542,0.0020946030233955
B2m_M5,1.5876796062554575e-05,-0.1652114930786287,0.0011278631664437
Gatm_M5,0.0007549992228802,-1.0115396492403206,0.0145258704652055
Sppl2a_M5,0.015860919266492,-0.3605918528470977,0.0930003742387642
Sirpa_M5,0.0005414641473833,-1.917366146103823,0.0121961497587433
Rrbp1_M5,1.5876796062554575e-05,-0.6504466875185854,0.0011278631664437
Snx5_M5,0.0036827970389574,-0.7656038093466837,0.0390926789135305
Cst3_M5,0.0001905215527506,0.4278104008550226,0.0062826179905103
Mapre1_M5,0.0252441057394617,0.3423109518133713,0.1211061384435993
Scand1_M5,0.0123997777248551,-0.290479057049688,0.07979926640351
Samhd1_M5,6.35071842502183e-05,-0.6198071669503998,0.0030076351105167
Tgm2_M5,0.0017731114297543,-1.072960705056578,0.0240804177261484
Mafb_M5,0.007318906196645,-2.6701749982598963,0.0554017202672266
Sdc4_M5,0.0021592442645074,-0.6351168222088627,0.0275043045278977
Ctsa_M5,0.0061455131856455,-1.052382522233109,0.0500033605898116
Cebpb_M5,0.0007144558228149,-0.341081523815936,0.0141589804410134
Ptpn1_M5,0.0123997777248551,-0.3057458661726898,0.07979926640351
Ctsz_M5,6.35071842502183e-05,-0.2910509410840348,0.0030076351105167
Psma7_M5,0.0201317774073192,-0.199441554592111,0.1074664533853137
Tpd52_M5,0.015860919266492,-0.4841850358869799,0.0930003742387642
Fabp5_M5,0.0959063034015804,-0.798800645578021,0.2978339158966614
Ndufb5_M5,0.0240202268610844,-0.3754587344123667,0.1211061384435993
Tiparp_M5,0.0073033261887751,0.4319796176842508,0.0554017202672266
Rps3a1_M5,1.5876796062554575e-05,0.2688837350658347,0.0011278631664437
Etv3_M5,0.0061455131856455,0.8065271990193783,0.0500033605898116
Tpm3_M5,0.0201317774073192,0.2171779292183618,0.1074664533853137
S100a6_M5,0.0201317774073192,0.441667093430509,0.1074664533853137
Ctss_M5,1.5876796062554575e-05,-0.4487599910515743,0.0011278631664437
Mrps21_M5,0.0200474885286189,-1.6267128781025504,0.1074664533853137
Atp1a1_M5,0.0123997777248551,0.5972571700882121,0.07979926640351
Rap1a_M5,0.0252441057394617,-0.1726059071858958,0.1211061384435993
Psma5_M5,0.0278317489826975,-0.3694660493412098,0.1304701532259956
Nfkb1_M5,0.0314201794077955,0.2397831031950895,0.1408569693354327
H2afz_M5,0.0314201794077955,0.150253932934742,0.1408569693354327
Lmo4_M5,0.0028677490529391,-1.3735520034325974,0.0324293832798652
Sdcbp_M5,0.0054933714376438,-0.2838324197408607,0.0457038605645409
Dnaja1_M5,0.0029848376597602,0.4268833673935052,0.0324293832798652
Tln1_M5,0.0201317774073192,-0.2475027345954325,0.1074664533853137
Sec61b_M5,0.0015241724220052,0.2813903061490528,0.0214896676598748
Klf4_M5,0.0218317488739345,-1.4906996590872703,0.1148810261258034
Txn1_M5,1.5876796062554575e-05,-0.509160979981303,0.0011278631664437
Ptbp3_M5,0.0201317774073192,0.3441111417022546,0.1074664533853137
Atp6v1g1_M5,0.004096213384139,-0.3355316632716808,0.0398195058973933
Ttc39b_M5,0.0110508192098248,-2.6392147799565726,0.0767325679719789
Rps6_M5,0.0123997777248551,0.1231600013345782,0.07979926640351
Mier1_M5,0.0123997777248551,0.3861014242680244,0.07979926640351
Tmem59_M5,0.0331970060098276,-0.6099032361119737,0.1473915146638258
Akr1a1_M5,0.0054933714376438,-0.2252365344265136,0.0457038605645409
Prdx1_M5,0.0001905215527506,-0.4052229052761549,0.0062826179905103
Rps8_M5,0.0054933714376438,0.0666002750643635,0.0457038605645409
Smap2_M5,0.0695591562882231,0.5598469426432421,0.2393436861690831
Ppt1_M5,0.0045475302289993,-2.6843251189795074,0.0432953006853696
Cap1_M5,0.0337983621149569,-0.3384101797887998,0.1486323210150604
Ndufs5_M5,0.0181755328890937,-0.7162141345939838,0.1049069038942377
Sfpq_M5,6.35071842502183e-05,0.6266133243730632,0.0030076351105167
Ak2_M5,0.0026106574450555,-1.8380912599800645,0.0317229230330099
Rnf19b_M5,0.0021358168527197,-0.9213552597992488,0.0275043045278977
Marcksl1_M5,0.0017100293456709,-1.319104580305967,0.0233957348255863
Tmem234_M5,0.0226430210233521,-0.5624066842241412,0.117283717894317
Atpif1_M5,0.0073033261887751,0.362351885029318,0.0554017202672266
Cd52_M5,0.0201317774073192,-0.0716619246829732,0.1074664533853137
Sh3bgrl3_M5,6.35071842502183e-05,0.2564181190516888,0.0030076351105167
Runx3_M5,6.35071842502183e-05,0.6072091198289126,0.0030076351105167
Fuca1_M5,0.0276556527566731,-0.918492962049062,0.1304701532259956
C1qb_M5,0.0115206170324675,-1.6147842946114477,0.0793976852946547
C1qc_M5,0.0325325182293942,-2.483971802400468,0.144789304023352
Eno1_M5,0.0010637453361911,-0.8773996271109206,0.0173870587251766
Rer1_M5,0.0218317488739345,-0.6196103020797445,0.1148810261258034
Ssu72_M5,0.0137818194726874,-1.1582068783971282,0.0880796559379018
