Bri3_B1,B1
Bri3_B4,B4
Bri3_B5,B5
Bri3_M0,M0
Bri3_M3,M3
Brk1_M0,M0
Bsg_M1,M1
Bsg_M3,M3
Bst2_B3,B3
Bst2_M0,M0
Btf3_B3,B3
Btf3_M1,M1
Btf3_T2,T2
Btf3_T4,T4
Btg1_B1,B1
Btg1_B2,B2
Btg1_B4,B4
Btg1_M5,M5
Btg1_T0,T0
Btg1_T2,T2
Btg1_T3,T3
Btg2_B1,B1
Btg2_T4,T4
Btg2_T5,T5
Btg2_T7,T7
Btg3_B3,B3
Btla_M4,M4
Bzw1_B5,B5
Bzw1_M1,M1
Bzw1_M5,M5
Bzw1_T4,T4
C1qa_M0,M0
C1qa_M1,M1
C1qb_M0,M0
C1qb_M1,M1
C1qb_M5,M5
C1qbp_M4,M4
C1qc_M0,M0
C1qc_M1,M1
C1qc_M5,M5
C3_M0,M0
C3_M1,M1
C3_O7,O7
C3ar1_M1,M1
C5ar1_M2,M2
Cacna1s_B3,B3
Cacybp_M4,M4
Cadm1_M4,M4
Calhm6_M0,M0
Calm1_B0,B0
Calm1_B1,B1
Calm1_B2,B2
Calm1_B3,B3
Calm1_B5,B5
Calm1_M0,M0
Calm1_M3,M3
Calm1_T1,T1
Calm1_T2,T2
Calm1_T3,T3
Calm1_T6,T6
Calm2_B1,B1
Calm2_B3,B3
Calm2_M2,M2
Calm2_M3,M3
Calm2_T1,T1
Calm2_T2,T2
Calm2_T3,T3
Calm3_M3,M3
Calr_B3,B3
Calr_B4,B4
Calr_M0,M0
Calr_T2,T2
Canx_B3,B3
Canx_M1,M1
Canx_M3,M3
Cap1_M1,M1
Cap1_M3,M3
Cap1_T5,T5
Capg_B1,B1
Capg_M0,M0
Capg_T4,T4
Capns1_M0,M0
Caprin1_M4,M4
Capza1_M3,M3
Capza2_M0,M0
Capza2_M1,M1
Capza2_M3,M3
Capza2_T4,T4
Capzb_M0,M0
Car2_T7,T7
Card19_M1,M1
Card19_M3,M3
Casp3_T5,T5
Cavin1_O7,O7
Cavin2_O10,O10
Cblb_T6,T6
Cbx3_T5,T5
Ccdc184_T7,T7
Ccdc50_M3,M3
Ccl7_O7,O7
Ccna2_T5,T5
Ccnb2_T5,T5
Ccnd2_B3,B3
Ccnd2_M3,M3
Ccnd2_T3,T3
Ccnl1_B5,B5
Ccnl2_B4,B4
Ccnl2_T5,T5
Ccr1_M1,M1
Ccr1_M3,M3
Ccr2_M0,M0
Ccr5_M3,M3
Ccr7_B0,B0
Ccr7_B1,B1
Ccr7_M3,M3
Ccr7_T6,T6
Ccr7_T6_3,T63
Ccr9_M7,M7
Ccrl2_M0,M0
Cct2_B4,B4
Cct2_M3,M3
Cct2_T5,T5
Cct4_M3,M3
Cct5_M1,M1
Cct5_M3,M3
Cct6a_M5,M5
Cct7_T5,T5
Cct8_M3,M3
Cct8_T5,T5
Cd14_M0,M0
Cd14_M1,M1
Cd14_M2,M2
Cd14_M5,M5
Cd163l1_T4,T4
Cd164_M0,M0
Cd164_M3,M3
Cd164_T1,T1
Cd164_T2,T2
Cd164_T4,T4
Cd164_T5,T5
Cd2_T1,T1
Cd2_T2,T2
Cd2_T3,T3
Cd209d_M7,M7
Cd274_B3,B3
Cd274_M0,M0
Cd274_M2,M2
Cd274_M3,M3
Cd28_B3,B3
Cd28_B6_0,B60
Cd28_T2,T2
Cd2ap_M4,M4
Cd300c2_M0,M0
Cd300c2_M3,M3
Cd300c2_M4,M4
Cd302_M0,M0
Cd36_O10,O10
Cd37_B0,B0
Cd37_B1,B1
Cd37_B2,B2
Cd37_B5,B5
Cd38_M0,M0
Cd3d_B6_0,B60
Cd3d_M5,M5
Cd3d_T1,T1
Cd3d_T2,T2
Cd3d_T3,T3
Cd3d_T4,T4
Cd3e_B6_0,B60
Cd3e_M5,M5
Cd3e_T1,T1
Cd3e_T2,T2
Cd3e_T3,T3
Cd3g_B6_0,B60
Cd3g_M5,M5
Cd3g_T4,T4
Cd3g_T5,T5
Cd4_T0,T0
Cd4_T1,T1
Cd44_B3,B3
Cd44_M1,M1
Cd44_M2,M2
Cd44_M3,M3
Cd44_M4,M4
Cd44_T4,T4
Cd44_T5,T5
Cd47_B3,B3
Cd47_M0,M0
Cd47_M3,M3
Cd47_M4,M4
Cd47_M7,M7
Cd47_O10,O10
Cd47_T1,T1
Cd47_T4,T4
Cd47_T7,T7
Cd48_M4,M4
Cd48_T5,T5
Cd5_T0,T0
Cd52_B0,B0
Cd52_B1,B1
Cd52_B2,B2
Cd52_M0,M0
Cd52_M3,M3
Cd52_M7,M7
Cd52_T2,T2
Cd52_T5,T5
Cd52_T6,T6
Cd52_T7,T7
Cd53_B3,B3
Cd53_B4,B4
Cd53_M3,M3
Cd53_T1,T1
Cd53_T2,T2
Cd68_M0,M0
Cd68_M5,M5
Cd69_B5,B5
Cd7_M7,M7
Cd74_M0,M0
Cd74_M1,M1
Cd74_M3,M3
Cd74_M4,M4
Cd74_T5,T5
Cd79a_B5,B5
Cd79b_B0,B0
Cd79b_B1,B1
Cd79b_B4,B4
Cd81_B3,B3
Cd81_M1,M1
Cd81_M4,M4
Cd83_B1,B1
Cd83_B4,B4
Cd83_B5,B5
Cd83_M1,M1
Cd83_M3,M3
Cd86_B1,B1
Cd86_M0,M0
Cd86_M3,M3
Cd8a_T3,T3
Cd9_M2,M2
Cd9_M3,M3
Cd9_M4,M4
Cd93_M1,M1
Cd93_O10,O10
Cd93_T7,T7
Cdc14a_T7,T7
Cdc42_B0,B0
Cdc42_B1,B1
Cdc42_B2,B2
Cdc42_B3,B3
Cdc42_B4,B4
Cdc42_B5,B5
Cdc42_M1,M1
Cdc42_T1,T1
Cdc42_T2,T2
Cdc42_T3,T3
Cdc42se1_M4,M4
Cdc42se2_M3,M3
Cdca3_T5,T5
Cdca8_T5,T5
Cdh5_O10,O10
Cdk1_T5,T5
Cdk2ap2_B4,B4
Cdk2ap2_M0,M0
Cdk4_T5,T5
Cdkn1a_M0,M0
Cdkn1a_M1,M1
Cdkn1a_M3,M3
Cdkn1a_O10,O10
Cdkn1b_T2,T2
Cdkn1b_T4,T4
Cdkn1b_T5,T5
Cdv3_B1,B1
Cdv3_B3,B3
Cdv3_M4,M4
Cebpb_B3,B3
Cebpb_M1,M1
Cebpb_M3,M3
Cebpb_M5,M5
Cebpz_B1,B1
Celf2_B1,B1
Cenpe_T5,T5
Cenpf_T5,T5
Cenps_B4,B4
Cfb_M0,M0
Cfl1_B1,B1
Cfl1_B3,B3
Cfl1_M3,M3
Cfl1_M4,M4
Cfl1_T0,T0
Cfl1_T3,T3
Cfl1_T4,T4
Cfl1_T6,T6
Cfl1_T7,T7
Cflar_M3,M3
Cggbp1_M3,M3
Chchd1_M4,M4
Chchd10_B4,B4
Chchd2_B0,B0
Chchd2_B1,B1
Chchd2_B5,B5
Chchd2_M0,M0
Chchd2_M3,M3
Chchd2_T0,T0
Chchd2_T1,T1
Chchd2_T2,T2
Chchd2_T3,T3
Chchd2_T4,T4
Chchd2_T5,T5
Chd2_B1,B1
Chd2_T2,T2
Chd2_T7,T7
Chd4_M1,M1
Chd4_M3,M3
Chil1_M0,M0
Chmp2a_M3,M3
Chmp4b_M1,M1
Chmp4b_M3,M3
Chuk_M4,M4
Churc1_M4,M4
Ciita_B4,B4
Cisd2_T5,T5
Cited2_B3,B3
Ckb_M4,M4
Ckb_T4,T4
Cks1b_T5,T5
Cldnd1_M5,M5
Cldnd1_T2,T2
Cldnd1_T5,T5
Clec12a_M0,M0
Clec12a_M4,M4
Clec2d_M0,M0
Clec2d_M1,M1
Clec2d_M3,M3
Clec2d_T1,T1
Clec2d_T2,T2
Clec4a2_M1,M1
Clec4d_M2,M2
Clec4n_M1,M1
Clec9a_M4,M4
Clic1_B1,B1
Clic1_B3,B3
Clic1_M0,M0
Clic1_M1,M1
Clic1_M3,M3
Clic1_M5,M5
Clic1_T3,T3
Clic1_T4,T4
Clic4_B3,B3
Clic4_M0,M0
Clic4_M1,M1
Clic4_M3,M3
Clic4_M4,M4
Clint1_T1,T1
Clint1_T2,T2
Clint1_T5,T5
Clk1_B1,B1
Clk1_B5,B5
Clk1_M3,M3
Clk1_T1,T1
Clk1_T2,T2
Clptm1l_B3,B3
Clta_B1,B1
Clta_B4,B4
Clta_B5,B5
Clta_M0,M0
Clta_M3,M3
Clta_M4,M4
Clta_T3,T3
Clta_T7,T7
Cltc_M1,M1
Cltc_M3,M3
Cltc_M4,M4
Cmas_M4,M4
Cmc1_T5,T5
Cmtm7_M4,M4
Cmtr1_M4,M4
Cnbp_B1,B1
Cnbp_B4,B4
Cnbp_M1,M1
Cnbp_M5,M5
Cnbp_T1,T1
Cnbp_T2,T2
Cnbp_T3,T3
Cnbp_T5,T5
Cnbp_T7,T7
Cnn2_T5,T5
Cnot6l_M5,M5
Cnpy2_B3,B3
Coa5_M4,M4
Col12a1_O4,O4
Col14a1_O7,O7
Col15a1_O4,O4
Col6a3_O7,O7
Cops9_M0,M0
Cops9_M3,M3
Coro1a_B1,B1
Coro1a_M3,M3
Coro1a_M4,M4
Coro1a_T1,T1
Coro1a_T2,T2
Coro1a_T3,T3
Coro1a_T4,T4
Coro1a_T5,T5
Cotl1_M0,M0
Cotl1_M1,M1
Cox14_M4,M4
Cox17_B1,B1
Cox17_M0,M0
Cox17_M1,M1
Cox17_M2,M2
Cox17_M3,M3
Cox17_T4,T4
Cox4i1_B1,B1
Cox4i1_B3,B3
Cox4i1_M3,M3
Cox4i1_T2,T2
Cox4i1_T4,T4
Cox5a_B1,B1
Cox5a_B5,B5
Cox5a_M0,M0
Cox5a_M3,M3
Cox5a_T4,T4
Cox5a_T5,T5
Cox5b_M0,M0
Cox5b_M1,M1
Cox5b_M3,M3
Cox5b_M4,M4
Cox5b_T4,T4
Cox6a1_M0,M0
Cox6a1_M3,M3
Cox6a2_M7,M7
Cox6b1_M0,M0
Cox6b1_M3,M3
Cox6b1_M4,M4
Cox6b1_T0,T0
Cox6b1_T4,T4
Cox6c_M0,M0
Cox6c_M3,M3
Cox6c_T3,T3
Cox6c_T4,T4
Cox7a2_M0,M0
Cox7a2_M3,M3
Cox7a2_M4,M4
Cox7a2_M5,M5
Cox7a2_T4,T4
Cox7a2l_B1,B1
Cox7a2l_M0,M0
Cox7a2l_M3,M3
Cox7a2l_M7,M7
Cox7a2l_T1,T1
Cox7a2l_T2,T2
Cox7a2l_T3,T3
Cox7a2l_T4,T4
Cox7b_B3,B3
Cox7b_M0,M0
Cox7b_M4,M4
Cox7b_T3,T3
Cox7b_T4,T4
Cox7c_B5,B5
Cox7c_M3,M3
Cox7c_T1,T1
Cox8a_B1,B1
Cox8a_B2,B2
Cox8a_M0,M0
Cox8a_M2,M2
Cox8a_M3,M3
Cox8a_M4,M4
Cox8a_M5,M5
Cox8a_T1,T1
Cox8a_T2,T2
Cox8a_T4,T4
Creb5_M1,M1
Creb5_M3,M3
Creb5_O7,O7
Creg1_M1,M1
Creg1_M3,M3
Creg1_M5,M5
Creld2_B3,B3
Crem_B0,B0
Crem_B1,B1
Crem_B5,B5
Crem_B6_0,B60
Crem_M1,M1
Crem_M3,M3
Crem_M4,M4
Crem_M5,M5
Crem_T0,T0
Crem_T2,T2
Crem_T3,T3
Crem_T4,T4
Crem_T5,T5
Crip1_B2,B2
Crip1_B3,B3
Crip1_M0,M0
Crip1_M1,M1
Crip1_M4,M4
Crip1_M5,M5
Crip1_T0,T0
Crip1_T1,T1
Crip1_T2,T2
Crip1_T3,T3
Crip1_T4,T4
Crip1_T5,T5
Csde1_B5,B5
Csf1r_M0,M0
Csf1r_M1,M1
Csf1r_M3,M3
Csf1r_M5,M5
Csf2ra_M1,M1
Csf2ra_M4,M4
Csf2rb_M1,M1
Csf2rb_M3,M3
Csf2rb_M4,M4
Csf2rb_M5,M5
Csf2rb2_M1,M1
Csf2rb2_M3,M3
Csf3r_M2,M2
Csnk1a1_M1,M1
Csnk1a1_M3,M3
Csnk1a1_T2,T2
Cst3_M3,M3
Cst3_M5,M5
Cst3_O10,O10
Cstb_M0,M0
Cstb_M1,M1
Cstb_M3,M3
Cstb_M5,M5
Ctla2a_O10,O10
Ctla2a_T0,T0
Ctla4_B6_0,B60
Ctla4_T1,T1
Ctla4_T2,T2
Ctnna1_M4,M4
Ctsa_M0,M0
Ctsa_M1,M1
Ctsa_M3,M3
Ctsb_M0,M0
Ctsb_M3,M3
Ctsb_M4,M4
Ctsb_M5,M5
Ctsc_M0,M0
Ctsc_M1,M1
Ctsc_M3,M3
Ctsc_M4,M4
Ctsc_M5,M5
Ctsd_M0,M0
Ctsd_M1,M1
Ctsd_M5,M5
Ctsh_B1,B1
Ctsh_M0,M0
Ctsh_M1,M1
Ctsh_M3,M3
Ctsl_M0,M0
Ctsl_O10,O10
Ctss_B1,B1
Ctss_B2,B2
Ctss_B3,B3
Ctss_B5,B5
Ctss_M0,M0
Ctss_M1,M1
Ctss_M3,M3
Ctss_M4,M4
Ctss_M5,M5
Ctsw_T0,T0
Ctsw_T3,T3
Ctsz_B1,B1
Ctsz_M1,M1
Ctsz_M3,M3
Ctsz_M4,M4
Ctsz_M5,M5
Cwc15_M3,M3
Cwc15_T2,T2
Cwc15_T3,T3
Cwc15_T4,T4
Cx3cl1_T7,T7
Cxcl16_M3,M3
Cxcl9_M0,M0
Cxcr2_M2,M2
Cxcr4_B1,B1
Cxcr4_B4,B4
Cxcr4_M1,M1
Cxcr4_M3,M3
Cxcr4_M5,M5
Cxcr6_B6_0,B60
Cxcr6_T0,T0
Cxcr6_T4,T4
Cyb561a3_M7,M7
Cyb5a_M5,M5
Cyb5a_T5,T5
Cyba_B3,B3
Cyba_M0,M0
Cyba_M1,M1
Cyba_M4,M4
Cyba_M5,M5
Cyba_T2,T2
Cyba_T3,T3
Cyba_T4,T4
Cyba_T5,T5
Cybb_B1,B1
Cybb_M0,M0
Cybb_M1,M1
Cybb_M3,M3
Cybb_M5,M5
Cycs_M4,M4
Cycs_T5,T5
Cyfip2_M4,M4
Cyp4v3_M0,M0
Cystm1_M4,M4
Cyth1_B1,B1
Cyth1_M1,M1
Cyth1_M3,M3
Cyth1_M5,M5
Cyth4_M1,M1
Cytip_B1,B1
Cytip_B3,B3
Cytip_B4,B4
Cytip_M1,M1
Cytip_M3,M3
Cytip_M4,M4
Cytip_M5,M5
Cytip_T1,T1
Cytip_T2,T2
Cytip_T3,T3
Cytip_T5,T5
D16Ertd472e_B3,B3
D16Ertd472e_T2,T2
D16Ertd472e_T5,T5
D8Ertd738e_M3,M3
D8Ertd738e_T2,T2
D8Ertd738e_T7,T7
Dad1_B1,B1
Dad1_B3,B3
Dad1_B5,B5
Dad1_M4,M4
Dap_T5,T5
Dapp1_M4,M4
Dazap1_T5,T5
Dazap2_M0,M0
Dazap2_M3,M3
Dbi_B4,B4
Dbi_M0,M0
Dbi_T5,T5
Dbnl_M4,M4
Dctn2_M4,M4
Dcun1d5_T5,T5
Ddx21_B1,B1
Ddx21_B5,B5
Ddx21_M3,M3
Ddx24_M3,M3
Ddx24_T1,T1
Ddx39_T5,T5
Ddx39b_T5,T5
Ddx3x_M1,M1
Ddx3x_M3,M3
Ddx3x_O7,O7
Ddx5_M3,M3
Ddx5_O10,O10
Ddx5_T4,T4
Ddx6_M1,M1
Ddx6_M3,M3
Ddx6_M4,M4
Ddx6_M5,M5
Ddx6_T1,T1
Ddx6_T7,T7
Degs1_B3,B3
Dennd1b_M4,M4
Dennd4a_B0,B0
Dennd4a_B1,B1
Dennd4a_B3,B3
Dennd4a_B4,B4
Dennd4a_B5,B5
Dennd4a_M3,M3
Dennd4a_M5,M5
Dennd4a_T2,T2
Dennd4a_T4,T4
Dennd4a_T5,T5
Dennd5b_B3,B3
Denr_M4,M4
Derl3_B3,B3
Dgat1_T5,T5
Diaph1_T4,T4
Dnaja1_B1,B1
Dnaja1_B3,B3
Dnaja1_B5,B5
Dnaja1_M4,M4
Dnaja1_M5,M5
Dnaja1_T3,T3
Dnajb6_B3,B3
Dnajb6_B5,B5
Dnajb6_M0,M0
Dnajb6_M3,M3
Dnajb6_M5,M5
Dnajb6_T1,T1
Dnajb9_B3,B3
Dnajc15_T5,T5
Dnajc7_B3,B3
Dnajc7_M4,M4
Dnajc8_M1,M1
Dnajc8_M3,M3
Dnajc8_M4,M4
Dnase1l3_M1,M1
Dnase1l3_M4,M4
Dock10_M3,M3
Dock2_M4,M4
Dpm3_B3,B3
Dpp4_M3,M3
