gene_id	gene_name	Anderson1B	Anderson2B	Barrow1B	Barrow2B	Bechtel1B	Bechtel2B	Bierek1B	Bierek2B	Bolong1B	Bolong2B	Bolong3B	Carey1B	Carey2B	Carroll1B	Carroll2B	Carroll3B	Chandler1B	Chandler2B	Cloquet1B	Cloquet2B	Colton1B	Colton2B	Cooper1B	Cooper2B	Fischer1B	Fischer2B	Foster1B	Foster2B	Greenwell1B	Greenwell2B	Greenwell3B	Halbert1B	Halbert2B	Heiss1B	Heiss2B	Howard1B	Howard2B	Hutter1B	Hutter2B	Jones1B	Jones2B	Keith1B	Keith2B	Klein1B	Klein2B	Lam1B	Lam2B	Martin1B	Martin2B	Max1B	Max2B	McFarland1B	McFarland2B	MJones1B	MJones2B	MJones3B	Murray1B	Pentz1B	Pentz2B	Porbandarwalla1B	Pratt1B	Pratt2B	Ptak1B	Ptak2B	Randolph1B	Randolph2B	Rothery1B	Rothery2B	Smith1B	Smith2B	Strople1B	Strople2B	Swenson1B	Swenson2B	Taucher1B	Taucher2B	Taylor1B	Taylor2B	Wells1B	Wells2B	Willoughby1B	Willoughby2B	Woolsey1B	Woolsey2B
ENSCAFG00845000002	PHLPP1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1.003	2	0	0	2	0	0	0	0	0	0	0	1	3	1	0	0	3.659	0	1	0	0	0	1	0	4	0	0	3	0	0	0	1	0	1	7	9	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	2	1	0	0	2.378	1.026	0	0	0	2
ENSCAFG00845000003	ENSCAFG00845000003	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSCAFG00845000004	ENSCAFG00845000004	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0
ENSCAFG00845000005	ENSCAFG00845000005	0	0	2	0	3	0	0	7	0	1	0	1	1	0	1	1	2	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	3	0	1	0	0	7	0	0	0	0	2	3	0	0	3	0	1	2	1	0	5	1	2	3	0	4	0	0	0	0	2	0	0	2	0	1	3	0	1	0	1	1	0	1	0
ENSCAFG00845000006	ENSCAFG00845000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000007	RMND1	2	0	1	0	2	0	0	14	0	4	1	1	1	8	9	6	0	8	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	2	0	3	4	8	0	4	1	2	0	0	0	1	1	1	0	3	1	0	0	4	1	1	1	1	0	5	0	0	5	0	0	4	3	1	1	0	0	0	1	1	2	2	1	2	3	0	0	3	2	0
ENSCAFG00845000008	ENPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1.003	0	0	0	0
ENSCAFG00845000009	CLVS2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00845000010	ENSCAFG00845000010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000011	U4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000012	ENSCAFG00845000012	2	3	0	0	0	1	0	0	0	2	0	1	1	1	0	0	0	0	2	2	4	1	0	0	0	1	1	0	4	0	0	1	0	0	2	1	1	1	1	0	0	0	0	2	0	0	0	0	2	1	4	0	0	0	0	1	0	0	1	0	0	4	1	0	0	1	0	3	0	3	0	0	2	0	0	1	1	0	0	0	0	3	0	1
ENSCAFG00845000013	ENSCAFG00845000013	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00845000014	ARMT1	4	0	6	4	13	0	6	28	0	5	3	5	6	9	3	8	10	35	0	1	0	4	4	0	0	3	0	1	0	0	2	0	5	5	1	13	10	18	9	24	0	4	0	6	12	0	0	3	0	2	9	10	7	24	0	0	2	5	0	17	3	0	17	0	12	16	7	8	0	0	1	0	3	1	0	8	4	1	9	8	8	5	18	1
ENSCAFG00845000015	ENSCAFG00845000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.626	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00845000016	ZCCHC2	8	2	41.893	103	64	0	67	104.001	0	28	24	31.999	57.999	55.001	52.001	39.999	17.748	19.174	14	30	0	15.999	23.999	0	11	19	3	6	0	0	56.875	0	13.001	52.999	13.451	21	16.536	83.655	55.001	514.999	5	90.841	19	27	78	0	9.999	25	4	53.999	36.999	115.698	24.543	509	5	0	29.999	10	1	39	0	0	98	0	243.747	72	36.999	59.001	15.999	199.999	9	0	16	0	25.999	30	30.899	82	18.999	25.353	32	67.287	93.669	82
ENSCAFG00845000017	ENSCAFG00845000017	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	2	3	0	0	2	0
ENSCAFG00845000018	ENSCAFG00845000018	0	0	22	35.996	18.001	1	8	22.98	0	19	1	7	21	12	13.994	7	22.927	46.935	2	4	1	2	11	1.974	4	6	0	3.013	1	2	12	1	4	8.991	10	2	9	17	34	102	6	8	1	8	5	0	0	2	1	8.925	17.982	30	1	91.817	6	0	9	2.994	1	1	3	2	15	2	23.718	10	1	8	6.964	50.002	3	0	2	2	0	1	3	0	5	3	14.909	22.007	38.973	18
ENSCAFG00845000019	ENSCAFG00845000019	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00845000020	CCDC170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1.502	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	7	0
ENSCAFG00845000021	ADNP2	0	0	1	1	9	0	1	31	0	8	1	4	7	19	18	31	4	2	2	0	0	5	0	0	1	2	0	4	0	0	2	1	1.036	7	0	6	6	6	3	22	1	6	0	1	14	0	0	1	0	9	5	12	2	22	1	2	1	6	0	22	1	0	15	0	12.232	4	3	3	0	2	0	0	4	0	5	20.819	4	3	1	1	4	0	18	0
ENSCAFG00845000022	ENSCAFG00845000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000023	ENSCAFG00845000023	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0.995	0	2	1	0	0	2	2	0	0	0
ENSCAFG00845000024	RBFA	0	0	3	2	8	0	0	11	0	2	0	3	0	16	11	18	3.18	18	0	0	0	4	4	0	0	1	0	0	0	0	2	0	0	2	0	5	4	1	0	6	2	2	0	1	6	0	0	0	0	5	2	5	0	6	2	0	2	9	0	39	1	0	31	0	16	1	0	3	0	1	0	0	2	0	7	15	3	1	6	1	2	3	15	0
ENSCAFG00845000025	ENSCAFG00845000025	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0
ENSCAFG00845000026	TXNL4A	5	0	11	4	24	0	8	59	0	14	1	3	4	25	21	18	16	64	0	3	0	1	2	0	0	7	0	3	1	0	5	1	3	3	2	14	7	6	12	21	1	20	1	15	13	0	0	2	0	3	16	5	0	21	1	0	0	6	0	78	5	0	54	0	11	18	14	6	0	4	0	0	4	1	4	15	10	2	8	7	9	2	17	0
ENSCAFG00845000027	ENSCAFG00845000027	0	0	5	3	3	0	1	12	0	1	2	0	1	1	2	4	2	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	5	5	15	0	2	0	4	1	0	0	3	0	2	1	2	1	15	0	0	0	0	0	13	1	0	11	0	3	2	4	1	1	0	0	0	2	0	0	3	2	0	6	1	3	0	9	0
ENSCAFG00845000028	ESR1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00845000029	TRDN	0	0	5	7	0	0	1	1	2	2	3	2	4	0	0	0	2	17	0	0	1	3	3.999	0	0	0	1	0	5	0	3	0	1	2	1	1	1	2	3	2	0	2	0	2	1	0	0	3	0	6	0	1	6	2	0	2	1	3	0	0	2	0	0	0	5	3	0	1	0	1	0	0	4	4	0	1	2	1	0	14	1	0	4	0
ENSCAFG00845000030	HSBP1L1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000031	ENSCAFG00845000031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000032	TNFRSF11A	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1.959	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5.506	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2.304	0	1.907	0	0
ENSCAFG00845000033	ENSCAFG00845000033	3	3	35.788	35.345	31.652	1	14.322	78.289	0	44.157	7.494	7.443	36.619	28	24.746	30.71	23.867	241.277	2	20.672	0	13.159	35.132	3	7.477	3.238	7.957	12.297	0	0	103.433	2	6.967	49.42	9.559	9.652	36.723	12.264	31	53.574	10.601	17.129	1	17.198	63.545	2	3.6	5	4	52.525	6	73.495	148.81	54.505	10.897	0	22.946	33.974	0	107.977	5.783	3.501	84.407	3	185.762	26.319	15	32	6	74.632	16.07	4	16.511	47.107	8.437	60.246	39.97	12.108	73.947	251.816	6.822	17.204	126.137	11.106
ENSCAFG00845000034	ENSCAFG00845000034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000035	ENSCAFG00845000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000036	RELCH	4	0	2	1	39	0	9	37	0	19	6	9.999	11	36	39.001	64	13	27	0	9	0	11.001	1	0	0	3	1	4	0	0	1	0	22	6.999	0	31.999	15	25	21	49	3	22	0	28.999	10	0	5	12	0	3	16	4	1	50	3	0	12	13	0	45	0	0	58	4	11	14	11	17	8	4	8	0	5	0	25	36	10	2	4	3	20.001	4	44	8
ENSCAFG00845000037	ENSCAFG00845000037	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSCAFG00845000038	U6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000039	U4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000040	ANXA1	14	7	40	42	101	2	23	130	0	112	16	60	39	94	43	61	61	180	4	30	1	37	19	2	15	64	4	8	9	0	29	1	8	70	5	216	86	122	125	270	4	87	4	35	81	2	0	39	2	18	73	43	4	270	4	2	31	75	0	205	18	5	142	14	62	93	65	62	5	24	13	1	54	12	24	69	51	20	14	54	75	22	108	12
ENSCAFG00845000041	NKAIN2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00845000042	ALDH1A1	1	0	0	0	1	0	0	2	0	1	0	0	0	1	0	1	1	3	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	3	3	0	3	0	1	3	0	1	0	1	0	0	1	0	2	11	1	0	0	2	0	0	1	0
ENSCAFG00845000043	SYNE1	14	12	18.719	46.999	46	4	72	316	0	21.407	18	29	22.246	57.001	50	46	42.999	46.259	4	27	0	27.564	18.917	7	11	17	5	4.333	7	2	22.828	1	5	49.78	7	46.001	36.868	69	56	133.999	11	61.001	0	66.658	105.383	0	0	31	0	40	23	66	47.263	132	11	2	48	12	0	46.01	6.378	0	68	4	114.268	34	34	26	4	59.715	1.515	0	48.999	30.999	21.001	20.648	12.453	18	27.831	63.868	52.999	22.344	56.327	18
ENSCAFG00845000044	RNF217	0	0	0	1	0	0	0	4	0	0	0	2	0	1	2	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0	2	0	0	1	0	0	0	0	2	1	0	0	3	0	0	0	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	1	1	0	7	0
ENSCAFG00845000045	CTDP1	3	3	3	10.999	23	3	14.001	44	0	17	3	2	6	17	4	21.001	6	30.364	6.999	4	0	2	6	0	3	10	0	0	11	4	16	9	0	21	10	11	11.001	7	11.999	18.001	0	12	0	20	17	0	0	0	1	12	19	12	2	18.001	0	0	3	17	0	19	0	0	42.999	0	31	17.068	20.999	17	0	15.999	3	0	9	0	5	6	8	1	7	25.999	14	11	40	2
ENSCAFG00845000046	TMC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00845000047	ENSCAFG00845000047	0	0	0	0	1.055	0	0	0	0	0	0	1	0	0	0	2.13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1.783	0	0	3.193	1	1	0	1.982	0	0	2	0	0	0	2.09	0	0	2.233	1	1	0	1.079	0	0	0	0	0	0	1	0	1	1.984	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00845000048	TPD52L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000049	ENSCAFG00845000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000050	PEG3	0	3	1	3	5	1	1	1	0	2	0	12	5	2	2	0	2	4	0	0	0	4	1	0	1	4	0	1	0	0	0	0	1	0	0	22	5.116	5.088	0	6	1	3	1	0	1	2	0	1	0	1	1	1	5	6	1	0	2	1	0	8.07	1	0	7	0	1	2	1	0	0	3	0	0	2	1	0	0	0	0	1.031	1.078	0	1	10.091	3
ENSCAFG00845000051	ENSCAFG00845000051	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.529	0	0	0	0
ENSCAFG00845000052	U6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000053	ENSCAFG00845000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
ENSCAFG00845000054	ENSCAFG00845000054	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.002	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSCAFG00845000055	ENSCAFG00845000055	0	0	5	5	7	0	1	13	0	6	0	1	4	5	8	3	11	53.954	1	1	0	2	3	0	1	1	0	2	0	0	8	0	1	5	2	1	1	2	3	8	0	4	0	2	3	0	0	1	0	6	2	4	8	8	0	0	0	7	1	55	3	1	21	0	12	2	1	2	1	4	1	0	1	0	4	6	7	0	9	18	1	0	26	1
ENSCAFG00845000056	ZFAND5	2	1	14	7	33	1	20	86	1	38	4	19	32	33	18	49	33	121	1	8	0	6	26	5	1	6	1	9	1	0	22	0	23	15	13	33	23	52	41	65	2	25	0	16	28	0	0	12	0	9	5	19	0	65	2	0	19	10	0	112	21	2	67	2	56	45	13	10	2	21	2	0	13	6	2	43	30	7	21	23	7	7	106	5
ENSCAFG00845000057	ENSCAFG00845000057	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000058	ENSCAFG00845000058	1	0	2	5	5	0	1	11	0	6	0	2	2	4	2	8	3	5	0	1	0	2	0	0	0	2	0	1	0	0	11	0	0	1	0	6	2	7	1	16	1	4	0	3	10	0	0	2	0	3	2	2	0	16	1	0	0	1	0	9	1	0	9	0	18	13	4	1	0	3	0	0	0	1	2	8	4	0	2	3	0	1	5	0
ENSCAFG00845000059	ENSCAFG00845000059	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1.063	1	0	1	0	0	0	0	0	0	0	0	3.499	0	0	0	0	1	0	1	3	0	0	0	0	0	0	3	0	0	2.333	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	3	3	0	0	1	0
ENSCAFG00845000060	ENSCAFG00845000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000061	ENSCAFG00845000061	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSCAFG00845000062	ENSCAFG00845000062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000063	ENSCAFG00845000063	0	0	1	0	2.004	0	0	1	0	0	0	1	2	0	0	0	1	2	2	0	0	1	1	0	0	1	0	0	0	0	2	0	0	1	0	1	1	0	0	0	1	2	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	1	0	0	5	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	1
ENSCAFG00845000064	NOL8	4	0	13	18.999	35	0	15	88.001	0	17.999	6	6	12	46	77	40.001	31.707	73.898	4	11.999	4	1	19	0	0	10.001	3	4	1	0	24	4	8	5	3	9	14	15	10	49	8	25.999	1	17.001	11	0	0	5	0	10	20.001	12	46.987	51	8	3	23.999	10	0	49	1	0	62	2	23.975	7	40.001	13	12	15.917	7	0	8.999	3	28	42	21.001	5	15.001	26	26.999	13	35	3
ENSCAFG00845000065	ENSCAFG00845000065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000066	HDDC2	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000067	ENSCAFG00845000067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000068	PIGN	1	0	20	20.999	30.001	0	8	50	0	8	11	3.999	1	45.999	44.001	43	6	4.666	0	0	0	16.999	18.999	0	0	1	3	14	0	0	63	0	15	18	10	11	8	20	48	73	14	8.001	0	33	52	0	0	6	0	21.999	21.001	130.001	63	74	14	0	10	5	0	10	21	0	28	0	87	14	11	11	0	18.001	0	0	13.999	1	9.999	24	9	9	9.999	8.925	29	24	8	11.001
ENSCAFG00845000069	GDA	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
