Unnamed: 0,p_val,avg_log2FC,p_val_adj
Tram1,0.004096213384139,0.2878254505232392,0.0249094057143587
Tram2,0.0252441057394617,0.3194216382580139,0.0901575204980774
Mrpl30,0.2939626650378599,-0.325839687889122,0.4821950088366905
Cd28,0.0002462939704825,1.174159783831943,0.0038888521655131
Eef1b2,0.015860919266492,-0.0951522856371723,0.0663945457667107
Ncl,0.0029848376597602,0.2549170679407764,0.0200474171177923
Ptma,0.0123997777248551,0.1523746236216612,0.0557989997618479
Hdlbp,0.0201317774073192,0.1653766897000134,0.0780974123559796
Ubxn4,0.0252441057394617,0.1861552969006848,0.0901575204980774
Cacna1s,0.0095578312296578,0.5079252633541352,0.0462475704660861
Tpr,0.2379772961816305,0.0787242832718934,0.411883781852822
Ier5,0.3837421608319441,-0.1756865601558236,0.5606622479687495
4930523C07Rik,0.0506205147565935,1.770989135321975,0.1455541957857321
Gas5,0.0276556527566731,0.4441206444391642,0.0983797924150426
Atf6,3.175359212510915e-05,0.7827839333131086,0.0009854563073309
Acbd3,0.0163617647545641,0.6745744970354985,0.0681740198106837
H3f3a,0.0054933714376438,0.1901468982988592,0.031291356290376
Degs1,0.0444204931025691,0.6674845428900625,0.1341558516520543
Marc2,0.0473446058585377,0.1423641602723775,0.1372932395165538
Fam107b,0.0001111375724378,0.8723519236796371,0.002222751448756
Tubb4b,0.0285790520850156,1.5091166288472753,0.1008672426529962
Edf1,0.7920774787647853,0.0127368036451379,0.7920774787647853
Surf4,0.038707628800508,0.2734989100969687,0.118091070916804
Set,0.2702706993728666,0.082040146963877,0.4504511656214443
Hspa5,0.0021592442645074,0.2458852610961544,0.0155465587044532
Cytip,0.038707628800508,0.1412245943000564,0.118091070916804
Tlk1,2.3815194093831863e-05,0.748694981914061,0.0009318988993238
Hnrnpa3,0.0252441057394617,0.3816139505754611,0.0901575204980774
Itga4,1.5876796062554575e-05,1.0026554266900107,0.0006495052934681
Prg2,0.0002219962051443,-1.511112098159485,0.0036326651750885
Ndufs3,0.0966610330578377,-0.2233973962484373,0.2282186605002176
Cd44,0.0010637453361911,0.3911449458101383,0.0094789188373464
Eif3m,0.0824958323410335,-0.1685300124808142,0.207972686574034
Nop10,0.0401454534659647,-0.7594878469857518,0.1216528892908021
Pdia3,0.038707628800508,0.1932401586749489,0.118091070916804
Serf2,0.0003016591251885,0.1719312150153142,0.004052137502532
B2m,1.5876796062554575e-05,-0.2276846029107432,0.0006495052934681
Bcl2l11,0.0200474885286189,2.647725627630628,0.0780974123559796
Cst3,0.6784313725490196,-0.0117090743507359,0.7501083971672207
Eif2s2,0.0001111375724378,0.4190473154855186,0.002222751448756
Ergic3,0.0315432613391559,-1.3277962977218598,0.1043710853133834
Rbm39,0.0001111375724378,0.3729531426380527,0.002222751448756
Scand1,0.1152655394141462,-0.2253673387583678,0.2524062906879113
Slpi,0.0073033261887751,-0.4000118887944022,0.0382150788947534
Sdc4,0.0010637453361911,-0.3319938670894026,0.0094789188373464
Cebpb,0.0314201794077955,0.5155740536506487,0.1043474592878817
Gnas,0.0095578312296578,0.088676328235908,0.0462475704660861
Gm8797,0.0314201794077955,0.5930650540272752,0.1043474592878817
Rpl22l1,1.5876796062554575e-05,0.7959629873443368,0.0006495052934681
Tiparp,0.022796347982707,-0.3465724308838512,0.0869352253577809
Rps3a1,1.5876796062554575e-05,0.2188782209729189,0.0006495052934681
Lmna,0.0105995443391097,2.949714082040245,0.0507424994957379
Dpm3,0.0314201794077955,0.2446595384458775,0.1043474592878817
Tpm3,0.0694015268921112,0.4497282452818179,0.1829303414457769
Rps27,0.1813447646264983,-0.0485695903061927,0.3414441174975909
S100a11,0.0003269429143729,1.364047186463738,0.0042644727961682
S100a10,1.5876796062554575e-05,1.5839099163518622,0.0006495052934681
Ctss,0.0015241724220052,-0.3052371925199122,0.0120329401737252
Mcl1,0.6238787012780821,-0.037934147412975,0.7368646078087584
Phgdh,0.0014974463640348,0.7448073749631865,0.0120329401737252
Gm5547,0.0015241724220052,0.3934169479540755,0.0120329401737252
Cd53,1.5876796062554575e-05,0.7398373559919915,0.0006495052934681
Sars,0.0226430210233521,0.6504229499351306,0.0868899890044738
Rpl34,0.038707628800508,0.0581913751347138,0.118091070916804
H2afz,0.0201317774073192,0.2208777642843756,0.0780974123559796
Selenof,0.0573787409700722,0.1317389522094148,0.1584075670952913
Sh3glb1,0.0123997777248551,0.2680111641679187,0.0557989997618479
Gng5,0.0004763038818766,0.32183894922366,0.0055671882297264
Rps20,0.0029848376597602,-0.0727623319731099,0.0200474171177923
Rab2a,0.0201317774073192,0.1860070556448288,0.0780974123559796
Trp53inp1,0.038707628800508,-0.2250435206287666,0.118091070916804
Dnaja1,0.0054933714376438,0.4788270748773682,0.031291356290376
Sec61b,0.038707628800508,0.0801221772954706,0.118091070916804
Txn1,0.0010637453361911,0.1864509884827164,0.0094789188373464
Psip1,0.0007144558228149,-0.5234024521967844,0.0075411399082719
Nrd1,0.1133991212745909,-0.3914018810253842,0.2524062906879113
Ndufs5,0.0690958164642375,-0.1592817180062379,0.1829006906406287
Eif3i,0.0073033261887751,0.3287399746382839,0.0382150788947534
Tmem234,0.019309769512968,-0.3500633508458995,0.0780974123559796
Ptp4a2,0.0001111375724378,0.4976168416585056,0.002222751448756
Atpif1,0.6238787012780821,-0.0829296804337529,0.7368646078087584
Cd52,0.0007144558228149,0.6358476246115659,0.0075411399082719
Sh3bgrl3,1.5876796062554575e-05,1.1584849443032237,0.0006495052934681
Tmem50a,0.0021592442645074,0.4646240437858137,0.0155465587044532
Rsrp1,0.0252441057394617,0.4849448604777838,0.0901575204980774
Syf2,0.0335975653949324,0.3193591032371322,0.1099556685652333
Clic4,1.5876796062554575e-05,0.8809606952401162,0.0006495052934681
Cdc42,0.0015241724220052,0.438967747991953,0.0120329401737252
Rpl22,0.0021592442645074,-0.086181039062266,0.0155465587044532
Mrpl20,0.0123997777248551,0.277914399860742,0.0557989997618479
Sdf4,0.0201317774073192,-0.1970246231880318,0.0780974123559796
Kmt2e,0.0010637453361911,0.55900954409362,0.0094789188373464
Rheb,0.015860919266492,0.3448375163206746,0.0663945457667107
Dnajb6,0.0314201794077955,0.4600064734591423,0.1043474592878817
Ost4,0.0252441057394617,0.1055502619030589,0.0901575204980774
Srp72,0.2109355616159889,-0.3457253362475507,0.3804449007102004
Jchain,0.6784313725490196,0.0014028156999232,0.7501083971672207
Rpl5,0.1349368897356513,-0.0654060264009399,0.2798230432306133
Tpst2,0.0474424416551647,0.4023272232105013,0.1372932395165538
Arpc3,0.0010637453361911,0.2834252257986738,0.0094789188373464
Rsrc2,0.0095578312296578,0.4381878170890542,0.0462475704660861
Rilpl2,0.2082876875446535,-0.179425424046773,0.3764235317072051
Tmed2,0.015860919266492,0.1485679555724866,0.0663945457667107
Ubc,0.0021592442645074,0.6277327921938967,0.0155465587044532
Tmem248,0.6238787012780821,-0.0222255950630664,0.7368646078087584
Rac1,0.004096213384139,0.4015652510093826,0.0249094057143587
Arpc1b,0.0073033261887751,0.5091342039365565,0.0382150788947534
Hmgb1,0.0015241724220052,0.2793581543047184,0.0120329401737252
Sem1,0.0015241724220052,0.1540960022196038,0.0120329401737252
Ndufa4,1.5876796062554575e-05,0.2484533053433561,0.0006495052934681
Tax1bp1,0.0095578312296578,0.3622007565844792,0.0462475704660861
Serbp1,0.0314201794077955,0.141039623083128,0.1043474592878817
Igkc,0.0252441057394617,-0.0102202614684445,0.0901575204980774
Eif2ak3,3.175359212510915e-05,0.9112122329029944,0.0009854563073309
Tmsb10,0.0029848376597602,0.4637368363702255,0.0200474171177923
Aup1,0.0393921086962645,-1.0313186043746163,0.1197733034683717
Dusp11,0.003760918126399,0.5408557429985864,0.0249094057143587
Snrpg,0.0004763038818766,0.3046803452594304,0.0055671882297264
Rpn1,0.0314201794077955,0.3723886504187869,0.1043474592878817
Foxp1,0.0007549992228802,1.4992580080054512,0.0077215829612747
Edem1,0.0021592442645074,-0.2338489991908202,0.0155465587044532
Rpl32,0.038707628800508,-0.0512786248979551,0.118091070916804
Hnrnpf,3.175359212510915e-05,0.4583946006070374,0.0009854563073309
Ccnd2,0.5118010169025737,-0.0854332557767862,0.6783297932213893
Arhgdib,0.004294399574004,0.5200163755718586,0.0259393262859302
Ergic2,0.0147089871357653,-0.28610690871635,0.0658611364287998
Dennd5b,0.0335975653949324,-0.3938721722761663,0.1099556685652333
Fosb,0.0170924461025135,-1.8107660886419883,0.0708903294574292
Rabac1,0.0001905215527506,0.25169193919266,0.00317535921251
Pafah1b3,3.175359212510915e-05,0.8140244136621273,0.0009854563073309
Fxyd5,1.5876796062554575e-05,1.272400571713305,0.0006495052934681
Emp3,0.2379772961816305,0.150952621210468,0.411883781852822
Spty2d1,0.0473446058585377,0.266226438875487,0.1372932395165538
Selenos,0.0010637453361911,0.186478741763532,0.0094789188373464
Akap13,0.0095578312296578,0.3695008038706143,0.0462475704660861
Iqgap1,0.0010637453361911,0.6920385358405292,0.0094789188373464
Ndufc2,0.0278317489826975,0.5068029617694565,0.0986164334032588
Spcs2,0.0010637453361911,0.1541552915243912,0.0094789188373464
Taf10,0.2702706993728666,0.1313953652706846,0.4504511656214443
Eif4g2,0.0010637453361911,0.2755184941300401,0.0094789188373464
Rps13,0.015860919266492,0.0754819255572387,0.0663945457667107
Eif3c,0.0010637453361911,0.3772791481481792,0.0094789188373464
Gdpd3,0.0021592442645074,0.8372984236801335,0.0155465587044532
Aldoa,0.0123997777248551,0.3449445083432332,0.0557989997618479
Pycard,1.5876796062554575e-05,0.4167559470260126,0.0006495052934681
Cd81,0.0095578312296578,0.3275661180630121,0.0462475704660861
Dusp4,0.0978804477256489,0.2691922399011421,0.2282186605002176
Spcs3,0.0252441057394617,-0.1691626609190375,0.0901575204980774
Jund,0.004096213384139,-0.3187968450720249,0.0249094057143587
Rpl18a,0.3837421608319441,-0.0314401363723357,0.5606622479687495
Bst2,0.0473446058585377,0.2506843969724394,0.1372932395165538
Calr,0.0824958323410335,0.2123063692716084,0.207972686574034
Mt1,0.0095578312296578,0.992291181878716,0.0462475704660861
Gabarapl2,0.0073033261887751,0.3216785540162137,0.0382150788947534
Hsbp1,0.010408775719352,-1.455740463008481,0.0500957120182716
Cox4i1,0.0252441057394617,0.1131980115291896,0.0901575204980774
Map1lc3b,0.0001111375724378,0.3119245994931373,0.002222751448756
Cyba,0.1349368897356513,0.1227451714767903,0.2798230432306133
Trappc2l,0.0054933714376438,-0.3281955830069839,0.031291356290376
