gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_Salmonella_infTLSwk3_median,FDR_BH
Rpl7,0.2318570318570318,0.778865578865579,1.0,-0.0276060347454548,0.0192820171730844,0.0718962865122792,2.553396840430375,2.584810198435437,0.7915429433232078
Ptpn18,0.04009324009324,0.3968919968919969,0.9550893550893552,-0.0114431669272715,0.1313738985934295,0.2788733796085502,1.2964952941782726,1.4227482991933549,0.6931732603061275
Cox5b,0.0289044289044289,0.280963480963481,0.778865578865579,0.0959563533178336,0.2872256260426921,0.4301664624474763,1.12608165059415,1.4027144362949624,0.6141849397866904
Eif5b,0.0149970386368073,0.0489385496433655,0.164537455843051,0.3681680507032358,0.6201119595793803,0.8863231252964273,0.8236446895082465,1.2348408552133598,0.2939570363214218
Rpl31,0.0012432012432012,0.04009324009324,0.151981351981352,0.1042357266577068,0.1857147508976515,0.2475297556809528,1.88851915441606,2.1589272963608312,0.2503321678321673
Rnf149,0.2698712949217355,0.772139521993872,1.0,-0.3198812243864,-0.084953789525918,0.1721103167999948,0.756575325222425,0.7072396194853815,0.7915429433232078
Map4k4,0.0615470038293672,0.3968919968919969,0.9562121212121204,-0.7802099154523369,-0.2984069139255555,0.0799296085234897,0.831025808874414,0.6724732182632547,0.6931732603061275
Gls,0.2238991155035703,0.6022000059254968,1.0,-0.2431589858325536,0.008033556287563,0.2475234332305474,0.8690522904598326,0.8642358321353381,0.7915429433232078
Stk17b,0.2225910445768058,0.7650871933583798,1.0,-1.5260022409049068,-0.4518980255687683,29.069051892811714,0.6854754550724775,0.4973403489146265,0.7915429433232078
Sf3b1,0.151981351981352,0.6943278943278944,1.0,-0.1134544489788884,0.0537284386845415,0.209807114612026,1.26075041438805,1.3123230080023651,0.7915429433232078
Hspe1,0.054079254079254,0.4634032634032634,1.0,-0.1406124604458891,0.1532487212267065,0.4241844485203476,0.9010127076967096,1.0099875281203388,0.7407037762237761
