gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_Salmonella_infNonTLSwk3_median,FDR_BH
Tcea1,0.0123015131136539,0.1332470203401324,0.5830440246512354,26.43396795790907,28.657092511839267,29.256221499200063,0.0,0.4232962621815602,0.2821150278244772
Tram1,0.0901559774973563,0.5039104645747324,1.0,0.0,26.79139157343469,28.88009330508195,0.0,0.1161482004570815,0.6637945288271092
Rpl7,0.1205905205905206,0.6125874125874127,1.0,-0.0631463521535393,-0.0139071503554494,0.0226917963463259,2.553396840430375,2.529906653192755,0.7302527175794503
Eloc,0.0059772680924634,0.0874803339251971,0.640428787412791,0.0437139389797063,29.143191868845825,29.370951686206613,0.0,0.6025740969613445,0.22874785921811414
Lmbrd1,0.0074408008082341,0.0449578329938776,0.203551256135826,0.0,27.22665677811508,29.139266726211865,0.0,0.1570508781487075,0.14498901140525527
Phf3,0.0430058933601486,0.2414967793951539,0.8040040579628547,0.0,27.106240845973534,28.86575708618068,0.0,0.144474620157757,0.4072298632937889
Dst,0.0025903828378144,0.0074408008082341,0.0449578329938776,27.99927233679967,29.186472056245808,29.66125472016351,0.0,0.6109470270724815,0.10103824255391566
Ptpn18,0.0059052059052059,0.0139860139860139,0.151981351981352,0.2751948969654665,0.3905724802770278,0.4919930386617552,1.29435344165433,1.694646206314809,0.11873767258382635
Neurl3,0.0056142135483653,0.0391701660299839,0.2434078127922115,0.1371235453839023,29.44274242044068,29.752086419462533,0.0,0.7790780634961965,0.14498901140525527
Cox5b,0.2318570318570318,0.6943278943278944,1.0,-0.0148387725040485,0.1768439442282627,0.3218469314317919,1.12608165059415,1.2969671811410175,0.7535794333871259
Eif5b,0.0006216006216006,0.04009324009324,0.3968919968919969,0.1310256857282108,0.4127557221238492,0.6869579068574999,0.818892101054577,1.0765259086196846,0.14498901140525527
Rpl31,0.0721056721056721,0.4634032634032634,1.0,-0.0181082232652413,0.0703771673476199,0.1502317558792148,1.88149083400534,1.9797510611066171,0.6199305879305879
Rnf149,0.1168971876059197,0.4502910796846515,0.953726597390352,-0.2121159724425672,0.0467724771148329,0.3386782460431001,0.766740405185958,0.7858106195200361,0.6199305879305879
Map4k4,0.2318570318570318,0.7492778684862806,1.0,-0.4091237856622964,-0.0868904478751166,0.2631560985994162,0.831025808874414,0.770096127399282,0.7897985600399975
Tpp2,0.0074408008082341,0.0449578329938776,0.0980347968077632,0.0,27.92598923843138,29.09447808464245,0.0,0.2550118827469635,0.14498901140525527
Stat1,0.0007946359005854,0.0015383197232882,0.0060562738692192,30.247754013563217,30.434442005851302,30.58366984798587,0.0,1.4510418720574838,0.08996598855947704
Gls,0.3968919968919969,0.778865578865579,1.0,-0.4837223470182892,-0.2589976698041888,-0.0343039650325423,0.865692767216787,0.723888568074567,0.7897985600399975
Nab1,0.0191546447804258,0.5039104645747324,1.0,0.0,26.43396795790907,28.57651768907965,0.0,0.0906603215289297,0.6637945288271092
Stk17b,0.2561796261420456,0.768278203545834,1.0,-0.2777065618999377,-0.0427650371837359,29.359068141097865,0.68654473692543,0.6625008491986548,0.7897985600399975
Sf3b1,0.0205128205128205,0.3356643356643357,0.9550893550893552,-0.0492587420352384,0.0967845962916156,0.261862484195036,1.26026081187739,1.3526740106444113,0.5009998266196614
Coq10b,0.0687438363880664,0.2561796261420456,0.7441250623860661,28.13956684847161,29.034500515684147,29.26246275175813,0.0,0.5498643501026648,0.4248412138320395
Hspd1,0.0025903828378144,0.0583453023368575,0.4734526820558402,26.84559325626125,28.857029120982748,29.15622452577431,0.0,0.486218355681241,0.1738805544890506
Hspe1,0.0139860139860139,0.1048818005561559,0.5358197358197359,0.0480287642827288,0.2190964446617943,0.4032014353667511,0.9010127076967096,1.044928488666144,0.23916228763184036
Bzw1,0.0037296037296037,0.04009324009324,0.2033446188597989,-0.4465471214858911,-0.3044378641603776,-0.142224033128142,1.007541894794325,0.8165126466587018,0.14498901140525527
Clk1,0.0559774506991504,0.4502910796846515,1.0,-0.1248554998848209,0.115800101754322,0.4314381597772311,0.704524164182202,0.750991807041057,0.6199305879305879
Ndufb3,0.0518299272179096,0.413686226993168,0.953726597390352,-0.4494675209156714,0.0750593528171357,29.3569966033835,0.600471171272449,0.6293008688292417,0.5823108570732182
Cflar,0.3968919968919969,0.8665112665112666,1.0,-0.4228602686089993,-0.2010281031737791,-0.0307527305724065,0.98033554145189,0.8503007888466518,0.8669913281547632
Sumo1,0.1201978025896615,0.6943278943278944,1.0,-0.3714453595500171,-0.0677253930279244,0.2372253994737673,0.720312299993611,0.6895576286255672,0.7535794333871259
Fam117b,0.2465045573584016,0.7603899357833063,1.0,-1.2392127594148787,28.296458832577244,29.041525580115252,0.0,0.3676662796561445,0.7897985600399975
Raph1,0.0038886679169946,0.0168274094827568,0.0639390893075438,-29.84895756351084,-29.67790868625642,-2.639582980431944,0.861962074283414,0.0,0.11873767258382635
Nrp2,0.0421649312533629,0.2585954908026854,0.9499559814709728,0.225550188778774,28.996969827279543,29.363638871658917,0.0,0.5372000448935332,0.42650543962525095
Eef1b2,0.054079254079254,0.4634032634032634,1.0,-0.0001024439563382,0.0734045261115068,0.1354717967589341,2.11526931536093,2.227697254268217,0.6199305879305879
Rpl37a,0.280963480963481,0.6943278943278944,1.0,-0.0549785601903815,-0.0067581900239285,0.0452964718038933,3.356986322081875,3.35664662681718,0.7535794333871259
Arpc2,0.1892773892773893,0.6943278943278944,1.0,-0.0733092659018277,-0.0236325401590179,0.0226329915349826,2.13607809489659,2.104667410242685,0.7535794333871259
Aamp,0.0191546447804258,0.1479409233004462,0.6793255216523519,0.0,26.72177866725089,28.74172959005106,0.0,0.1106768811737992,0.302288900526786
Tmbim1,0.1751747348803573,0.6694111706224701,1.0,-29.34539184472024,-0.9812604491285551,28.08374061987615,0.688661181038962,0.3354360253272233,0.7535794333871259
Slc11a1,0.0617066900283126,0.3837143535858314,1.0,-0.1563492770317186,0.0985436576608192,0.3283639414966621,0.982917372375588,1.0534213401049084,0.5608661552323524
Dock10,0.0942643068412102,0.5109393498748492,1.0,27.039245691707546,28.77303995302047,29.29565960745609,0.0,0.4615699631109092,0.6706078967107396
Pid1,0.0382058297733432,0.2585954908026854,0.953011395422729,-0.3594441321821361,29.002609271126968,29.35287838589794,0.0,0.5441435687254412,0.42650543962525095
Trip12,0.0191546447804258,0.0980347968077632,0.5625488430004827,0.0,27.0097694293584,28.805219288015,0.0,0.1351296870554182,0.22874785921811414
Sp110,0.0074408008082341,0.0191546447804258,0.0980347968077632,0.0,27.91422433305013,29.040706756163697,0.0,0.252940765296907,0.11873767258382635
Sp140,0.0074408008082341,0.0449578329938776,0.203551256135826,0.0,27.785357080854865,29.07743371555357,0.0,0.2313267837594124,0.14498901140525527
Itm2c,0.1205905205905206,0.3356643356643357,0.6943278943278944,0.2208954864604432,0.3639640512460865,0.5362857019504333,0.9227931535902364,1.1928711113975852,0.5009998266196614
Ncl,0.0037296037296037,0.0938616938616938,0.6125874125874127,-0.276057120286299,-0.1520037678796683,-0.0338063375013906,1.71940200181005,1.5408642174151037,0.22874785921811414
Ptma,0.0012432012432012,0.0059052059052059,0.054079254079254,-0.1385914581966685,-0.084415248701738,-0.0415551139160075,2.94523167264238,2.7763635572719325,0.10103824255391566
Eif4e2,0.0191546447804258,0.2653152307346181,0.9513641829362992,0.0,28.010549279409403,29.04259732339058,0.0,0.2704059781960157,0.4352037299788558
Inpp5d,0.2925112169408146,0.7693064585940863,1.0,-1.007383108529654,-0.162451123587377,29.20578377608722,0.6446352957803525,0.5700811467563791,0.7897985600399975
Arl4c,0.0003108003108003,0.0003108003108003,0.0059052059052059,-0.6146187166492663,-0.4298339947442076,-0.3013079966187018,2.143066963178875,1.589819516421765,0.08996598855947704
Lrrfip1,0.0093240093240093,0.1205905205905206,0.5358197358197359,-0.5621852876067435,-0.2810646485983559,-0.0078423854081282,0.871636647661803,0.7283776113171212,0.26494705618793213
Ube2f,0.0191546447804258,0.0449578329938776,0.0980347968077632,0.0,27.22665677811508,28.505908616177933,0.0,0.1570508781487075,0.14498901140525527
Ndufa10,0.0191546447804258,0.0779787345010902,0.4140017389158428,0.0,27.15120428216984,28.66542183537921,0.0,0.1490482579429262,0.21082274627091155
Cops9,0.0172688724201217,0.1753258176208659,0.7703649121402122,0.0166479096891393,0.3248080796061817,29.54595259548772,0.657730165735909,0.8366692063486932,0.33649142042856944
Gpr35,0.2465045573584016,0.7603899357833063,1.0,0.0,28.67470999029925,29.298768791390597,0.0,0.429812057379043,0.7897985600399975
Hdlbp,0.0292392382560989,0.1753258176208659,0.6799884022342944,29.14092618120673,29.32343106399336,29.509798321334127,0.0,0.6725035140934574,0.33649142042856944
Fam174a,0.0007946359005854,0.0023049801979101,0.0087227998955471,29.45481596767598,29.598835221468036,29.745147927012862,0.0,0.8130874126679153,0.08996598855947704
St8sia4,0.1027179247655659,0.6031391529351068,1.0,-0.9099754815360086,27.494679596709204,29.034716068771093,0.0,0.1891138244606487,0.7302527175794503
Vps4b,0.099459500769725,0.5139035497128566,1.0,-0.2712021409079364,29.15228470404093,29.384597419277767,0.0,0.6332968359962812,0.673879138503094
Ralb,0.0191546447804258,0.0449578329938776,0.1905179717373536,0.0,27.92598923843138,28.88295861986465,0.0,0.2550118827469635,0.14498901140525527
Dbi,0.2318570318570318,0.778865578865579,1.0,-0.136094012050756,-0.0063558906285182,0.1311637818868883,1.15930125268211,1.1602366924012877,0.7897985600399975
Actr3,0.0289044289044289,0.280963480963481,0.8665112665112666,-0.0021339561509098,0.0797976747594997,0.1595527039964273,1.61732432517537,1.7121897132564898,0.4478552926920094
Ubxn4,0.0139860139860139,0.164537455843051,0.8665112665112666,-0.4983979635837968,-0.2642233193813849,-0.004980901450336,0.8546998407783666,0.7045622198169832,0.32299417962233706
Cxcr4,0.151981351981352,0.5358197358197359,0.9550893550893552,-0.5739943572932972,-0.3202411476298033,-0.0710931063659859,1.208079800869585,0.9760785501295968,0.673879138503094
Mapkapk2,0.0139860139860139,0.280963480963481,1.0,-0.0500557526134681,0.1888216626681224,0.3770803748247339,0.908650452894172,1.0379215719205137,0.4478552926920094
Srgap2,0.0074408008082341,0.0449578329938776,0.203551256135826,0.0,26.55928615155001,28.77495022754512,0.0,0.0988875895137382,0.14498901140525527
Rab7b,0.054079254079254,0.2318570318570318,0.6943278943278944,-0.4191387419793074,-0.1802085872428466,0.0229795594993194,1.593493588551385,1.3936189344740733,0.4003191200131926
Nucks1,0.0049728499972615,0.0327788695088586,0.3795808914251254,28.10176369365716,29.143273411492757,29.361575777224523,0.0,0.593320177845861,0.14498901140525527
Snrpe,0.1199222999222999,0.6125874125874127,1.0,-0.1417529262155887,0.0142437428511053,0.1619486969376348,0.961558476502144,0.9740895137550104,0.7302527175794503
Btg2,0.0063457053762778,0.0175710667676868,0.0921673180446737,0.5789056941221106,0.9425969534124408,1.3756011562227777,0.769964323979181,1.44680933818458,0.11873767258382635
Adipor1,0.0025903828378144,0.0074408008082341,0.0779787345010902,28.341745955993265,29.14653722499969,29.39191547501128,0.0,0.5942674918318945,0.10103824255391566
Arl8a,0.0583453023368575,0.2414967793951539,0.5039104645747324,0.0,26.99989762501431,29.005435238177984,0.0,0.134208203122753,0.4072298632937889
Ptprc,0.0093240093240093,0.1892773892773893,0.8665112665112666,0.0007864441784478,0.062034027478862,0.1240880859274883,2.01742049224816,2.1037222439456325,0.3500258972102346
Rgs2,0.0007946359005854,0.0087227998955471,0.131992914548616,27.95832918767376,29.289130003859604,29.596607319541217,0.0,0.6560042868403405,0.11005987476575683
Rgs1,0.0021440236871193,0.0190419436402536,0.1476485888064738,0.4425339450872986,0.7363949183786754,1.0808979893018478,1.26433898359286,2.0849426241537348,0.11873767258382635
Ptgs2,0.0175710667676868,0.2318570318570318,0.778865578865579,0.0998899141588128,0.4056407120196784,1.008746559535195,1.4075025999037498,1.8259033426953648,0.4003191200131926
Tpr,0.0006216006216006,0.04009324009324,0.3356643356643357,0.265022095182711,0.4600806473326905,0.6654661213074137,0.818079411896209,1.1213159926261027,0.14498901140525527
Rgl1,0.1149197468315532,0.5207033237981002,1.0,-0.795075803802914,-0.2152670923760938,0.3007706382313626,0.7729534442052868,0.6611101553935852,0.673879138503094
Arpc5,0.1892773892773893,0.6943278943278944,1.0,-0.1287435296827628,-0.0223671628166516,0.077233491731176,1.54329652701038,1.522701216645975,0.7535794333871259
Ncf2,0.0139860139860139,0.04009324009324,0.2318570318570318,-0.4809051718652542,-0.3231243436047523,-0.2000894839599099,1.30571904818115,1.047843015127255,0.14498901140525527
Rnasel,0.2561796261420456,0.7603899357833063,1.0,-2.3168309980169264,-0.1753785797064824,29.28926233045837,0.657058230245675,0.5435495035302165,0.7897985600399975
Glul,0.0074408008082341,0.0441363158740108,0.2093912448876893,28.757456989668373,29.31100826351381,29.62455980835716,0.0,0.6660283104087185,0.14498901140525527
Ier5,0.2318570318570318,0.778865578865579,1.0,-0.2139886567597458,0.0074079262714171,0.1770881869284733,1.05401891312529,1.059525178496422,0.7897985600399975
Tor1aip1,0.0030599755224886,0.0421027181166023,0.2226536979813717,0.1754780683975705,0.3929218136291141,29.66541142195989,0.6443632061629085,0.833413383889029,0.14498901140525527
Soat1,0.0798387196458526,0.2698712949217355,0.7715426535572856,-0.0818266121822863,0.174650003179301,0.4900973062982675,0.8226889417472489,0.9139008284953704,0.43948382202764136
Mrps14,0.0025903828378144,0.0441363158740108,0.4140017389158428,0.0,28.044861791557132,29.08979228509782,0.0,0.2769138144034312,0.14498901140525527
Gas5,0.0287793631222481,0.0930450589520381,0.3235367862420667,0.1506390033883707,0.3283249777840016,0.593849788696219,0.829347466855935,1.0273139033672156,0.22874785921811414
Prdx6,0.3795808914251254,0.8447374648645183,1.0,-28.850212841208823,26.99989762501431,29.000823647680612,0.0,0.2763775148774917,0.8527645956094578
Prrc2c,0.1205905205905206,0.6125874125874127,1.0,-0.1508680569475143,0.0183069484787187,0.1889617300873015,1.13195789675541,1.1507317059079476,0.7302527175794503
Mpc2,0.0191546447804258,0.1479409233004462,0.6477042192622259,0.0,28.054018127424907,29.040121015340134,0.0,0.278676889025463,0.302288900526786
Creg1,0.0093240093240093,0.1892773892773893,0.8665112665112666,0.108478093103294,0.378606236835632,0.5720799234244652,0.83602957451596,1.0977402252252535,0.3500258972102346
Tmco1,0.0191546447804258,0.1905179717373536,0.6791567288705544,0.0,26.72177866725089,28.9910048581069,0.0,0.1106768811737992,0.3500258972102346
Fcgr2b,0.054079254079254,0.2318570318570318,0.778865578865579,-0.3323502967480237,-0.1682839104253392,-0.0017939353400589,1.53592988927468,1.3738822957765549,0.4003191200131926
Fcgr4,0.0025903828378144,0.0041476751667831,0.0202223810889232,29.626918049593584,29.8618681595829,30.1006628093086,0.0,0.975703902773278,0.1003586766338347
Fcgr3,0.0139860139860139,0.0721056721056721,0.280963480963481,0.0847516437430603,0.2126168166059844,0.335214941147761,1.53450102219499,1.76940585726017,0.2018958818958819
Fcer1g,0.0093240093240093,0.0289044289044289,0.1213752913752906,0.0443957970486603,0.068571092028851,0.0974587797700579,3.09088973885778,3.244952438829157,0.14498901140525527
