gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk3_median,median_Salmonella_infTLSwk3_median,FDR_BH
Tcea1,0.0640930207850402,0.5606272147226752,1.0,-0.3801570768548924,0.3274155156456233,2.574422617430769,0.4341996300274108,0.5385425296617343,0.8061866285811994
Atp6v1h,0.0298406889515168,0.2172187573017174,0.9450018303390728,0.0,27.425132657431224,28.676533253873323,0.0,0.1802136000798675,0.8061866285811994
Arfgef1,0.0127769927806435,0.091125993228696,0.5897443622083883,0.0,26.964191377180807,28.55308998366916,0.0,0.130927359735436,0.8061866285811994
Tram1,0.1035640512845652,0.5531274454486008,1.0,-1.4987056487554151,1.7996905471344142,29.07608345623916,0.1161482004570815,0.3639847524899192,0.8061866285811994
Rpl7,0.1303807303807303,0.5737373737373737,1.0,-0.0165840235919152,0.039503481591747,0.1077275056954982,2.5285374285342224,2.5883462766147125,0.8061866285811994
Eloc,0.1048951048951048,0.6453768453768453,1.0,-0.2783019218796352,0.1333592042904682,0.3429954376796665,0.6025740969613445,0.6685020836457802,0.8061866285811994
Smap1,0.1296310391760937,0.574872695668895,1.0,-1.3752758392558069,27.592102439068583,28.8510399698271,0.0,0.2321975531036855,0.8061866285811994
Lmbrd1,0.0228962901495174,0.2575318164737318,0.956284952863831,-0.7762696472470313,1.4576434537005123,29.226389163669737,0.1426278539162087,0.4997013012370043,0.8061866285811994
Phf3,0.1119097370670114,0.476087344441214,1.0,-1.52656960682822,1.5091585978804511,29.041569196000594,0.1398021536065876,0.3974940869795302,0.8061866285811994
Dst,0.262079727837003,0.7123816042098661,1.0,-0.6857630320525127,-0.1332104033837416,1.0723438264633791,0.6108469579394695,0.5513506090160776,0.8061866285811994
Ptpn18,0.0498834498834498,0.1605283605283605,0.6453768453768453,-0.4024852330261715,-0.260651960086263,-0.1088880272022286,1.69597533175524,1.42158652487647,0.8061866285811994
Plekhb2,0.0933375471780228,0.6536395693173636,1.0,-2.045967453067162,26.379595118679337,28.325390592304643,0.0,0.0873070670954787,0.8061866285811994
Neurl3,0.023845234869951,0.2687359373937462,0.8784770784770783,-1.0352715515822124,-0.3192865700118973,0.1152842035320343,0.778817571013944,0.6275124378574948,0.8061866285811994
Cox5b,0.1948717948717948,0.7209013209013208,1.0,-0.0525889764813002,0.1063418543400976,0.2506001378402074,1.3014543589486924,1.4032609390035202,0.8061866285811994
Mgat4a,0.0047253949979718,0.0820772977283139,0.5372487561593727,0.7300723805657915,28.75985054823893,29.48644296228031,0.0,0.5447027001233035,0.8061866285811994
Mrpl30,0.0703044724339834,0.3514015705829848,0.9039463242886904,0.0,28.041474074955502,29.166115806211742,0.0,0.2922001508497087,0.8061866285811994
Eif5b,0.0829836829836829,0.3282051282051281,0.8784770784770783,-0.0155359538105056,0.2019826335773029,0.4768307448087563,1.0749039483015914,1.2335031918385675,0.8061866285811994
Rpl31,0.0281274281274281,0.1605283605283605,0.5737373737373737,0.0278507067469597,0.118106304071869,0.2030598637375239,1.980800766420337,2.1602735478780923,0.8061866285811994
Rnf149,0.0829815011561465,0.5053613053613053,1.0,-0.4770217352577705,-0.1447804579060301,0.1286672856118756,0.7858106195200361,0.7072396194853815,0.8061866285811994
Map4k4,0.0281274281274281,0.3716774469130736,1.0,-0.7505203873366902,-0.2127304506528778,0.2290095285230472,0.779692512176972,0.6722019772734878,0.8061866285811994
Il1r2,0.0287082281575455,0.3654215579150202,1.0,-0.5497205306820914,27.61279070547944,29.47608077715706,0.0,0.317705176132798,0.8061866285811994
Tpp2,0.3056410254213622,0.7463178799324552,1.0,-28.949575800967548,-0.5402174713514241,28.052863765623847,0.253080008858846,0.1787713934868845,0.8061866285811994
Stat1,0.3282051282051281,0.7209013209013208,1.0,-0.1570401739534568,0.1008789109597265,0.3470575384576773,1.4343015899983151,1.5458230214602176,0.8061866285811994
Gls,0.0498834498834498,0.2786324786324786,0.959129759129759,-0.019182007100702,0.2669488712648838,0.5412409776490753,0.7215347870350067,0.8658164838878091,0.8061866285811994
Nab1,0.1775092803161707,0.7011912626598479,1.0,-28.377509545607143,0.0,28.261360486367863,0.0906603215289297,0.0873070670954787,0.8061866285811994
