gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk3_median,median_Salmonella_infNonTLSwk6_median,FDR_BH
Cmtm7,0.0129063396350218,0.2630105719268568,0.957810850422856,-2.1968871469782227,-0.3717732090624186,0.4093562850189253,0.582477095953129,0.4230943279417155,0.7721257302743612
Rps27rt,0.3056410254213622,0.7840226582999281,1.0,-1.3240024447487446,0.860074978110748,2.2771690209206445,0.2352834290793445,0.4348931248706217,0.8028438038229958
Tgfbr2,0.1303807303807303,0.5737373737373737,1.0,-0.3315290265507786,-0.1137824918827426,0.1603960456662924,0.967179575492627,0.8973292040598322,0.7721257302743612
Itga9,0.2073914000366514,0.6662276454096188,1.0,-28.89016350146993,-0.3609549761395976,28.24576038171869,0.3829801441994377,0.262445334460887,0.7721257302743612
Cx3cr1,0.1889374480029941,0.4305578876446536,0.9580911282267016,-1.1409519996971804,-0.7980570977276503,0.0443152659484826,1.5207562778518775,0.848791512877247,0.7721257302743612
Csrnp1,0.0206026175201654,0.1411893573533081,0.5737373737373737,0.0253092236965511,0.3655944739099458,0.8350513661774193,0.6547288414983695,0.8464005391977782,0.7721257302743612
Rpsa,0.2786324786324786,0.7209013209013208,1.0,-0.0073666078705997,0.0510079949634309,0.1238377785315771,2.7027003938736027,2.80176052027391,0.7721257302743612
Rpl14,0.0829836829836829,0.3822843822843822,0.7984459984459983,0.0319564751274038,0.0956067269373477,0.151919022630094,2.140336034568874,2.2846047693166627,0.7721257302743612
Ctnnb1,0.1124914694748543,0.634751893940661,1.0,-0.247751285465424,0.2014442479158711,28.82404054794469,0.5158289112749952,0.5860511380504416,0.7721257302743612
Nktr,0.0649572649572649,0.5053613053613053,1.0,-0.177070972280409,0.0988856390076259,0.3638769632027381,0.910741240411223,0.975426799809777,0.7721257302743612
Higd1a,0.042540179680975,0.5465237317126098,1.0,-1.9246884430988496,1.5889960838447568,28.84861426533157,0.1072847316352172,0.342915041806105,0.7721257302743612
Lars2,0.214946955169527,0.7090730856847203,1.0,-27.932829872602685,0.2200650212629917,28.49225855923757,0.2956716149818632,0.3558392813184377,0.7721257302743612
Ccr1,0.1948717948717948,0.7209013209013208,1.0,-0.2232264947420016,0.03109129748193,0.3129480876106325,1.21571123991421,1.2471093923312688,0.7721257302743612
Ccr5,0.0379176379176379,0.4418026418026417,1.0,-0.2933483986149494,-0.1267490271398555,0.1085703613333095,1.19293535641388,1.0878086393901425,0.7721257302743612
Tab2,0.0924099689689086,0.672143970444527,1.0,-0.5666982619837209,0.0781611322230674,2.2552147542711496,0.501435480468155,0.5374347955203309,0.7721257302743612
Sash1,0.0485974356945255,0.1010200224303009,0.6315035228753045,-1.0711418848273495,-0.5693618371271862,-0.0441973066330732,0.8206075036380547,0.5526495223837926,0.7721257302743612
Sf3b5,0.0342631263337962,0.3148402731431644,0.957810850422856,-1.4113385165942205,-0.2906029380144598,0.0819566363005264,0.6015958506211763,0.491484833118911,0.7721257302743612
Aig1,0.0727891754291459,0.574872695668895,1.0,-1.3249448510859454,0.8713420092803907,28.93258002128605,0.2268293559083842,0.4641823367187945,0.7721257302743612
Abracl,0.0281274281274281,0.1605283605283605,0.5053613053613053,0.0723836812933852,0.2402661676331301,0.3810886826200953,1.030921996992261,1.23038874759197,0.7721257302743612
Tnfaip3,0.0147630147630147,0.1948717948717948,0.7984459984459983,0.0071954587102667,0.2099464305311281,0.3968893572599599,1.1536097581498477,1.3309564672957537,0.7721257302743612
Ifngr1,0.1048951048951048,0.5053613053613053,1.0,-0.3737383261325178,-0.1758958526283807,0.0185920488833388,0.9577522585954656,0.8515095197172289,0.7721257302743612
Bclaf1,0.0498834498834498,0.5053613053613053,1.0,-0.1412037382939054,0.1017560143667291,0.4627115607467297,0.6403208182439988,0.685682615620131,0.7721257302743612
