gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk3_median,median_IL10_KOnonTLS_median,FDR_BH
Rpl7,0.1349368897356513,0.5713582599031516,1.0,-0.0083129019698483,0.0214965501846127,0.0636675036378279,2.529916066534052,2.565993246955282,0.7319224424306796
Eloc,0.015050925640298,0.1060951416416458,0.5116328864705768,-29.327146880214727,-1.3675145687582424,-0.1212467701081737,0.6018961051782086,0.2410593227305895,0.28427018867341736
Ptpn18,0.0015241724220052,0.0029848376597602,0.0473446058585377,-0.5116371827895791,-0.423917402026751,-0.3243422757375642,1.6936312534989,1.26346832824087,0.04762172811708319
Cox5b,0.1813447646264983,0.6238787012780821,1.0,-0.2056523336271,-0.0843445666920855,0.0479559938342849,1.306616883713585,1.2275787468755024,0.7348369937872712
Eif5b,0.0003016591251885,0.0824958323410335,0.8506311026434865,-0.3765786591587316,-0.2331706075967608,-0.0222925812755809,1.0676163851422462,0.9095645425311012,0.2433280432916198
Rpl31,0.0252441057394617,0.2379772961816305,0.7920774787647853,-0.1378702997671947,-0.07035828076171,0.0028305265323133,1.98177909041244,1.888962423223508,0.470150268066148
Rnf149,0.113209885108326,0.6238787012780821,1.0,-0.2933516338808751,-0.0592402055810132,0.1504105604020694,0.784510501508749,0.7506830002257603,0.7348369937872712
Map4k4,0.0004763038818766,0.038707628800508,0.4726680955783123,0.1698472127196806,0.4755782683385445,0.7570196192772963,0.7770816067040403,1.08535483464814,0.15737117037426612
Stat1,0.0007205978134571,0.0045475302289993,0.0301271852138698,-1.2646467024956396,-1.017743332853999,-0.7982686545064764,1.4343015899983151,0.7080466972309526,0.05859736303612655
Gls,0.0978804477256489,0.343145193299992,0.910105580693816,0.0869275714328139,0.2662604905212443,0.4307135743164262,0.724566072064817,0.8711505286561266,0.576750608445328
Sf3b1,0.0073033261887751,0.3053901722632373,0.9699293482575216,-0.2032326947384981,-0.0765517936365831,0.0558479337477958,1.3506324020360974,1.2793202074461587,0.5438319011279499
Hspe1,0.1344451059776137,0.6238787012780821,1.0,-0.1868023570433883,-0.0473879571212549,0.1004795161345532,1.0483018551888426,1.0161670071249411,0.7348369937872712
Bzw1,0.0010637453361911,0.038707628800508,0.4726680955783123,0.0724188408766652,0.2230748600422504,0.3627809374638978,0.8146999920064009,0.9500955222159652,0.15737117037426612
Clk1,0.0108378913446471,0.122681892061482,0.7358064902039397,-0.425324447529483,-0.2151677857764177,-0.0061354155297758,0.7486200687608515,0.6452064251221206,0.31279426716886327
