gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_Salmonella_infNonTLSwk6_median,FDR_BH
Dusp1,0.0139860139860139,0.280963480963481,0.9550893550893552,-0.3225871167922723,-0.1251878817599724,0.0315882574607107,1.68477938162952,1.55457039195652,0.41859222102926413
Atp6v0e,0.1511965811965812,0.4634032634032634,1.0,-0.112799416656739,-0.0411258634900496,0.0444766518580165,1.51998283387482,1.477763313855365,0.5809170096251435
Cuta,0.0901559774973563,0.3013890417146279,0.8447374648645183,0.0,27.86351754504381,28.889898654890995,0.0,0.244205006906855,0.4363723121348845
Rps10,0.2318570318570318,0.6125874125874127,0.9550893550893552,-0.0423730288493927,-0.0090566101379108,0.0194101592297025,3.12397179370585,3.1013394972364114,0.6930692536356945
Rpl10a,0.0289044289044289,0.1892773892773893,0.6125874125874127,0.0105111309985193,0.06083314873376,0.1109990474654836,2.48535855615283,2.5913998540281917,0.31105262718165944
Srsf3,0.1883449883449884,0.6943278943278944,1.0,-0.074917711313903,0.0292398549011233,0.1460802015321241,1.217484053114665,1.24137194582029,0.7369197674753232
Cdkn1a,0.0006216006216006,0.0139860139860139,0.2318570318570318,-0.2091323439392541,-0.1187532389677168,-0.0357683583825418,2.16022915031968,1.9905506352309588,0.07844143623960088
Pim1,0.0021756021756021,0.0205128205128205,0.151981351981352,-0.1893494147786058,-0.1217802854030494,-0.0583690153806553,2.03905891734472,1.8818347695972,0.07987370025586579
Ndufv3,0.00178355518974,0.0112833336286544,0.0518299272179096,29.41114896105597,29.55961479974086,29.676165743936828,0.0,0.7912809576224922,0.07160426946350232
U2af1,0.1116117682982922,0.6799884022342944,1.0,-0.351897446883522,0.0116173806071969,29.16003595970095,0.564127094103587,0.5543383242586224,0.7369197674753232
Brd4,0.0142769489529344,0.1116117682982922,0.768278203545834,28.346689687420483,28.967675673406763,29.148593332982987,0.0,0.524975796974344,0.22010320759039556
Hnrnpm,0.1892773892773893,0.6943278943278944,1.0,-0.2033589636903519,-0.0197740581960507,0.1856070813365055,0.826879517624007,0.8143414087415958,0.7369197674753232
Rab11b,0.0191546447804258,0.2414967793951539,0.6484947518219784,0.0,27.938201632228,28.88286332013102,0.0,0.2571810467940866,0.3740752478131016
Rps28,0.5358197358197359,0.8665112665112666,1.0,-0.0490033368745149,-0.0182761047197243,0.0107892039504216,3.27894271164224,3.2387237427729216,0.8669839949709018
Ndufa7,0.0093240093240093,0.0938616938616938,0.5358197358197359,0.1003990831801385,0.244334428620756,0.4055497525080326,0.823493372857206,0.978376495013016,0.1940725440161741
Tapbp,0.0003108003108003,0.0093240093240093,0.0721056721056721,0.2874279534138091,0.4552644110900415,0.5945938542910268,0.8351681212569024,1.1489761698360574,0.06173369350264641
Rps18,0.1205905205905206,0.6125874125874127,1.0,-0.0249889510930259,0.0280308134118828,0.0852630661826816,2.79985800837221,2.8674844225178475,0.6930692536356945
H2-K1,0.0003108003108003,0.0003108003108003,0.0003108003108003,0.3224545328662699,0.3624435129864597,0.4052459241852326,2.65943639248535,3.42656490302023,0.029147244833472474
Brd2,0.04009324009324,0.1205905205905206,0.3968919968919969,-0.4216787774832849,-0.3069910963206721,-0.1860524172868567,1.242532328360005,1.0054875882487602,0.22475916134452723
H2-DMa,0.0093240093240093,0.1205905205905206,0.6125874125874127,0.0059602784103854,0.0489201798466093,0.0950237195327936,2.25271568156928,2.33259910889926,0.22475916134452723
H2-DMb2,0.0007946359005854,0.00340809957091,0.0314771129199664,29.235753603423195,29.401516547408693,29.549670612616072,0.0,0.7091504854344493,0.039538111214411475
H2-DMb1,0.0205128205128205,0.2318570318570318,0.9550893550893552,-0.0182788800832147,0.0319204473780159,0.0998014385003246,2.063619526729895,2.1067966477323665,0.3630408064292646
Psmb9,0.0007946359005854,0.0011915043302341,0.0038849847804668,29.766475360380927,29.862146161754083,29.969359603268536,0.0,0.9758919362829562,0.0316670983337639
Tap1,0.0007946359005854,0.0007946359005854,0.00340809957091,29.52179401267401,29.644093537433957,29.7320983111542,0.0,0.8389988205449909,0.029147244833472474
Psmb8,0.0003108003108003,0.0006216006216006,0.0059052059052059,0.5167176234096649,0.6179813574336851,0.7338338744405373,1.164591538614195,1.7875317440920124,0.029147244833472474
Tap2,0.0074408008082341,0.0449578329938776,0.5039104645747324,0.0,27.510990173383128,28.78607693654436,0.0,0.1912640071261877,0.11678847834386902
H2-Ab1,0.0006216006216006,0.0021756021756021,0.054079254079254,0.046638263469758,0.0679517736536855,0.0842723186890602,4.67962013495235,4.908656011878425,0.03276387672104558
H2-Aa,0.04009324009324,0.1205905205905206,0.4634032634032634,0.0301722593079954,0.0445568839473673,0.0592275924725841,4.73982482317269,4.887493427560695,0.22475916134452723
H2-Eb1,0.0012432012432012,0.0037296037296037,0.04009324009324,0.0576069706728892,0.0823660554928776,0.0961241347707259,4.578249658315093,4.849058543922391,0.039538111214411475
Gpsm3,0.0007946359005854,0.0025903828378144,0.0191546447804258,28.386934497626022,28.949153802639596,29.09358241368625,0.0,0.5182790374945552,0.03276387672104558
Cfb,0.0025903828378144,0.0191546447804258,0.0980347968077632,0.0,28.598748741592825,29.177666724877216,0.0,0.406519337000407,0.07987370025586579
Neu1,0.0191546447804258,0.0449578329938776,0.203551256135826,0.0,26.83639990199315,28.430574526462383,0.0,0.1198288365092905,0.11678847834386902
Clic1,0.2318570318570318,0.778865578865579,1.0,-0.0934710177778168,0.0025585965995211,0.0924337625049495,1.469950752042375,1.4825857317490074,0.78615270866234
Aif1,0.0003108003108003,0.0006216006216006,0.0205128205128205,0.1952429405812504,0.2780575995547421,0.3593707583620439,1.95162327032171,2.36562251883161,0.029147244833472474
Lst1,0.0003108003108003,0.0021756021756021,0.0205128205128205,0.2111469912236542,0.3180609942827669,0.4302746411006374,1.53279054758662,1.892816659464868,0.03276387672104558
Ddx39b,0.0074408008082341,0.1026841156436345,0.6155996805739075,26.69026135056855,28.44437439632549,28.9672617628458,0.0,0.365266547760077,0.20492129280786253
H2-D1,0.0003108003108003,0.0006216006216006,0.0012432012432012,0.2164356019185729,0.2576906952005373,0.2985301870132382,2.72896847399749,3.2612047632179686,0.029147244833472474
H2-Q4,0.0074408008082341,0.0191546447804258,0.0980347968077632,0.0,27.77413843179888,28.81567524238034,0.0,0.2295349221515317,0.07987370025586579
H2-Q6,0.0007946359005854,0.0007946359005854,0.0007946359005854,29.389008592573564,29.54396008310915,29.660704122067774,0.0,0.7827412109531324,0.029147244833472474
H2-Q7,0.0013213216663899,0.0013213216663899,0.0014457807008947,1.3315076089806437,30.76024537426118,30.807667291032008,0.0,1.839980768196535,0.032310719148787685
Ier3,0.0012432012432012,0.0093240093240093,0.1205905205905206,-0.6890845986781324,-0.4814045547685852,-0.3067690985038997,2.020555249374045,1.453400025853465,0.06173369350264641
Tubb5,0.0010130446880794,0.0231509519852463,0.1407135248526926,29.085131294592315,29.24018631398026,29.376902478659986,0.0,0.6341224942807607,0.08808889199365501
Ppp1r18,0.0074408008082341,0.0449578329938776,0.203551256135826,0.0,27.01120833686902,28.804363589766243,0.0,0.1352645292182535,0.11678847834386902
Ppp1r10,0.3602408127769453,0.7650871933583798,1.0,-0.9549017508704634,28.455829174545023,28.969863667469145,0.0,0.3990478774583568,0.78615270866234
Abcf1,0.0074408008082341,0.0449578329938776,0.0980347968077632,0.0,27.42049299540444,28.68072895713744,0.0,0.1796349697152815,0.11678847834386902
