Variable 1,Variable 2,Edge Name,Measurable 1,Measurable 2,Cell Type 1,Cell Type 2,Edge Type,Percent Inclusion,Median Combined p-Value,Median Corrected p-Value,metapy_comb_pval,metapy_fdr_adj_pvals,Min,99.99% Confidence Interval Lower Bound,99.74% Confidence Interval Lower Bound,95.45% Confidence Interval Lower Bound,68.27% Confidence Interval Lower Bound,Median,68.27% Confidence Interval Upper Bound,95.45% Confidence Interval Upper Bound,99.74% Confidence Interval Upper Bound,99.99% Confidence Interval Upper Bound,Max,Percentile of 0
Tcea1_M3,Ccnb2_B8,Tcea1_M3<==>Ccnb2_B8,Tcea1,Ccnb2,M3,B8,B8<==>M3,0.4,0.5618600874014069,1.0,0.0040884918059574,0.0069331957064896,-0.0738095238095237,-0.0737822180146968,-0.0730995731440246,-0.0613853871632899,0.0770389916099766,0.258424044503458,0.5786010317531293,0.7581329500225288,0.7953525868268015,0.7975215633305471,0.7976083223906971,0.2
Tcea1_M3,Ndufa6_M0,Tcea1_M3<==>Ndufa6_M0,Tcea1,Ndufa6,M3,M0,M0<==>M3,0.3,0.3539595498402638,0.9420491292417148,0.0050416049546307,0.0073000748160646,-0.0119047619047618,-0.0118629761904761,-0.0108183333333333,0.007107738095238,0.1074383333333332,0.3238095238095237,0.505485119047619,0.6502398809523807,0.6791973809523807,0.6808848809523808,0.6809523809523809,0.1
Tram1_B3,Il1rn_M0,Tram1_B3<==>Il1rn_M0,Tram1,Il1rn,B3,M0,B3<==>M0,0.0,0.0731631687457459,0.3765093928552412,0.0057704811087468,0.0081778476901165,0.0404761904761904,0.0405383333333332,0.0420919047619047,0.0687511904761904,0.1907957142857142,0.4666666666666665,0.6319830952380951,0.7024726190476189,0.7181004761904761,0.7190111904761904,0.719047619047619,0.0
Tram1_B3,Cxcl16_M3,Tram1_B3<==>Cxcl16_M3,Tram1,Cxcl16,B3,M3,B3<==>M3,0.3,0.5606386529542847,1.0,0.0392931964387746,0.0411316596466364,-0.2476190476190476,-0.2475986904761904,-0.2470897619047619,-0.2383565476190476,-0.1626520238095238,0.313095238095238,0.5126520238095238,0.641373214285714,0.6629764285714284,0.664235357142857,0.6642857142857141,0.3
Tram1_B3,Cygb_O7,Tram1_B3<==>Cygb_O7,Tram1,Cygb,B3,O7,B3<==>O7,0.0,0.1463263374914919,0.8582076668569052,0.0022196680266441,0.0055206476813373,0.2619047619047619,0.2620054761904762,0.2645233333333334,0.3077297619047618,0.4989572619047618,0.6166666666666667,0.6782639285714285,0.7279142857142856,0.7352685714285713,0.7356971428571427,0.7357142857142857,0.0
Tram1_B3,BC005537_O7,Tram1_B3<==>BC005537_O7,Tram1,BC005537,B3,O7,B3<==>O7,0.5,0.0748932876648856,0.5103569776586433,0.0484192452861139,0.0499694469124025,-0.0809523809523809,-0.0809073809523809,-0.0797823809523809,-0.0604773809523809,0.1076736904761905,0.3333333333333333,0.7092403571428572,0.818595238095238,0.8369809523809523,0.8380523809523809,0.8380952380952381,0.1
Tram1_B3,Pcsk5_O7,Tram1_B3<==>Pcsk5_O7,Tram1,Pcsk5,B3,O7,B3<==>O7,0.8,0.1748818546250497,0.9387485830430324,0.0009343509720206,0.0039976355740506,0.2738095238095238,0.2738288095238095,0.2743109523809524,0.2825845238095237,0.3726946428571428,0.5297619047619047,0.7599635714285714,0.8190476190476189,0.8190476190476189,0.8190476190476189,0.8190476190476189,0.0
Tram1_O7,Fcrla_B2,Tram1_O7<==>Fcrla_B2,Tram1,Fcrla,O7,B2,B2<==>O7,0.6,0.4803681871274144,1.0,0.0080001157720561,0.0104201430009272,0.2047619047619047,0.2047769047619047,0.2051519047619047,0.2115869047619047,0.2676372619047618,0.4714285714285713,0.6044423809523809,0.7018720238095235,0.722555952380952,0.7237613095238092,0.7238095238095236,0.0
Tram1_O7,Col6a1_O7,Tram1_O7<==>Col6a1_O7,Tram1,Col6a1,O7,O7,O7<==>O7,0.0,0.0342788562582201,0.151277834808539,0.0050428008209381,0.0073000748160646,0.1928571428571428,0.1928689285714285,0.1931635714285714,0.1982196428571428,0.345365238095238,0.588095238095238,0.7255874999999999,0.7960434523809523,0.8020188095238094,0.8023670238095237,0.8023809523809523,0.0
Tram1_O7,Ebf1_O7,Tram1_O7<==>Ebf1_O7,Tram1,Ebf1,O7,O7,O7<==>O7,0.6,0.0,0.0,0.0032668680276995,0.0062241509064744,0.0952380952380952,0.0953205952380952,0.0973830952380952,0.1327755952380952,0.3468236904761904,0.613095238095238,0.7367570238095238,0.7727214285714284,0.7782371428571427,0.7785585714285713,0.7785714285714285,0.0
