Variable 1,Variable 2,Edge Name,Measurable 1,Measurable 2,Cell Type 1,Cell Type 2,Edge Type,Percent Inclusion,Median Combined p-Value,Median Corrected p-Value,metapy_comb_pval,metapy_fdr_adj_pvals,Min,99.99% Confidence Interval Lower Bound,99.74% Confidence Interval Lower Bound,95.45% Confidence Interval Lower Bound,68.27% Confidence Interval Lower Bound,Median,68.27% Confidence Interval Upper Bound,95.45% Confidence Interval Upper Bound,99.74% Confidence Interval Upper Bound,99.99% Confidence Interval Upper Bound,Max,Percentile of 0
Rpl7_T1,Cd2ap_M4,Rpl7_T1<==>Cd2ap_M4,Rpl7,Cd2ap,T1,M4,M4<==>T1,0.6,0.2022861089766915,0.817694629246857,0.0011475259021809,0.0030072959779545,0.119047619047619,0.1191215476190476,0.1209697619047619,0.152685119047619,0.3322304761904761,0.5023809523809524,0.6017419047619047,0.6735267857142856,0.685017857142857,0.6856874999999999,0.6857142857142856,0.0
Rpl7_T3,Itga4_M0,Rpl7_T3<==>Itga4_M0,Rpl7,Itga4,T3,M0,M0<==>T3,0.8,0.1606913536503351,0.660937964937198,0.001394788246017,0.0032719687009179,0.2761904761904761,0.2762258333333333,0.2771097619047619,0.2922779761904761,0.3944908333333333,0.5964285714285713,0.7731464285714285,0.8174154761904762,0.8256890476190476,0.8261711904761905,0.8261904761904763,0.0
Rpl7_T5,Rps7_T5,Rpl7_T5<==>Rps7_T5,Rpl7,Rps7,T5,T5,T5<==>T5,0.4,0.0026477808456698,0.0150182842506637,0.0018262730058931,0.0037075830211113,0.1142857142857142,0.1143446428571428,0.1158178571428571,0.1410982142857142,0.2727427380952381,0.4619047619047618,0.6715488095238097,0.8223821428571428,0.8416871428571427,0.8428121428571428,0.8428571428571429,0.0
Rpl7_T5,Calm1_T0,Rpl7_T5<==>Calm1_T0,Rpl7,Calm1,T5,T0,T0<==>T5,0.3,0.0,0.0,0.0025934471517042,0.0042191917333002,-0.638095238095238,-0.6380909523809524,-0.6379838095238095,-0.636145238095238,-0.5572630952380951,-0.4273809523809524,-0.2669982142857143,-0.0327970238095239,0.0228197619047616,0.0260608333333331,0.0261904761904762,0.9
Rpl7_T5,Rpl3_T5,Rpl7_T5<==>Rpl3_T5,Rpl7,Rpl3,T5,T5,T5<==>T5,0.8,0.0,0.0,0.0098321595844866,0.0111270087520602,0.4095238095238094,0.4095430952380952,0.410025238095238,0.4182988095238094,0.4676613095238095,0.6595238095238094,0.7809884523809524,0.8591845238095237,0.8729738095238093,0.8737773809523808,0.8738095238095237,0.0
Rpl7_T5,Rps10_T5,Rpl7_T5<==>Rps10_T5,Rpl7,Rps10,T5,T5,T5<==>T5,0.4,0.0,0.0,0.0079775596399628,0.0093358600646401,0.2428571428571428,0.242885,0.2435814285714286,0.2555321428571429,0.3129114285714286,0.3976190476190476,0.6979746428571427,0.7260773809523808,0.7306738095238094,0.7309416666666666,0.7309523809523809,0.0
Mcm3_T5,Ube2c_T5,Mcm3_T5<==>Ube2c_T5,Mcm3,Ube2c,T5,T5,T5<==>T5,0.0,0.0,0.0,0.0016795241384019,0.003501681118575,-0.7976190476190476,-0.7975911904761904,-0.7968947619047618,-0.7849440476190476,-0.7122844047619047,-0.5071428571428571,-0.3122122619047619,-0.2436273809523809,-0.2316766666666666,-0.230980238095238,-0.2309523809523808,1.0
Mcm3_T5,Psmb2_O4,Mcm3_T5<==>Psmb2_O4,Mcm3,Psmb2,T5,O4,O4<==>T5,0.0,0.403207579675074,0.9631488887000604,0.0059781009960468,0.00733302450721,-0.8190476190476189,-0.8190294047619047,-0.8185740476190475,-0.8107601190476189,-0.7276369047619047,-0.3285714285714285,-0.2006270238095237,-0.1217113095238095,-0.1102202380952381,-0.1095505952380952,-0.1095238095238095,1.0
Phf3_M3,Atg3_M4,Phf3_M3<==>Atg3_M4,Phf3,Atg3,M3,M4,M3<==>M4,0.6,0.3921435517942292,0.9571287561614488,0.0037676745897914,0.0050401363129715,-0.1952380952380952,-0.1950891666666666,-0.1913659523809523,-0.1274755952380952,0.1540507142857143,0.4297619047619047,0.5228028571428571,0.5574607142857142,0.5638957142857142,0.5642707142857142,0.5642857142857142,0.1
Ptpn18_B1,Cox5b_T4,Ptpn18_B1<==>Cox5b_T4,Ptpn18,Cox5b,B1,T4,B1<==>T4,0.7,0.2905875131825009,1.0,0.0032668680276995,0.0044768191490697,-0.1452380952380952,-0.1450313095238095,-0.1398616666666665,-0.0511505952380952,0.3285473809523809,0.4904761904761904,0.7262385714285714,0.7926309523809523,0.8018238095238094,0.8023595238095237,0.8023809523809523,0.1
Ptpn18_B1,Scand1_M0,Ptpn18_B1<==>Scand1_M0,Ptpn18,Scand1,B1,M0,B1<==>M0,0.6,0.3420695912401235,1.0,0.0023757987692824,0.0039776669508445,0.0880952380952381,0.0881016666666666,0.0882623809523809,0.0910202380952381,0.1828574999999999,0.5369047619047619,0.6619288095238095,0.804945238095238,0.8362009523809523,0.8380223809523809,0.8380952380952381,0.0
Ptpn18_B1,Gapdh_T0,Ptpn18_B1<==>Gapdh_T0,Ptpn18,Gapdh,B1,T0,B1<==>T0,0.8,0.0,0.0,0.0059217887222036,0.0073174112938024,0.4261904761904762,0.4262569047619047,0.427917619047619,0.4564154761904762,0.5758469047619048,0.6107142857142857,0.8119167857142857,0.8436625,0.8496378571428571,0.8499860714285714,0.85,0.0
Ptpn18_B1,Rps15_M0,Ptpn18_B1<==>Rps15_M0,Ptpn18,Rps15,B1,M0,B1<==>M0,0.8,0.3145009943636786,1.0,0.0023757987692824,0.0039776669508445,0.2666666666666666,0.2667041666666666,0.2676416666666666,0.2837291666666666,0.3734298809523809,0.5035714285714284,0.6054610714285713,0.6942982142857143,0.7131435714285713,0.7142417857142856,0.7142857142857143,0.0
Ptpn18_B1,Psmb1_M0,Ptpn18_B1<==>Psmb1_M0,Ptpn18,Psmb1,B1,M0,B1<==>M0,0.7,0.0900298068040079,0.5,0.0050428008209381,0.0064046865037851,0.2119047619047618,0.2119797619047618,0.2138547619047618,0.2460297619047618,0.4070947619047618,0.6345238095238094,0.6986738095238095,0.7853184523809522,0.8014059523809522,0.8023434523809523,0.8023809523809523,0.0
Ptpn18_B1,Cox7b_T4,Ptpn18_B1<==>Cox7b_T4,Ptpn18,Cox7b,B1,T4,B1<==>T4,0.8,0.0,0.0,0.0032668680276995,0.0044768191490697,0.3190476190476191,0.3191236904761905,0.3210254761904763,0.353660119047619,0.4931886904761904,0.6035714285714285,0.6905002380952381,0.7634589285714285,0.777707857142857,0.7785382142857141,0.7785714285714285,0.0
Ptpn18_B2,Snx5_B2,Ptpn18_B2<==>Snx5_B2,Ptpn18,Snx5,B2,B2,B2<==>B2,0.8,0.0,0.0,0.0009343509720206,0.0028480934883586,0.5357142857142856,0.5357142857142856,0.5357142857142856,0.5357142857142856,0.5479385714285714,0.7083333333333331,0.822814880952381,0.8627101190476191,0.8686854761904762,0.8690336904761905,0.8690476190476191,0.0
Ptpn18_B2,Rps3a1_T3,Ptpn18_B2<==>Rps3a1_T3,Ptpn18,Rps3a1,B2,T3,B2<==>T3,0.0,0.2261449988618092,1.0,0.0032668680276995,0.0044768191490697,0.2857142857142856,0.2857485714285713,0.2866057142857142,0.3013142857142856,0.4097832142857142,0.6214285714285713,0.7405002380952381,0.7623357142857142,0.7641742857142857,0.7642814285714286,0.7642857142857142,0.0
Ptpn18_B2,Ptms_M3,Ptpn18_B2<==>Ptms_M3,Ptpn18,Ptms,B2,M3,B2<==>M3,0.8,0.2044256695632726,1.0,0.001394788246017,0.0032719687009179,0.2571428571428571,0.2572392857142856,0.25965,0.3010178571428571,0.4775407142857142,0.6142857142857142,0.6687160714285714,0.7665886904761903,0.7891111904761902,0.7904236904761902,0.7904761904761903,0.0
Ptpn18_B2,Rps15a_B2,Ptpn18_B2<==>Rps15a_B2,Ptpn18,Rps15a,B2,B2,B2<==>B2,0.0,0.0900298068040079,0.5,0.0011447386591745,0.0030072959779545,0.269047619047619,0.2690519047619047,0.2691590476190476,0.270997619047619,0.3508984523809523,0.6488095238095237,0.8466845238095237,0.9506357142857144,0.9635057142857142,0.9642557142857142,0.9642857142857144,0.0
Ptpn18_B2,Cyba_B3,Ptpn18_B2<==>Cyba_B3,Ptpn18,Cyba,B2,B3,B2<==>B3,0.0,0.1738977179046555,1.0,6.871397136744501e-05,0.000765288886651,0.2642857142857142,0.2643349999999999,0.2655671428571428,0.2867107142857142,0.4094636904761904,0.6321428571428571,0.7234779761904762,0.7342517857142856,0.7356307142857142,0.7357110714285714,0.7357142857142857,0.0
Ptpn18_B2,Tmem123_T5,Ptpn18_B2<==>Tmem123_T5,Ptpn18,Tmem123,B2,T5,B2<==>T5,0.0,0.4757345033902446,1.0,0.0027949639229216,0.0042191917333002,-0.0404761904761904,-0.0404536904761904,-0.0398911904761904,-0.0302386904761904,0.0859255952380952,0.4261904761904761,0.719047619047619,0.7758511904761903,0.789640476190476,0.7904440476190474,0.7904761904761903,0.1
Ptpn18_B2,Irf1_M0,Ptpn18_B2<==>Irf1_M0,Ptpn18,Irf1,B2,M0,B2<==>M0,0.6,0.6240735947763031,1.0,0.0027949639229216,0.0042191917333002,0.1238095238095238,0.1238791666666666,0.1256202380952381,0.1554970238095238,0.2887583333333333,0.388095238095238,0.5953342857142857,0.6561678571428571,0.6570871428571428,0.6571407142857142,0.657142857142857,0.0
Ptpn18_B2,Rps2_T1,Ptpn18_B2<==>Rps2_T1,Ptpn18,Rps2,B2,T1,B2<==>T1,0.0,0.3040828717852598,1.0,0.0016795241384019,0.003501681118575,0.1809523809523809,0.1810830952380951,0.1843509523809524,0.2404273809523808,0.4836528571428571,0.5845238095238094,0.7047979761904762,0.839797619047619,0.8673761904761903,0.8689833333333332,0.8690476190476191,0.0
Ptpn18_B2,Ndufb11_M1,Ptpn18_B2<==>Ndufb11_M1,Ptpn18,Ndufb11,B2,M1,B2<==>M1,0.6,0.1438160990858857,0.7590826958000173,0.0011475259021809,0.0030072959779545,0.1166666666666667,0.1167641666666666,0.1192016666666667,0.1610291666666666,0.3557445238095237,0.519047619047619,0.7683845238095237,0.791825595238095,0.795043095238095,0.795230595238095,0.7952380952380951,0.0
Ptpn18_M0,Cox5b_M0,Ptpn18_M0<==>Cox5b_M0,Ptpn18,Cox5b,M0,M0,M0<==>M0,1.0,0.0835271045462961,0.3280720264461894,0.0002325680840038,0.0016718775615269,0.4499999999999999,0.4500417857142856,0.4510864285714285,0.4690124999999999,0.5662870238095238,0.7154761904761904,0.7612416666666666,0.7771089285714284,0.7784878571428571,0.7785682142857142,0.7785714285714285,0.0
Ptpn18_M0,Fcer1g_M0,Ptpn18_M0<==>Fcer1g_M0,Ptpn18,Fcer1g,M0,M0,M0<==>M0,0.8,0.2171953832170724,0.6244945381187885,0.0016795241384019,0.003501681118575,0.2833333333333332,0.2834136904761904,0.285422619047619,0.3198958333333332,0.4761664285714285,0.5654761904761904,0.6752319047619046,0.7743886904761903,0.7895569047619045,0.7904408333333331,0.7904761904761903,0.0
Ptpn18_M0,Cd302_M0,Ptpn18_M0<==>Cd302_M0,Ptpn18,Cd302,M0,M0,M0<==>M0,1.0,0.1934278378306285,0.6229142648552644,0.0016795241384019,0.003501681118575,0.369047619047619,0.3690936904761904,0.3702454761904761,0.390010119047619,0.4795780952380952,0.6404761904761904,0.6836769047619047,0.7500916666666666,0.7657195238095237,0.766630238095238,0.7666666666666666,0.0
Ptpn18_M0,Sri_T2,Ptpn18_M0<==>Sri_T2,Ptpn18,Sri,M0,T2,M0<==>T2,0.8,0.0652244374816403,0.3260034405011677,0.0003603928163726,0.0019385804840049,0.2428571428571428,0.2429235714285713,0.2445842857142857,0.2730821428571428,0.4342798809523809,0.5761904761904761,0.7166786904761903,0.7294898809523809,0.7308688095238095,0.7309491666666666,0.7309523809523809,0.0
Ptpn18_M0,Tpi1_M5,Ptpn18_M0<==>Tpi1_M5,Ptpn18,Tpi1,M0,M5,M0<==>M5,0.9,0.1367492640920124,0.4988430806151956,0.0032668680276995,0.0044768191490697,0.0333333333333333,0.0335315476190476,0.0384869047619048,0.1235208333333333,0.4880711904761903,0.5928571428571427,0.7326702380952381,0.7466440476190476,0.7475633333333332,0.7476169047619047,0.7476190476190475,0.0
Ptpn18_M0,Mgst1_M0,Ptpn18_M0<==>Mgst1_M0,Ptpn18,Mgst1,M0,M0,M0<==>M0,0.6,0.2493117671532663,0.6961785070111135,0.0016795241384019,0.003501681118575,0.1999999999999999,0.2000160714285714,0.2004178571428571,0.2073124999999999,0.2632189285714285,0.463095238095238,0.6694272619047618,0.7988904761904762,0.8246304761904761,0.8261304761904762,0.8261904761904763,0.0
Ptpn18_M0,Rplp1_T2,Ptpn18_M0<==>Rplp1_T2,Ptpn18,Rplp1,M0,T2,M0<==>T2,0.0,0.2161249259686524,0.7204250347730874,0.0129772570454914,0.0142334146886979,-0.9404761904761904,-0.940392619047619,-0.9383033333333332,-0.9024511904761904,-0.7252198809523809,-0.4488095238095237,-0.2322665476190475,-0.1687863095238095,-0.1600530952380952,-0.1595441666666666,-0.1595238095238094,1.0
Ptpn18_M0,Ppib_M0,Ptpn18_M0<==>Ppib_M0,Ptpn18,Ppib,M0,M0,M0<==>M0,1.0,0.1383876062273862,0.5147773417944043,0.0027949639229216,0.0042191917333002,0.4142857142857143,0.4143703571428571,0.4164864285714286,0.4527982142857143,0.6135865476190475,0.6595238095238094,0.7306208333333332,0.8739363095238094,0.907490238095238,0.9094455952380952,0.9095238095238096,0.0
Ptpn18_M0,Cox7a2_M0,Ptpn18_M0<==>Cox7a2_M0,Ptpn18,Cox7a2,M0,M0,M0<==>M0,0.8,0.1694022787129223,0.5619522985005795,0.0005975244267631,0.0024302543369315,0.1071428571428571,0.1071910714285714,0.1083964285714286,0.1290803571428571,0.3243042857142857,0.5976190476190475,0.7500961904761905,0.8506922619047618,0.8612640476190475,0.861880119047619,0.8619047619047618,0.0
