Variable 1,Variable 2,Edge Name,Measurable 1,Measurable 2,Cell Type 1,Cell Type 2,Edge Type,Percent Inclusion,Median Combined p-Value,Median Corrected p-Value,metapy_comb_pval,metapy_fdr_adj_pvals,Min,99.99% Confidence Interval Lower Bound,99.74% Confidence Interval Lower Bound,95.45% Confidence Interval Lower Bound,68.27% Confidence Interval Lower Bound,Median,68.27% Confidence Interval Upper Bound,95.45% Confidence Interval Upper Bound,99.74% Confidence Interval Upper Bound,99.99% Confidence Interval Upper Bound,Max,Percentile of 0
Rpl7_M4,Tlk1_B3,Rpl7_M4<==>Tlk1_B3,Rpl7,Tlk1,M4,B3,B3<==>M4,0.3,0.4948450256103503,1.0,0.1387266518198809,0.1395133814143225,0.0079365079365079,0.0079372222222222,0.0079550793650793,0.0082615079365079,0.0550253174603174,0.2063492063492063,0.4167811904761904,0.5424281746031744,0.5727646031746029,0.5745324603174601,0.5746031746031744,0.0
Rpl7_M4,Rpl22l1_T4,Rpl7_M4<==>Rpl22l1_T4,Rpl7,Rpl22l1,M4,T4,M4<==>T4,0.0,0.180278450599546,0.756811220407249,0.0136356153405736,0.0168168553800781,0.1365079365079365,0.1365422222222222,0.1373993650793651,0.1521079365079365,0.3023431746031746,0.519047619047619,0.5927666666666667,0.7212186507936507,0.7491036507936506,0.7507286507936507,0.7507936507936508,0.0
Rpl7_M4,Rpl18a_M4,Rpl7_M4<==>Rpl18a_M4,Rpl7,Rpl18a,M4,M4,M4<==>M4,1.0,0.0,0.0,0.0021145337313841,0.0074793890818402,0.4634920634920634,0.4635456349206349,0.4648849206349206,0.4878670634920634,0.5954430952380951,0.6666666666666666,0.7764996825396826,0.9326924603174602,0.9587388888888888,0.960256746031746,0.9603174603174603,0.0
Rpl7_M4,Rps27a_M4,Rpl7_M4<==>Rps27a_M4,Rpl7,Rps27a,M4,M4,M4<==>M4,0.9,0.0136003899109136,0.0769948241640716,0.0024398887035932,0.007921955219406,0.4634920634920634,0.4635363492063491,0.464643492063492,0.4836420634920634,0.5625838888888888,0.6182539682539682,0.7403696825396825,0.7873626984126983,0.7977812698412697,0.7983884126984127,0.7984126984126984,0.0
Rpl7_M4,Rack1_M4,Rpl7_M4<==>Rack1_M4,Rpl7,Rack1,M4,M4,M4<==>M4,0.9,0.2983003384630251,0.9007292627306992,0.0,0.0,0.080952380952381,0.0811288095238095,0.0855395238095239,0.1612273809523809,0.4750532539682539,0.5682539682539682,0.6524290476190476,0.7301821428571428,0.7421328571428571,0.7428292857142857,0.7428571428571429,0.0
Rpl7_T1,Uqcrh_T4,Rpl7_T1<==>Uqcrh_T4,Rpl7,Uqcrh,T1,T4,T1<==>T4,0.3,0.5521838574416367,0.9656131774257584,0.0361796499703339,0.0386332408548953,-0.2126984126984127,-0.2126184126984127,-0.2106184126984126,-0.1762984126984127,-0.028808492063492,0.0515873015873015,0.4976087301587301,0.6092222222222221,0.6214793650793649,0.6221936507936506,0.6222222222222221,0.4
Rpl7_T2,Cflar_M3,Rpl7_T2<==>Cflar_M3,Rpl7,Cflar,T2,M3,M3<==>T2,0.8,0.0866688124546656,0.449081181263148,0.0013354230974384,0.0061335266584037,0.292063492063492,0.2920927777777777,0.2928249206349206,0.305388492063492,0.3931365873015872,0.5269841269841269,0.7079846031746032,0.823606746031746,0.8447503174603174,0.8459824603174603,0.846031746031746,0.0
Rpl7_T2,Srrm1_T4,Rpl7_T2<==>Srrm1_T4,Rpl7,Srrm1,T2,T4,T2<==>T4,0.7,0.2247726125555205,0.7931855549777879,0.0003631477453628,0.0029644617123904,0.3253968253968253,0.3254453968253967,0.3266596825396824,0.3474968253968253,0.4475949999999999,0.4992063492063492,0.6256579365079364,0.8492623015873013,0.8985973015873012,0.9014723015873012,0.9015873015873016,0.0
Rpl7_T2,Rpl9_T2,Rpl7_T2<==>Rpl9_T2,Rpl7,Rpl9,T2,T2,T2<==>T2,0.8,0.1798331266119141,0.6544930669096283,0.0021145337313841,0.0074793890818402,0.1111111111111111,0.1111868253968253,0.1130796825396825,0.145561111111111,0.3051719047619047,0.5658730158730159,0.6996060317460318,0.7387075396825397,0.7396268253968253,0.7396803968253968,0.7396825396825396,0.0
Rpl7_T2,Rps19_T2,Rpl7_T2<==>Rps19_T2,Rpl7,Rps19,T2,T2,T2<==>T2,0.8,0.0,0.0,0.0001392742124233,0.0014720326447563,0.2539682539682539,0.2540653968253968,0.2564939682539683,0.2981682539682539,0.4759534126984125,0.5428571428571428,0.6639742063492063,0.7680511904761903,0.7891947619047617,0.7904269047619046,0.7904761904761903,0.0
Rpl7_T2,Rps16_M2,Rpl7_T2<==>Rps16_M2,Rpl7,Rps16,T2,M2,M2<==>T2,0.0,0.4505187579368784,0.96607054808131,0.0696668527034754,0.0713504540426681,0.1492063492063491,0.1492427777777777,0.150153492063492,0.1657813492063491,0.2430621428571428,0.4079365079365079,0.5685230952380952,0.6087984126984126,0.6124755555555554,0.6126898412698412,0.6126984126984126,0.0
Rpl7_T2,Rps16_T2,Rpl7_T2<==>Rps16_T2,Rpl7,Rps16,T2,T2,T2<==>T2,0.8,0.306738796863645,0.8503146004882315,0.0004893193948793,0.0036478658764351,0.0507936507936507,0.050914365079365,0.0539322222222222,0.1057186507936507,0.3557204761904761,0.5373015873015872,0.5950170634920634,0.776397222222222,0.8196036507936504,0.8221215079365076,0.8222222222222221,0.0
Rpl7_T2,Rps3_T2,Rpl7_T2<==>Rps3_T2,Rpl7,Rps3,T2,T2,T2<==>T2,0.9,0.2659890796912674,0.8244548345187925,0.0021145337313841,0.0074793890818402,0.2746031746031745,0.2746160317460317,0.2749374603174603,0.2804531746031746,0.3636169047619047,0.4730158730158729,0.7098330158730158,0.7625170634920635,0.7634363492063492,0.7634899206349206,0.7634920634920634,0.0
