gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_Salmonella_infNonTLSwk3_median,FDR_BH
Tcea1,0.0093197935385137,0.0725931484850583,0.463994785654919,0.0832620125208934,0.3498093954672484,1.6022630040597097,0.562071541285348,0.731453927867593,0.20830412923186203
Rpl7,0.1892773892773893,0.6943278943278944,1.0,-0.0346468417485336,0.0062323356440756,0.0524650872368569,2.96011141717653,2.97223204504075,0.7235236391199695
Eloc,0.1205905205905206,0.6431322050036423,1.0,-0.1149966144742057,0.0586141798548573,0.2271615158789308,0.721332717492722,0.7466418968569584,0.7235236391199695
Phf3,0.0215562667600163,0.3502013891792955,1.0,-0.0524729270087574,0.199154725662608,29.19320944672893,0.5060971865199035,0.5999706742526421,0.5723315269201197
Ptpn18,0.0003108003108003,0.0012432012432012,0.0205128205128205,0.4142576500955984,0.5162876531895355,0.6715614351932246,1.0707517240769349,1.523811010404915,0.01931959897372035
Neurl3,0.3541094107998596,0.778865578865579,1.0,-0.3511240252708178,-0.0009293063266691,0.4525517170675455,0.65526408106592,0.6661875793436435,0.7817332724549221
Cox5b,0.0003108003108003,0.0021756021756021,0.0721056721056721,0.1213398114187599,0.2266946188161812,0.291802080107432,1.48798858236429,1.75241017447595,0.024506989796245143
Tmem131,0.0289044289044289,0.1892773892773893,0.6125874125874127,-0.7459385420383802,-0.5112414605354966,-0.2173433102262524,1.02789328185095,0.71690967035391,0.37938982586041414
Mrpl30,0.0042232887177029,0.0938616938616938,0.4835220598680489,0.1543241290449441,0.6758648825179707,29.460788431019207,0.447419516166051,0.6932114007155394,0.24092935731353793
Eif5b,0.151981351981352,0.6943278943278944,1.0,-0.2532726625070998,-0.0211579401429219,0.1677177253263303,0.8742251385461051,0.8624434410540429,0.7235236391199695
Rpl31,0.0093240093240093,0.0938616938616938,0.3968919968919969,0.0236237570794021,0.0642914583197875,0.160282332499,2.33896277690862,2.4424866609951623,0.24092935731353793
