gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infTLSwk3_median,median_Salmonella_infTLSwk6_median,FDR_BH
Tcea1,0.1889374480029941,0.6741981971505068,1.0,-0.1455463576611411,0.064978216588014,0.3307008306906946,0.6616829745102822,0.6896763375877415,0.7662009620772506
Tram1,0.1825692954120889,0.7058654396235203,1.0,-26.549366286934465,0.0812021567178177,28.6374323015569,0.3289534517161908,0.3743564134387271,0.7662009620772506
Rpl7,0.0206682206682206,0.1948717948717948,0.7984459984459983,-0.0040051700276158,0.0434896140394116,0.1012481335135311,2.91998074975138,3.003454853551701,0.7662009620772506
Eloc,0.0281274281274281,0.2344988344988344,0.6453768453768453,-0.3487047042436675,-0.212615824074927,-0.0824631449999582,0.8394720149217932,0.7232635861698627,0.7662009620772506
Ogfrl1,0.042540179680975,0.4589281861225893,1.0,-28.946802684349397,-0.981225268009675,0.3557904663853857,0.4960342533278732,0.2387657723529832,0.7662009620772506
Smap1,0.0029526029526029,0.1303807303807303,0.7984459984459983,0.0474955662358936,0.3100023521859541,0.5497599389771235,0.5303049930907622,0.6583021135426617,0.7662009620772506
Phf3,0.0206682206682206,0.3574128393011047,0.959129759129759,-0.0763500947641122,0.1569188470026028,0.4172710939350809,0.6009426241449887,0.6693018464302197,0.7662009620772506
Ptpn18,0.1948717948717948,0.7209013209013208,1.0,-0.0929356293069829,0.0584363184668097,0.2042230560359699,1.3821388521163862,1.438529125511165,0.7662009620772506
Plekhb2,0.0933150868911135,0.6025243523612969,1.0,-28.320490714611832,-26.028900696881543,0.0,0.068466772771048,0.0,0.7662009620772506
Neurl3,0.0070215739531767,0.0262942089944858,0.1553835143920036,0.4952701404491751,1.1492444185034574,29.53983706879296,0.3635866718835422,0.8201360903903,0.7662009620772506
Cox5b,0.1948717948717948,0.7209013209013208,1.0,-0.1106966669384452,-0.0231631545205069,0.0658490292109192,1.74604944283309,1.7181439068430775,0.7662009620772506
Tmem131,0.0649572649572649,0.3822843822843822,0.959129759129759,-0.3318470470503131,-0.1379588571100594,0.0176321749219389,0.849452560483524,0.773251176804305,0.7662009620772506
Coa5,0.024027671425442,0.2658279130439606,0.9538571530616036,-28.676402712102384,-27.28789612028543,0.0,0.185212513496184,0.0,0.7662009620772506
Mgat4a,0.0176766142193641,0.2715886742433745,0.955270926520046,-0.1662859056090211,27.760382799579286,29.006865251808776,0.0,0.4358417406413268,0.7662009620772506
Mrpl30,0.0498834498834498,0.5053613053613053,1.0,-0.0985154352269082,0.0966193211647121,0.2888324061670154,0.6969131701572484,0.740841689763004,0.7662009620772506
Txndc9,0.2067874394589557,0.6854434826775221,1.0,-28.640089174797467,-0.0335057491624603,28.29565386475278,0.2045404181216315,0.111021609601768,0.7662009620772506
Eif5b,0.0498834498834498,0.461920478323797,1.0,-0.1012509539921946,0.1231184680439934,0.2990396401696258,0.9593510306488896,1.0513863333882074,0.7662009620772506
Pdcl3,0.1823521106301157,0.7111541697294341,1.0,-1.1345198303102169,-0.0027434555916072,0.5295739431202455,0.5010640834480702,0.5030032071604768,0.7662009620772506
Rpl31,0.1948717948717948,0.7209013209013208,1.0,-0.0593652511546077,-0.0163333404763194,0.0381780111331755,2.42425353672836,2.394562926289132,0.7662009620772506
Rnf149,0.0550394824230302,0.5576726074341468,1.0,-26.67712836742,0.9361782702055382,28.836040041543196,0.169126564918099,0.3439524926036778,0.7662009620772506
Map4k4,0.0379176379176379,0.4418026418026417,0.960151515151514,-0.2315534955180903,-0.0895856791428921,0.0870546780280864,1.3651526765204474,1.283339584443035,0.7662009620772506
Il1r2,0.1048951048951048,0.5053613053613053,0.959129759129759,-0.0703083066084667,0.1145332564209898,0.3452738407629487,1.7534401735599188,1.8812854888239725,0.7662009620772506
Tpp2,0.0591504362583107,0.5623719669710694,1.0,-27.61910817506336,0.2110843394275234,28.357624732563547,0.3202668982079587,0.3968830749051885,0.7662009620772506
Nabp1,0.0521679487023836,0.2630105719268568,0.8729594252880423,-0.0247992125324968,0.6956866872943546,3.674736454079813,0.415946927389038,0.6600104254518425,0.7662009620772506
Stat4,0.126572867159757,0.5992415158356712,1.0,-0.6974019688923851,-0.2117432033292479,0.2323983397399047,0.6857660984268048,0.5905883180782481,0.7662009620772506
Stat1,0.0001554001554001,0.001087801087801,0.0206682206682206,-0.4311185368471941,-0.3015498377620557,-0.1761258900457617,1.9786354232538528,1.5983733177733388,0.7662009620772506
Gls,0.0206682206682206,0.2344988344988344,0.8784770784770783,-0.3919512218538358,-0.1718941071124741,-0.0136502972193181,0.7451660649690105,0.665117987382463,0.7662009620772506
