gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infTLSwk6_median,median_IL10_KOTLS_median,FDR_BH
Ndufb3,0.1568627450980392,0.6784313725490196,1.0,-0.2167435388254722,-0.0489275941690461,0.143625775983064,0.7656167541701857,0.7416909845535393,0.7323321701561981
Cflar,0.1993127857982037,0.7274683619586189,1.0,-1.2060895700213954,-0.0360177917008452,1.6587110167895618,0.4951429408557292,0.4839077826911447,0.749947589073519
Sumo1,0.1813447646264983,0.6784313725490196,1.0,-0.1074317174480429,-0.0181650124065886,0.0939293209208514,1.0920750636537702,1.0775312696583663,0.7323321701561981
Nop58,0.0027171818924305,0.0385392543410508,0.3958799112622025,-29.20380532725999,-28.99970169089004,-0.7361310371983051,0.5433322871987125,0.0,0.11756504842836857
Fam117b,0.0015241724220052,0.0573787409700722,0.3837421608319441,0.0946082713539657,0.2664061401987613,0.4333408922111819,0.6894797330078215,0.829111078259942,0.15077774444775133
Eef1b2,0.015860919266492,0.2702706993728666,0.910105580693816,-0.0520974824778214,-0.0265442914974032,0.0022102187525079,2.713283592355736,2.664452218189516,0.4309950589373256
Rpl37a,0.2372350559657061,0.7344923394458999,1.0,-0.0237928258192716,-0.0011896168117156,0.032020359789652,3.633049863917085,3.628547257638009,0.749947589073519
Arpc2,3.175359212510915e-05,0.0014421087773013,0.0201317774073192,-0.1297824997294998,-0.0865321080492455,-0.0486942960112468,2.3560763930293724,2.221108903115205,0.021131043510521072
Aamp,0.2596551285404619,0.7274683619586189,1.0,-0.3156752367183477,0.0776110295704439,0.4863255050014682,0.4702264993449885,0.4975606062562432,0.749947589073519
Dock10,0.0004763038818766,0.0201317774073192,0.3053901722632373,-0.3826329557578286,-0.2300037226954797,-0.1102475969258459,0.9284540105526982,0.7949699358381199,0.07920571883420179
Mff,0.0133949167537699,0.2870251802988596,1.0,-28.712595606428387,-26.554322934898607,0.0,0.0985479770152307,0.0,0.4517044922386686
Trip12,0.0335975653949324,0.4177118661563722,1.0,-0.2323878451607628,-0.0502268570413551,0.1666343851411061,0.5552959963754103,0.5376306096221266,0.5934160247989922
A530032D15Rik,0.0007335473709934,0.009501095540355,0.088567502575371,-28.41337898128871,-26.83414622078138,0.0,0.1196417940850762,0.0,0.04774230403441813
Sp110,0.0003565717551321,0.0027786850681888,0.0292545655864068,-29.325264923945088,-29.02409027136377,-27.68445688157433,0.54591090245756,0.0,0.025508829589949433
Sp140,6.35071842502183e-05,0.0003016591251885,0.0023146375982845,-0.8152749697980964,-0.6548901621855455,-0.4873980500324976,1.0625871419909123,0.6753168759282335,0.008909873871509608
Cab39,0.1995384201167257,0.715864503000013,1.0,-28.55824421894274,0.0,28.7046446189065,0.2129082129209197,0.209362009761233,0.749947589073519
Itm2c,0.0073033261887751,0.2082876875446535,0.910105580693816,-0.2747031731515696,-0.1209229503076781,0.029830216238251,0.7706505654677468,0.7070092983154186,0.35882528082502435
Psmd1,0.057408745689152,0.5264792305547628,1.0,-28.5828173895046,-26.840069947192205,1.0375543396384388,0.147600924535604,0.0,0.6803834317505432
Ncl,0.343145193299992,0.7920774787647853,1.0,-0.058494245425905,0.0111491921221096,0.0843576768682139,1.66237673965867,1.6799499375958376,0.7932451605516622
Ptma,0.0252441057394617,0.4726680955783123,1.0,-0.0754388194569886,-0.0190126410614998,0.0296669024154472,3.27392595868622,3.234047017914139,0.6352527505602285
Eif4e2,0.0021592442645074,0.0314201794077955,0.2029832516101894,0.1062812929861254,0.265437125882648,0.4322577320380135,0.6117409101769047,0.7346288924032089,0.10309180852237629
Inpp5d,0.0001529566816353,0.0013981399053915,0.0208004792731061,-29.370349815566502,-29.21111738410495,-1.4427374795750667,0.6322098801615799,0.0,0.021131043510521072
Arl4c,0.0015241724220052,0.038707628800508,0.343145193299992,0.0599502328168013,0.1547443181872415,0.2820390537019581,1.32510633602492,1.4742504677160149,0.11756504842836857
Lrrfip1,0.2082876875446535,0.6784313725490196,1.0,-0.1665536102796241,-0.0182791793005169,0.1057132682673974,1.20546667166873,1.1922124439636623,0.7323321701561981
Ube2f,0.0667388355564883,0.4539317823519836,1.0,-28.920378765204635,-0.2353671262511916,0.3546022521329495,0.4652191224602375,0.4109663111328369,0.6263459529000289
Ndufa10,0.0006834348667358,0.0252225734369385,0.3887814248471591,-29.01971163927716,-28.702133056494056,0.0,0.4367199067330765,0.0,0.09121894946280663
Cops9,0.0690958164642375,0.5713582599031516,1.0,-0.0957356889538118,0.0577403314028609,0.2216288437347268,0.9120383531166656,0.9491779401179276,0.7036062142768708
Gpr35,0.0001720247930818,0.0007335473709934,0.0027786850681888,-29.197456711010016,-29.05727804763984,-28.39633183549492,0.5586146021750443,0.0,0.013347942340040619
Hdlbp,0.0040888165108717,0.1133991212745909,0.8506311026434865,0.0080968154486378,0.2000048832677182,0.618215691399774,0.5363322821566338,0.6138198391387113,0.2406876734897848
Fam174a,0.0285326443681937,0.3481170935585413,0.9689946775534558,-1.3203994887986137,-0.1343889765476804,0.4545437103019975,0.5271097117776224,0.483923104267844,0.5171010471372501
St8sia4,1.5876796062554575e-05,3.175359212510915e-05,0.0001905215527506,0.6972163297852394,0.8787395987641093,1.0938834923566214,0.8300724894520801,1.5267018595320176,0.004314254716731496
Vps4b,0.0583492399385958,0.2596551285404619,0.7855571560139146,0.024604677875883,0.242362175334196,0.5392019290273138,0.5078114445145773,0.5965686746443162,0.42368066610525335
Tsn,0.0067050943790885,0.141176505580472,0.8459049925451292,-0.4839218148206267,-0.231012784284128,0.088741185445646,0.5864570433141829,0.4994501814020178,0.2769179195120327
Dbi,0.0690958164642375,0.5713582599031516,1.0,-0.2225403812992038,-0.0871801374640401,0.0815465457173359,1.0222102916025873,0.9628646985600202,0.7036062142768708
Actr3,1.5876796062554575e-05,6.35071842502183e-05,0.0005935583603352,-0.2843726185935403,-0.2265192571217007,-0.1735318947584568,1.842320831586374,1.5748176657250337,0.005177105660077796
Ccnt2,0.0015345836809802,0.0416622142499834,0.4591881861735847,-28.889482249824667,-28.18286721628304,0.0,0.3047111838604675,0.0,0.12323308075684494
R3hdm1,0.00315340827298,0.0391489942439858,0.3244455432516746,-29.18135531830689,-28.95301394362206,-0.3716796077569294,0.5460381077798012,0.0,0.11820096336184159
Ubxn4,3.175359212510915e-05,0.004096213384139,0.0824958323410335,0.1244661120590169,0.2343140855416573,0.332027104256073,0.8609778072559615,1.0146088979916486,0.030685630548903046
Cxcr4,0.0015241724220052,0.0314201794077955,0.343145193299992,0.2101681763796229,0.3910363842921831,0.6007538232505125,0.676212110037749,0.8891973618792466,0.10309180852237629
Mapkapk2,0.0029843143638779,0.015860919266492,0.1152655394141462,-0.517512153132856,-0.3577631294718234,-0.2019739091680552,0.7450282906445616,0.5798261095897788,0.0674834101568073
Rassf5,0.0007335473709934,0.009501095540355,0.088567502575371,-28.71092084152344,-27.479737879430782,0.0,0.1871653162333887,0.0,0.04774230403441813
Nucks1,0.0017668879545605,0.0690958164642375,0.6238787012780821,-0.5345347585289989,-0.3790509772842768,-0.1538125491329427,0.8508594424492443,0.6538576591518654,0.1712655286106492
Nuak2,0.0687713300173633,0.5355561233584674,1.0,-0.0861896583963555,0.4160535122496713,1.7672112872792791,0.3955111936973655,0.5403290719190194,0.6899656389059058
Snrpe,0.0095578312296578,0.3053901722632373,0.9699293482575216,-0.1610615812391711,-0.0490388734587776,0.0340694703256426,1.3938848233185874,1.3468238663191037,0.4683108886926091
Btg2,0.0021592442645074,0.0690958164642375,0.5713582599031516,-0.4004590161066799,-0.2482341379281691,-0.0583174149383966,1.5519322430153362,1.307136453911265,0.1712655286106492
Adipor1,0.0001720247930818,0.0027786850681888,0.0634824145505806,-28.982122254027427,-28.44522313301035,0.0,0.365481497087304,0.0,0.025508829589949433
Csrp1,0.0005249862282432,0.0016408810607041,0.0052610445939054,-29.40676548085319,-29.286980032573247,-0.9101610580729258,0.6667226813279115,0.0,0.02230444672335039
Ptprc,0.0010637453361911,0.0252441057394617,0.0690958164642375,-0.4367601689619619,-0.3798445072050206,-0.3107205917749525,2.15599118772185,1.6544821328128312,0.09121894946280663
Glrx2,0.0007335473709934,0.009501095540355,0.0298677932975399,-28.707499453474224,-26.97240939777157,0.0,0.1316752891646442,0.0,0.04774230403441813
Rgs2,0.0015404776337769,0.0294796287186482,0.2763716609523705,-29.28270671010424,-29.065703713896458,-26.9955415619796,0.5618865833456825,0.0,0.10299587604126278
Rgs1,0.1568627450980392,0.7344923394458999,1.0,-0.3151383927113996,-0.0792187460710225,0.146964258862839,1.82129544329218,1.7308655517554388,0.749947589073519
Ptgs2,0.0020123814286729,0.0218317488739345,0.1677378966418669,-29.848109759006714,-1.0598007410377388,-0.495836134535632,0.934447495443359,0.464377604271438,0.0849105042081651
Tpr,1.5876796062554575e-05,0.004096213384139,0.0314201794077955,-0.4285631320800674,-0.3306869901878794,-0.2297916275329944,1.1964838478281723,0.9510037850258974,0.030685630548903046
Ivns1abp,0.0076818062802948,0.1765592341876989,0.8769106156785199,-0.3582796143147901,-0.1703768380950251,-0.0078123206955188,0.6645105475049122,0.5913812446951384,0.3254976401504453
Fam129a,0.0077371208623235,0.1170097644977258,0.7675494509693419,-28.89568231262637,-28.057168681077695,0.0,0.2817293592255808,0.0,0.24258992883658714
Arpc5,0.038707628800508,0.3837421608319441,0.9699293482575216,-0.0282684143016102,0.032032824133635,0.127437309531316,1.7905135816434965,1.830592959939186,0.554264014015239
Ncf2,0.0133972710618509,0.1610992900509824,0.715864503000013,-29.07228435214729,-28.39865464115207,0.0,0.3787804912446775,0.0,0.30204264316826324
Dhx9,0.0046591558569937,0.0994041261616231,0.6804638350191025,-29.109257893542157,-28.539522532816854,-0.0645761123865875,0.4774901684954886,0.0,0.2184904410890979
Ier5,0.015860919266492,0.2702706993728666,0.910105580693816,-0.2721355390800288,-0.127761630446862,0.0199013297195117,0.8777586573748499,0.8029093965274221,0.4309950589373256
Cep350,0.0312422181674508,0.4080870011060801,1.0,-28.630232398289536,-26.275561253137266,0.0,0.0812329237562755,0.0,0.5836360057924149
Tor1aip1,0.001639161145649,0.0177390308677953,0.144747399408133,-29.273194628134178,-0.7707335084453019,-0.3209456813979302,0.6244608347176978,0.3728157065894585,0.07377988756850372
Tor1aip2,0.0027786850681888,0.0416622142499834,0.3887558059849098,-28.641886068597685,-27.2089565051119,0.0,0.155135809418569,0.0,0.12323308075684494
Gm2000,0.0289247734264819,0.2756081144951022,0.9638969075506822,-28.95412829999774,-27.70403763356566,0.774820250843952,0.2471119805844432,0.0,0.43813520853433563
Soat1,0.007750865708345,0.0694015268921112,0.2799063505905702,-0.5442637149014826,-0.3723859090609253,-0.176430596661148,0.7188521459690982,0.5568654564615463,0.1712655286106492
4930523C07Rik,0.0966610330578377,0.416657325484801,0.969182212422568,-0.4320967169761435,-0.2003454613221728,0.0984172951503537,0.6693439719010026,0.584259776610645,0.5934160247989922
Mrps14,0.1349368897356513,0.6708558092938122,1.0,-0.1331445365040328,0.0348529390233457,0.2335925614279724,0.6402755631276704,0.6537641340002415,0.7323321701561981
Cacybp,0.0289247734264819,0.1892992055774022,0.6424990015173845,-28.950795296011467,-28.372968574110327,0.0,0.3485635335748444,0.0,0.33782117422657243
Gas5,0.1152655394141462,0.6238787012780821,1.0,-0.1199828663799724,-0.028046128194282,0.0654246769997402,1.457656519369869,1.43071584364144,0.7199687390740268
Prdx6,0.004096213384139,0.038707628800508,0.3053901722632373,0.0837255422936427,0.2217447608622982,0.3231838936602701,1.40122821227147,1.6361382809690124,0.11756504842836857
Suco,0.0022819944167739,0.0636286676217824,0.5830482147869495,-29.02992393530713,-28.70474121332188,-0.6704985886924413,0.4480559572167032,0.0,0.16435389684815277
Vamp4,0.0557432987804457,0.3501923179297079,0.9677512981486178,-0.6076346758041922,1.3207551363506218,28.929949542139752,0.1867198875334265,0.4639563373210211,0.5198047661622321
Prrc2c,0.0974958323410336,0.6238787012780821,1.0,-0.0813479777190798,0.0161690940563808,0.103148994416303,1.3369251847338075,1.353341702479705,0.7199687390740268
Mpc2,0.0007085020242914,0.038707628800508,0.4268635389378423,0.042924592525145,0.1607806707156089,0.2970345276954591,0.8348189240040278,0.9300161246484402,0.11756504842836857
Creg1,0.0158406273058498,0.2379772961816305,0.910105580693816,-0.38553283517748,-0.2060229425317479,0.0009132693595651,0.6948641899832774,0.5997086713780625,0.39398678279298366
Uck2,0.2217640684635702,0.6671736522987992,1.0,0.0975362652599526,1.027419368024706,29.11136235927756,0.2892063192817227,0.5781722790986255,0.7323321701561981
Uap1,0.0004045515741784,0.0075446480277566,0.0528573991974726,0.7421403346833978,2.5403588397017947,29.19315081537944,0.0985479770152307,0.5908898629509308,0.04774230403441813
Fcer1g,0.0001111375724378,0.015860919266492,0.1157573231721834,-0.5517110483553371,-0.3811078355080264,-0.1936211485067403,1.5817984660744675,1.2166659902786623,0.0674834101568073
Ndufs2,0.0009397821682753,0.0211509943557161,0.2162671016591169,-29.23766295876272,-28.99426490571362,-0.4714093812090403,0.5638228614192571,0.0,0.08257802010909848
Ufc1,0.0571706635042175,0.5208065412399778,1.0,-0.2118652031597747,-0.0306187581673763,0.2027695578604796,0.5766557618472838,0.5687152624244952,0.6739071308235396
Pfdn2,0.0007144558228149,0.035484778338478,0.2702706993728666,-0.3988083502052344,-0.2661449429127254,-0.1209137000535138,0.7124043901000467,0.5927948007808634,0.11388657992727269
Arhgap30,0.0029630991998043,0.0474424416551647,0.2013400470565268,-0.5692790511877154,-0.3721121086759524,-0.2093270636733085,0.7338168779451322,0.5683071250870785,0.1334958755232119
Slamf7,0.0007335473709934,0.009501095540355,0.1223341709161366,-29.019887083380738,-27.785867670491943,0.0,0.231408667982421,0.0,0.04774230403441813
Copa,0.316504847351391,0.7770968489780832,1.0,-28.253259582026185,0.3404935623087568,28.698382664953467,0.2308814630015062,0.3071356166253357,0.7879220787150912
Pea15a,0.0017888776467873,0.0385392543410508,0.4473400936715204,-28.95166814570495,-28.30399476039665,0.0,0.3313991717589162,0.0,0.11756504842836857
Igsf8,0.0444162068920732,0.1996030161831719,0.7264717268578031,0.0938755140830155,0.4653178552163404,2.7705737803804427,0.4296883062449201,0.5926905788693275,0.3528108820306195
Tagln2,0.0490556423358853,0.343145193299992,0.9699293482575216,-0.0043879834787744,0.2160219519077221,0.4633784194181341,0.7359643774215434,0.8543798019713686,0.5100874572905789
Mndal,3.529139494825728e-05,0.0003565717551321,0.0035319278065916,-29.851094168155036,-29.675665269757555,-29.45421728964084,0.857561720614429,0.0,0.010092961624433607
Cep170,0.0184328959552221,0.1763147943584485,0.816281639940913,-0.6190808644234818,-0.301482705981111,0.0083222242576827,0.5919974801784439,0.4795741844295323,0.32547966567257064
Adss,0.009501095540355,0.0480139728942661,0.2870251802988596,-28.230503599616853,-26.97240939777157,0.0,0.1316752891646442,0.0,0.1334958755232119
Hnrnpu,0.0123997777248551,0.3053901722632373,0.970681114551083,-0.1847879597973918,-0.0897716343974406,0.0220699120709665,1.202620648485835,1.1296854588570686,0.4683108886926091
Acbd3,0.0010238557219044,0.0226430210233521,0.2029832516101894,0.1480883729602563,0.5677859222444266,2.724277776420978,0.4252614505642181,0.635535150664196,0.087398630389378
H3f3a,0.0003016591251885,0.0201317774073192,0.2379772961816305,0.0366021394861914,0.0659542034955613,0.0981152465922411,2.9797209565442166,3.11835464400425,0.07920571883420179
Sde2,0.0035547256400419,0.0667539188091713,0.5241926077559488,-29.11739604358903,-2.433883068330463,-0.0532918978742587,0.5050424278285437,0.1009017778887695,0.1712655286106492
Cnih4,0.0687450969307336,0.615497508592667,1.0,-0.2403425965627298,0.0177376270871332,0.3794432076079256,0.5293608983837642,0.5361314006915149,0.7199687390740268
Wdr26,0.0314201794077955,0.3837421608319441,1.0,-0.1935194964704479,-0.0782068186672404,0.0825847768129948,0.6843882634157117,0.6461582424220957,0.554264014015239
Srp9,0.038707628800508,0.4268635389378423,1.0,-0.0473998381084279,0.0483648638370575,0.1525526442444141,0.9657199478776752,0.9990409610845128,0.5934160247989922
Degs1,0.0294796287186482,0.3752159399982679,0.9671227617061148,-26.726265286786163,27.534888452363624,28.782959044076897,0.0,0.331879384523657,0.5525217382344437
Mia3,0.0355244529562743,0.3119748130387528,0.9663185553224448,-28.928208153383352,-28.278764380573527,0.0805383384848688,0.4225607443757325,0.0,0.47804862328795356
Eprs,3.175359212510915e-05,0.0015241724220052,0.0228575419266258,0.2103043813666113,0.3441369401831518,0.5001044456959401,0.7681046254471245,0.976348474813158,0.021131043510521072
Atf3,0.0007335473709934,0.0027786850681888,0.0298677932975399,-29.045587655063468,-28.03881010970408,0.0,0.2757546751251987,0.0,0.025508829589949433
Ppp2r5a,0.0048460129906725,0.0573787409700722,0.4277776086275711,0.0869948445855367,0.2939603983877602,0.8335618872202595,0.531861051953657,0.6532927476806839,0.15077774444775133
Fam107b,0.0555374517900074,0.3314499666551759,1.0,-28.90437498815332,-28.15922888811408,0.3033149482233011,0.3506761703606346,0.0,0.5022267896232331
Celf2,0.0123997777248551,0.1050616947607938,0.5369408750268727,-0.3952780201120466,-0.2107205554122998,-0.0467758392546835,0.7419003763266279,0.6408498138763894,0.22875612598557452
Atp5c1,6.271334444709062e-05,0.0015241724220052,0.0473446058585377,-0.3327072944733723,-0.2432280511508236,-0.1542642710940386,1.4521618254289637,1.2247893059284725,0.021131043510521072
Rbm17,0.0052610445939054,0.0475094191629123,0.319203121372773,-29.11288083827344,-28.923782206028584,-0.5058245942514035,0.529353154086494,0.0,0.1334958755232119
Rsu1,0.0013080856318201,0.0246637587729408,0.3330462102140659,0.3387681531467427,2.023963471455671,29.14524830308558,0.136750858114011,0.5727783689398736,0.09121894946280663
Vim,0.1152655394141462,0.6238787012780821,1.0,-0.030324012325801,0.0741267577092654,0.161994535549162,2.306279850502225,2.43087783227032,0.7199687390740268
Pip4k2a,0.0004763038818766,0.0252441057394617,0.1815485430243096,-0.6683570009370797,-0.4431722959547887,-0.2238927022100696,0.7769663342068293,0.5775596127876357,0.09121894946280663
Apbb1ip,0.3156924803428724,0.7575324115669454,1.0,-0.1062350295173575,0.0926467654216044,0.2708136011266311,0.6119681517344311,0.656424806934486,0.7707693733267272
Abi1,0.1835348925755868,0.6701526554660717,1.0,-0.2282343003928649,0.1160034110615675,1.376567305565682,0.5113488263175627,0.551590728910225,0.7323321701561981
Il1rn,0.0294796287186482,0.1536419923548326,0.4228636984565364,0.0,28.08046633780997,29.088018274737703,0.0,0.2838351684849451,0.2958315920008808
Edf1,0.0073033261887751,0.0978804477256489,0.5726712709375237,0.0362828263143132,0.1407309095366597,0.2268777315059076,1.2440074209821077,1.36984057718674,0.21666451458194447
Rpl7a,0.0021592442645074,0.0690958164642375,0.3848201952845906,-0.0861198105462124,-0.0574223275019685,-0.0276275232547818,2.605205794949508,2.504742919687326,0.1712655286106492
Surf4,0.0471642315538059,0.5136893790987446,1.0,-28.828027662810047,-26.16335382806998,27.76770714282958,0.20042901056637,0.0,0.6739071308235396
Set,3.175359212510915e-05,0.0123997777248551,0.343145193299992,-0.2924690848025411,-0.1904784137578669,-0.1123830051804084,1.4446257635922477,1.2662237462476411,0.05691609685417724
Tor1a,3.529139494825728e-05,0.0001712003574158,0.0024238779803224,-29.2075840418038,-29.05993756964711,-28.817402157991427,0.5596453351599687,0.0,0.007765658490114457
BC005624,0.0027593374654048,0.0557432987804457,0.4816284476790233,-29.087514643360898,-1.2784945743875,-0.0761762360351289,0.5273889906858925,0.211691916141241,0.15077774444775133
Fnbp1,0.0095578312296578,0.2082876875446535,0.6798328967214403,0.0777903307546399,0.2202097948409772,0.3458609971003258,0.7475087054671203,0.8746968545592055,0.35882528082502435
Ass1,0.0095578312296578,0.0690958164642375,0.4738715567198528,0.0762526961423363,0.3110738816882885,0.5069273582939664,0.7622886079193735,0.9451242539798907,0.1712655286106492
Swi5,0.0690958164642375,0.5713582599031516,1.0,-0.1020940210318013,0.0530950261510293,0.1997528129852108,0.7631836470867539,0.793679405093736,0.7036062142768708
Rpl12,0.015860919266492,0.2379772961816305,0.7920774787647853,-0.0843968097006267,-0.0499893432608029,-0.0102904418717569,3.1767097135021984,3.0686195439614523,0.39398678279298366
Hspa5,0.0001111375724378,0.0029848376597602,0.0824958323410335,0.1321660494718723,0.2300883200467925,0.3335718105910923,1.70344628614949,1.9993825745531224,0.02577584385843766
Traf1,1.5876796062554575e-05,0.0007144558228149,0.0095578312296578,0.2683367617127696,0.3711511761345041,0.4843055349598186,1.47243615312785,1.90454804613246,0.013347942340040619
Cntrl,0.000494516693327,0.0079084084763313,0.1170097644977258,-29.06959316148452,-28.82733770817499,-27.586567021837656,0.4763139975197207,0.0,0.04774230403441813
Rab14,0.0978804477256489,0.6238787012780821,1.0,-0.0955563644329433,0.0669090363907391,0.2063963916955669,0.8118640409455382,0.8501404333652925,0.7199687390740268
Gsn,1.5876796062554575e-05,0.0003016591251885,0.0201317774073192,0.1850092292112737,0.3518724933406871,0.5525795262869342,1.0834416242240312,1.3851260566620476,0.008909873871509608
Ggta1,0.0001111375724378,0.0022290306334516,0.0690958164642375,0.3154272367358502,0.5100272081484332,0.6585398682781619,0.6256065962290542,0.8949139653289162,0.02537857224008023
Ndufa8,0.0029437892854684,0.1349368897356513,0.7274831814757029,-0.3631295393049089,-0.1978132041377831,-0.052478026051283,0.739924029757906,0.6463521052175994,0.2672510993986952
