gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_IL10_KOTLS_median,FDR_BH
Bcl2a1d,0.0556481701992537,0.2614114471699611,0.7108438517107247,-0.2817883809097417,-0.1095984809916724,0.0287425440158198,1.45893062760368,1.35317376800023,0.48826216855373894
Bcl2a1a,0.1503966612730918,0.535841867111217,1.0,-0.3306863502562008,-0.1404575609062631,0.090324798064105,1.19604057267383,1.08894781530477,0.6868706559109036
Bcl2a1b,0.1422164007303326,0.4824164483607208,0.967135032150512,-0.070306611885468,0.0183170210724689,0.1198651840328645,2.11043904008108,2.1274855076773425,0.677218861969384
Ctsh,0.0219824164483607,0.1002619671350321,0.2991188378185282,0.0521298476234,0.1276311051756952,0.2047349231621962,1.55627230894315,1.7043789194414938,0.28209299227822593
Morf4l1,0.0071356275303643,0.195562435500516,0.967135032150512,-0.0049898107369966,0.08589249077781,0.1916000182969339,1.48197942522656,1.571065226808845,0.4175352320654104
U2surp,0.0683496070492974,0.5821022530196049,1.0,-0.3265289693185589,-0.0997471051095524,0.2649135249321055,0.635142757697305,0.5935401044124218,0.6948898826275213
Atp1b3,0.1198301182821306,0.6419036360134158,1.0,-0.3190955194272611,-0.0465210467438975,0.3341567564804294,0.8201114883951239,0.802521420358529,0.7033136217997201
Anapc13,0.015806748853198,0.2899181831607423,0.9661445282750096,-0.5162874360399488,-0.2211017810720131,0.8434732346377172,0.5977608646996124,0.5127769148445332,0.5303468846769098
Trf,0.0003220988460922,0.0004023043007102,0.0010823014053053,-30.28849941269061,-1.939773732012514,-1.0258937381377715,1.20273650273816,0.331082770298291,0.008547723718001686
Cdv3,0.0071842502183059,0.2614114471699611,0.967135032150512,-0.0317072217481225,0.1288215635553787,0.2960986638168706,0.912408391623712,0.9946784538849308,0.48826216855373894
Rpl29,0.0001587679606255,0.009764229578471,0.1007511709137091,0.1572553309248333,0.2679442639428685,0.4218531273919797,0.809613030919786,0.9673337917213772,0.060311148280044136
Manf,0.1673414304993252,0.5918075732317218,1.0,-0.2819667575582109,-0.0568702373337357,0.117825717299478,0.84767899426509,0.8175221787117977,0.6948898826275213
Gnai2,0.0358418671112169,0.3402397396205445,0.967135032150512,-0.0221318683487701,0.0357174806889203,0.109780941814108,2.1393348029486723,2.198358483528785,0.5669239325170428
Rbm5,0.2268397237437485,0.7108438517107247,1.0,-0.2163789376237274,-0.0474725677907045,0.1730799788519366,0.721777926611636,0.7010385509007445,0.7369247736704468
Rhoa,0.1198301182821306,0.535841867111217,1.0,-0.0555122928116256,0.0566021573957091,0.1128823960582599,1.64621276195578,1.7183385102868525,0.6868706559109036
Gpx1,0.0026196713503215,0.0221084385171072,0.1422164007303326,-0.2316605028743036,-0.1701125896379449,-0.099374115462342,2.07216941574782,1.833143405045365,0.10229967369588279
Arih2,0.1172817576551966,0.5825996812113596,1.0,-0.2207705249581102,-0.0040349963723308,29.14582731421364,0.615408560208106,0.6076770638729911,0.6948898826275213
Prkar2a,0.0158181175742331,0.1594569368853751,0.8285000178877974,-2.459067266521462,-0.4163151754156318,0.131808540834884,0.640582285935816,0.4832353969911175,0.3824946982841719
Tma7,0.009764229578471,0.1198301182821306,0.535841867111217,0.0080909327103156,0.1070670770330734,0.2136019569558338,1.515467180646995,1.632295458774305,0.3151176179775632
Ccdc12,0.1198301182821306,0.6503532587123918,1.0,-0.3096334842179485,-0.117826644643296,0.1601933979922288,0.7567494106394614,0.6951449434078326,0.7033136217997201
Pdcd6ip,0.0248582541509547,0.4613027199414199,1.0,-1.1534112196959194,-0.1215351692494857,28.72546155836785,0.504862459267922,0.4732196007590415,0.6754244896165442
Rps27rt,0.0026855211958398,0.0571147457932555,0.5821146887243988,0.0232209372299691,0.3990391961969396,29.250810650928702,0.46945677793446,0.6310785456926495,0.19057382515940527
Csrnp1,0.0006968458924279,0.0083177180644076,0.1088434256386677,-29.49756678133067,-1.2290819953533212,-0.5634888830436013,0.74441064062378,0.3159834433133266,0.05753088327881924
Rpsa,0.0447040962133841,0.2614114471699611,0.967135032150512,-0.0133485840564602,0.0279484890417441,0.0520360906220946,3.44038469168981,3.508614958749208,0.48826216855373894
Rpl14,7.938398031277289e-05,0.0037310470747003,0.0683496070492974,0.0457659742839167,0.0754420301864184,0.1026370118133622,2.67174392377987,2.819602217804345,0.03155943003313375
Nktr,0.0011907597046915,0.0683496070492974,0.5918075732317218,0.0386741550451435,0.2162271232028254,0.3843689704180852,0.728922668200226,0.8573113311710887,0.21766973180207902
Higd1a,0.0804341205121634,0.633582560502326,1.0,-0.4984045404863198,1.0484332780488397,28.99177752173001,0.2302492134100985,0.5006886699500885,0.7033136217997201
Limd1,0.0483362974328189,0.5064704073038739,1.0,-29.080147623617744,-0.2360342848963703,28.794785406215343,0.504862459267922,0.4238984550375595,0.6868706559109036
Lztfl1,0.0046137260846802,0.0818211746975341,0.5523650132353475,0.0550000814085493,0.9705404198567548,29.419093418385582,0.342377070952826,0.681274280192499,0.24859629813190182
Ccr1,0.0042842898008292,0.015094631568696,0.0550475799641002,0.5534323854351361,1.7624709002462335,29.99141286656512,0.2973661621822225,0.9954150166273866,0.08387309926036941
Sf3b5,0.0096217269625982,0.3650986957962709,0.9670781501597268,-0.1564628953602046,0.3834272798464191,29.08893167889641,0.4087368129890599,0.5365501517413385,0.6013644133304122
Abracl,0.0071842502183059,0.1198301182821306,0.6518655235373487,-0.3743113661550713,-0.1954140526933407,-0.0206390274520445,1.09386438228366,0.9580615044979564,0.3151176179775632
Ifngr1,3.969199015638645e-05,3.969199015638645e-05,7.938398031277289e-05,0.6119682489048274,0.7817528123726494,0.9271538458619222,0.8222566104652915,1.4243471331778124,0.0029283868293156225
Bclaf1,0.0831150273874732,0.4218308744273433,0.933458681979784,-0.3490920848810832,-0.1808141008953135,0.0052811967709064,0.74603702170278,0.6650775098742736,0.6373926772688382
Rps12,0.0449313328570294,0.5918075732317218,1.0,-0.020787563199231,-0.0005112383862316,0.024785707527798,3.7314864527535097,3.728691831320832,0.6948898826275213
Stx7,0.0460318123088714,0.5441034401732823,1.0,-0.3269836713339775,0.19996522153284,29.036525824727786,0.465076779876785,0.5168367997550485,0.694778238990499
Epb41l2,0.0071842502183059,0.2268397237437485,0.967135032150512,-0.4601908138066177,-0.1984839704162825,0.07678488438017,0.845018657121341,0.7396117278239951,0.453679447487497
Rwdd1,0.0508863476091401,0.5224976072882667,1.0,-0.4054628581573843,-0.0953734815704781,28.99229012025832,0.602899162938964,0.5711816461086432,0.6868706559109036
Marcks,3.969199015638645e-05,0.0001587679606255,0.0026196713503215,-0.6859414800467647,-0.5859821096821796,-0.4952559685420561,2.50116058659181,1.6662737619469,0.005698482478666595
Fyn,0.0004499141491537,0.0125040494402771,0.1384410174210646,-0.7398788799885095,-0.4820878652670706,-0.270947848725912,0.7825264957840474,0.55630305444145,0.07366019178355411
Cd164,0.0170675557672461,0.2268397237437485,0.9018020163531,-0.269870202847553,-0.1320025290996014,0.0225120892171175,0.992042378995571,0.910919116203132,0.453679447487497
Snx3,0.1198301182821306,0.5918075732317218,1.0,-0.0725821743793055,0.0443565081909654,0.1522970537821414,1.02410817260703,1.052541481286721,0.6948898826275213
Lilr4b,0.0004023043007102,0.0060144772605519,0.0714433816759285,-29.711048353107795,-1.0271618346491969,-0.5329209496122198,0.8785572214451886,0.4615500749413354,0.044872055067488335
Lilrb4a,0.0001587679606255,0.0020275497348884,0.0126206082246849,-1.3172074964227631,-1.060149186211948,-0.8281184189929889,1.435402369802305,0.6879511300902577,0.02154068838345436
Man1a,0.0556481701992537,0.4824164483607208,1.0,-0.4419418167784724,-0.2120512125244254,0.1015232508622601,0.8146236600792265,0.6914492771191355,0.677218861969384
Serinc1,0.1673414304993252,0.6503532587123918,1.0,-0.2222194019653096,0.0085702897710821,0.1899404992784124,0.770088888871837,0.7791273907856675,0.7033136217997201
Pkib,0.0007541478129713,0.0221084385171072,0.195562435500516,0.3384256190807601,0.6609831361339477,0.9915159511681372,0.898286515574899,1.411438041483785,0.10229967369588279
Ranbp2,0.0680320711280463,0.535841867111217,0.967135032150512,-0.2612509845659883,-0.0930128754451312,0.0907763836603631,0.884956877641055,0.8275337080085595,0.6868706559109036
Psap,3.969199015638645e-05,3.969199015638645e-05,0.009764229578471,-0.8246810251197498,-0.6859016309026686,-0.5808612563118283,2.408527478542685,1.5089084779995674,0.0029283868293156225
Sar1a,0.005239342700643,0.1002619671350321,0.6503532587123918,-0.310491560483298,-0.1635114444533565,-0.0064339507124756,0.728922668200226,0.6540947495175644,0.28209299227822593
Srgn,0.1673414304993252,0.535841867111217,0.967135032150512,-0.0070419056320401,0.0350507904390447,0.0735735662164139,3.091937878133495,3.1669693024252235,0.6868706559109036
Ddx21,0.0001587679606255,0.0283400809716599,0.4220843007884584,-0.5392838773502581,-0.3711645839977033,-0.1796117238582777,0.809613030919786,0.6365610693029565,0.12219359587780632
Reep3,0.0010259820327759,0.0393752873464382,0.4928274298344876,-29.274291262990296,-0.6326102139773431,-0.1835968920416909,0.644961158405592,0.4254377066578313,0.15424891326274315
Jmjd1c,0.0026855211958398,0.0308552657792724,0.1894211625722123,-0.8335902873193926,-0.5471001794640538,-0.3233184615472905,0.770088888871837,0.5240510475968976,0.13091307653314296
Specc1l,0.0026196713503215,0.0683496070492974,0.4835057102715483,-0.3994826936684632,-0.2191682697368386,-0.047681721317566,0.737585632844334,0.6431759280580944,0.21766973180207902
Snrpd3,0.0059967903029721,0.0831150273874732,0.593059974801263,-0.0063805147867574,0.2064254171869872,0.5906011429359114,0.616883747455617,0.7191949292694455,0.24859629813190182
Mif,0.0129792807811383,0.0831150273874732,0.384456616654759,0.0561770115865363,0.2553421607878901,0.4212098939009512,0.991982871853153,1.165420287911095,0.24859629813190182
Itgb2,0.0009903145938465,0.0216312497181542,0.264419178865129,-29.66714591133991,-1.918613995096905,-0.5820672746412168,0.768720995742823,0.2055020696599287,0.10229967369588279
Cstb,0.0170675557672461,0.3402397396205445,0.967135032150512,-0.1241919535136053,0.1387385955915763,0.3913325809147135,1.12397076731417,1.2214775817300088,0.5669239325170428
Bsg,0.2260577915376677,0.7108438517107247,1.0,-0.1181283176415181,0.0015897205982916,0.1554218190274032,0.7864905983637518,0.7776259542104709,0.7369247736704468
Cnn2,0.2991188378185282,0.7732396602365642,1.0,-0.1573232743867676,0.0069763817648163,0.2486626215533584,0.7324670560176649,0.7391571963071757,0.7761619567605119
Polr2e,0.2088516448139163,0.7544930115071693,1.0,-1.0634027550591965,0.1227258993939816,28.903735348576905,0.440467524889238,0.4691656233634057,0.7761619567605119
Gpx4,3.969199015638645e-05,7.938398031277289e-05,0.0017861395570373,0.1397431819498375,0.2253853439415031,0.4064602300610172,1.4394888082265,1.6674291847774398,0.0037650687805486573
Atp5d,0.0007541478129713,0.0170675557672461,0.2268397237437485,0.0412056339730186,0.133063843265479,0.2352250624059566,1.4258905002395,1.5529376218840452,0.08618142227719705
Rps15,0.0683496070492974,0.4824164483607208,1.0,-0.0322927432837279,0.0137644470030875,0.0630365640667114,2.73214113985291,2.765077628308655,0.677218861969384
Uqcr11,0.2268397237437485,0.7108438517107247,1.0,-0.0810887579668875,0.0124186392337773,0.1341106824488604,1.099136425060415,1.1108799495510562,0.7369247736704468
Dot1l,0.0072334585664113,0.2640546319982729,0.9654340961219868,-29.100684835803197,-0.4198660168729986,28.834189656046924,0.5598004985067625,0.4345479425901177,0.49250639226644155
Oaz1,0.1002619671350321,0.5918075732317218,1.0,-0.0486641190064795,-0.0087787180290512,0.0394716656242141,2.350758100766945,2.338753389665617,0.6948898826275213
Timm13,0.0129792807811383,0.1198301182821306,0.7108438517107247,-0.3639701797142102,-0.2330845617485194,-0.0296857558966445,0.8601267093299835,0.728702058179624,0.3151176179775632
Gadd45b,3.969199015638645e-05,3.969199015638645e-05,0.0004499141491537,-1.0265090021320524,-0.8679333376610983,-0.712349470168318,2.0156856869067448,1.1111521262841149,0.0029283868293156225
Eef2,0.005239342700643,0.2614114471699611,0.967135032150512,-0.0357530969866616,0.0715668651896661,0.1420313600288379,1.727515533364575,1.8168594469943424,0.48826216855373894
Mrpl54,0.0129792807811383,0.1198301182821306,0.6128942274465581,-0.3696763304552778,-0.1844170495093696,-0.0050173565400879,0.686955210312024,0.610575707912629,0.3151176179775632
Tle5,0.0831150273874732,0.5918075732317218,1.0,-0.1439727802035939,0.0299305236054555,0.1715625096078814,0.9769845939405724,0.9875452309167226,0.6948898826275213
Txnrd1,3.969199015638645e-05,0.0007541478129713,0.009764229578471,-0.3830577358281619,-0.3051092143906555,-0.2190961253155299,1.85988428510494,1.50552243107962,0.011645445297975423
Hsp90b1,0.0283400809716599,0.2614114471699611,0.9018020163531,-0.0411341788286425,0.0502346845306081,0.2201266136868667,1.5202444172093,1.5687543170057752,0.48826216855373894
Slc25a3,0.0001587679606255,0.0071842502183059,0.1203897753433352,0.0787554115871516,0.1343746801479005,0.1974700494514749,1.80239369940315,1.97831704882961,0.050479811057726115
Snrpf,0.2614114471699611,0.7108438517107247,1.0,-0.1390920234829785,-0.0095165537368193,0.1332489561740851,1.10966659373897,1.104104049817435,0.7369247736704468
Metap2,0.098689426529169,0.5811020620364432,1.0,-0.3530200929298946,-0.1089795344879693,28.964228010727613,0.5976629875335515,0.5471114068828038,0.6948898826275213
Ube2n,0.0358418671112169,0.4824164483607208,1.0,-0.2168153602361894,-0.0621985026768233,0.0623773031069642,0.7435163483619089,0.7072955695043632,0.677218861969384
Btg1,0.2981761530523141,0.7732396602365642,1.0,-0.0630553236012291,-0.0062696831975339,0.068826450333134,2.526067596356865,2.5108187414733663,0.7761619567605119
Atp2b1,3.969199015638645e-05,0.0002778439310947,0.009764229578471,-1.118509920779468,-0.8932900243080508,-0.6326926726096218,1.401696609707755,0.746572951277195,0.0070957065479569535
Ppp1r12a,0.2342832974363782,0.702462449651172,1.0,-0.334710499426333,0.1211300093969129,29.066424670401105,0.498923066430833,0.5424731611919871,0.7369247736704468
Nap1l1,0.009764229578471,0.1673414304993252,0.8369453044375644,-0.003542134599704,0.0877227505340497,0.2163860322989035,1.51288931109086,1.605137521358159,0.3824946982841719
Atxn7l3b,0.0011893116711392,0.0989713797688328,0.8369453044375644,-0.0250279528826928,0.2349828285673269,1.7767451894457027,0.593708162408381,0.696019667064489,0.28209299227822593
Rab21,0.0017861395570373,0.0449313328570294,0.3402397396205445,0.0331168167345152,0.3003151247260176,0.5654831552155308,0.8476112353199354,1.04383814446369,0.16347619187434262
Cct2,0.0026196713503215,0.1100460427085814,0.8369453044375644,-0.025968102178474,0.116805234294747,0.3636298274308058,1.01717837627417,1.0973168679048602,0.3063755654444362
Lyz2,0.0556481701992537,0.2614114471699611,0.7732396602365642,0.0100927792331683,0.3477692116646467,0.7981834459584048,1.55617391518186,1.9291996788501324,0.48826216855373894
Rap1b,0.0221084385171072,0.195562435500516,0.8369453044375644,-0.2007567673477132,-0.1346506279399731,-0.0083443208759326,1.7717866729290348,1.62187975949964,0.4175352320654104
Llph,0.1422164007303326,0.535841867111217,0.967135032150512,-0.0371880980250941,0.1068001030079965,0.2355286615364581,0.820964312859175,0.8927832979400697,0.6868706559109036
Naca,3.969199015638645e-05,0.0001587679606255,0.0011907597046915,0.1143076915067888,0.1678065449936223,0.2370727286883191,2.19414901672765,2.468080856396911,0.005698482478666595
Ptges3,0.0129792807811383,0.2268397237437485,0.967135032150512,-0.2777844795499484,-0.1186396760054434,0.0399891726255618,1.33330388972049,1.2329578010620987,0.453679447487497
Atp5b,0.195562435500516,0.5918075732317218,1.0,-0.0865314843946579,0.0440432737094957,0.1799585261049708,1.37227755175872,1.4191627096065376,0.6948898826275213
Myl6,0.0129792807811383,0.3402397396205445,0.967135032150512,-0.0676914481416869,-0.0258386652275755,0.0140935601463697,2.48363082646366,2.4354734698402662,0.5669239325170428
Rpl41,0.0221084385171072,0.1673414304993252,0.7108438517107247,-0.0015598829737902,0.0218411745148252,0.0524688356387267,3.8379910037979,3.898133248711435,0.3824946982841719
Rps26,0.0004763038818766,0.0037310470747003,0.0283400809716599,0.0406382236814858,0.0822748729161732,0.1127725649548344,3.226568043274075,3.41621269253007,0.03155943003313375
Sarnp,0.0125040494402771,0.082632138132305,0.4319679288719536,0.1108750469088114,0.3105066209979453,1.407377150399247,0.567517960022328,0.704625685535001,0.24859629813190182
Uqcr10,0.0449313328570294,0.535841867111217,1.0,-0.157317786524837,-0.0377661220494966,0.0866379187685224,1.346371423627645,1.308898021102845,0.6868706559109036
Ewsr1,0.0189863559618685,0.3978176797362497,0.9662340001638232,-0.5008740369489741,-0.2311211653531892,-0.0123279407685384,0.631792731212041,0.5374582590151376,0.6200726275701169
Xbp1,0.1097358120985615,0.6291178404921549,1.0,-0.2845984613044116,1.2827702346661036,29.08393704437169,0.2296142932173385,0.5251987944391383,0.7033136217997201
Mrps24,0.0466343433504458,0.4717437453091039,1.0,-0.138366434235379,0.0986349919464975,1.3811053011251675,0.5561749659974067,0.5907442004288043,0.677218861969384
Dbnl,0.1436052095984071,0.6291178404921549,1.0,-1.4190220897999863,-0.1188843684065444,28.98433599142432,0.525826396186952,0.487788873669436,0.7033136217997201
Zmiz2,0.0096226811277538,0.0690826075465267,0.2614114471699611,0.1445143651271359,0.4216358835901306,29.49134512664152,0.558183842489362,0.7504945522922795,0.2179137834246733
Ppia,0.0556481701992537,0.2991188378185282,0.9018020163531,-0.0070893199536184,0.024128856489922,0.0542592582368088,3.06906391662902,3.11721405722831,0.5303468846769098
H2afv,0.0125040494402771,0.3268063551802812,1.0,-0.8593331426097237,-0.1321981246025411,0.6597353778397695,0.5837726484890124,0.5352994569240426,0.5669239325170428
Purb,0.1421350303346497,0.5918075732317218,1.0,-0.1533507544958954,-0.0194527167017441,0.2156377192024065,1.056339955904115,1.0474472316503625,0.6948898826275213
