gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_IL10_KOnonTLS_median,FDR_BH
Atp6v0e,0.1422164007303326,0.6503532587123918,1.0,-0.0874212766724343,-0.0157697565837218,0.0614998794816396,1.679892382712345,1.65645289915128,0.7171666837996632
Uqcc2,0.0198981713239897,0.195562435500516,0.8989467697321653,-0.4930986009918899,-0.238167887850134,-0.0007006409155989,0.728561926099317,0.6060789377910154,0.569570244313319
Rps10,0.0170675557672461,0.2614114471699611,0.967135032150512,-0.0112077985986585,0.0374139003249223,0.0830546984716824,3.482939227247475,3.579308667406485,0.6395930812191511
Rpl10a,0.0129792807811383,0.1198301182821306,0.6503532587123918,0.0062009836869347,0.0503085126820626,0.1100103819571836,2.765649564205076,2.858819865426188,0.45439853969662625
Srsf3,0.0283400809716599,0.4824164483607208,0.967135032150512,-0.0474938118408455,0.0718575936064421,0.1896824227835683,1.55517102562846,1.626832444273285,0.7171666837996632
Cdkn1a,0.3402397396205445,0.8369453044375644,1.0,-0.1244241783053673,0.0260647283059191,0.1592858246551519,1.674212878244435,1.729145093162785,0.8375745866213521
Pim1,0.2605471540843058,0.7108438517107247,1.0,-0.0445400443651865,-0.0032623546693709,0.0568031582342426,1.969837894228255,1.9608265472749125,0.7391665364273239
Cmtr1,7.938398031277289e-05,0.009764229578471,0.1673414304993252,0.3044320456488792,0.527075026369496,0.8759708122596717,0.728922668200226,1.04324339305561,0.13227424243758742
Ndufv3,0.0469169054685845,0.4723279998326053,1.0,-0.0662715302010291,0.132828125136549,0.4515173514209703,0.640582285935816,0.7018738070095272,0.7171666837996632
U2af1,0.1002619671350321,0.5918075732317218,1.0,-0.2646322959221074,-0.0431781871056137,0.2486722679501614,0.8047226515287089,0.785155700461575,0.7171666837996632
Brd4,0.075769477586806,0.5821022530196049,1.0,-0.218468254761584,-0.0460524664705307,1.199190294860722,0.597477223813441,0.5839903553768395,0.7171666837996632
Hnrnpm,0.0831150273874732,0.5918075732317218,1.0,-0.2475662054081914,-0.0591534684744106,0.1469533027309967,0.928584721541267,0.8931349168686518,0.7171666837996632
Rps28,0.1422164007303326,0.3402397396205445,0.7108438517107247,0.0078112709396823,0.0326951667456122,0.0627822653470281,3.5012367711527803,3.580651351717635,0.7098104912773427
Ndufa7,0.195562435500516,0.6503532587123918,1.0,-0.109098084894323,0.0283383004968043,0.3000741659326428,1.0979359998816598,1.09846588579682,0.7171666837996632
Tapbp,0.009764229578471,0.2268397237437485,0.967135032150512,-0.037515112105103,0.1934194250330429,0.3866905419799006,0.7842920182555015,0.8956049460196533,0.6074922983962359
Rps18,0.0002778439310947,0.005239342700643,0.1002619671350321,0.0222679469253996,0.046291166885158,0.0688770236758004,3.28276509335392,3.390311295236497,0.10728561745470512
H2-K1,3.969199015638645e-05,0.0071842502183059,0.0556481701992537,0.0963081960695889,0.154062525427828,0.1964557258210732,2.5507209435472,2.8348248129766773,0.120346666898668
