gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_Salmonella_infTLSwk3_median,FDR_BH
Tcea1,0.0615470038293672,0.3541094107998596,0.9536916548852497,-0.0703222973362496,0.2443264001590249,1.6752360677648674,0.5419735954236955,0.6618751520389525,0.6312788187295926
Rpl7,0.1511965811965812,0.6125874125874127,1.0,-0.0787395170271078,-0.022806416103681,0.0297973565234687,2.96011141717653,2.919963295516369,0.7405439248822179
Eloc,0.0139860139860139,0.151981351981352,0.6943278943278944,0.0440452839752244,0.2197099204294543,0.3830977548128805,0.723632404484391,0.8358553929629664,0.3736436848350206
Phf3,0.012073217331309,0.2698712949217355,0.9550893550893552,-0.1040075387415303,0.308326828847753,29.29116602666737,0.5025807261806965,0.6023440574745857,0.5458948089475908
Ptpn18,0.0012432012432012,0.0289044289044289,0.1892773892773893,0.2466771392305722,0.3829131492330584,0.5614562609973475,1.06923266812781,1.3860675395413788,0.13669386169386166
Neurl3,0.0112833336286544,0.1066231979755862,0.5992448359443866,-29.25480866507418,-0.8447202188796432,-0.1799390484648854,0.6565217047517,0.3618150216097847,0.3170759730191013
Cox5b,0.0003108003108003,0.0037296037296037,0.1205905205905206,0.140192028527101,0.2229061375241613,0.2977001399280208,1.491792881009395,1.745855129903671,0.048378288378288
Tmem131,0.0205128205128205,0.1892773892773893,0.6125874125874127,-0.4477098653227686,-0.2861871792832249,-0.1046151580229512,1.03622713024419,0.8486204089563447,0.42894476571681234
Mrpl30,0.0038663599814296,0.0921673180446737,0.5593049468922574,0.1518579099947081,0.6924438436825238,29.45345082880529,0.4432704413917235,0.6949647639028596,0.28220668220668205
Eif5b,0.0205128205128205,0.4404370586921827,1.0,-0.1154081428089351,0.129687508985116,0.3410886728496178,0.862990549870064,0.9570606521193366,0.7107604107604107
Rpl31,0.04009324009324,0.1892773892773893,0.5358197358197359,0.0224121283499213,0.0543566541044802,0.1539522709806403,2.33896277690862,2.424568517045141,0.42894476571681234
Map4k4,0.0537296037296037,0.3968919968919969,1.0,-0.3494551191818237,-0.141157535119801,0.0850197195987183,1.47804847134915,1.3611130746142148,0.6576239656531627
Il1r2,0.0003108003108003,0.0093240093240093,0.1213752913752906,-0.6310905246131272,-0.3618693253831721,-0.1962908958917494,2.24044164865131,1.7617625948721012,0.07134438595112734
Nabp1,0.0195174811821777,0.1116117682982922,0.3811971626938079,-29.40943619815394,-0.9753305820559436,-0.2807383000644752,0.787661841382427,0.4133678086476502,0.3226803321105875
Stat4,0.20261353134705,0.7282210233302229,1.0,-0.6999169964391174,-0.2004367213521676,0.323976180056719,0.815049384524173,0.6834635703052623,0.768270359237617
Gls,0.0205128205128205,0.1205905205905206,0.3968919968919969,-0.5784206143750615,-0.3303400256181019,-0.1190807237904902,0.916080783310782,0.7451660649690105,0.3226803321105875
Nab1,0.0904107062465967,0.6325851216960414,1.0,-0.3983899333459226,1.1037471996576902,29.085034498529183,0.201055074482048,0.5027494366893847,0.7405439248822179
Stk17b,0.0139860139860139,0.280963480963481,0.9550893550893552,-0.0299450178884314,0.1735862507936384,0.4105023603712719,0.984174856667648,1.1068090183993873,0.5458948089475908
Sf3b1,0.0003108003108003,0.0139860139860139,0.1892773892773893,0.149201825589278,0.2591434970874681,0.372012930692753,1.32263650934791,1.5918348860910814,0.08869084022102257
Coq10b,0.0013213216663899,0.0235255986784301,0.1828417017123981,0.3499027977997352,1.3872849859733285,29.71776863448281,0.316350919583767,0.8258325342387971,0.12323794384623767
Hspd1,0.0195174811821777,0.164537455843051,0.7703347136423385,-0.0114495796234419,0.3548270403068846,29.38657403140116,0.524731783730138,0.6840513370163073,0.40089448096285407
Hspe1,0.0006216006216006,0.0037296037296037,0.0205128205128205,0.4662183607850076,0.6089052188317338,0.7698919821016538,0.984174856667648,1.500620082781133,0.048378288378288
Bzw1,0.0012276612276612,0.0289044289044289,0.1892773892773893,-0.6240807394265165,-0.4010054819522567,-0.2248223552387672,1.05231714506423,0.8147373531569173,0.13669386169386166
Clk1,0.1892773892773893,0.5358197358197359,0.8665112665112666,0.0491865900244058,0.1958655845936975,0.3215493939800298,0.869985491970152,0.9930859411218692,0.7405439248822179
Ndufb3,0.0059052059052059,0.1178837571664433,0.6943278943278944,0.0738363216460007,0.2350296652375536,0.4198659174005421,0.727039824303559,0.8528622038498177,0.3226803321105875
Cflar,0.0289044289044289,0.3968919968919969,1.0,-0.1069989076526458,0.1025333357905542,0.4305431509430938,0.763422308994504,0.8164502544000789,0.6576239656531627
Sumo1,0.0938616938616938,0.6125874125874127,1.0,-0.1245330797423801,0.0811259737007584,0.2530902924507638,0.936292811265318,0.9940162847515472,0.7405439248822179
Fam117b,0.0112833336286544,0.1611249492890518,0.6827916584415957,-1.9492264963911896,-0.6077732742536807,-0.2239918500049827,0.7544701367072986,0.489245771766923,0.39469816714332473
Eef1b2,0.04009324009324,0.3968919968919969,1.0,0.0088549190866058,0.0779615270305316,0.1495430856463029,2.492986254277855,2.630913936118903,0.6576239656531627
Rpl37a,0.151981351981352,0.3356643356643357,0.8665112665112666,-0.0843864794157206,-0.0510779473661414,-0.0214532780234403,3.634600541889895,3.508129173439735,0.6079452462431186
Arpc2,0.0286946386946387,0.167411526846875,0.6943278943278944,0.0041963617989771,0.0691462382854163,0.1464189475965056,2.35761446440175,2.471056897078875,0.4071687492240067
Aamp,0.1018331200552893,0.6012221988088494,1.0,-0.5843200353164859,-0.1869710311083782,0.9108956403841758,0.541268169233118,0.481142059992535,0.7405439248822179
Dock10,0.0093240093240093,0.1892773892773893,0.9550893550893552,0.040368815007524,0.2265330366833718,0.4402787010727838,0.733056029837485,0.8548365513340318,0.42894476571681234
Sp140,0.0003108003108003,0.0014457807008947,0.0031399928189788,0.8549837125593213,1.052691265194304,2.1339607339913487,0.6142649267734575,1.25672077357389,0.03395091921756175
Itm2c,0.1205905205905206,0.6125874125874127,1.0,-0.1710397301109332,0.0726851216079196,0.2864876928344197,0.728589662258604,0.7676426640352481,0.7405439248822179
Ncl,0.0205128205128205,0.151981351981352,0.6125874125874127,-0.2453607733093994,-0.1325774419404941,-0.0282618572092559,1.7148672229288149,1.56641534360374,0.3736436848350206
Ptma,0.0139860139860139,0.151981351981352,0.6943278943278944,-0.0044235129303429,0.0518712348155585,0.0944965904162948,3.0699346439623447,3.198227241956505,0.3736436848350206
Eif4e2,0.0938616938616938,0.6125874125874127,1.0,-0.3358567602329053,-0.0877482942361171,0.182507482872588,0.7544701367072986,0.7098010964931416,0.7405439248822179
Arl4c,0.0021756021756021,0.0938616938616938,0.3968919968919969,-0.4922779403008491,-0.3412430386360564,-0.1974965187355076,1.6229857907626175,1.2725387079373087,0.28220668220668205
Lrrfip1,0.0037296037296037,0.1205905205905206,0.6943278943278944,-0.4579064595174836,-0.266845226206485,-0.0991483957800539,1.31315460171425,1.093548365279895,0.3226803321105875
Ube2f,0.1642235532465085,0.6843747548063993,1.0,-0.3948902860873831,-0.0392942837377505,1.4285236947445683,0.523737500270521,0.5048634372736001,0.7405439248822179
Cops9,0.0139860139860139,0.151981351981352,0.6943278943278944,0.0478063520875514,0.2588173634778399,0.573804944206881,0.809613030919786,0.9454960033604048,0.3736436848350206
Gpr35,0.2159249389401403,0.7603899357833063,1.0,-2.810324299902404,-0.012745752499666,28.99236533567267,0.4699888764352,0.4657249240346726,0.7840465028935096
