gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk6_median,median_Salmonella_infTLSwk6_median,FDR_BH
Tcea1,0.1048951048951048,0.7209013209013208,1.0,-0.2296574728629234,-0.0082847494423894,0.1602773238234126,0.691744806119701,0.6917192957722552,0.764138770367144
Tram1,0.0910794106250847,0.6217687412649331,1.0,-2.26579802127197,0.5893895393620816,28.73868757025609,0.2235173997178292,0.3521956732730947,0.764138770367144
Rpl7,0.1303807303807303,0.6453768453768453,1.0,-0.0472151846529775,-0.0049065537248856,0.0347260924325529,3.011439440473468,3.008642617650255,0.764138770367144
Eloc,0.0649572649572649,0.5053613053613053,1.0,-0.0409611097522971,0.1220854671743184,0.2755139993797464,0.6647242575252394,0.7233300687432804,0.764138770367144
Ogfrl1,0.1832329769288219,0.7011912626598479,1.0,-28.53037136114861,-0.1500664381255076,28.527094622788955,0.2515851879728315,0.240909086382327,0.764138770367144
Smap1,0.0498834498834498,0.4418026418026417,1.0,-0.3486563796567989,-0.083884495846601,0.1231426468233984,0.695517434829322,0.6567930630684059,0.764138770367144
Phf3,0.1302883524442867,0.6453768453768453,1.0,-0.0759513997713491,0.0986189289478622,0.297052696694535,0.621510126116043,0.665159229827643,0.764138770367144
Ptpn18,0.2344988344988344,0.7209013209013208,1.0,-0.1205490749141159,-0.0059114758945357,0.1282696699793211,1.4462181461549812,1.4392739820381362,0.764138770367144
Neurl3,0.1718517022196694,0.6453768453768453,1.0,-0.143983162860026,0.2226302687264394,0.5427506778677142,0.6940282762301111,0.8206654159685631,0.764138770367144
Cox5b,0.1048951048951048,0.6453768453768453,1.0,-0.0546225777236145,0.0279659477568804,0.123811505635963,1.684794425317305,1.717629624621006,0.764138770367144
Tmem131,0.2786324786324786,0.7984459984459983,1.0,-0.189448998404445,0.0285601005792229,0.2430941902098712,0.7567408647248695,0.7725826947900148,0.8014984954362342
Mrpl30,0.0649572649572649,0.3822843822843822,0.959129759129759,-0.0239704627797062,0.242804852680413,0.4371532523879518,0.620295143013137,0.7456149242226704,0.764138770367144
Txndc9,0.1480106940237816,0.6854434826775221,1.0,-28.20673691695729,0.2119137943590917,28.63297552016043,0.0923088256431435,0.121370944633395,0.764138770367144
Eif5b,0.0649572649572649,0.3822843822843822,0.959129759129759,-0.0707663444344413,0.1251147380585563,0.2988766795360499,0.96389632132164,1.0552904331463848,0.764138770367144
Pdcl3,0.0262521179996348,0.3883232289789247,1.0,-0.5185609678470392,0.6509771801812654,28.9066948497444,0.3056205999166012,0.4992544714598235,0.764138770367144
Rpl31,0.1303807303807303,0.7209013209013208,1.0,-0.0701837411195205,-0.0239815606868897,0.0363991944180245,2.445679603180246,2.395735523517235,0.764138770367144
Rnf149,0.0325306307291984,0.483357294887874,1.0,-1.0927853879268368,2.197957703145046,28.91129692027602,0.0926340233427482,0.3422134328323055,0.764138770367144
Map4k4,0.1303807303807303,0.6453768453768453,1.0,-0.1567522145261745,-0.0143315667043996,0.1306573506365829,1.3019642413603836,1.2814055645771063,0.764138770367144
Il1r2,0.1948717948717948,0.7209013209013208,1.0,-0.0285981237161179,0.1224909480000477,0.2940468744701224,1.7257689774173717,1.8827135027706188,0.764138770367144
Nabp1,0.0072315213257339,0.0550394824230302,0.3883232289789247,0.7025137285109847,2.953861288487876,29.50778172683226,0.077531460036225,0.646116549734575,0.764138770367144
Stat4,0.1889374480029941,0.7111541697294341,1.0,-0.5255314456276874,-0.0663560749478406,0.5931749982822835,0.6127872317570928,0.5897250631315775,0.764138770367144
Stat1,0.1303807303807303,0.5053613053613053,1.0,-0.0157400796031517,0.1491889422460368,0.3048115169281942,1.44632384922529,1.5996879047744588,0.764138770367144
Gls,0.0279409479409479,0.3282051282051281,0.959129759129759,-0.3746516814037639,-0.1257537177842673,0.0857369851569866,0.7175448920318523,0.6642947743226728,0.764138770367144
Nab1,0.0828794206054772,0.4239989896164244,0.95799832386793,-1.1943670931711852,-0.2364082173309277,0.0841401458853592,0.6013737037765806,0.5164375194370348,0.764138770367144
Stk17b,0.1605283605283605,0.7209013209013208,1.0,-0.157154440166028,0.0281161311579485,0.2181811183020023,1.23328564721202,1.2594164864530075,0.764138770367144
Ankrd44,0.0649572649572649,0.5737373737373737,1.0,-0.3799931376844711,-0.0701879095379844,0.1673169774102141,0.6511492404169092,0.6231802802442921,0.764138770367144
Sf3b1,0.0001554001554001,0.0006216006216006,0.0208547008547006,0.1272450029438582,0.1970353643140984,0.2729984656048073,1.5260234951192326,1.7522893616913149,0.764138770367144
Coq10b,0.1605283605283605,0.6453768453768453,1.0,-0.3336450225276027,-0.0069437184204753,0.3188694648834838,0.7728707263539817,0.7807420428961035,0.764138770367144
Hspd1,0.0037516979671143,0.0739906272078213,0.5053613053613053,0.0765883985796576,0.276523809871068,0.5296668061688008,0.6050257214672363,0.7327327565471085,0.764138770367144
Hspe1,0.0046620046620046,0.0379176379176379,0.2344988344988344,0.0842391745967163,0.2176934539396746,0.372353905160397,1.2591767898843749,1.464182398660755,0.764138770367144
