"Ligand","Receptor","From","To","LR_score","TF","TF_activity","Combined_score"
"Tnf","Tnfrsf1b","M0","T4",0.272034714312352,"Ets1",1.95022776531686,0.53052965298199
"Fasl","Fas","M5","M3",0.300088167473204,"Stat4",1.72979620592574,0.519091373538357
"Tnf","Tnfrsf1a","M5","T4",0.24260828787816,"Stat3",2.07454432325585,0.503301646392459
"Tnf","Tnfrsf1a","M5","M3",0.289377399267051,"Stat4",1.72979620592574,0.500563927332802
"Fasl","Fas","M5","M3",0.300088167473204,"Stat5a",1.66539579265451,0.499765571535277
"Tnf","Tnfrsf1b","M0","T4",0.272034714312352,"Rbpj",1.79473944373661,0.488231431841999
"Fasl","Fas","M5","M3",0.300088167473204,"Stat3",1.62049763535197,0.486292165787434
"Tnf","Tnfrsf1a","M5","M3",0.289377399267051,"Stat5a",1.66539579265451,0.481927903228651
"Tnf","Tnfrsf1a","M5","T4",0.24260828787816,"Ets1",1.95022776531686,0.473141419115975
"Fasl","Fas","M5","M3",0.300088167473204,"Foxo1",1.5660531765895,0.469954027928332
"Tnf","Tnfrsf1a","M5","M3",0.289377399267051,"Stat3",1.62049763535197,0.468935391236559
"Fasl","Fas","M5","M3",0.300088167473204,"Relb",1.55684305291437,0.467190178792462
"Tnf","Tnfrsf1a","M5","M3",0.289377399267051,"Foxo1",1.5660531765895,0.453180395355371
"Tnf","Tnfrsf1b","M0","T4",0.272034714312352,"Nfkb1",1.65906288136941,0.451322696959554
"Tnf","Tnfrsf1a","M5","M3",0.289377399267051,"Relb",1.55684305291437,0.450515193719336
"Tnf","Tnfrsf1b","M0","T4",0.272034714312352,"Hif1a",1.61243559260554,0.438638455781515
"Tnf","Tnfrsf1a","M5","T4",0.24260828787816,"Rbpj",1.79473944373661,0.435418663632341
"Igf1","Igf1r","M0","M5",0.305564777035363,"Tbx21",1.38407161892653,0.422923535638261
"Tnf","Tnfrsf1a","M5","T4",0.24260828787816,"Nfkb1",1.65906288136941,0.402502405131239
"Tnf","Tnfrsf1a","M5","T4",0.24260828787816,"Hif1a",1.61243559260554,0.391190238435836
"Tnf","Tnfrsf1b","M5","T4",0.18697786177583,"Stat3",2.07454432325585,0.387893861721567
"Igf1","Igf1r","M0","M5",0.305564777035363,"Jund",1.22893914885401,0.375520517009606
"Tnf","Tnfrsf1b","M5","T4",0.18697786177583,"Ets1",1.95022776531686,0.364649417534803
"Igf1","Igf1r","M0","M5",0.305564777035363,"Lef1",1.1849620516363,0.362082665103611
"Igf1","Igf1r","M0","M5",0.305564777035363,"Hif1a",1.18181465190299,0.361120930605864
"Igf1","Igf1r","M0","M5",0.305564777035363,"Nr1h3",1.16440208319374,0.355800262930607
"Osm","Il6st","M3","M0",0.210955199192338,"Mitf",1.67135383867107,0.352580781957734
"Osm","Il6st","M3","M0",0.210955199192338,"Stat1",1.65929941679335,0.35003783898937
"Osm","Il6st","M3","M0",0.210955199192338,"Hif1a",1.65325011448104,0.348761707215103
"Osm","Il6st","M3","M0",0.210955199192338,"Egr1",1.62161727769935,0.342088595830802
"Osm","Il6st","M3","M0",0.210955199192338,"Jund",1.61640462823066,0.340988960323816
"Tnf","Tnfrsf1b","M5","T4",0.18697786177583,"Rbpj",1.79473944373661,0.335576543634615
"Tnf","Tnfrsf1b","M5","T4",0.18697786177583,"Nfkb1",1.65906288136941,0.3102080301101
"Tnf","Tnfrsf1b","M5","T4",0.18697786177583,"Hif1a",1.61243559260554,0.301489759356627
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Myc",1.14921076829121,0.293878315210183
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Myc",1.14921076829121,0.284738005725137
"Tnf","Tnfrsf1a","M0","M5",0.149703384959338,"Tbx21",1.38407161892653,0.207200206379453
"Tnf","Tnfrsf1a","M0","M5",0.149703384959338,"Jund",1.22893914885401,0.183976350492493
"Tnf","Tnfrsf1a","M0","M5",0.149703384959338,"Lef1",1.1849620516363,0.177392830178315
"Tnf","Tnfrsf1a","M0","M5",0.149703384959338,"Hif1a",1.18181465190299,0.17692165378442
"Tnf","Tnfrsf1a","M0","M5",0.149703384959338,"Nr1h3",1.16440208319374,0.174314933307807
"Tgfb1","Tgfbr2","M0","M3",0.100138412301914,"Stat4",1.72979620592574,0.173219045667278
"Tgfb1","Tgfbr2","M0","M3",0.100138412301914,"Stat5a",1.66539579265451,0.16677009053071
"Tgfb1","Tgfbr1","M0","M3",0.094511212848993,"Stat4",1.72979620592574,0.163485137403628
"Tgfb1","Tgfbr2","M0","M3",0.100138412301914,"Stat3",1.62049763535197,0.162274060343152
"Tgfb1","Tgfbr1","M0","M3",0.094511212848993,"Stat5a",1.66539579265451,0.157398576237388
"Tgfb1","Tgfbr2","M0","M3",0.100138412301914,"Foxo1",1.5660531765895,0.156822078684041
"Tgfb1","Tgfbr2","M0","M3",0.100138412301914,"Relb",1.55684305291437,0.155899791522109
"Tgfb1","Tgfbr1","M0","M3",0.094511212848993,"Stat3",1.62049763535197,0.15315519693604
"Tgfb1","Tgfbr1","M0","M3",0.094511212848993,"Foxo1",1.5660531765895,0.148009585105491
"Tgfb1","Tgfbr1","M0","M3",0.094511212848993,"Relb",1.55684305291437,0.147139125146466
"Tgfb1","Tgfbr2","M5","M3",0.0828150273687126,"Stat4",1.72979620592574,0.143253120136035
"Tnf","Tnfrsf1a","M5","M5",0.10002660592361,"Tbx21",1.38407161892653,0.138443986396418
"Tgfb1","Tgfbr2","M5","M3",0.0828150273687126,"Stat5a",1.66539579265451,0.137919798148422
"Tgfb1","Tgfbr2","M5","M3",0.0828150273687126,"Stat3",1.62049763535197,0.134201556022608
"Tgfb1","Tgfbr1","M5","M3",0.0767042372390626,"Stat4",1.72979620592574,0.132682698554558
"Tgfb1","Tgfbr2","M5","M3",0.0828150273687126,"Foxo1",1.5660531765895,0.129692736680118
"Tgfb1","Tgfbr2","M5","M3",0.0828150273687126,"Relb",1.55684305291437,0.128930000035894
"Tgfb1","Tgfbr1","M5","M3",0.0767042372390626,"Stat5a",1.66539579265451,0.127742913976708
"Tgfb1","Tgfbr2","M3","M3",0.0718709602840445,"Stat4",1.72979620592574,0.12432211441558
"Tgfb1","Tgfbr1","M5","M3",0.0767042372390626,"Stat3",1.62049763535197,0.124299035067378
"Tnf","Tnfrsf1a","M5","M5",0.10002660592361,"Jund",1.22893914885401,0.122926611946518
"Tgfb1","Tgfbr1","M5","M3",0.0767042372390626,"Foxo1",1.5660531765895,0.120122914386108
"Tgfb1","Tgfbr2","M3","M3",0.0718709602840445,"Stat5a",1.66539579265451,0.119693594871087
"Tgfb1","Tgfbr1","M5","M3",0.0767042372390626,"Relb",1.55684305291437,0.11941645887473
"Tnf","Tnfrsf1a","M5","M5",0.10002660592361,"Lef1",1.1849620516363,0.118527732173457
"Tnf","Tnfrsf1a","M5","M5",0.10002660592361,"Hif1a",1.18181465190299,0.11821290846065
"Tnf","Tnfrsf1a","M5","M5",0.10002660592361,"Nr1h3",1.16440208319374,0.116471188312251
"Tgfb1","Tgfbr2","M3","M3",0.0718709602840445,"Stat3",1.62049763535197,0.11646672119077
"Tgfb1","Tgfbr1","M3","M3",0.0654331379814092,"Stat4",1.72979620592574,0.113185993822057
"Tgfb1","Tgfbr2","M3","M3",0.0718709602840445,"Foxo1",1.5660531765895,0.112553745657365
"Tgfb1","Tgfbr2","M3","M3",0.0718709602840445,"Relb",1.55684305291437,0.111891805224499
"Tgfb1","Tgfbr1","M3","M3",0.0654331379814092,"Stat5a",1.66539579265451,0.108972072694421
"Tgfb1","Tgfbr1","M3","M3",0.0654331379814092,"Stat3",1.62049763535197,0.106034245372533
"Tgfb1","Tgfbr1","M3","M3",0.0654331379814092,"Foxo1",1.5660531765895,0.102471773590005
"Tgfb1","Tgfbr1","M3","M3",0.0654331379814092,"Relb",1.55684305291437,0.101869126296744
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Gata4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ybx3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ikbkb",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nfkb1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nfkbia",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nfkbib",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Rela",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Stat1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Stat2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Stat3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Stat5b",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nfkb2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Hes1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Rbpj",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Snw1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Hey1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Hey2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Heyl",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Hes5",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Tbx21",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Stat5a",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Creb1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Crebbp",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Fos",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Gli1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Gli3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Jun",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nfatc1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ppara",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Sox9",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Creb5",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Creb3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Creb3l2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Creb3l3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Creb3l1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Creb3l4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Atf4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Atf2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Atf6b",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Pax8",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ttf2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Stat4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Stat6",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Irf9",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Pdx1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Per1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Per2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nr4a1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Brca1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Mdm2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Myb",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Rbl2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Rxra",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Trp53",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Smad1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Smad4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ctnnb1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Hif1a",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Tfap4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Gata3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Abl1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Egr1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Elk1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Esr1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Esr2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Med1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Sp1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ncoa3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Traf6",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ets1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Foxo1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Tcf7",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Tcf7l2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Lef1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Tcf7l1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Smad2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ep300",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Foxo4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Foxo6",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ppard",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Fosl1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Junb",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Pou1f1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Irf7",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Pml",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Eif2ak2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp354a",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp661",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp7",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp128",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp12",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp182",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp612",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp94",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp78",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfy1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp180",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp189",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp65",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp13",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp212",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp282",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp871",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp324",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp777",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp354c",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp334",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp248",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp398",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp14",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp317",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Rbak",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp647",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp667",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp558",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp768",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp990",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp46",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp382",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp566",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp160",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"E430018J23Rik",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp961",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp354b",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp641",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp786",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp92",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp28",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp90",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp597",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp39",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp746",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp87",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp791",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp383",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp169",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp763",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp872",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp9",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zik1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp607b",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp82",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp454",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp69",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp879",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp57",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp874b",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp457",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp316",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Zfp605",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ciita",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Relb",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Pparg",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ehmt2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ddit3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Elk4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Max",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Mef2c",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Irf4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Rora",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Rorc",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Parp1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Atm",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Daxx",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Smad3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Smad5",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Gtf2i",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Srebf1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Mlx",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nr1h2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Gtf2ird1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nr1h3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Ppargc1a",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Mlxip",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Mlxipl",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Irf1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Mitf",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Esrrb",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Tcf3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nr5a1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Pbx1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Elf5",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Runx2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Mef2a",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Mef2d",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nr4a2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Gli2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Id1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Id2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Id3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Id4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"E2f1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"E2f2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"E2f3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"E2f4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"E2f5",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Foxm1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Mybl2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Rb1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Rbl1",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Foxp3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Jund",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nfatc3",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nfatc2",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Nfatc4",0,0
"Ifng","Ifngr1","M5","B1",0.247768306373009,"Sirt1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Gata4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ybx3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ikbkb",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nfkb1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nfkbia",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nfkbib",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Rela",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Stat1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Stat2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Stat3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Stat5b",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nfkb2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Hes1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Rbpj",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Snw1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Hey1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Hey2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Heyl",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Hes5",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Tbx21",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Stat5a",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Creb1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Crebbp",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Fos",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Gli1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Gli3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Jun",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nfatc1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ppara",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Sox9",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Creb5",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Creb3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Creb3l2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Creb3l3",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Creb3l1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Creb3l4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Atf4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Atf2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Atf6b",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Pax8",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ttf2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Stat4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Stat6",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Irf9",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Pdx1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Per1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Per2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Nr4a1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Brca1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Mdm2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Myb",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Rbl2",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Rxra",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Trp53",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Smad1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Smad4",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Ctnnb1",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Hif1a",0,0
"Ifng","Ifngr2","M5","B1",0.255721860009334,"Tfap4",0,0
