"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"M_5","M_5","Thy1","Adgre5",0.0102101117856263,0,"THY1_ADGRE5","Thy1 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"T_4","M_3","Thy1","Adgre5",0.00753631428229968,0,"THY1_ADGRE5","Thy1 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_5","M_3","Thy1","Adgre5",0.003152956418065,0,"THY1_ADGRE5","Thy1 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"T_4","M_0","Thy1","Adgre5",0.0274961291963251,0,"THY1_ADGRE5","Thy1 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_5","M_0","Thy1","Adgre5",0.0116396680225288,0,"THY1_ADGRE5","Thy1 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"T_4","B_3","ITGAV_ITGB1","Adgre5",0.00277451405388946,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_5","B_3","ITGAV_ITGB1","Adgre5",0.00394103955105692,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_0","B_3","ITGAV_ITGB1","Adgre5",0.00428030996263342,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"T_4","B_1","ITGAV_ITGB1","Adgre5",0.00308265171255169,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_5","B_1","ITGAV_ITGB1","Adgre5",0.00437816279692503,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_0","B_1","ITGAV_ITGB1","Adgre5",0.00475488399478962,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"T_4","M_5","ITGAV_ITGB1","Adgre5",0.00558826800354014,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_5","M_5","ITGAV_ITGB1","Adgre5",0.00792841154995262,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_0","M_5","ITGAV_ITGB1","Adgre5",0.00860797451693276,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"T_4","M_3","ITGAV_ITGB1","Adgre5",0.00172014576951847,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_5","M_3","ITGAV_ITGB1","Adgre5",0.00244445596487429,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_0","M_3","ITGAV_ITGB1","Adgre5",0.00265523413411475,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"T_4","M_0","ITGAV_ITGB1","Adgre5",0.00637487034283783,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_5","M_0","ITGAV_ITGB1","Adgre5",0.00904141658833186,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_0","M_0","ITGAV_ITGB1","Adgre5",0.00981543399911165,0,"ITGAV_ITGB1_ADGRE5","(Itgav+Itgb1) - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"B_3","B_3","Cd55","Adgre5",0.00138046920997045,0,"CD55_ADGRE5","Cd55 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"B_3","B_1","Cd55","Adgre5",0.00153402234627802,0,"CD55_ADGRE5","Cd55 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"B_3","M_5","Cd55","Adgre5",0.00278440980951349,0,"CD55_ADGRE5","Cd55 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"B_3","M_3","Cd55","Adgre5",0.000855410141758238,0,"CD55_ADGRE5","Cd55 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"B_3","M_0","Cd55","Adgre5",0.00317760335799408,0,"CD55_ADGRE5","Cd55 - Adgre5","ADGRE","Cell-Cell Contact","PMID: 31462748"
"M_3","B_3","Flrt3","Adgrl2",0.000539828389141662,0,"FLRT3_ADGRL2","Flrt3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"M_3","M_3","Flrt3","Flrt3",0.000622012703375925,0,"FLRT3_FLRT3","Flrt3 - Flrt3","FLRT","Cell-Cell Contact","PMID: 27091502"
"M_5","B_1","App","Sorl1",0.0102537612166851,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_3","B_1","App","Sorl1",0.00798206848732731,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_0","B_1","App","Sorl1",0.0152706307980805,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_5","M_5","App","Sorl1",0.0188425462793199,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_3","M_5","App","Sorl1",0.0146962858543439,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_0","M_5","App","Sorl1",0.0279430207198711,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_5","M_3","App","Sorl1",0.00754342314717991,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_3","M_3","App","Sorl1",0.00586863796090583,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_0","M_3","App","Sorl1",0.011249274592975,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_5","M_0","App","Sorl1",0.0215144490478981,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_3","M_0","App","Sorl1",0.0167903037362417,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_0","M_0","App","Sorl1",0.0318634768592059,0,"APP_SORL1","App - Sorl1","APP","Cell-Cell Contact","PMID: 24523320"
"M_5","M_0","App","Tnfrsf21",0.0051200452190249,0,"APP_TNFRSF21","App - Tnfrsf21","APP","Cell-Cell Contact","PMID: 33075465"
"M_3","M_0","App","Tnfrsf21",0.00398113831583605,0,"APP_TNFRSF21","App - Tnfrsf21","APP","Cell-Cell Contact","PMID: 33075465"
"M_0","M_0","App","Tnfrsf21",0.00764453596311317,0,"APP_TNFRSF21","App - Tnfrsf21","APP","Cell-Cell Contact","PMID: 33075465"
"M_5","M_0","App","TREM2_TYROBP",0.0291578174070685,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"M_3","M_0","App","TREM2_TYROBP",0.0227944381477572,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"M_0","M_0","App","TREM2_TYROBP",0.0430218557920313,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"B_3","M_0","Apoe","TREM2_TYROBP",0.00196313769241195,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"B_1","M_0","Apoe","TREM2_TYROBP",0.0834500114356967,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"M_5","M_0","Apoe","TREM2_TYROBP",0.0321116367390913,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"M_0","M_0","Apoe","TREM2_TYROBP",0.034067717847174,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"M_5","M_5","Lair1","Lilrb4a",0.00772593298989986,0,"LAIR1_LILRB4A","Lair1 - Lilrb4a","LAIR1","Cell-Cell Contact","PMID:19283782"
"M_0","M_5","Lair1","Lilrb4a",0.0236137823716833,0,"LAIR1_LILRB4A","Lair1 - Lilrb4a","LAIR1","Cell-Cell Contact","PMID:19283782"
"M_5","M_3","Lair1","Lilrb4a",0.00493806531387091,0,"LAIR1_LILRB4A","Lair1 - Lilrb4a","LAIR1","Cell-Cell Contact","PMID:19283782"
"M_0","M_3","Lair1","Lilrb4a",0.0151805654149001,0,"LAIR1_LILRB4A","Lair1 - Lilrb4a","LAIR1","Cell-Cell Contact","PMID:19283782"
"M_5","M_0","Lair1","Lilrb4a",0.0102102143797034,0,"LAIR1_LILRB4A","Lair1 - Lilrb4a","LAIR1","Cell-Cell Contact","PMID:19283782"
"M_0","M_0","Lair1","Lilrb4a",0.0310469711453497,0,"LAIR1_LILRB4A","Lair1 - Lilrb4a","LAIR1","Cell-Cell Contact","PMID:19283782"
"M_5","T_4","H60b","NKG2D_HCST",0.00237516323352414,0,"H60B_NKG2D_HCST","H60b - (Klrk1+Hcst)","NKG2D","Cell-Cell Contact","PMID: 10894171;PMID:24223579"
"M_5","M_3","H60b","NKG2D_HCST",0.000634490548739355,0,"H60B_NKG2D_HCST","H60b - (Klrk1+Hcst)","NKG2D","Cell-Cell Contact","PMID: 10894171;PMID:24223579"
"M_5","B_3","Sirpb1c","Cd47",0.00366803939883586,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_0","B_3","Sirpb1c","Cd47",0.0188210460485256,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_5","B_1","Sirpb1c","Cd47",0.00306526364264297,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_0","B_1","Sirpb1c","Cd47",0.0157675561304922,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_5","T_4","Sirpb1c","Cd47",0.00500036624263314,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_0","T_4","Sirpb1c","Cd47",0.0255163788131871,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_5","M_5","Sirpb1c","Cd47",0.00613582269399752,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_0","M_5","Sirpb1c","Cd47",0.0311645867442804,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_5","M_3","Sirpb1c","Cd47",0.00729346061369364,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_0","M_3","Sirpb1c","Cd47",0.03686919343141,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_5","M_0","Sirpb1c","Cd47",0.00586749929331769,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
"M_0","M_0","Sirpb1c","Cd47",0.0298345959593457,0,"SIRPB1C_CD47","Sirpb1c - Cd47","SIRP","Cell-Cell Contact","PMID:15294972"
