gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_IL10_KOnonTLS_median,FDR_BH
Rab2a,0.011890842793894,0.2195861585503833,0.8990759188445385,-0.0901078481954635,30.140053089685047,30.21487030383678,0.0,1.2196552829985674,0.679922351798266
Tmem64,0.0012982623324188,0.0053615566625386,0.0198937322170479,-30.160106656595453,-28.75087082468749,0.0,0.4517254079075985,0.0,0.18576216907266094
Pnrc1,0.1422164007303326,0.6503532587123918,0.967135032150512,-0.1027407076852286,-0.0102431091515439,0.0940701765847309,2.2122988870065,2.2053348491608724,0.7696452732676781
Dnaja1,0.0556481701992537,0.6503532587123918,1.0,-0.2611628028696272,-0.106628450256066,0.0877929608324447,1.929998499076245,1.76167819459848,0.7696452732676781
Clta,0.015094631568696,0.0804697221490099,0.3706266179443429,1.1684243936504122,30.13508347722268,30.191334804541896,0.0,1.1833889133742637,0.5099453242835595
Sec61b,0.0077354407219647,0.1624263589086311,0.9662351119326424,-0.0475942922914485,0.3485356153778468,30.53502884599368,1.220876340445765,1.560544547915,0.6238234339500162
Txn1,0.0683496070492974,0.2905542727973867,0.967135032150512,-0.0133311575263007,0.1079032961736333,0.419575328124898,1.59651374627507,1.7061380646516062,0.7104072398190046
Ptbp3,0.01087603023526,0.1613153796537403,0.6712428986179558,0.0139580458150814,0.8985202636637195,30.245444680323125,0.67096947517441,1.253752032031465,0.6238234339500162
Tnfsf8,0.1894211625722123,0.5821022530196049,0.9662340001638232,-0.1018058385319241,0.1024574186092115,0.3945508901254719,1.65068087096815,1.790589082838439,0.7696452732676781
Rps6,0.1002619671350321,0.5918075732317218,1.0,-0.0299111674418769,0.0188731701706213,0.065719439715142,3.00428455536931,3.045870570124581,0.7696452732676781
Jak1,0.0071842502183059,0.1198301182821306,0.6503532587123918,-0.4028965475976133,-0.268864457891568,-0.1417513742786234,1.60275158648103,1.316275485320609,0.5931087367073523
Mier1,0.0011158224689312,0.0115742278327694,0.1613153796537403,0.3161356306248124,1.5705481114070134,30.651527164577438,0.549906865271355,1.64669249170161,0.25482654600301524
Tut4,0.1422164007303326,0.6503532587123918,1.0,-0.0978885989728275,-5.929826192093649e-05,0.1096575920557879,1.48009178496779,1.4912450627397926,0.7696452732676781
Uqcrh,0.009764229578471,0.0358418671112169,0.2614114471699611,0.0565885389735944,0.1155380692130602,0.1959841042258953,2.02766208552975,2.1954770622831123,0.37274229898622085
Prdx1,0.0310711640101106,0.5825996812113596,1.0,-0.191962595217967,0.0643289110496537,0.9070047138107457,1.15930125268211,1.20769096583335,0.7696452732676781
Rps8,0.195562435500516,0.7108438517107247,1.0,-0.0283672321651578,-0.0079926674181286,0.0348158710758808,3.861750021399955,3.8399367447603936,0.7696452732676781
Ybx1,0.009764229578471,0.1673414304993252,0.8369453044375644,-0.0213321958193985,0.0612812532598577,0.1765888366621443,2.0397859513725,2.1230469258696463,0.6238234339500162
Smap2,0.043103375997251,0.3959854587360712,1.0,-0.6292950286422996,29.265455214655024,30.015088180612345,0.0,0.8260840909332323,0.7696452732676781
Sfpq,0.1198301182821306,0.6878401692490647,1.0,-0.0864924567703524,0.0952819393617377,0.4781262450671575,1.322046958822125,1.4043267156466137,0.7696452732676781
Khdrbs1,0.0952288276084754,0.2727951909772175,0.8248593983113305,0.892137118762922,29.8707897084182,30.00321705731516,0.0,0.986633105951572,0.7104072398190046
Ptp4a2,0.0683496070492974,0.6503532587123918,1.0,-0.1252667513648536,-0.0433370127611903,0.0954567388554583,1.79719676565528,1.7434382197502123,0.7696452732676781
Laptm5,0.195562435500516,0.7108438517107247,1.0,-0.134121675903821,0.0022677590473997,0.0941479735234553,1.97296240954775,1.9534657037596328,0.7696452732676781
Dnajc8,0.0866988284118538,0.5982803055119194,1.0,-29.96928702703707,0.0,29.88259532474864,0.805439734782585,0.6386529449594233,0.7696452732676781
Cd52,0.384456616654759,0.7732396602365642,1.0,-0.0961573835116389,-0.038023305133117,0.0181550880859907,3.0489777803573,2.976306668271397,0.793446271566788
Sh3bgrl3,0.2991188378185282,0.7108438517107247,1.0,-0.0712813736787849,0.0409337862648134,0.3128904797495349,2.1677640955952957,2.240289857669135,0.7696452732676781
Tmem50a,0.0281411500293627,0.3083751491990149,1.0,-30.181656369577077,-1.660983487373365,28.60859208437648,0.805439734782585,0.2083984075468355,0.7207657257072213
Rsrp1,0.0822933998676606,0.4319679288719536,1.0,-0.1007185070941335,0.2282384423775303,1.602385275476891,1.24920297897551,1.4728852654658149,0.7696452732676781
Syf2,0.1389615849030182,0.7032118540606818,1.0,-0.2274642785651261,0.1042766833910394,29.964685781190287,1.02473330981504,1.1033698785228738,0.7696452732676781
Srrm1,0.0511645209608311,0.3189021837397598,0.9661445282750096,0.0049509051838363,30.017105575858665,30.11530605626889,0.0,1.1084203706298812,0.73086920709229
Rpl11,0.2614114471699611,0.7108438517107247,1.0,-0.0231116506287189,0.0222035027882658,0.0452382858320098,3.54065835754426,3.59991354637641,0.7696452732676781
Hnrnpr,0.0053615566625386,0.0053615566625386,0.0198937322170479,-29.034612059652734,-28.03606583254358,0.0,0.275230636463849,0.0,0.18576216907266094
Cdc42,0.0683496070492974,0.6503532587123918,1.0,-0.0484659784481866,0.0035911716606626,0.1638381291748605,2.00982823774601,2.009663348255965,0.7696452732676781
Micos10,0.0622184408710232,0.6152241212291907,1.0,-2.3901771102336054,28.4963677667549,29.951533131877724,0.0,0.904756846923604,0.7696452732676781
Rpl22,0.0283400809716599,0.2991188378185282,0.8369453044375644,-0.0261977678171959,0.0270500062102829,0.0775135394044956,3.0346858382039352,3.0893233673524376,0.7104072398190046
Cdk11b,0.0012982623324188,0.0053615566625386,0.0682861794017773,-29.937522364358248,-28.75087082468749,0.0,0.4517254079075985,0.0,0.18576216907266094
Sdf4,0.0113178818917997,0.2727951909772175,0.9654340961219868,-0.1884322545097971,29.77710231977716,30.029528232820105,0.0,0.9636035494598414,0.7104072398190046
Tnfrsf4,0.0204616224673927,0.2294376958686318,0.8975434376533833,-1.5109180585116138,-0.2445756983009939,0.8574882397085671,1.254025339273165,1.0880789505436186,0.6859837708965693
Tnfrsf18,5.070447702323449e-05,0.0012982623324188,0.0053615566625386,-30.58384023692653,-30.4060598264972,-29.585201407447094,1.42277444949045,0.0,0.18576216907266094
Sri,0.001022863409594,0.0074954740079831,0.1265139907149223,0.629428687337982,30.13188500608158,30.223180926476,0.0,1.2153851793584365,0.21470497322390872
Kmt2e,0.2195861585503833,0.7032118540606818,1.0,-0.1920752433081808,0.0524463428838617,0.3195351896525014,1.20967283031442,1.243499470168755,0.7696452732676781
Tomm7,0.0380542244898562,0.1900050984733419,0.7035844410913497,0.0159438121688081,0.1757852838293078,0.3892937570001044,1.32648676636483,1.5089881341943523,0.6582072829131653
Dnajb6,0.0683496070492974,0.535841867111217,1.0,-0.065999365358226,0.0427783686687676,0.2653549753353287,1.53757252715944,1.5940067942322926,0.7696452732676781
Ost4,0.0464262014965161,0.5259869247938622,0.967135032150512,-0.3309025307046059,0.3904893698369991,30.164268122348183,0.906210599086756,1.19339780646165,0.7696452732676781
Mrpl33,0.0244777198220902,0.4212186277512375,0.9671215091436824,-0.1948607795376431,0.7501179257909794,30.120733134232463,0.67096947517441,1.141713473000575,0.7696452732676781
Fosl2,0.1894211625722123,0.6414642630986135,1.0,-0.3610122987402692,-0.0866699588969709,0.9332109488537208,1.35952832695924,1.2857009315340475,0.7696452732676781
Rbpj,0.2419774717920689,0.6477164962454822,1.0,-0.174741804315059,29.9379278627912,30.14314565774229,0.0,1.108881982014045,0.7696452732676781
Arap2,0.0190355559668588,0.1660814819787722,0.6965221546336016,0.4617527763549612,30.01511448280061,30.144099716292995,0.0,1.1334364904462235,0.6238234339500162
Rpl9,0.1673414304993252,0.6503532587123918,1.0,-0.0196036347922178,0.008632312413848,0.0312239773801877,3.600799844936735,3.62413217281974,0.7696452732676781
Ythdc1,0.0135066500779132,0.1122627763489942,0.5523650132353475,-1.8490308685255847,-0.5287005047628477,-0.0463813876538342,1.35888333750503,0.9570508907432244,0.5931087367073523
Rpl5,0.0831150273874732,0.384456616654759,0.967135032150512,-0.0683684829771633,-0.0177260898861597,0.0229715330129903,2.8962985095508653,2.86936341267752,0.7573409605674015
Dynll1,0.0200574907643636,0.2201943430476198,0.966278470916598,-0.0511952674017085,0.2557077069160681,0.7823084340517809,1.2504463789033,1.5147592310590074,0.679922351798266
Rplp0,0.0283400809716599,0.1673414304993252,0.6503532587123918,0.0156045156158132,0.0510142167509364,0.1261113032056235,3.31561328132426,3.432340439621326,0.6238234339500162
Rpl6,0.2268397237437485,0.7108438517107247,1.0,-0.0704036268083321,-0.0243063953121041,0.0460361127723621,3.21427928970676,3.1776302972611417,0.7696452732676781
Ppp1cc,0.0198981713239897,0.0567876091511873,0.1384410174210646,0.315291735055327,1.7371929738550926,30.66992660056885,0.4859280714481915,1.6751391027991076,0.44597202386732426
Arpc3,0.1673414304993252,0.2991188378185282,0.5918075732317218,0.0389330672917941,0.0694707316283313,0.1250174147322176,2.24558564902964,2.353919496281879,0.7104072398190046
Orai1,0.0158250082707493,0.2195861585503833,0.9018020163531,-0.529075580068277,-0.2637148717457271,0.0154798600361643,1.35901454575527,1.1274606850499889,0.679922351798266
Rsrc2,0.0155493804101,0.216322183134876,0.8323721218513491,0.224508856836365,2.0151710208519846,30.13569058419393,0.275230636463849,1.1536195836480312,0.679922351798266
Vps37b,0.0556481701992537,0.2991188378185282,0.8369453044375644,-0.281836712187562,-0.1972904962824215,-0.0684356990805153,2.2092818542009853,1.9194806634139676,0.7104072398190046
Tmed2,0.150606411543419,0.6503532587123918,1.0,-0.4363889717159536,-0.0440154044292894,0.7399192527612823,1.15930125268211,1.122107194383514,0.7696452732676781
Ubc,0.0756085038283126,0.3027005251220659,0.7638322915797582,-0.6628129440416588,-0.2018101525770537,0.2053518512982448,1.21815743931789,1.0652111852839612,0.7160265433610314
Ran,0.3189021837397598,0.6390933766786356,1.0,-0.4465016028099351,-0.0846994024783449,29.98881404039336,1.09238462841862,1.0487617851296165,0.7696452732676781
Chchd2,0.0071842502183059,0.2614114471699611,0.967135032150512,-0.2280465233551503,-0.0552185724271961,0.0340250080766579,2.250255585412515,2.162739346362265,0.7104072398190046
Actb,0.195562435500516,0.5918075732317218,0.967135032150512,-0.109977730004719,-0.0707535201481953,-0.0134042779712468,3.38680864421006,3.22390188530582,0.7696452732676781
