gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_Salmonella_infNonTLSwk3_median,FDR_BH
Rb1cc1,0.1026068305243051,0.5022642955663339,1.0,-29.96928702703707,-1.5171201743601257,28.666963650325357,0.549906865271355,0.15542205414445,0.7690199860979852
Rpl7,0.0037296037296037,0.0289044289044289,0.1892773892773893,0.0484698446380913,0.105280024537131,0.1892403425319639,3.0934319407557,3.3289416653761226,0.3267914863916936
Ptpn18,0.3356643356643357,0.778865578865579,1.0,-0.2110021712740006,-0.0582666346560535,0.1330025584715948,1.65204321679743,1.5679844834043088,0.8053576053576055
Neurl3,0.0072098249726899,0.0430058933601486,0.4081077053353198,-30.134769780913327,-29.11622699021545,0.0,0.581912496707765,0.0,0.35526607558383627
Cox5b,0.0060542987248003,0.0617066900283126,0.3209116751597887,0.1871289235872519,1.6543673448352532,30.460520140058705,0.4517254079075985,1.35643949273395,0.39409314639930737
Eif5b,0.1020187548759339,0.6694111706224701,1.0,-28.75087082468749,28.25021878424497,30.12487609164467,0.0,0.683606916583499,0.8053576053576055
Rpl31,0.3356643356643357,0.6125874125874127,1.0,-0.0016942104198553,0.1279843285283586,0.2178543527244242,2.266722784107335,2.4856473766522926,0.8053576053576055
Map4k4,0.0074408008082341,0.0788602895817827,0.3274876822714159,26.991435734820445,29.44379515134012,30.065635419852377,0.0,0.7302398448741487,0.4220691555081328
Il18r1,0.140574843541775,0.4867378340949047,1.0,-0.3032380012664753,0.8067696998604376,30.40644641310553,0.785600922942995,1.30063267779845,0.7549403141063827
Nabp1,0.0141598792545287,0.2159249389401403,0.8609521360603793,-3.454521093369788,-0.8536595287489086,0.7268189654665639,1.292726848036,0.6630547587711599,0.5544018702517116
Stat4,0.280963480963481,0.778865578865579,1.0,-0.3657765287138605,-0.16176265221836,0.0982622498743469,1.74460943309666,1.5282027550010775,0.8053576053576055
Stat1,0.0143763260422726,0.1497174578523332,0.7443635642641119,0.0,29.56649526498957,30.2341436413942,0.0,0.7950637282357815,0.502199250025337
Gls,0.3233601612822145,0.768278203545834,1.0,-0.9968198708816088,-0.0701890882947154,0.9779609349422536,1.12264402955817,0.982050887188882,0.8053576053576055
Stk17b,0.2307925407925408,0.6943278943278944,1.0,-0.2291423085827952,0.1331528201307869,0.302879904867927,1.87312901738138,2.07015417735965,0.8053576053576055
Sf3b1,0.04009324009324,0.1828417017123981,0.4634032634032634,0.044989425142358,0.1768749067766072,0.301126100872096,1.45666876632877,1.64345348240407,0.5402748452253311
Hspe1,0.0354720402648413,0.3502013891792955,1.0,-0.120790872237056,0.8886284604397174,30.221348020911243,0.67096947517441,1.1771300485018923,0.6523359210202563
Bzw1,0.0617066900283126,0.2429082609043239,0.7703347136423385,-2.386104282509689,-0.3844924060780851,0.0636486823652139,1.28265535242243,0.9802263262478768,0.5805354663122206
Clk1,0.0938616938616938,0.6125874125874127,1.0,-0.2387476448659891,-0.0430652157207545,0.1582229231642586,1.551368994196845,1.509722967048135,0.8053576053576055
Sumo1,0.0391701660299839,0.3700277116622618,0.9513641829362992,-0.3388249302088814,0.9539456593321513,30.162488482098787,0.565196875064045,1.07991050390828,0.6711719829673484
Cd28,0.0093240093240093,0.0938616938616938,0.6125874125874127,-0.576677740443387,-0.2522035878313025,-0.0259466767820621,1.8498800654113,1.56433841325555,0.44307383437818193
Ctla4,0.280963480963481,0.6943278943278944,1.0,-0.2167953439221233,0.0446471133360839,0.2528039623097999,1.54573084079698,1.6365410805972276,0.8053576053576055
Icos,0.0289044289044289,0.151981351981352,0.6943278943278944,-0.0181249549412276,0.3167757727938605,0.6372145684643281,1.80862327528006,2.2538378068201625,0.502199250025337
Eef1b2,0.0037296037296037,0.04009324009324,0.280963480963481,0.0340767600667416,0.1132357317135668,0.1928985224153933,2.60655636723982,2.817856942571636,0.35526607558383627
Rpl37a,0.280963480963481,0.5358197358197359,0.778865578865579,0.0095452157414666,0.034078890665154,0.0613363323560034,3.97927286214841,4.069283904271488,0.7816180407351233
Arpc2,0.0933177933177933,0.6125874125874127,1.0,-0.1447394135669485,0.0253317760668718,0.1898114894983792,2.12164341369804,2.1603459684098096,0.8053576053576055
Ncl,0.0139860139860139,0.151981351981352,0.6146309246309228,-0.3130208208326573,-0.1636327782131411,-0.0159069888368788,2.2019108769821347,1.991212257654955,0.502199250025337
Ptma,0.054079254079254,0.3356643356643357,0.9550893550893552,-0.1437920996982625,-0.0466121949733115,0.0127530125649931,3.017190404851255,2.9278728879300724,0.6314477601606315
Lrrfip1,0.1485293503827311,0.6694111706224701,1.0,-29.034612059652734,0.4281350052423749,29.625253848558746,0.0,0.1697748311675747,0.8053576053576055
Actr3,0.3235367862420667,0.7715426535572856,1.0,-0.3624166643097144,-0.0507708035777733,1.1410989347368667,1.3408959827899,1.2840961773509698,0.8053576053576055
Ubxn4,0.0041476751667831,0.0430058933601486,0.113048723731741,28.406031675342504,29.63530667688928,30.05127236089957,0.0,0.8339043511837507,0.35526607558383627
Nucks1,0.3096559030458566,0.8548127198282508,1.0,27.21161600280458,29.53224784374374,30.091098831160803,0.0,0.7764123587880613,0.8639064721668492
Snrpe,0.0938616938616938,0.6431322050036423,1.0,-0.2405605514044274,-0.0717862530018867,0.10286261907448,1.46505633091344,1.3836965734546474,0.8053576053576055
Btg2,0.04009324009324,0.2318570318570318,0.8665112665112666,-0.6539155771972843,-0.3993471835723576,-0.0767052307223927,1.79301056409911,1.3427365360694323,0.5633171564148174
Ptprc,0.0289044289044289,0.1892773892773893,0.6943278943278944,0.0112055429242574,0.1396773771066805,0.2838188025447807,2.4976478663063304,2.7555845326385224,0.5402748452253311
Rgs1,0.0125222247240691,0.1178837571664433,0.5240789974851849,-1.4887160693736914,-0.645126490272478,-0.1462178448868016,1.801464497645485,1.21117545669451,0.4699938238399777
Tpr,0.0125222247240691,0.0702942294187667,0.2226536979813717,0.303353929402993,1.4346695811051675,30.560946863008542,0.549906865271355,1.5571146645484977,0.4073003838850189
Arpc5,0.2225910445768058,0.772139521993872,1.0,-0.3718935534720434,-0.084441170313218,0.9324079141060372,1.29580270219512,1.1952699825496151,0.8053576053576055
4930523C07Rik,0.2628903364198475,0.768278203545834,1.0,-29.549221385502005,-0.2563785357032992,2.060752078366629,1.15059116719208,0.8770940832404025,0.8053576053576055
Gas5,0.2318570318570318,0.7282210233302229,1.0,-0.3139037750073367,-0.0605885952551382,0.1800926433115705,1.55010236289611,1.4855537570154649,0.8053576053576055
Prdx6,0.280963480963481,0.7282210233302229,1.0,-0.3392562896378106,-0.0398009188044089,0.3286034435017506,1.462634698746075,1.4264068125680351,0.8053576053576055
Prrc2c,0.151981351981352,0.6125874125874127,1.0,-0.145467598993103,0.0092496604744422,0.2330857173049948,1.824040029845025,1.823455497557085,0.8053576053576055
Pfdn2,0.0779787345010902,0.4140017389158428,1.0,0.0,27.21161600280458,29.35397413113846,0.0,0.15542205414445,0.6994024246274243
Tagln2,0.0038849847804668,0.0391701660299839,0.2471414542981796,-30.603561193685497,-1.7341632362838626,-0.6427829770373564,1.56041831239381,0.4705737230417227,0.35526607558383627
Hnrnpu,0.0721056721056721,0.3968919968919969,0.9550893550893552,-0.380851130332948,-0.1919179658926657,0.0182527644423566,1.52010483234034,1.348638052678505,0.676318200981878
