gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_Salmonella_infTLSwk6_median,FDR_BH
Psme1,0.0013213216663899,0.042658103683907,0.4438229065060364,0.1609167161953699,0.9452732310740484,30.35855515782847,0.68882846420912,1.34856708300914,0.2294897982994997
Itm2b,0.3356643356643357,0.778865578865579,1.0,-0.1093145826150024,-0.0488127921370013,0.0508383042129202,2.33827032138668,2.255275304769035,0.8073606610191977
Lcp1,0.0172688724201217,0.2159249389401403,0.7715426535572856,-0.0313531340060939,1.0733666750591957,30.26978083083293,0.565196875064045,1.2073099660039277,0.5297808523614974
Tpt1,0.1892773892773893,0.6943278943278944,1.0,-0.0190956274000635,-0.003293313838371,0.0315737664480175,4.77823853730156,4.76824485434801,0.7932509545412773
Elf1,0.3235367862420667,0.8616968286082338,1.0,-0.1811986354457593,0.020614615781089,0.2548749993268254,1.38121593347645,1.386894231658545,0.8665112665112666
Rpl37,0.04009324009324,0.151981351981352,0.4634032634032634,0.0281353978352631,0.0786467190678348,0.1168164252345304,3.45354454230624,3.64646957597855,0.42494785915838545
Fyb,0.0205128205128205,0.0205128205128205,0.0289044289044289,0.3724656489403425,0.5344410846132173,0.8475300708642868,1.70648040061915,2.4692914744512446,0.15030946065428813
Sub1,0.0003108003108003,0.0012432012432012,0.0093240093240093,-0.4312205543035936,-0.3568733107527375,-0.2451783836866743,2.57591142552222,2.0121565730749147,0.03727999809755719
Rpl30,0.0093240093240093,0.1892773892773893,0.9550893550893552,-0.0052981719029637,0.0571826152875104,0.0894557324143075,3.78443398333915,3.948918939075805,0.4759934345733163
Cox6c,0.054079254079254,0.4634032634032634,1.0,-0.260653475724336,-0.1493246036070923,-0.0301524708186399,1.97992464839771,1.78834611590072,0.724067599067599
Pabpc1,0.3356643356643357,0.778865578865579,1.0,-0.1221112542358832,-0.0701423235262756,-0.0145939704275663,2.40382540604214,2.271793369323725,0.8073606610191977
Ywhaz,0.0205128205128205,0.054079254079254,0.2823310023310011,-0.4281957083622833,-0.281244066512301,-0.1373422722146792,1.86025510383366,1.5419928790746251,0.24193350509139946
Eif3e,0.0205128205128205,0.280963480963481,0.8665112665112666,-0.0214423155406115,0.0706979789568072,0.2639049625328952,1.5139930195507,1.56663923874958,0.5740840356224972
Eif3h,0.0091553779041863,0.0721056721056721,0.3968919968919969,0.0680548479871494,0.3181387732980439,1.545394752743167,1.28265535242243,1.5975410883216274,0.27302732837300686
Sla,0.1272980462544935,0.6757058487030954,1.0,-29.85045616420684,0.0,30.03703794072304,0.67096947517441,0.5440378449709475,0.7932509545412773
Ly6e,0.151981351981352,0.6943278943278944,1.0,-0.1426741455266963,0.0097269825872272,0.1717237872277284,1.56548839794997,1.5632798641448749,0.7932509545412773
Eef1d,0.1018331200552893,0.3209116751597887,0.8616968286082338,-1.2820159689905584,-0.2092622320512083,0.0093303064298842,1.32437884449784,1.1626386607785375,0.6229578281980029
