gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk6_median,median_Salmonella_infTLSwk6_median,FDR_BH
Gdi2,0.00131537761787,0.0308276094320916,0.3716774469130736,0.1045568680289544,0.3197981681110708,1.2395915238771311,1.1858736266352952,1.47530324711477,0.24429456734113136
Klf6,0.00131537761787,0.0376442906310159,0.4935627897033893,-30.317030275790067,-1.06924946239045,-0.0952204799911408,1.2486417402382148,0.55111264971149,0.2587781062007865
Arid4b,0.1446851061456145,0.6945980769823016,1.0,-29.70484425294164,-0.683640044288847,28.875246825743474,0.3478918607545125,0.0,0.7648023628792858
Psma2,0.1055897096076987,0.6081115608318358,1.0,-29.8959232733196,-0.1670481609558772,29.063970497428343,0.6070060565883525,0.54188449224506,0.7648023628792858
BC005537,0.0496329132677271,0.4825004246179465,1.0,-29.94415197779213,-1.3864246202698811,28.87713832118442,0.4233659689521964,0.0,0.7648023628792858
Prpf4b,0.0127769927806435,0.0764479298304189,0.4881429337396992,-29.69473434036465,-28.01789747353744,0.0,0.2717862950043275,0.0,0.3686926049342153
Nol7,0.0698509385932524,0.3341516591194934,0.9490942518180976,-29.07494024281661,-28.01789747353744,0.0,0.2717862950043275,0.0,0.7112810235919763
Jarid2,0.0641787341204117,0.3654215579150202,0.955270926520046,0.0,29.184438856905984,30.209870301972582,0.0,0.63060987729776,0.7335427857166986
Dek,0.0324742023051655,0.2696996243908753,1.0,-29.43805582601893,-27.480451891384813,0.0,0.18725797015218,0.0,0.6587667887667887
H2afy,0.0485338272976736,0.4109392401761573,1.0,-29.983128898960278,-27.480451891384813,28.38252955077912,0.50886670623004,0.0,0.7648023628792858
Hnrnpk,0.0104021815502471,0.1048951048951048,0.8784770784770783,0.0241767581356699,0.1530130500929169,0.2681546339652097,1.3423684418246251,1.48838248090234,0.4060851429272478
Cox7c,0.0649572649572649,0.5053613053613053,1.0,-0.0743903701580132,0.090668870136757,0.2186880300637307,1.643173574056085,1.76683284608903,0.7648023628792858
Rps23,0.1048951048951048,0.4418026418026417,0.959129759129759,-0.0305045628206904,-0.0135572368984763,0.0045071738609803,4.13801079426352,4.096325054545215,0.7648023628792858
Nsa2,0.0649572649572649,0.4418026418026417,1.0,-0.1499772750327055,-0.0626798771689998,0.0320079958893505,1.8316009483786373,1.7512798388422874,0.7648023628792858
Btf3,0.0104118104118104,0.2344988344988344,0.959129759129759,-0.0125366060091887,0.0536081826198615,0.132550280095995,2.0949505756552536,2.168559387113945,0.5993753993753991
Gpbp1,0.044406322145509,0.2954534619155812,0.957492737513927,-0.0156650747382655,0.6057889672982395,2.7797774545215965,0.8287666834006324,1.2558663601997,0.6935822403833857
Emb,0.0147630147630147,0.1048951048951048,0.5053613053613053,-0.3720850607434314,-0.2027306159772006,-0.0293757003589883,2.3055147771322826,2.0022567741907897,0.4060851429272478
Rpl15,0.2344988344988344,0.7209013209013208,1.0,-0.0503258714372642,-0.0085555569737885,0.0312174175199673,3.1340668062542125,3.1198521113944446,0.7648023628792858
Rps24,0.001087801087801,0.0498834498834498,0.3822843822843822,-0.0375354476250748,-0.0229401792317096,-0.0087952167435867,4.7260935542672176,4.652439336627035,0.30020767111676155
Arf4,0.0229215547738114,0.1266856129229834,0.4935627897033893,-30.199004545655747,-1.0731838095982964,-0.1245967603786559,1.276869279674465,0.5795603633907049,0.4568862784195202
Selenok,0.1948717948717948,0.7209013209013208,1.0,-0.1403549169441965,-0.0048107522768765,0.1219440818823019,1.4427193740798088,1.4437139165186248,0.7648023628792858
Timm23,0.0324742023051655,0.1104651304114385,0.629942078806997,-28.835707466862107,-27.480451891384813,0.0,0.18725797015218,0.0,0.4154995246157516
Wapl,0.1388637976716842,0.6025243523612969,1.0,-28.61246494329288,1.4166817600286892,29.87468905259545,0.2132826426766762,0.7771185697788743,0.7648023628792858
Hnrnpc,0.1705610877239446,0.7173273000417575,1.0,-29.821672206563,-0.7014758265976808,28.863795706064145,0.335850558083815,0.280183410320323,0.7648023628792858
Trac,0.0104118104118104,0.2344988344988344,0.959129759129759,-0.0114673669607707,0.0682968084989436,0.2092093544597707,2.1511070357445776,2.25629597037739,0.5993753993753991
Dad1,0.1025458809789091,0.5531274454486008,1.0,-0.0367950594533027,0.2114189696200621,1.89688372440554,1.098329479620865,1.26859825840883,0.7648023628792858
Mrpl52,0.0128412623372195,0.0561971119187938,0.3857867889464148,1.7169237450419816,30.113203623076103,30.229739050703312,0.0,1.171565975516925,0.3263376148266798
Psme1,0.0498834498834498,0.5737373737373737,1.0,-0.1000674771482085,0.0453708870499508,0.2119561982520809,1.3065601047786162,1.3498740971581848,0.7648023628792858
Itm2b,0.0147630147630147,0.1605283605283605,0.7984459984459983,0.0021800720442151,0.0880056594726712,0.1862188535511559,2.123173004310619,2.2541207915380053,0.5169006949942875
Lcp1,0.2442469068122741,0.7525377274994569,1.0,-0.1963351062063021,-0.0106433458894978,0.4040646548398133,1.2273388144215227,1.2081098831037749,0.7845353946529772
Tpt1,0.0001554001554001,0.0069930069930069,0.1303807303807303,-0.0450685516213827,-0.0289639196548755,-0.0159277058745718,4.865840117625209,4.76802641865099,0.1381774931648606
Elf1,0.0379176379176379,0.3822843822843822,1.0,-0.0287843842678707,0.1518710356676541,0.5038469030331332,1.2504139807620724,1.38926418576419,0.7335427857166986
Tbc1d4,0.0023806687180713,0.0122413863708278,0.0568537936122416,1.1628978007259545,2.941147829064857,30.68561431717323,0.2219308937576587,1.61477839601563,0.16271321880459363
Mycbp2,0.1480106940237816,0.5068648382325069,1.0,-29.58756877303515,-28.00653883078701,0.7008248896199184,0.31115222974782,0.0,0.7648023628792858
Gm10076,0.0984722781285988,0.4186613785292437,0.957810850422856,-30.29022917628107,-0.6053793850723648,0.6022922333666648,1.2253117683298125,0.5798759350358,0.7648023628792858
Rpl37,0.3282051282051281,0.7984459984459983,1.0,-0.007271701622814,0.0244550748154698,0.0545838624108869,3.58600381621204,3.647036276756105,0.8032997735125392
Fyb,0.0001554001554001,0.0003108003108003,0.0018648018648018,0.1918194028338479,0.2914523655033917,0.3912133262189984,2.008664477364259,2.465521009902408,0.0685832685832662
Nipbl,0.1221757823939265,0.7058654396235203,1.0,-28.3232441896386,0.3543378470161931,1.96171586741468,0.6480516949049024,0.9615362401139144,0.7648023628792858
Il7r,0.0014600619162422,0.0098773749314597,0.0497296516887517,-30.91473946725754,-30.642601115404045,-30.313964375820685,1.6762626976562929,0.0,0.15316929983596633
Sub1,0.1948717948717948,0.6453768453768453,1.0,-0.1907640209618102,-0.0700011397106765,0.0595307135465713,2.125209326248142,2.016439658124595,0.7648023628792858
