gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk6_median,median_IL10_KOnonTLS_median,FDR_BH
Rpl7,1.5876796062554575e-05,0.004096213384139,0.1152655394141462,-0.096869342574038,-0.0663373064711066,-0.0295025589197983,3.32744034799283,3.177817897899112,0.02912862850943289
Ptpn18,0.0015241724220052,0.0690958164642375,0.5713582599031516,-0.2036233964842004,-0.1038549298179197,-0.0078290960497809,1.6422985214072814,1.5242918819913276,0.18316279262247903
Cox5b,0.0184394950081998,0.2630889109848705,0.9692169978474025,-0.0316643002133595,0.4796478712156683,2.598641696545638,0.9296281806313476,1.2969851436496165,0.45050676396071476
Rpl31,0.0015241724220052,0.038707628800508,0.2379772961816305,-0.1895922640534635,-0.1344837890230056,-0.0631236802959249,2.469515098323615,2.2485100720771003,0.12464343362176161
Il18r1,0.003758965099213,0.1323180178891167,0.969182212422568,-0.0124105468367458,0.2882621150163067,1.4203688074792296,1.18408024895898,1.4468473326171711,0.2741574902565614
Stat4,0.0252441057394617,0.343145193299992,0.9699293482575216,-0.0424496558638972,0.1032207963534972,0.2609907540585796,1.450622740975845,1.5588288663444023,0.5182605869309613
Gls,0.0048460129906725,0.1528728780095813,0.910105580693816,-0.0544841423594349,0.2742144183927629,1.8038427781095243,1.02892105646856,1.2359631717530537,0.30694475898394363
Stk17b,0.0252441057394617,0.3053901722632373,0.9699293482575216,-0.1881526530530381,-0.0772148033385713,0.0441976079589622,1.95133384509202,1.848774542946764,0.4811069790731615
Sf3b1,0.0021592442645074,0.0095578312296578,0.1152655394141462,-0.3368699260180675,-0.2343813484066965,-0.1256397446446398,1.70652586299286,1.4501961966143977,0.04838978644197145
Hspe1,0.0047981709084513,0.0694015268921112,0.615497508592667,0.0267210302917992,0.5495449977904872,30.134519714021117,0.8114952302603875,1.1915750239624765,0.18316279262247903
Bzw1,0.1295450020706858,0.5087557841299859,1.0,-0.0755372133144531,0.9025413733745022,30.06579447435212,0.58415197957979,1.101121568946545,0.6348879740830206
Clk1,3.175359212510915e-05,0.0123997777248551,0.3434255259284048,-0.5973327447307906,-0.4427298891526302,-0.2911419191077933,1.7705522501152702,1.2989974949239314,0.05719537112725956
Sumo1,0.141176505580472,0.6708558092938122,1.0,-0.1160603652132938,0.0651903189202544,1.2043818737227452,1.1210860387814874,1.17789330766422,0.7017310358486829
Cd28,0.0314201794077955,0.2630889109848705,0.910105580693816,-0.2483684926447629,-0.144550166963751,-0.015487350329409,1.7023459707460886,1.5399085406853776,0.45050676396071476
Ctla4,0.0015241724220052,0.0201317774073192,0.1568627450980392,0.2401951511424803,0.4309055652227159,0.6435455359099476,1.50498235019198,2.024691611991156,0.07928823101959562
Icos,0.0978804477256489,0.6784313725490196,1.0,-0.0607494654623929,0.0356119084620256,0.153734410766296,2.203455887557451,2.261435366684034,0.7017310358486829
Eef1b2,0.0095014686036357,0.2702706993728666,0.910105580693816,-0.0865210292888351,-0.045321596275558,-0.0035686642113567,2.755849582423235,2.6716809284624623,0.45074461914953645
Rpl37a,0.0029641978248789,0.038707628800508,0.2082876875446535,-0.0856979769211578,-0.0562235230293598,-0.0388802810030732,4.084891097687955,3.930105815658069,0.12464343362176161
Arpc2,0.0095578312296578,0.1152655394141462,0.7344923394458999,0.0213676473599086,0.0913181569209875,0.1452376905456682,2.153970231795346,2.2938064818919464,0.250067610932385
Ncl,0.0314201794077955,0.5713582599031516,1.0,-0.0688381023705252,0.0155149849176185,0.1554283728018128,2.0234645034627947,2.048255856008113,0.6588635789874181
Ptma,0.0573787409700722,0.2379772961816305,0.910105580693816,0.0032764365338363,0.0382360176801247,0.078691319374665,2.840890843425629,2.9166316795698464,0.4172752590582014
Actr3,0.0978499623589536,0.6158964889935725,1.0,-0.1535165614846162,0.0138179734375617,0.993200264228703,1.220142995353505,1.2233974252978626,0.6738942933636667
Snrpe,0.0821608319441137,0.6238787012780821,1.0,-0.0991986002857471,0.027928568915931,0.1438224291821035,1.3887333618281823,1.4143792868349687,0.6738942933636667
Btg2,0.0004763038818766,0.0123997777248551,0.2379772961816305,-0.2922181810599427,-0.1822237369336267,-0.0815416201762914,1.6289654574151724,1.4382598834672362,0.05719537112725956
Ptprc,0.004096213384139,0.004096213384139,0.0095578312296578,-0.406959706765224,-0.3510733731455655,-0.2876935882254423,2.885381470826108,2.2577522743974625,0.02912862850943289
