gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_Salmonella_infTLSwk3_median,FDR_BH
Rb1cc1,0.0312236292033212,0.1704181223248704,0.530252539023499,-30.09535580770515,-29.034612059652734,0.0,0.549906865271355,0.0,0.43486003627725556
Rpl7,0.0006216006216006,0.0093240093240093,0.1205905205905206,0.0436225019322663,0.1038493755515006,0.1898668426879603,3.0934319407557,3.333565860095633,0.17650566487775743
Eloc,0.0995927108704562,0.4513629851407167,1.0,0.0,28.621231060228027,29.63051817476014,0.0,0.4129044620392211,0.6772176955300833
Smap1,0.0074408008082341,0.0449578329938776,0.5039104645747324,0.0,28.887739668229777,29.906023518222007,0.0,0.4966793981517889,0.2651860583841766
Ptpn18,0.1205905205905206,0.5358197358197359,1.0,-0.0792900735600758,0.0504999983800804,0.2287700917561418,1.65204321679743,1.69863591826827,0.7221146770815645
Neurl3,0.0072098249726899,0.0570894993896972,0.5081105615434733,-30.134769780913327,-29.11622699021545,0.0,0.581912496707765,0.0,0.27918864135154314
Cox5b,0.001318076232986,0.012298010983596,0.0930450589520381,0.215348305413204,1.727010196928178,30.451676782341732,0.4517254079075985,1.3490624876037298,0.18874724836144993
Eif5b,0.2585954908026854,0.7536651375079032,1.0,-29.524287388168837,27.79377174540616,29.67270135956391,0.0,0.4179221602656401,0.7994912751533181
Rpl31,0.0721056721056721,0.2318570318570318,0.6125874125874127,0.0259436792292691,0.1600995872535561,0.2728661305478516,2.266722784107335,2.561181249064417,0.48546567360871334
Map4k4,0.0059772680924634,0.0583453023368575,0.3274876822714159,27.52817465470752,29.428665281250296,29.965915739602384,0.0,0.7226230345765638,0.27918864135154314
Il18r1,0.2465045573584016,0.7603899357833063,1.0,-29.72904961908676,-0.0323104557095177,29.988247209858308,0.785600922942995,0.5782695301307275,0.7994912751533181
Nabp1,0.0101774423782037,0.0888181557112767,0.452635517901356,-30.44730154681123,-30.06425340259812,-0.9685293513268052,1.292726848036,0.0,0.34102731452775603
Stat4,0.280963480963481,0.8620647160700694,1.0,-0.4121586525843622,-0.2394716770318882,-0.0555696051030876,1.74460943309666,1.4544799793585177,0.8641880281786164
Stat1,0.0202223810889232,0.180468047031112,0.9499559814709728,0.0,28.852378567749557,29.86383864195337,0.0,0.484659392373511,0.44951196809914734
Gls,0.0516999549363111,0.2585954908026854,0.8110701293339075,-30.1736725333572,-1.4295169146937088,0.3952255913144394,1.12264402955817,0.3225702534320717,0.5159233566504556
Nab1,0.0074408008082341,0.113048723731741,0.505234198807104,26.82852795328618,29.251541050791246,29.839710622545923,0.0,0.6391332362864989,0.364909605058304
Stk17b,0.280963480963481,0.778865578865579,1.0,-0.370403034645094,0.0028386495425512,0.1440816677154857,1.87312901738138,1.8812870766780971,0.7994912751533181
Sf3b1,0.1828417017123981,0.6022000059254968,1.0,-0.0717384935442838,0.0728847997147715,0.1819466235292563,1.45666876632877,1.5303611326140825,0.7498438403701563
Hspe1,0.0166710088037554,0.2159249389401403,0.768278203545834,0.0580800185859022,1.0224307613169272,30.325913455729196,0.67096947517441,1.3055686656930576,0.4737544482406313
Bzw1,0.0172688724201217,0.1753258176208659,0.6827510662271137,-1.434273872916052,-0.4987644586751829,-0.0447730552643356,1.28265535242243,0.901337379513582,0.4418427725801389
Clk1,0.0938616938616938,0.5358197358197359,1.0,-0.2136796394950531,-0.0407139251797063,0.1247300212615215,1.54602136135724,1.5087031552638477,0.7221146770815645
Sumo1,0.0026540293594823,0.0235255986784301,0.1818385040552053,0.8670494512898004,1.225111682574683,30.34196251092678,0.565196875064045,1.3045557244303951,0.2080247821091719
Cd28,0.0006216006216006,0.0289044289044289,0.2981516082391482,-0.5649981069468892,-0.2639376196890551,-0.090438401464778,1.8498800654113,1.5377458155034924,0.2198897675533189
Ctla4,0.054079254079254,0.3541094107998596,0.9550893550893552,-1.0430476043453,-0.4997844467611556,-0.1983618080858139,1.52010483234034,1.1110099352515732,0.6005105424814285
Icos,0.0938616938616938,0.4634032634032634,1.0,-0.1451539453899012,0.1882992325645514,0.4981034810866672,1.80862327528006,2.0458469642050137,0.6772176955300833
Eef1b2,0.0003108003108003,0.0059052059052059,0.0545299145299141,0.0705576983015719,0.1396975367384239,0.2142090699288234,2.60655636723982,2.8696892843527086,0.145219867726433
Rpl37a,0.151981351981352,0.3968919968919969,0.8665112665112666,0.0121207548572614,0.0369231576115283,0.0566921718698213,3.97927286214841,4.073815525901296,0.6212886259040106
Arpc2,0.0093240093240093,0.280963480963481,0.9550893550893552,-0.0470873464706119,0.1006113304820294,0.2688421485022386,2.12164341369804,2.284303675722084,0.5233507402843788
Cab39,0.0191546447804258,0.0980347968077632,0.5625488430004827,0.0,28.376003664023173,29.65391102822144,0.0,0.3484174296856416,0.34462401174031176
Ncl,0.0021756021756021,0.0205128205128205,0.1205905205905206,-0.3814108793303349,-0.2703543824792594,-0.133764977231695,2.223916569739395,1.847114354757275,0.20614118391896155
Ptma,0.0093240093240093,0.0721056721056721,0.280963480963481,-0.2009907617439575,-0.1149597864528204,-0.0473965031440157,3.0160220129097826,2.7801795224968098,0.29808868252009224
Actr3,0.2698712949217355,0.7715426535572856,1.0,-0.167757599158612,0.0358310698596535,1.2289993962907968,1.34739250373263,1.3738725376946288,0.7994912751533181
Ubxn4,0.0010130446880794,0.0143763260422726,0.0780007733781075,29.320835280780297,29.808572728688727,30.03696670323517,0.0,0.940317547666858,0.18874724836144993
Nucks1,0.2159249389401403,0.8548127198282508,1.0,29.301487124985847,29.88246928401476,30.016801839581937,0.0,0.989736527043728,0.860095863955743
