gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_IL10_KOnonTLS_median,median_IL10_KOTLS_median,FDR_BH
Prdx1,0.0139289571983948,0.1115699529550979,0.5063505698070192,-0.2340251189584811,-0.1079787932230868,-0.0294850217027241,1.207580359147015,1.1234092152397963,0.2274205695186003
Rps8,0.0350891160940478,0.078252228526237,0.1748533068932927,0.012494797230062,0.0245463153489624,0.0377149207936141,3.838914558284431,3.903880714727765,0.18019549871638063
Ybx1,0.0303284034941484,0.1572127533400038,0.4704864220587896,-0.0739846688527584,-0.0330546811530772,0.0040491997714121,2.125199269042035,2.076034306213605,0.28698473518793427
Smap2,0.1650312649100562,0.4590693216149171,0.9748991155119652,-29.991894760408183,-1.883386760935411,27.01681548505453,0.7991910719904335,0.1405415007455522,0.6017044372080637
Sfpq,0.3407786135629546,0.7074539677020747,1.0,-0.0450130109522111,0.005422170697339,0.0656240687290344,1.4040200423530762,1.410228790517845,0.7805316302998715
Khdrbs1,7.386660844629498e-05,0.0010787354094395,0.0161066687958685,0.1691024067648354,0.3088977934000676,1.5644319305779526,0.9887791500843424,1.22315169496201,0.018510048280283714
Ptp4a2,0.0687552742483778,0.2144938077835174,0.5833604667027033,0.0033760762236661,0.0485628827268803,0.1012920332245659,1.743837989167835,1.8017023476304388,0.36012003848603924
Laptm5,0.0885337720142295,0.4025038237820035,0.9309874465595672,-0.0720097359464857,-0.0287099251089693,0.0092403979477794,1.954230733095975,1.9138659693308164,0.5475797277467906
Cd52,0.0029456461505329,0.0072599549881905,0.0193733193315928,-0.174801819310953,-0.1401681433540093,-0.0989124547268997,2.977412779501683,2.70010881498927,0.04189077475944403
Sh3bgrl3,0.0011061781840807,0.0029456461505329,0.0086155581188204,-0.2654106246643972,-0.2136226874613957,-0.1593200972886931,2.2383560407385312,1.9287861611101524,0.03017784423607175
Rsrp1,0.2144938077835174,0.4190673395125414,0.6650055421020291,-0.0082107745339711,0.0490606692834468,0.0979335343480223,1.4721295109416626,1.5226494793961125,0.5685724444197183
Syf2,0.1180831655343184,0.62284796592314,1.0,-0.1734941269702794,-0.0148615869903234,0.0969549120479459,1.1006927045658013,1.0906057579765376,0.7297194684536966
Srrm1,0.2028016243752515,0.7039963166690573,1.0,-0.1446690765987755,-0.0084082296787234,0.1277755351178357,1.1070252750319287,1.1011522767953164,0.7805316302998715
Rpl11,0.2365840933218761,0.5833604667027033,0.9769702553219756,-0.0031118310473688,0.0074478407950047,0.0177984295583931,3.600150728420375,3.6187201688262975,0.7022708735845492
Cdc42,0.0051079054249954,0.0350891160940478,0.2144938077835174,-0.0916640227817137,-0.0620579321282083,-0.0298192043376262,2.0090347650753357,1.92388513586622,0.10547746274977243
Micos10,0.0722190568604634,0.4479154279917928,0.9761033614497976,-29.92582808034389,-1.236703367498003,28.766698224198272,0.8971399061171943,0.3571757880148595,0.5886218451619895
Rpl22,0.026229387834857,0.078252228526237,0.1939308522824107,0.0158280820320154,0.0299672126682304,0.0455097117842108,3.0901676943862624,3.1545629129950927,0.18019549871638063
Tnfrsf4,0.3164685676139621,0.6658224841450882,1.0,-30.15937683175297,-2.3002676451735367,0.2591139556332901,1.0825935493027474,0.2192734010026542,0.7666121262404455
Sri,0.088256686339853,0.340358371306122,0.7949696787335044,-0.1440137844442085,-0.0452346258964885,0.0285737774500339,1.2160436664546062,1.179362505992855,0.4972990232808233
Kmt2e,0.0012183960311828,0.0066448808409443,0.0326256118674943,0.1163894118936514,0.1976984946135253,0.2738043872252391,1.2438346936768587,1.42618599221071,0.04189077475944403
Tomm7,0.0011061781840807,0.0141379694559114,0.0998774027692641,-0.1383478113800876,-0.0971955975253237,-0.0538410512401548,1.50859291785524,1.4120069355043712,0.05865504683361589
Dnajb6,0.2365840933218761,0.7508318840891169,1.0,-0.040308582541333,0.008320459479665,0.0519374388163522,1.5947635381071823,1.6038570701425576,0.7935107490794456
Ost4,0.0140510677616894,0.1115699529550979,0.5063505698070192,-0.1913453364724568,-0.0821675575084272,0.011939627029928,1.194520751381045,1.128402879215594,0.2274205695186003
Arap2,0.001321438916282,0.0101274892564385,0.0640904174696095,0.1558522660415076,0.2425810306292649,0.3790400433551899,1.1355148887413238,1.337436311703926,0.049201333707079964
Rpl9,0.0060989459312143,0.0303828219765775,0.126022121770373,0.0133123717633617,0.0239694893552909,0.0337942550209236,3.624741039862416,3.685234208127839,0.0971476218614134
Rpl5,0.0350891160940478,0.0885337720142295,0.1939308522824107,0.0237180832882738,0.0424032585602314,0.0599595622642389,2.8678762563809075,2.9539983133475047,0.1923980673209663
Dynll1,0.00109514607697,0.004231440704146,0.01648082337245,-0.4040238106621818,-0.3065949217293888,-0.2306287380979701,1.5165231960469852,1.223506275283066,0.03398272994989382
Rplp0,0.1409552191443714,0.4357306600317365,0.9309874465595672,-0.0146247205822697,0.0016898558704184,0.0174411098674437,3.433027934186168,3.436338911666976,0.5741123132176685
Rpl6,0.078252228526237,0.1939308522824107,0.4357306600317365,0.0133921926775567,0.0331949598903733,0.0506307015721613,3.177991591335474,3.251382748377151,0.3311336321284699
Ppp1cc,0.0035498386349135,0.0193733193315928,0.078252228526237,-0.2129183700246657,-0.1540162113898247,-0.0911709435762477,1.6759844105399275,1.5083444224460925,0.07312335567262845
Arpc3,0.0060989459312143,0.0350891160940478,0.1263954492047227,-0.0829512185554318,-0.0611779908351394,-0.0395505495576407,2.353965128452555,2.2555730361550514,0.10547746274977243
Orai1,0.0016757873060577,0.0215568930747304,0.1414324406564919,-30.13220058188426,-1.452168983831431,-0.2639057240249227,1.125545684198765,0.4056232576464519,0.0792530306756155
Rsrc2,0.0939970568957496,0.488327760174263,0.9769702553219756,-0.0337704928605899,0.0308431788160149,0.0994970478758471,1.153394059857475,1.1786894915473214,0.623767266176794
Vps37b,0.0001557958930878,0.0011061781840807,0.0086155581188204,-0.2156462456286102,-0.1619173277723007,-0.1119671116560342,1.9205578970714647,1.7170792203132974,0.018510048280283714
Tmed2,0.01884911001445,0.1115699529550979,0.4321071904330589,-1.3098215656521883,-0.2025165208569613,-0.0296125949757092,1.12198030048552,0.9783828189849596,0.2274205695186003
Ran,0.0119411678739192,0.1251982264759284,0.62284796592314,0.0614183607444221,0.1638934304552377,0.2974731849065402,1.0480940470212974,1.1745539620594774,0.24809060834795
Chchd2,0.002436734808989,0.0193733193315928,0.1123511976904639,-0.0822868290245272,-0.0571172177025025,-0.0348134701312232,2.163007652575226,2.0791171049331063,0.07312335567262845
Actb,0.002436734808989,0.0072599549881905,0.0193733193315928,-0.1281796011144946,-0.0977625877270113,-0.0724552411679978,3.2222712928322426,3.0116427852627385,0.04189077475944403
Rac1,0.1748533068932927,0.6650055421020291,1.0,-0.0674186439219821,-0.0102602046135394,0.0463355897032535,1.3638606939517852,1.3547335253238688,0.7666121262404455
Arpc1b,0.3407786135629546,0.7508318840891169,1.0,-0.0254685196676667,0.0261509170612215,0.0731000046791408,1.4231358590016998,1.4484998657851451,0.7935107490794456
Atp5j2,0.0225760625231335,0.1939308522824107,0.7074539677020747,-0.0920965676554841,-0.050656913991007,-0.0099119035769032,1.4717150956538414,1.419833743430655,0.3311336321284699
Rpl21,0.0035498386349135,0.0193733193315928,0.1123511976904639,0.0116860279875869,0.0240512794840097,0.036684129456207,3.29308613314297,3.348737043517075,0.07312335567262845
Polr1d,0.0012183960311828,0.0193733193315928,0.126022121770373,0.0329002701418866,0.0674432402987977,0.1024129952337589,1.4830549001902376,1.554010393083125,0.07312335567262845
Hmgb1,0.0604143694013455,0.3708443333042212,0.9769702553219756,-0.0246087024464039,0.0152525691096359,0.0629150846305762,1.6693366859567187,1.6857830222872423,0.5229321778615703
Sem1,0.1572127533400038,0.623604884395689,1.0,-0.0562442604492576,-0.0183599872907246,0.0172749207818731,1.7009582796764,1.6783933604220462,0.7297194684536966
Ndufa4,0.3123214216762161,0.7508318840891169,1.0,-0.05950977132082,-0.0125427732880165,0.0367751158944635,1.6065649546511611,1.5927528991671625,0.7935107490794456
Capza2,0.0677580553701216,0.4347302695803308,0.9769502088750937,-0.2448203939422608,-0.0829000099541956,0.0216322170412119,1.11027524259614,1.0515324112762523,0.5741123132176685
Arf5,0.3262432816152409,0.7949685891634857,1.0,-0.0516277097094739,0.0055211685913337,0.0603008153697646,1.229325808960554,1.234999390449595,0.8144818578082602
Atp6v1f,0.0463865932813986,0.3123214216762161,0.9309874465595672,-0.0803588125809418,-0.0328936109601299,0.0154910453306356,1.3159520519788013,1.2865195435548438,0.4638619931404157
Zc3hav1,0.0101048319189601,0.088256686339853,0.4353311290632924,-0.3243186556553701,-0.1528539074932124,-0.0296294209371611,1.148846182963826,1.0344050532396347,0.1923980673209663
Luc7l2,0.1123511976904639,0.623604884395689,1.0,-0.0268434720779129,0.0210362382604676,0.0701616512405754,1.298875740839624,1.31760962682836,0.7297194684536966
Trbc1,0.1883912192555386,0.4322062983352083,0.8843567876791294,0.0481595462372968,0.2993482994134572,1.1987345362478432,1.1772566223974577,1.442458567182049,0.5741123132176685
Trbc2,0.0072599549881905,0.0350891160940478,0.126022121770373,0.0693630378587472,0.1141688262773436,0.1576807079703243,2.187831464859355,2.3665653959562865,0.10547746274977243
Gimap4,0.0296647046549776,0.1324823507573668,0.4006927325196833,0.0912009721468739,0.2993070471422971,1.4252001128139924,0.9925104857911976,1.2228045661252014,0.25978960968827397
Gimap6,0.0002462062328227,0.0011061781840807,0.0051079054249954,0.2060832043810247,0.2861821946629637,0.3765498080245714,1.3627861928432188,1.65886992028272,0.018510048280283714
Gimap1,0.0021648644751394,0.0118375201904316,0.0594978065410714,0.1926196135699005,0.3229551635588059,0.918420651408896,1.0042739034260175,1.2572878984404736,0.05437349869030572
Gimap3,0.0003080447056277,0.002436734808989,0.0193733193315928,0.1236573286437225,0.2148435601547743,0.2872882901809891,1.3824653460554177,1.6099408256548324,0.02718313053583284
Hnrnpa2b1,6.0057602968049e-05,0.0004776817289569,0.0035498386349135,0.0905957394723986,0.1298550189554294,0.1639229520697894,1.7897236074187688,1.958367006463977,0.014860257861949439
Tax1bp1,0.0035498386349135,0.0530979572855834,0.3708443333042212,0.0213593945322745,0.0639756936832653,0.1043742777766577,1.589139357744485,1.6612766502371974,0.1388290341529316
Serbp1,0.0885337720142295,0.4025038237820035,0.9309874465595672,-0.0174672504838242,0.0224248936150813,0.0642996206371218,1.8314363259573208,1.8605133491060677,0.5475797277467906
Igkc,0.5833604667027033,0.8398599725400034,1.0,-0.0182536251176581,0.0097250022699831,0.0406828172499764,2.331565935261368,2.348442792032011,0.8415363397506621
Tmsb10,0.4357306600317365,0.8398599725400034,1.0,-0.0170515862650332,0.0004319520127322,0.0199718836715298,3.26117708276754,3.261708755563756,0.8415363397506621
Snrpg,0.0141379694559114,0.1939308522824107,0.7950121719642381,-0.0006781767323437,0.023770410177009,0.0531906722623921,2.0130090832477228,2.045851410586692,0.3311336321284699
