gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infTLSwk3_median,median_Salmonella_infTLSwk6_median,FDR_BH
Ppib,0.0018453768453768,0.0498834498834498,0.4418026418026417,-0.2544359501853171,-0.1581169247877487,-0.0701597950453019,1.558784866409855,1.3995243162839426,0.3946661181955293
Rab8b,0.0829645118793997,0.5623719669710694,1.0,-0.1472025426840536,0.1759907533139056,0.5062754772233279,1.0812701186727025,1.2255170966544,0.7756898212898211
Rora,0.0104118104118104,0.1303807303807303,0.7209013209013208,-0.2570748280443593,-0.1436175888923758,0.0133445264012012,1.823627188057855,1.6478849037311925,0.48711689545022857
Eef1a1,0.001087801087801,0.0104118104118104,0.1303807303807303,-0.0633488896984894,-0.0427574846796346,-0.0217522637065588,4.203482316729885,4.080304325007402,0.30548084394238106
Bcl2a1b,0.1303807303807303,0.5737373737373737,1.0,-0.1318540282763757,-0.0166008526334624,0.1056929819287095,1.5733874452822474,1.55835714356229,0.7756898212898211
Morf4l1,0.0379176379176379,0.4418026418026417,1.0,-0.039425194685551,0.0575267593525025,0.1530117420995112,1.7551439380611975,1.83196581305546,0.7742339455694504
Rpl29,0.0229215547738114,0.2257768083327037,0.9157395749897528,-1.330257502689301,-0.1811867533737582,0.0752454484704852,1.2451079689961624,1.110592054095325,0.6154164534652337
Gnai2,0.0206682206682206,0.2786324786324786,0.8784770784770783,-0.2017194732825689,-0.1027218927591814,0.0225179141087963,1.582074244965235,1.4677723908622626,0.6546038144291418
Rhoa,0.1948717948717948,0.7209013209013208,1.0,-0.0619069623981787,0.0256496170819089,0.1174731888929697,1.3900149716218977,1.411410716853025,0.7756898212898211
Shisa5,0.0104118104118104,0.1303807303807303,0.7209013209013208,-0.002320319339726,0.0538360461405209,0.1227735243204167,2.1763304821041225,2.2612138664031,0.48711689545022857
Tma7,0.1048951048951048,0.5053613053613053,1.0,-0.1712736199226717,-0.067085207828433,0.0379985203334261,1.6585208181591276,1.5870020941091174,0.7756898212898211
Rps27rt,0.3593635170698864,0.7898534698691263,1.0,-0.994713945558773,-0.0469785711587305,0.7020136985778224,1.0964737073684272,1.0944477232952474,0.8044268673482156
Rpsa,0.0649572649572649,0.5053613053613053,0.959129759129759,-0.0511534508802685,-0.0194451584426329,0.007244340322799,3.996555385070221,3.945595909525005,0.7756898212898211
