Edge Name,U_statistic,p_value,infTLSwk6_median,KOTLS_median,infTLSwk6_nw_5-25_0.7pb_nw0,infTLSwk6_nw_5-25_0.7pb_nw1,infTLSwk6_nw_5-25_0.7pb_nw10,infTLSwk6_nw_5-25_0.7pb_nw2,infTLSwk6_nw_5-25_0.7pb_nw3,infTLSwk6_nw_5-25_0.7pb_nw4,infTLSwk6_nw_5-25_0.7pb_nw5,infTLSwk6_nw_5-25_0.7pb_nw6,infTLSwk6_nw_5-25_0.7pb_nw7,infTLSwk6_nw_5-25_0.7pb_nw8,infTLSwk6_nw_5-25_0.7pb_nw9,KOTLS_nw_5-25_0.7pb_nw0,KOTLS_nw_5-25_0.7pb_nw1,KOTLS_nw_5-25_0.7pb_nw10,KOTLS_nw_5-25_0.7pb_nw2,KOTLS_nw_5-25_0.7pb_nw3,KOTLS_nw_5-25_0.7pb_nw4,KOTLS_nw_5-25_0.7pb_nw5,KOTLS_nw_5-25_0.7pb_nw6,KOTLS_nw_5-25_0.7pb_nw7,KOTLS_nw_5-25_0.7pb_nw8,KOTLS_nw_5-25_0.7pb_nw9,FDR_BH
1810037I17Rik_M0<==>Cyba_T4,121.0,3.493796286718787e-05,0.7999999999999998,0.4404761904761904,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.4642857142857143,0.4642857142857143,0.3214285714285714,0.5238095238095238,0.4166666666666666,0.3571428571428571,0.2857142857142857,0.4404761904761904,0.5357142857142858,0.3333333333333333,0.5119047619047619,0.00023412063543791804
1810037I17Rik_M0<==>Emp3_M5,121.0,5.3635433606434596e-05,0.7999999999999998,0.3095238095238095,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.4761904761904761,0.2738095238095238,0.4642857142857143,0.3571428571428571,0.369047619047619,0.1904761904761904,0.2619047619047618,0.3095238095238095,0.3095238095238095,0.2976190476190476,0.1428571428571428,0.00023412063543791804
1810037I17Rik_M0<==>Gapdh_M0,121.0,3.513469998404118e-05,0.7999999999999998,0.3928571428571428,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5,0.4523809523809524,0.3095238095238095,0.238095238095238,0.4404761904761904,0.1666666666666666,0.3928571428571428,0.2619047619047619,0.4761904761904761,0.25,0.5119047619047619,0.00023412063543791804
1810037I17Rik_M0<==>Gmfg_M5,121.0,4.4686695865133594e-05,0.7999999999999998,0.3571428571428571,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.4047619047619047,0.4880952380952381,0.1785714285714285,0.238095238095238,0.4285714285714285,0.3571428571428571,0.3214285714285714,0.5119047619047619,0.5238095238095237,0.2738095238095238,0.3333333333333333,0.00023412063543791804
1810037I17Rik_M0<==>H2-D1_T4,90.0,0.05512748985774668,0.6999999999999998,0.6309523809523809,0.5999999999999999,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.6999999999999998,0.4999999999999999,0.6999999999999998,0.3999999999999999,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.6547619047619048,0.6547619047619048,0.5595238095238095,0.7142857142857143,0.4761904761904761,0.5595238095238095,0.5611683259543353,0.6309523809523809,0.6428571428571429,0.6547619047619048,0.5119047619047619,0.06623849849596966
1810037I17Rik_M0<==>Hnrnpc_T7,23.0,0.014407575707065468,-0.5999999999999999,-0.4523809523809523,-0.7999999999999998,-0.5999999999999999,-0.7999999999999998,-0.5999999999999999,-0.7999999999999998,-0.7999999999999998,-0.3999999999999999,-0.5999999999999999,-0.3999999999999999,-0.7999999999999998,-0.4999999999999999,-0.5,-0.5238095238095238,-0.4523809523809523,-0.6190476190476191,-0.4880952380952381,-0.3095238095238095,-0.274667532381972,-0.4404761904761904,-0.5476190476190477,-0.3809523809523809,-0.4166666666666666,0.018970590784271095
1810037I17Rik_M0<==>Igkv4-70_B3,0.0,4.492506677942165e-05,-0.7745966692414834,-0.3390170794737739,-0.7562307283070526,-0.7745966692414834,-0.7745966692414834,-0.7745966692414834,-0.7745966692414834,-0.7745966692414834,-0.7745966692414834,-0.7745966692414834,-0.7745966692414834,-0.7378647873726218,-0.7745966692414834,-0.4380530330863226,-0.4737355674532799,-0.3737210285387298,-0.3044077736591046,-0.2968418186528526,-0.2178749925262159,-0.1773020358167438,-0.1754255649725394,-0.4637130167514838,-0.3390170794737739,-0.3875373411113317,0.00023412063543791804
1810037I17Rik_M0<==>Myh9_T1,121.0,2.5224605330959902e-05,0.7999999999999998,0.5476190476190477,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5357142857142857,0.4285714285714285,0.5476190476190477,0.5714285714285714,0.5238095238095238,0.6071428571428572,0.3940011542870738,0.5952380952380952,0.6071428571428572,0.5238095238095238,0.6547619047619048,0.00023412063543791804
1810037I17Rik_M0<==>Nfkbia_T4,121.0,4.4212905550252896e-05,0.7999999999999998,0.3214285714285714,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5952380952380952,0.1904761904761904,0.1904761904761904,0.3928571428571428,0.3214285714285714,0.3214285714285714,0.0476905483334183,0.4880952380952381,0.4523809523809524,0.119047619047619,0.5714285714285714,0.00023412063543791804
1810037I17Rik_M0<==>Ostf1_M0,121.0,2.4772101912480085e-05,0.7999999999999998,0.3571428571428571,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5357142857142858,0.2976190476190476,0.4047619047619047,0.3809523809523809,0.3571428571428571,0.3214285714285714,0.2738095238095238,0.4166666666666666,0.3214285714285714,0.3571428571428571,0.3214285714285714,0.00023412063543791804
1810037I17Rik_M0<==>Pfn1_M0,103.0,0.00540932348921278,0.7999999999999998,0.4047619047619047,0.7999999999999998,0.3999999999999999,0.7999999999999998,0.5999999999999999,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.3999999999999999,0.5999999999999999,0.7999999999999998,0.4047619047619047,0.4047619047619047,0.2261904761904761,0.3095238095238095,0.4166666666666666,0.3095238095238095,0.3333333333333333,0.25,0.5476190476190477,0.4047619047619047,0.5,0.007749221605686445
