Edge Name,U_statistic,p_value,infTLSwk6_median,KOTLS_median,infTLSwk6_nw_5-25_0.7pb_nw0,infTLSwk6_nw_5-25_0.7pb_nw1,infTLSwk6_nw_5-25_0.7pb_nw10,infTLSwk6_nw_5-25_0.7pb_nw2,infTLSwk6_nw_5-25_0.7pb_nw3,infTLSwk6_nw_5-25_0.7pb_nw4,infTLSwk6_nw_5-25_0.7pb_nw5,infTLSwk6_nw_5-25_0.7pb_nw6,infTLSwk6_nw_5-25_0.7pb_nw7,infTLSwk6_nw_5-25_0.7pb_nw8,infTLSwk6_nw_5-25_0.7pb_nw9,KOTLS_nw_5-25_0.7pb_nw0,KOTLS_nw_5-25_0.7pb_nw1,KOTLS_nw_5-25_0.7pb_nw10,KOTLS_nw_5-25_0.7pb_nw2,KOTLS_nw_5-25_0.7pb_nw3,KOTLS_nw_5-25_0.7pb_nw4,KOTLS_nw_5-25_0.7pb_nw5,KOTLS_nw_5-25_0.7pb_nw6,KOTLS_nw_5-25_0.7pb_nw7,KOTLS_nw_5-25_0.7pb_nw8,KOTLS_nw_5-25_0.7pb_nw9
1810037I17Rik_M0<==>Psmb8_M3,117.0,0.00016111923455913298,0.7999999999999998,0.3571428571428571,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.3452380952380952,0.3928571428571429,0.4404761904761904,0.3214285714285714,0.3214285714285714,0.3214285714285714,0.3165844515489361,0.5119047619047619,0.3571428571428571,0.4404761904761904,0.4047619047619047
1810037I17Rik_M0<==>Psmb9_M0,121.0,3.4742089753691696e-05,0.7999999999999998,0.3809523809523809,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.6309523809523809,0.3571428571428571,0.5595238095238095,0.3571428571428571,0.4047619047619047,0.2976190476190476,0.3809523809523809,0.4166666666666666,0.5357142857142858,0.369047619047619,0.3809523809523809
1810037I17Rik_M0<==>Psme2_M3,110.0,0.000722388575688426,0.7999999999999998,0.5,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.6428571428571429,0.4285714285714285,0.4761904761904761,0.5,0.4880952380952381,0.6071428571428572,0.4285714285714286,0.5476190476190477,0.5952380952380952,0.4761904761904761,0.6071428571428572
1810037I17Rik_M0<==>Rplp0_T5,121.0,6.908383563702692e-05,0.8999999999999999,0.5,0.8999999999999999,0.7999999999999998,1.0,1.0,1.0,0.8999999999999999,1.0,0.8999999999999999,0.8999999999999999,0.7999999999999998,0.8999999999999999,0.5357142857142858,0.5833333333333333,0.5,0.4285714285714285,0.6071428571428572,0.369047619047619,0.4880952380952381,0.4166666666666666,0.5,0.5,0.6190476190476191
1810037I17Rik_M0<==>Samhd1_M0,121.0,4.4212905550252896e-05,0.7999999999999998,0.6666666666666667,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7619047619047619,0.6666666666666667,0.6071428571428572,0.7142857142857143,0.6666666666666667,0.5476190476190477,0.6428571428571429,0.6904761904761905,0.7142857142857143,0.6190476190476191,0.6309523809523809
2410006H16Rik_B1<==>Igha_T3,2.0,0.00011594220896164956,-1.0,-0.75,-0.7999999999999998,-1.0,-0.8999999999999999,-1.0,-0.8999999999999999,-0.7999999999999998,-1.0,-1.0,-1.0,-1.0,-0.8999999999999999,-0.75,-0.7857142857142857,-0.7142857142857143,-0.7619047619047619,-0.7619047619047619,-0.5952380952380952,-0.7261904761904763,-0.6547619047619048,-0.7261904761904763,-0.8214285714285714,-0.7976190476190477
2410006H16Rik_B1<==>Xist_B3,118.0,8.477710010944713e-05,0.7999999999999998,0.4047619047619047,0.7999999999999998,0.4999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3928571428571428,0.5357142857142857,0.3095238095238095,0.5833333333333333,0.5119047619047619,0.3214285714285714,0.2976190476190476,0.4285714285714286,0.369047619047619,0.4404761904761904,0.4047619047619047
2410006H16Rik_B1<==>mt-Nd4l_B2,19.0,0.005648526206586257,-0.7999999999999998,-0.5952380952380952,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.5999999999999999,-0.5999999999999999,-0.7999999999999998,-0.2999999999999999,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7380952380952381,-0.5714285714285714,-0.5952380952380952,-0.5952380952380952,-0.6785714285714286,-0.6071428571428572,-0.6190476190476191,-0.5357142857142858,-0.5595238095238095,-0.5952380952380952,-0.5952380952380952
2410006H16Rik_B2<==>Avpi1_T4,121.0,3.493796286718787e-05,0.7999999999999998,0.5833333333333333,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5833333333333333,0.6428571428571428,0.5476190476190477,0.5238095238095238,0.6785714285714286,0.5357142857142858,0.6666666666666667,0.4761904761904761,0.5595238095238095,0.6666666666666667,0.6309523809523809
2410006H16Rik_B2<==>Btg1_T3,121.0,5.39100257511496e-05,0.7999999999999998,0.369047619047619,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,1.0,0.7999999999999998,1.0,0.8999999999999999,0.2976190476190476,0.2142857142857142,0.4166666666666666,0.369047619047619,0.4642857142857143,0.1904761904761904,0.2857142857142857,0.5357142857142857,0.3095238095238095,0.5238095238095238,0.4761904761904761
4930523C07Rik_B3<==>Atf4_B3,121.0,4.397748065164283e-05,0.7999999999999998,0.369047619047619,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.2976190476190476,0.369047619047619,0.3928571428571428,0.4642857142857143,0.369047619047619,0.3809523809523809,0.3928571428571428,0.3452380952380952,0.2619047619047619,0.4285714285714285,0.3452380952380952
4930523C07Rik_B3<==>Cd47_B3,110.0,0.000722388575688426,0.7999999999999998,0.6428571428571428,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.6071428571428572,0.6190476190476191,0.7261904761904763,0.6785714285714286,0.6666666666666667,0.6428571428571428,0.6904761904761905,0.5595238095238095,0.5357142857142857,0.6428571428571428,0.5595238095238095
4930523C07Rik_B3<==>Crip1_B3,118.0,0.00016069452177985648,0.6999999999999998,0.4642857142857143,0.6999999999999998,0.7999999999999998,0.5999999999999999,0.5999999999999999,0.7999999999999998,0.6999999999999998,0.6999999999999998,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.3809523809523809,0.3928571428571428,0.5833333333333334,0.6785714285714286,0.5714285714285714,0.4642857142857143,0.4404761904761904,0.3928571428571428,0.4761904761904761,0.4523809523809524,0.5
4930523C07Rik_B3<==>Iqgap1_B3,121.0,6.143886741109653e-05,0.7999999999999998,0.5833333333333334,0.8999999999999999,0.7999999999999998,1.0,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,1.0,0.7999999999999998,0.6071428571428572,0.5833333333333334,0.5833333333333333,0.7142857142857143,0.6666666666666667,0.5,0.5952380952380952,0.5476190476190477,0.5476190476190477,0.6428571428571428,0.4642857142857143
4930523C07Rik_B3<==>Nedd8_B3,105.0,0.003305857528958969,0.7999999999999998,0.4523809523809524,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.4642857142857143,0.5952380952380952,0.5952380952380952,0.4047619047619047,0.4880952380952381,0.3333333333333333,0.4166666666666666,0.4523809523809524,0.5238095238095238,0.3928571428571428,0.2857142857142857
4930523C07Rik_B3<==>Srgn_B3,121.0,4.444930970556727e-05,0.7999999999999998,0.6309523809523809,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.6547619047619048,0.5833333333333333,0.5714285714285714,0.6428571428571429,0.6071428571428572,0.6666666666666667,0.6666666666666666,0.6309523809523809,0.5357142857142858,0.6428571428571429,0.5952380952380952
4930523C07Rik_B5<==>Jund_T0,121.0,4.444930970556727e-05,0.7999999999999998,0.5119047619047619,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,1.0,0.7999999999999998,0.7999999999999998,0.5595238095238095,0.6309523809523809,0.6190476190476191,0.4047619047619047,0.4523809523809524,0.4523809523809524,0.5119047619047619,0.3809523809523809,0.3809523809523809,0.5238095238095237,0.5952380952380952
4930523C07Rik_B5<==>Jund_T4,113.0,0.00046596452417701616,0.7999999999999998,0.4404761904761904,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.5999999999999999,0.4404761904761904,0.5238095238095238,0.5714285714285714,0.2976190476190476,0.6428571428571428,0.2857142857142857,0.369047619047619,0.238095238095238,0.369047619047619,0.4523809523809523,0.6190476190476191
4930523C07Rik_B5<==>Stk17b_T4,120.0,5.9754569480473836e-05,0.7999999999999998,0.3333333333333333,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.4999999999999999,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3333333333333333,0.4880952380952381,0.2857142857142857,0.2142857142857142,0.2619047619047618,0.1785714285714285,0.1785714285714285,0.3452380952380952,0.3928571428571428,0.5476190476190477,0.4285714285714285
4930523C07Rik_B5<==>Tapbp_M5,118.0,0.00012442825612595326,0.7999999999999998,0.3214285714285714,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.4999999999999999,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.3214285714285714,0.5,0.3333333333333333,0.2619047619047619,0.4166666666666666,0.2619047619047618,0.1547619047619047,0.5,0.2619047619047618,0.5119047619047619,0.3095238095238095
A530032D15Rik_B1<==>Rps3a1_T4,117.0,0.00020218879687387454,0.7999999999999998,0.369047619047619,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.3999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.4999999999999999,0.5999999999999999,0.4642857142857143,0.4523809523809523,0.3214285714285714,0.3333333333333333,0.4404761904761904,0.369047619047619,0.3095238095238095,0.3928571428571428,0.4880952380952381,0.2976190476190476,0.2976190476190476
AU020206_T4<==>Clic1_B1,121.0,5.3635433606434596e-05,0.7999999999999998,0.3571428571428571,1.0,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.8999999999999999,0.4047619047619047,0.369047619047619,0.4404761904761904,0.3452380952380952,0.2976190476190476,0.4523809523809523,0.4285714285714285,0.2619047619047618,0.3571428571428571,0.3214285714285714,0.3214285714285714
AU020206_T4<==>mt-Nd4_T4,4.0,0.0001384939885691917,-0.7999999999999998,-0.4285714285714286,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.4999999999999999,-0.4999999999999999,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.4285714285714286,-0.369047619047619,-0.4285714285714285,-0.4285714285714285,-0.4404761904761904,-0.5238095238095238,-0.3928571428571428,-0.4166666666666666,-0.4523809523809524,-0.5,-0.4523809523809523
AW112010_M0<==>Acsl1_M0,121.0,4.492506677942165e-05,0.7999999999999998,0.519537409644854,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.526955555241834,0.5495922033177385,0.5076752841507743,0.5970256130973624,0.5073466448826094,0.6099375455928333,0.3105248195249991,0.465090900105638,0.4635525346505533,0.5868368683374969,0.519537409644854
AW112010_M0<==>Alox5ap_M0,121.0,6.053108093443737e-05,0.7999999999999998,0.6071428571428572,0.7999999999999998,1.0,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,1.0,1.0,0.7999999999999998,0.7999999999999998,0.5,0.6428571428571428,0.6071428571428572,0.6388710315499557,0.5,0.6865615798833741,0.6071428571428572,0.5714285714285714,0.5952380952380952,0.5238095238095238,0.6547619047619048
AW112010_M0<==>Eif3h_M0,121.0,5.39100257511496e-05,0.7999999999999998,0.5833333333333334,0.7999999999999998,1.0,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,1.0,0.7999999999999998,0.7999999999999998,0.4047619047619047,0.5833333333333334,0.5238095238095238,0.6626090546451089,0.5357142857142857,0.7142857142857143,0.6071428571428572,0.5476190476190477,0.7023809523809523,0.4404761904761904,0.6309523809523809
AW112010_M0<==>Ifitm3_M0,101.0,0.00706860625975838,0.7999999999999998,0.5952380952380952,0.7999999999999998,0.4999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.4999999999999999,0.3571428571428571,0.6190476190476191,0.6428571428571428,0.5952380952380952,0.2976190476190476,0.4285714285714285,0.7261904761904763,0.6547619047619048,0.5357142857142858,0.5952380952380952,0.5357142857142858
AW112010_M0<==>Ighg2b_B2,121.0,4.4686695865133594e-05,0.7999999999999998,0.5357142857142858,1.0,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,1.0,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.6568354254786546,0.5490490619064613,0.5476190476190477,0.5357142857142858,0.2857142857142857,0.4970148986940025,0.6309523809523809,0.615061507740432,0.411894047501402,0.5313706708352453,0.3095238095238095
AW112010_M0<==>Ikbkb_M1,121.0,4.4212905550252896e-05,0.7999999999999998,0.4761904761904761,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,1.0,1.0,0.7999999999999998,0.5238095238095238,0.5952380952380952,0.3809523809523809,0.4761904761904761,0.7261904761904763,0.4047619047619047,0.3571428571428571,0.369047619047619,0.5952380952380952,0.5,0.4047619047619047
AW112010_M0<==>Isy1_M3,1.0,8.133625171546974e-05,-0.7999999999999998,-0.5,-0.5999999999999999,-0.8999999999999999,-0.6999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.6999999999999998,-0.4166666666666666,-0.3214285714285714,-0.4523809523809523,-0.4642857142857143,-0.5,-0.4642857142857143,-0.5714285714285714,-0.6547619047619048,-0.5357142857142857,-0.5714285714285714,-0.5238095238095238
AW112010_M0<==>Msrb1_M0,121.0,2.5376882928366753e-05,0.7999999999999998,0.3095238095238095,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3214285714285714,0.3095238095238095,0.2261904761904761,0.369047619047619,0.369047619047619,0.2976190476190476,0.1547619047619047,0.2738095238095238,0.3452380952380952,0.25,0.4523809523809523
AW112010_M0<==>Psip1_B3,121.0,7.178773587002909e-05,0.7999999999999998,0.3571428571428571,0.7999999999999998,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.6999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.2261904761904762,0.25,0.3571428571428571,0.4642857142857143,0.25,0.5,0.4761904761904761,0.5238095238095238,0.3571428571428571,0.369047619047619,0.2857142857142857
AW112010_M0<==>Psma7_M0,119.0,7.994908666894661e-05,0.7999999999999998,0.5119047619047619,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.4404761904761904,0.5595238095238095,0.5119047619047619,0.2976190476190476,0.5714285714285714,0.4523809523809523,0.6547619047619048,0.3809523809523809,0.6666666666666666,0.5357142857142858,0.4166666666666666
AW112010_M0<==>Saa3_M0,121.0,3.513469998404118e-05,0.7999999999999998,0.5689252138295516,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.545544725589981,0.5855400437691198,0.7053145674257854,0.5867410796360195,0.4084727487729328,0.6546536707079772,0.5689252138295516,0.6322697677831559,0.5508578610785496,0.5020331539432724,0.4909100119805176
AW112010_M0<==>Tgfb1_M1,6.0,0.00031288817517426533,-0.7999999999999998,-0.4285714285714285,-0.7999999999999998,-0.5999999999999999,-0.3999999999999999,-0.7999999999999998,-0.7999999999999998,-0.6999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.5999999999999999,-0.7999999999999998,-0.5357142857142857,-0.1904761904761904,-0.2738095238095238,-0.5,-0.4285714285714285,-0.5714285714285714,-0.3095238095238095,-0.4285714285714286,-0.2857142857142857,-0.4523809523809524,-0.3809523809523809
AW112010_M0<==>Tiparp_M3,39.0,0.16610067509702098,-0.5999999999999999,-0.5238095238095238,-0.6999999999999998,-0.3999999999999999,-0.5999999999999999,-0.6999999999999998,-0.4999999999999999,-0.6999999999999998,-0.5999999999999999,-0.7999999999999998,-0.5999999999999999,-0.5999999999999999,-0.7999999999999998,-0.5238095238095237,-0.4523809523809524,-0.6547619047619048,-0.5476190476190477,-0.5119047619047619,-0.4642857142857143,-0.6309523809523809,-0.5,-0.5238095238095238,-0.6071428571428572,-0.7261904761904762
AW112010_M0<==>Tspo_M0,121.0,4.374303226511969e-05,0.7999999999999998,0.6547619047619048,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.8999999999999999,0.5357142857142858,0.6547619047619048,0.6904761904761905,0.6428571428571429,0.4642857142857143,0.6547619047619048,0.7142857142857143,0.7142857142857142,0.75,0.7857142857142857,0.6547619047619048
AW112010_M1<==>Lyz2_M1,121.0,7.110429039363549e-05,0.7999999999999998,0.4761904761904761,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.6999999999999998,0.7999999999999998,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.7999999999999998,0.4761904761904761,0.5,0.5,0.4166666666666666,0.4166666666666666,0.4880952380952381,0.4761904761904761,0.4047619047619047,0.4047619047619047,0.5476190476190477,0.3809523809523809
AW112010_M1<==>Msrb1_M1,121.0,3.493796286718787e-05,0.7999999999999998,0.3571428571428571,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.4047619047619047,0.2619047619047619,0.5476190476190477,0.1428571428571428,0.3095238095238095,0.369047619047619,0.3928571428571428,0.3571428571428571,0.3571428571428571,0.5,0.3452380952380952
AW112010_M1<==>Ndfip1_T2,0.0,4.4686695865133594e-05,-0.7999999999999998,-0.3095238095238095,-0.7999999999999998,-0.7999999999999998,-0.6999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.5999999999999999,-0.7999999999999998,-0.7999999999999998,-0.238095238095238,-0.3571428571428571,-0.3095238095238095,-0.3571428571428571,-0.2142857142857142,-0.4523809523809524,-0.2261904761904762,-0.3928571428571428,-0.2261904761904761,-0.4404761904761904,-0.1547619047619047
AW112010_M1<==>Prdx5_M1,107.0,0.0019567817858305364,0.7999999999999998,0.6666666666666667,0.6999999999999998,0.7999999999999998,0.3999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7142857142857143,0.5476190476190477,0.5476190476190477,0.5595238095238095,0.6309523809523809,0.7142857142857142,0.5833333333333333,0.7023809523809523,0.6666666666666667,0.6666666666666667,0.6785714285714286
