Edge Name,U_statistic,p_value,infTLSwk3_median,KOTLS_median,infTLSwk3_nw_5-25_0.7pb_nw0,infTLSwk3_nw_5-25_0.7pb_nw1,infTLSwk3_nw_5-25_0.7pb_nw10,infTLSwk3_nw_5-25_0.7pb_nw2,infTLSwk3_nw_5-25_0.7pb_nw3,infTLSwk3_nw_5-25_0.7pb_nw4,infTLSwk3_nw_5-25_0.7pb_nw5,infTLSwk3_nw_5-25_0.7pb_nw6,infTLSwk3_nw_5-25_0.7pb_nw7,infTLSwk3_nw_5-25_0.7pb_nw8,infTLSwk3_nw_5-25_0.7pb_nw9,KOTLS_nw_5-25_0.7pb_nw0,KOTLS_nw_5-25_0.7pb_nw1,KOTLS_nw_5-25_0.7pb_nw10,KOTLS_nw_5-25_0.7pb_nw2,KOTLS_nw_5-25_0.7pb_nw3,KOTLS_nw_5-25_0.7pb_nw4,KOTLS_nw_5-25_0.7pb_nw5,KOTLS_nw_5-25_0.7pb_nw6,KOTLS_nw_5-25_0.7pb_nw7,KOTLS_nw_5-25_0.7pb_nw8,KOTLS_nw_5-25_0.7pb_nw9,FDR_BH
1700017B05Rik_B3<==>Jak2_T2,99.0,0.012189200104547089,0.5999999999999999,0.4761904761904761,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.0999999999999999,0.7999999999999998,0.5999999999999999,0.2999999999999999,0.5999999999999999,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.5238095238095238,0.4523809523809524,0.4761904761904761,0.5476190476190477,0.3809523809523809,0.3809523809523809,0.5357142857142858,0.4761904761904762,0.3571428571428571,0.369047619047619,0.4880952380952381,0.013730380484962897
1810037I17Rik_M0<==>Aldoa_M0,121.0,5.3635433606434596e-05,0.7999999999999998,0.3214285714285714,0.7999999999999998,0.7999999999999998,1.0,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.369047619047619,0.3214285714285714,0.3105963202393698,0.2619047619047619,0.369047619047619,0.3452380952380952,0.3413654618473896,0.4880952380952381,0.2142857142857142,0.2857142857142857,0.1071428571428571,0.00013803992757615216
1810037I17Rik_M0<==>Atp6v1f_M0,119.0,7.955131563725609e-05,0.7999999999999998,0.25,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.3999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.25,0.1309523809523809,0.0833333333333333,0.2976190476190476,0.3095238095238095,0.3928571428571428,0.1428571428571428,0.1428571428571428,0.4404761904761904,0.0595238095238095,0.4642857142857143,0.0001472467332682357
1810037I17Rik_M0<==>Chchd2_M0,105.0,0.003305857528958969,0.7999999999999998,0.4523809523809523,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.3999999999999999,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.4880952380952381,0.3809523809523809,0.4285714285714285,0.5357142857142858,0.4761904761904761,0.369047619047619,0.3095238095238095,0.5952380952380953,0.4047619047619047,0.4523809523809523,0.5357142857142857,0.003988961169399422
1810037I17Rik_M0<==>Cyba_T4,114.0,0.0003597799742620785,0.7999999999999998,0.4404761904761904,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.8999999999999999,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.4642857142857143,0.4642857142857143,0.3214285714285714,0.5238095238095238,0.4166666666666666,0.3571428571428571,0.2857142857142857,0.4404761904761904,0.5357142857142858,0.3333333333333333,0.5119047619047619,0.000525981747916427
1810037I17Rik_M0<==>Myh9_T1,109.0,0.001347005816052121,0.7999999999999998,0.5476190476190477,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.4999999999999999,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.5357142857142857,0.4285714285714285,0.5476190476190477,0.5714285714285714,0.5238095238095238,0.6071428571428572,0.3940011542870738,0.5952380952380952,0.6071428571428572,0.5238095238095238,0.6547619047619048,0.0017193473682562649
1810037I17Rik_M0<==>Ostf1_M0,121.0,5.174344746740124e-05,0.7999999999999998,0.3571428571428571,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.5357142857142858,0.2976190476190476,0.4047619047619047,0.3809523809523809,0.3571428571428571,0.3214285714285714,0.2738095238095238,0.4166666666666666,0.3214285714285714,0.3571428571428571,0.3214285714285714,0.00013803992757615216
1810037I17Rik_M0<==>Prdx4_B3,119.0,0.00011332369924036298,0.7999999999999998,0.5357142857142858,0.6999999999999998,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.5999999999999999,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5595238095238095,0.5357142857142858,0.5714285714285714,0.6666666666666666,0.5357142857142857,0.6428571428571428,0.3214285714285714,0.2857142857142857,0.3571428571428571,0.5595238095238095,0.2857142857142857,0.00019548603638407883
1810037I17Rik_M0<==>Psma3_M0,121.0,6.710770416007852e-05,0.7999999999999998,0.4761904761904761,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.5999999999999999,0.6999999999999998,0.7999999999999998,0.5119047619047619,0.4523809523809524,0.4761904761904761,0.5357142857142858,0.3452380952380952,0.5476190476190477,0.4285714285714285,0.4166666666666666,0.3928571428571428,0.5238095238095237,0.5119047619047619,0.00013803992757615216
1810037I17Rik_M0<==>Psma7_M3,121.0,5.39100257511496e-05,0.7999999999999998,0.3333333333333333,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.5357142857142857,0.3333333333333333,0.3214285714285714,0.369047619047619,0.119047619047619,0.5238095238095238,0.2269769840485537,0.4285714285714285,0.3452380952380952,0.2619047619047618,0.2976190476190476,0.00013803992757615216
1810037I17Rik_M0<==>Psmb8_M3,121.0,5.254786447071456e-05,0.7999999999999998,0.3571428571428571,0.7999999999999998,0.7999999999999998,1.0,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.3452380952380952,0.3928571428571429,0.4404761904761904,0.3214285714285714,0.3214285714285714,0.3214285714285714,0.3165844515489361,0.5119047619047619,0.3571428571428571,0.4404761904761904,0.4047619047619047,0.00013803992757615216
1810037I17Rik_M0<==>Psmb9_M0,115.0,0.00033230562547549325,0.5999999999999999,0.3809523809523809,0.6999999999999998,0.6999999999999998,0.5999999999999999,0.5999999999999999,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.5999999999999999,0.6309523809523809,0.3571428571428571,0.5595238095238095,0.3571428571428571,0.4047619047619047,0.2976190476190476,0.3809523809523809,0.4166666666666666,0.5357142857142858,0.369047619047619,0.3809523809523809,0.0004925444791835988
1810037I17Rik_M0<==>Psme2_M3,121.0,5.874653006908251e-05,0.7999999999999998,0.5,0.8999999999999999,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.8999999999999999,0.6428571428571429,0.4285714285714285,0.4761904761904761,0.5,0.4880952380952381,0.6071428571428572,0.4285714285714286,0.5476190476190477,0.5952380952380952,0.4761904761904761,0.6071428571428572,0.00013803992757615216
1810037I17Rik_M0<==>Rplp0_T5,99.0,0.011389255222750663,0.5999999999999999,0.5,0.5999999999999999,0.5999999999999999,0.7999999999999998,0.5999999999999999,0.3999999999999999,0.7999999999999998,0.5999999999999999,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.5357142857142858,0.5833333333333333,0.5,0.4285714285714285,0.6071428571428572,0.369047619047619,0.4880952380952381,0.4166666666666666,0.5,0.5,0.6190476190476191,0.01288924198413359
1810037I17Rik_M0<==>Samhd1_M0,101.0,0.00706860625975838,0.7999999999999998,0.6666666666666667,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.8999999999999999,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.7619047619047619,0.6666666666666667,0.6071428571428572,0.7142857142857143,0.6666666666666667,0.5476190476190477,0.6428571428571429,0.6904761904761905,0.7142857142857143,0.6190476190476191,0.6309523809523809,0.008184748793225512
2410006H16Rik_B1<==>Igha_T3,56.0,0.7905466839522656,-0.7999999999999998,-0.75,-0.3999999999999999,-0.7999999999999998,-0.7999999999999998,-0.3999999999999999,-0.7999999999999998,-0.6999999999999998,-0.7999999999999998,-0.6999999999999998,-0.5999999999999999,-0.7999999999999998,-0.7999999999999998,-0.75,-0.7857142857142857,-0.7142857142857143,-0.7619047619047619,-0.7619047619047619,-0.5952380952380952,-0.7261904761904763,-0.6547619047619048,-0.7261904761904763,-0.8214285714285714,-0.7976190476190477,0.7971295203695299
