Edge Name,U_statistic,p_value,infTLSwk3_median,infTLSwk6_median,note
Cox6b1_T4<==>Gabarapl2_T0,63.0,0.8732396594705851,0.7999999999999998,0.7999999999999998,
Cox6b1_T4<==>Gpx1_M0,46.5,0.2766564747576379,0.7999999999999998,0.7999999999999998,
Cox6b1_T4<==>H2-Q7_T4,93.5,0.018146568697906693,0.8999999999999999,0.7999999999999998,
Cox6b1_T4<==>Hif1a_M5,113.0,0.00034196432357532945,0.8999999999999999,0.6999999999999998,
Cox6b1_T4<==>Jund_B5,62.0,0.9446624267600849,0.7999999999999998,0.6999999999999998,
Cox6b1_T4<==>Jund_T4,34.0,0.05232748584642047,0.6999999999999998,0.7999999999999998,
Cox6b1_T4<==>Lat_T4,43.0,0.22867982280255428,0.7999999999999998,0.7999999999999998,
Cox6b1_T4<==>Ly6a_T4,27.0,0.0086411908321645,0.7999999999999998,0.7999999999999998,
Cox6b1_T4<==>Ly6d_B1,84.0,0.053442023983502715,0.7999999999999998,0.7999999999999998,
Cox6b1_T4<==>Malt1_B5,55.5,0.6202940153491607,0.7999999999999998,0.7999999999999998,
Cox6b1_T4<==>Pld4_M0,115.0,0.00024227341636000053,0.8999999999999999,0.7999999999999998,
Cox6b1_T4<==>Psme1_M3,47.0,0.35777028876351,0.6999999999999998,0.7999999999999998,
Cox6b1_T4<==>Rpl13_M5,12.5,0.0009953521480146057,-0.8999999999999999,-0.6999999999999998,
Cox6b1_T4<==>Selenow_T3,,,,,insufficient data
Cox6b1_T4<==>Stk17b_T4,,,,,insufficient data
Cox6c_M0<==>Cox7a2_M0,,,,,insufficient data
Cox6c_M0<==>Gabarapl2_T0,,,,,insufficient data
Cox6c_M0<==>Igkc_M0,,,,,insufficient data
Cox6c_M0<==>Itgb1_M0,,,,,insufficient data
Cox6c_M0<==>Myl12a_M0,65.0,0.7202977744905952,0.7999999999999998,0.7999999999999998,
Cox6c_M0<==>Myof_M0,89.0,0.024897288263003938,0.8999999999999999,0.7999999999999998,
Cox6c_M0<==>Nampt_M5,,,,,insufficient data
Cox6c_M0<==>Ndufb3_T5,,,,,insufficient data
Cox6c_M0<==>Ndufc1_M0,,,,,insufficient data
Cox6c_M0<==>Plekho2_M0,,,,,insufficient data
Cox6c_M0<==>Ppp1ca_M0,60.0,1.0,0.7999999999999998,0.7999999999999998,
Cox6c_M0<==>Psme1_M0,,,,,insufficient data
Cox6c_M0<==>Rpl22_B1,,,,,insufficient data
Cox6c_M0<==>Sppl2a_M0,,,,,insufficient data
Cox6c_M0<==>Stk17b_T4,,,,,insufficient data
Cox6c_M0<==>Tgif1_M0,33.5,0.04193472792956708,0.6999999999999998,0.7999999999999998,
Cox6c_M0<==>Tma7_T4,,,,,insufficient data
Cox6c_M0<==>Tmed10_M0,,,,,insufficient data
Cox6c_M0<==>Tmem256_M0,,,,,insufficient data
Cox6c_M0<==>Ubl5_M0,,,,,insufficient data
Cox6c_M0<==>Uqcr11_M0,,,,,insufficient data
Cox6c_M0<==>Uqcrq_M0,,,,,insufficient data
Cox6c_T4<==>Cycs_T5,,,,,insufficient data
Cox6c_T4<==>Eif5a_B1,,,,,insufficient data
Cox6c_T4<==>Gimap3_T3,,,,,insufficient data
Cox6c_T4<==>Gnb1_M0,,,,,insufficient data
Cox6c_T4<==>H2-DMb2_B1,95.0,0.014263819097464155,0.7999999999999998,0.6999999999999998,
Cox6c_T4<==>H2-Q7_B5,22.0,0.006922651100971645,0.6999999999999998,0.7999999999999998,
Cox6c_T4<==>Higd1a_T5,,,,,insufficient data
Cox6c_T4<==>Ldha_M0,,,,,insufficient data
Cox6c_T4<==>Ndufa13_T4,,,,,insufficient data
Cox6c_T4<==>Ndufc1_M0,,,,,insufficient data
Cox6c_T4<==>Ppp1ca_M0,80.5,0.05691320484612606,0.7999999999999998,0.7999999999999998,
Cox6c_T4<==>Rps18_M3,40.0,0.05041052491239696,-0.7999999999999998,-0.7999999999999998,
Cox6c_T4<==>Tma7_T4,,,,,insufficient data
Cox6c_T4<==>Tmem258_T4,86.0,0.02522886015905646,0.7999999999999998,0.7999999999999998,
Cox6c_T4<==>Uqcrq_M0,,,,,insufficient data
Cox7a2_M0<==>Gnai2_M0,83.0,0.11294114569379143,0.7999999999999998,0.6999999999999998,
Cox7a2_M0<==>H2-Q7_T2,55.5,0.7311667548652409,0.7999999999999998,0.7999999999999998,
Cox7a2_M0<==>Igkc_M0,,,,,insufficient data
Cox7a2_M0<==>Igkv8-24_B2,,,,,insufficient data
Cox7a2_M0<==>Itgb1_M0,,,,,insufficient data
Cox7a2_M0<==>Mrpl33_M0,,,,,insufficient data
Cox7a2_M0<==>Myl12a_M0,112.0,0.0002882786755194813,1.0,0.7999999999999998,
Cox7a2_M0<==>Napsa_M4,,,,,insufficient data
Cox7a2_M0<==>Ndufa1_M0,83.0,0.11391963941082973,0.7999999999999998,0.7999999999999998,
Cox7a2_M0<==>Ppp1ca_M0,56.5,0.7530451783586916,0.7999999999999998,0.7999999999999998,
Cox7a2_M0<==>Psme1_M3,67.0,0.6581291095721656,0.7999999999999998,0.7999999999999998,
Cox7a2_M0<==>Srp14_M0,,,,,insufficient data
Cox7a2_M0<==>Taf1d_M4,,,,,insufficient data
Cox7a2_M0<==>Tgif1_M0,48.5,0.3902260104920132,0.5999999999999999,0.7999999999999998,
Cox7a2_M0<==>Tma7_T4,70.5,0.42567091920319233,0.7999999999999998,0.7999999999999998,
Cox7a2_M0<==>Ubl5_M0,,,,,insufficient data
Cox7a2_M0<==>Uqcrq_M0,80.0,0.11028280786832624,0.7999999999999998,0.7999999999999998,
Cox7a2_M0<==>Vamp8_M0,,,,,insufficient data
Cox7a2_M5<==>Esd_M5,9.0,0.0004441254446290348,0.7999999999999998,0.8999999999999999,
Cox7a2_M5<==>H2-D1_B1,65.0,0.7505610072468807,0.7999999999999998,0.7999999999999998,
Cox7a2_M5<==>Ly6a_T5,49.5,0.4369096100310046,0.7999999999999998,0.7999999999999998,
Cox7a2_T4<==>Ctss_B2,,,,,insufficient data
Cox7a2_T4<==>Hmgb1_M0,,,,,insufficient data
Cox7a2_T4<==>Ly6d_B1,88.0,0.03061990516215602,0.7999999999999998,0.6999999999999998,
Cox7a2_T4<==>Rgs13_B4,92.0,0.03938027951638574,-0.6851601597031489,-0.7999999999999998,
Cox7a2_T4<==>Sec61b_M3,,,,,insufficient data
Cox7a2l_B1<==>Rpl5_B1,,,,,insufficient data
Cox7a2l_M0<==>Eef1a1_B1,,,,,insufficient data
Cox7a2l_M0<==>Eif2s2_B5,,,,,insufficient data
Cox7a2l_M0<==>Eif3f_M0,,,,,insufficient data
Cox7a2l_M0<==>Eif3h_M0,,,,,insufficient data
Cox7a2l_M0<==>Emd_M3,60.5,1.0,-0.7999999999999998,-0.7999999999999998,
Cox7a2l_M0<==>Rpl11_B2,,,,,insufficient data
Cox7a2l_M0<==>Rpl11_T4,,,,,insufficient data
Cox7a2l_M0<==>Rpl13a_B1,,,,,insufficient data
Cox7a2l_M0<==>Rpl13a_T4,,,,,insufficient data
Cox7a2l_M0<==>Rps4x_B1,66.5,0.5448268505172666,0.7999999999999998,0.7999999999999998,
Cox7a2l_M0<==>Rps4x_B2,78.0,0.12746887072437732,1.0,1.0,
Cox7a2l_M0<==>Sub1_B1,,,,,insufficient data
Cox7a2l_M3<==>Crip1_B2,,,,,insufficient data
Cox7a2l_M3<==>Rps4x_B0,54.5,0.6830913983096087,0.7999999999999998,0.7999999999999998,
Cox7a2l_M3<==>mt-Nd2_M5,16.5,0.0008962666529871953,-0.7999999999999998,-0.6999999999999998,
Cox7b_B3<==>Ncf4_M0,,,,,insufficient data
Cox7b_M0<==>H2afy_M0,,,,,insufficient data
Cox7b_T3<==>Tma7_T4,,,,,insufficient data
Cox7b_T3<==>Tmem258_T4,,,,,insufficient data
Cox7b_T3<==>Tmsb10_M3,,,,,insufficient data
Cox7b_T3<==>mt-Co2_B2,83.5,0.10439751047131568,-0.5999999999999999,-0.7999999999999998,
Cox7b_T4<==>Rel_B4,,,,,insufficient data
Cox7c_B5<==>Ets1_T0,,,,,insufficient data
Cox7c_B5<==>Pafah1b1_T3,,,,,insufficient data
Cox7c_B5<==>Pmepa1_M5,,,,,insufficient data
Cox7c_B5<==>Rab8b_M1,,,,,insufficient data
Cox7c_B5<==>Rpl17_B5,22.0,0.004277635051737986,-1.0,-0.7999999999999998,
Cox7c_B5<==>Rps27l_M4,,,,,insufficient data
Cox7c_B5<==>Snrpf_B1,,,,,insufficient data
Cox7c_B5<==>Sumo2_B5,,,,,insufficient data
Cox7c_T1<==>Ier3_M1,60.5,1.0,0.7999999999999998,0.7999999999999998,
Cox7c_T1<==>Ywhaz_T1,44.5,0.1652936769874016,0.7999999999999998,0.7999999999999998,
Cox8a_B1<==>Ctsz_B1,,,,,insufficient data
Cox8a_B1<==>Eif3m_B1,,,,,insufficient data
Cox8a_B1<==>Gatm_M1,,,,,insufficient data
Cox8a_B1<==>Ptms_M3,,,,,insufficient data
Cox8a_B1<==>Rilpl2_B1,,,,,insufficient data
Cox8a_B1<==>Tspo_M3,,,,,insufficient data
Cox8a_B2<==>Fgl2_M0,,,,,insufficient data
Cox8a_B2<==>Gns_M1,,,,,insufficient data
Cox8a_B2<==>H2-Q7_B1,,,,,insufficient data
Cox8a_B2<==>H2-T23_M1,,,,,insufficient data
Cox8a_B2<==>Ly6d_B1,,,,,insufficient data
Cox8a_B2<==>Tapbp_M0,,,,,insufficient data
Cox8a_B2<==>Tapbp_M5,,,,,insufficient data
Cox8a_B2<==>Tmsb10_T5,,,,,insufficient data
Cox8a_M0<==>Cyba_M0,,,,,insufficient data
Cox8a_M0<==>Fis1_M0,,,,,insufficient data
Cox8a_M0<==>Fth1_M5,103.5,0.0022128788971450685,0.7999999999999998,0.6999999999999998,
Cox8a_M0<==>Gapdh_M0,,,,,insufficient data
Cox8a_M0<==>Gmfg_T4,,,,,insufficient data
Cox8a_M0<==>Igha_M0,,,,,insufficient data
Cox8a_M0<==>Luc7l2_M0,,,,,insufficient data
Cox8a_M0<==>Map1lc3b_M0,,,,,insufficient data
Cox8a_M0<==>Ndufa13_M0,,,,,insufficient data
Cox8a_M0<==>Ndufb9_M0,,,,,insufficient data
Cox8a_M0<==>Pgk1_M0,101.0,0.0030815339738252175,0.8999999999999999,0.7999999999999998,
Cox8a_M0<==>Pkm_M0,,,,,insufficient data
Cox8a_M0<==>Psmb10_M3,,,,,insufficient data
Cox8a_M0<==>Psmb6_M0,,,,,insufficient data
Cox8a_M0<==>Psmb8_T4,,,,,insufficient data
Cox8a_M0<==>Psmb8_T5,,,,,insufficient data
Cox8a_M0<==>Psme2_M3,,,,,insufficient data
Cox8a_M0<==>Rpl10_B2,117.0,0.0001761034842577425,0.8999999999999999,0.6999999999999998,
Cox8a_M0<==>Rpl10_T4,75.0,0.2642729456174602,0.7999999999999998,0.7999999999999998,
Cox8a_M0<==>Rpl29_M0,,,,,insufficient data
Cox8a_M0<==>Scand1_M0,,,,,insufficient data
Cox8a_M0<==>Tmem160_M0,,,,,insufficient data
Cox8a_M0<==>Ube2i_M0,,,,,insufficient data
Cox8a_M0<==>Vdac2_M0,,,,,insufficient data
Cox8a_M0<==>mt-Cytb_M0,108.0,0.0010077423883363293,1.0,0.7999999999999998,
Cox8a_M0<==>mt-Nd5_M3,93.0,0.0175771936468303,-0.6999999999999998,-0.7999999999999998,
Cox8a_T1<==>Gmfg_T4,,,,,insufficient data
Cox8a_T4<==>Olfm1_M4,,,,,insufficient data
Creb5_O7<==>Ndufa6_B1,56.0,0.7675927490702659,0.7999999999999998,0.7999999999999998,
Creg1_M5<==>Scand1_M1,26.0,0.014033472067896263,0.7999999999999998,0.7999999999999998,
Creld2_B3<==>Cycs_T5,,,,,insufficient data
Creld2_B3<==>H2-DMb2_B1,66.5,0.6743067930997242,0.7999999999999998,0.7999999999999998,
Creld2_B3<==>Igkv17-121_B3,38.0,0.12890211886353006,-0.7745966692414834,-0.7035261006375797,
Crem_B0<==>Has1_O7,,,,,insufficient data
Crem_B0<==>Pafah1b1_M5,,,,,insufficient data
Crem_B0<==>Prkar1a_M1,,,,,insufficient data
Crem_B0<==>Rbx1_B1,,,,,insufficient data
Crem_B0<==>Rps24_T1,,,,,insufficient data
Crem_B0<==>Smim3_M3,24.5,0.010246138848812283,0.5999999999999999,0.7999999999999998,
Crem_B1<==>Gfpt2_O7,,,,,insufficient data
Crem_B1<==>Kif5b_M1,73.5,0.3661501691675224,0.7999999999999998,0.6999999999999998,
Crem_B1<==>Ncl_B1,,,,,insufficient data
Crem_B1<==>Rpl11_B2,,,,,insufficient data
Crem_B1<==>Rpl17_B2,75.0,0.2103673392549864,-0.7999999999999998,-0.7999999999999998,
Crem_B1<==>Rps4x_T2,65.0,0.7502612759566726,-0.7999999999999998,-0.7999999999999998,
Crem_B5<==>Golga7_M3,,,,,insufficient data
Crem_B5<==>Ighv5-1_B3,,,,,insufficient data
Crem_M1<==>Prkar1a_M1,,,,,insufficient data
Crem_M1<==>Tmem229b_M7,,,,,insufficient data
Crem_M3<==>Crem_T3,96.0,0.01359337863298214,0.8999999999999999,0.7999999999999998,
Crem_M3<==>Csf2rb_M3,,,,,insufficient data
Crem_M3<==>Lrrc8d_M3,,,,,insufficient data
Crem_M3<==>Nabp1_M3,,,,,insufficient data
Crem_M3<==>P2ry10_T4,100.0,0.003985428933228292,0.7999999999999998,0.7999999999999998,
Crem_M3<==>Ppp2ca_M3,,,,,insufficient data
Crem_M3<==>Rac2_T4,,,,,insufficient data
Crem_M3<==>Rps11_M7,,,,,insufficient data
Crem_M3<==>Sfpq_T2,,,,,insufficient data
Crem_M3<==>Tgfbi_M0,,,,,insufficient data
Crem_M3<==>Tpm4_M3,,,,,insufficient data
Crem_M3<==>Txnrd1_M3,,,,,insufficient data
Crem_M3<==>Ube2d3_B1,,,,,insufficient data
Crem_M4<==>Crem_M5,76.5,0.21647440654751327,0.7999999999999998,0.7999999999999998,
Crem_M4<==>Dusp1_M3,,,,,insufficient data
Crem_M4<==>Dusp5_M1,66.0,0.6906053868201728,0.7999999999999998,0.7999999999999998,
Crem_M4<==>Eif4e_M1,,,,,insufficient data
Crem_M4<==>Fosb_B3,,,,,insufficient data
Crem_M4<==>H2afz_O10,,,,,insufficient data
Crem_M4<==>Hspa8_M0,,,,,insufficient data
Crem_M4<==>Ifngr1_T3,,,,,insufficient data
Crem_M4<==>Nfkbia_O10,,,,,insufficient data
Crem_M4<==>Ptprc_M3,,,,,insufficient data
Crem_M4<==>Serpinb9_M3,,,,,insufficient data
Crem_M4<==>Sf3b2_M3,43.0,0.19430594330270168,-0.7999999999999998,-0.7999999999999998,
Crem_M4<==>Sfpq_M1,,,,,insufficient data
Crem_M4<==>Tpm4_M3,,,,,insufficient data
Crem_M5<==>Eef1a1_B1,,,,,insufficient data
Crem_M5<==>Rps4x_B2,24.5,0.010772180264362488,-0.7999999999999998,-0.7999999999999998,
Crem_T0<==>Eif1_M2,,,,,insufficient data
Crem_T0<==>Ugdh_O7,,,,,insufficient data
Crem_T2<==>Hilpda_M1,,,,,insufficient data
Crem_T3<==>Ehd1_M3,60.0,1.0,0.7999999999999998,0.7999999999999998,
Crem_T3<==>Eif4e_M1,,,,,insufficient data
Crem_T3<==>Fosb_B3,,,,,insufficient data
Crem_T3<==>H2afz_T3,,,,,insufficient data
Crem_T3<==>Hspa5_M3,,,,,insufficient data
Crem_T3<==>Ifngr1_T3,,,,,insufficient data
Crem_T3<==>Il2rb_T4,,,,,insufficient data
Crem_T3<==>Irf2bp2_M0,,,,,insufficient data
Crem_T3<==>Nfkbia_O10,,,,,insufficient data
Crem_T3<==>Nr3c1_T4,66.0,0.6899948772616324,0.7999999999999998,0.7999999999999998,
Crem_T3<==>Prkar1a_T4,,,,,insufficient data
Crem_T3<==>Set_B5,,,,,insufficient data
Crem_T3<==>Slc25a3_T3,,,,,insufficient data
Crem_T3<==>Stat3_T3,,,,,insufficient data
Crem_T3<==>Stk17b_B2,,,,,insufficient data
Crem_T3<==>Tpm4_M3,,,,,insufficient data
Crem_T3<==>Txnrd1_M3,,,,,insufficient data
Crem_T3<==>Ube2d3_B1,,,,,insufficient data
Crem_T5<==>Mat2a_B5,,,,,insufficient data
Crip1_B2<==>Crip1_T0,35.0,0.025075847097207567,0.7999999999999998,0.7999999999999998,
Crip1_B2<==>Crip1_T3,33.0,0.015219241743104678,0.7999999999999998,0.7999999999999998,
Crip1_B2<==>Eef1a1_M3,,,,,insufficient data
Crip1_B2<==>Eif3h_M3,56.5,0.7808878099929638,-0.7999999999999998,-0.7999999999999998,
Crip1_B2<==>Gm8797_B3,,,,,insufficient data
Crip1_B2<==>H2-Ab1_B0,29.0,0.017722170679065848,0.6999999999999998,0.7999999999999998,
Crip1_B2<==>H2-Ab1_B1,46.0,0.26585920291854614,0.7999999999999998,0.7999999999999998,
Crip1_B2<==>Ier3_M1,101.0,0.003145579651580987,0.7999999999999998,0.6999999999999998,
Crip1_B2<==>Lyn_M4,,,,,insufficient data
Crip1_B2<==>Ppia_B1,,,,,insufficient data
Crip1_B2<==>Ppig_M3,,,,,insufficient data
Crip1_B2<==>Ppp2ca_M3,,,,,insufficient data
Crip1_B2<==>Rpl11_B1,,,,,insufficient data
Crip1_B2<==>Rps4x_B0,83.0,0.10247043485974937,-0.7999999999999998,-0.7999999999999998,
Crip1_B2<==>Rps4x_T2,83.5,0.0733882425687423,-0.7999999999999998,-0.7999999999999998,
Crip1_B2<==>Sub1_B2,67.5,0.6004281385485983,0.7999999999999998,0.7999999999999998,
Crip1_B3<==>Gas5_B3,,,,,insufficient data
Crip1_B3<==>Morf4l1_B3,,,,,insufficient data
Crip1_B3<==>Sqstm1_B3,,,,,insufficient data
Crip1_B3<==>Ywhaz_T5,35.0,0.025075847097207567,0.7999999999999998,0.7999999999999998,
Crip1_M0<==>Dennd5b_B3,,,,,insufficient data
Crip1_M0<==>Eif4g2_O7,,,,,insufficient data
Crip1_M0<==>Gfpt2_O7,,,,,insufficient data
Crip1_M0<==>Igfbp6_O7,44.0,0.07743759708742956,0.7999999999999998,0.7999999999999998,
Crip1_M0<==>Lyz2_T0,,,,,insufficient data
Crip1_M0<==>Sparcl1_O7,,,,,insufficient data
Crip1_M0<==>Tnfaip6_O7,,,,,insufficient data
Crip1_M0<==>Uap1_O7,,,,,insufficient data
Crip1_M0<==>Ugdh_O7,,,,,insufficient data
Crip1_M0<==>Vasn_O7,103.0,0.004009789715064914,0.7999999999999998,0.6324555320336759,
Crip1_M1<==>Stat1_B2,,,,,insufficient data
Crip1_T0<==>Crip1_T3,65.5,0.7350273817388342,0.7999999999999998,0.7999999999999998,
Crip1_T0<==>Eef2_T5,,,,,insufficient data
Crip1_T0<==>Eif2s2_B5,,,,,insufficient data
Crip1_T0<==>Eif3h_M0,65.0,0.7202977744905952,-0.7999999999999998,-0.7999999999999998,
Crip1_T0<==>H2-Ab1_B0,45.0,0.2594320427927195,0.7999999999999998,0.7999999999999998,
Crip1_T0<==>Rps4x_B1,60.5,1.0,-0.8999999999999999,-0.8999999999999999,
Crip1_T1<==>Fyn_T1,,,,,insufficient data
Crip1_T1<==>Ly6a_M7,73.0,0.3954821315749192,-0.6999999999999998,-0.7999999999999998,
Crip1_T3<==>Eif3h_M0,54.0,0.6725546405128722,-0.7999999999999998,-0.7999999999999998,
Crip1_T3<==>Ier3_M1,60.5,1.0,0.7999999999999998,0.7999999999999998,
Crip1_T3<==>Ighg2b_B2,88.0,0.01554396068944034,-0.7999999999999998,-0.7999999999999998,
Crip1_T3<==>Nars_B3,26.5,0.018135603068714472,0.6999999999999998,0.7999999999999998,
Crip1_T3<==>Rpl11_B2,,,,,insufficient data
Crip1_T3<==>Rpl17_B2,115.5,0.00016490111367316201,-0.7999999999999998,-1.0,
Crip1_T3<==>Rpl17_T2,67.5,0.6040950751128618,-0.7999999999999998,-0.7999999999999998,
Crip1_T3<==>Rps4x_T2,55.0,0.36330214088689794,-0.7999999999999998,-0.7999999999999998,
Crip1_T3<==>Sri_M1,,,,,insufficient data
Crip1_T3<==>Ywhaz_B2,96.5,0.006719879994548894,0.7999999999999998,0.7999999999999998,
Crip1_T4<==>Rps2_B4,77.0,0.20276704175705884,0.7999999999999998,0.7999999999999998,
Crip1_T5<==>Gfpt2_O7,,,,,insufficient data
Crip1_T5<==>Ifngr1_T5,,,,,insufficient data
Crip1_T5<==>Lyn_M4,,,,,insufficient data
Crip1_T5<==>Mier1_T5,,,,,insufficient data
Crip1_T5<==>Rps27a_T5,,,,,insufficient data
Crip1_T5<==>Sub1_B1,75.5,0.19359466201887254,0.7999999999999998,0.7999999999999998,
Crip1_T5<==>Vasn_O7,40.5,0.18756017127965052,0.7999999999999998,0.7999999999999998,
Crlf3_M3<==>Tpm3_B1,,,,,insufficient data
Csf1r_M0<==>Ctsa_M0,,,,,insufficient data
Csf1r_M0<==>H2-K1_M7,,,,,insufficient data
Csf1r_M0<==>Laptm4a_M0,,,,,insufficient data
Csf1r_M0<==>Man2b1_M0,,,,,insufficient data
Csf1r_M0<==>Pik3ap1_B5,33.0,0.05694187134490502,0.6999999999999998,0.7999999999999998,
Csf1r_M0<==>Plekho2_M0,,,,,insufficient data
Csf1r_M0<==>Unc93b1_M0,55.0,0.6546285609738821,0.7999999999999998,0.7999999999999998,
Csf1r_M5<==>Cstb_M5,,,,,insufficient data
Csf1r_M5<==>Ctsb_M5,,,,,insufficient data
Csf1r_M5<==>Ctsc_M5,,,,,insufficient data
Csf1r_M5<==>Furin_M5,,,,,insufficient data
Csf1r_M5<==>Grn_M5,,,,,insufficient data
Csf1r_M5<==>H2-Q7_T4,,,,,insufficient data
Csf1r_M5<==>Hif1a_M5,,,,,insufficient data
Csf1r_M5<==>Ly6a_B1,,,,,insufficient data
Csf1r_M5<==>Mpeg1_M5,74.5,0.328066842312421,0.7999999999999998,0.7999999999999998,
Csf1r_M5<==>Rpl13_M5,,,,,insufficient data
Csf1r_M5<==>Sirpa_M5,,,,,insufficient data
Csf1r_M5<==>Tgm2_M5,,,,,insufficient data
Csf1r_M5<==>Uba52_T4,,,,,insufficient data
Csf2rb_M3<==>Eif4e_M3,,,,,insufficient data
Csf2rb_M3<==>Eif5_O10,,,,,insufficient data
Csf2rb_M3<==>Hilpda_M3,,,,,insufficient data
Csf2rb_M3<==>Hspa8_M3,,,,,insufficient data
Csf2rb_M3<==>Ifrd1_O10,,,,,insufficient data
Csf2rb_M3<==>Jak2_M3,23.0,0.010008606694068393,0.6999999999999998,0.7999999999999998,
Csf2rb_M3<==>Nabp1_M3,,,,,insufficient data
Csf2rb_M3<==>Plet1_M3,,,,,insufficient data
Csf2rb_M3<==>Ppp2ca_M3,,,,,insufficient data
Csf2rb_M3<==>Sqstm1_M3,,,,,insufficient data
Csf2rb_M3<==>Txnrd1_M3,,,,,insufficient data
Csf2rb_M4<==>Cytip_M4,,,,,insufficient data
Csf2rb_M4<==>Dusp10_T6,,,,,insufficient data
Csf2rb_M4<==>Fosb_B3,,,,,insufficient data
Csf2rb_M4<==>H2afz_T2,,,,,insufficient data
Csf2rb_M4<==>Ifitm2_M4,,,,,insufficient data
Csf2rb_M4<==>Ptprc_T3,,,,,insufficient data
Csf2rb_M4<==>Ramp1_T4,,,,,insufficient data
Csf2rb_M4<==>Sf3b2_M3,65.0,0.7763492264621961,-0.7999999999999998,-0.7999999999999998,
Csf2rb_M4<==>Stk17b_B2,,,,,insufficient data
Csf2rb_M4<==>Tiparp_M1,,,,,insufficient data
Csf2rb_M4<==>Tmem131_M4,,,,,insufficient data
Csf2rb_M4<==>Txndc15_M4,,,,,insufficient data
Csf2rb_M4<==>Zbtb20_B1,18.0,0.003522535038582193,-0.7999999999999998,-0.6999999999999998,
Csf2rb_M5<==>Ehd1_M3,59.5,0.9703838421284255,0.7999999999999998,0.7999999999999998,
Csf2rb_M5<==>Il2rb_T5,101.5,0.004801496609885652,0.7999999999999998,0.5999999999999999,
Csf2rb_M5<==>Sec61b_M5,,,,,insufficient data
Csf2rb_M5<==>Slc38a2_B3,61.0,1.0,0.7999999999999998,0.7999999999999998,
Csf2rb_M5<==>Ssb_M5,,,,,insufficient data
Csf2rb_M5<==>Tes_M3,,,,,insufficient data
Cst3_M5<==>Edem1_B3,58.0,0.867053932111659,-0.7999999999999998,-0.7999999999999998,
Cst3_M5<==>Ifitm3_M0,35.0,0.04675435565233786,-0.7999999999999998,-0.7999999999999998,
Cst3_M5<==>Igha_M0,35.5,0.08952758611865527,0.5999999999999999,0.7999999999999998,
Cst3_M5<==>Psma7_M0,45.0,0.09891501377018297,-0.7999999999999998,-0.7999999999999998,
Cst3_M5<==>Rack1_B1,65.0,0.6599107373913067,-0.7999999999999998,-0.7999999999999998,
Cst3_M5<==>Rpl17_B1,27.0,0.008724304809335205,-0.7999999999999998,-0.7999999999999998,
Cst3_M5<==>Rpl5_T5,50.0,0.45905594117296766,-0.7999999999999998,-0.7999999999999998,
Cst3_M5<==>Rps11_B1,24.5,0.006782922557296442,-0.7999999999999998,-0.7999999999999998,
Cst3_M5<==>Rps4x_B1,27.5,0.006303156831211326,-0.7999999999999998,-0.6999999999999998,
Cst3_M5<==>Srsf10_M3,65.0,0.7202977744905952,0.7999999999999998,0.7999999999999998,
Cst3_M5<==>mt-Nd4l_B2,91.0,0.011881423025335836,0.7999999999999998,0.7999999999999998,
Cst3_M5<==>mt-Nd4l_B3,77.0,0.23447162291457557,0.7999999999999998,0.6999999999999998,
Cstb_M0<==>H2-K1_M3,72.0,0.2828055614427549,0.7999999999999998,0.7999999999999998,
Cstb_M0<==>March5_M3,99.0,0.0024346177889894376,0.7999999999999998,0.6999999999999998,
Cstb_M0<==>Prdx1_M0,,,,,insufficient data
Cstb_M0<==>Ywhaz_M0,27.5,0.0062790133380202255,0.7999999999999998,0.8999999999999999,
Cstb_M5<==>Ctsd_M5,,,,,insufficient data
Cstb_M5<==>H2-Q7_T4,52.0,0.5745645463128405,0.6999999999999998,0.7999999999999998,
Cstb_M5<==>Hif1a_M5,42.5,0.11665079873948793,0.7999999999999998,0.7999999999999998,
Cstb_M5<==>Ier3_M5,38.0,0.06321426341895994,0.7999999999999998,0.7999999999999998,
Cstb_M5<==>Ly6c2_B3,15.0,0.0014299563001995013,0.6999999999999998,0.7999999999999998,
Cstb_M5<==>Sec11c_T4,58.0,0.8579875072710093,0.7999999999999998,0.7999999999999998,
Ctla4_T1<==>Ift20_B3,50.5,0.4485480701673876,-0.7999999999999998,-0.7999999999999998,
Ctla4_T2<==>Rps2_M3,98.5,0.0061015868801616155,0.7999999999999998,0.5999999999999999,
Ctnna1_M4<==>Ncl_B1,,,,,insufficient data
Ctnna1_M4<==>Rpl36a_M5,70.0,0.37953221789799363,0.7999999999999998,0.7999999999999998,
Ctsa_M0<==>Gnas_T4,38.0,0.10370867944623047,0.7999999999999998,0.7999999999999998,
Ctsa_M0<==>Grn_M0,43.5,0.24619615570653364,0.7999999999999998,0.8999999999999999,
Ctsa_M0<==>Ifitm2_M3,79.0,0.1810485073160829,-0.6999999999999998,-0.7999999999999998,
Ctsa_M0<==>Lst1_M0,4.5,6.894188032508514e-05,0.5999999999999999,0.7999999999999998,
Ctsa_M0<==>Nktr_T4,34.0,0.07085621642380233,0.5999999999999999,0.7999999999999998,
Ctsa_M0<==>Pld4_M0,40.0,0.05084368676505376,0.7999999999999998,0.7999999999999998,
Ctsa_M0<==>Tbca_M0,41.0,0.11028280786832624,0.7999999999999998,0.7999999999999998,
Ctsa_M1<==>Rpl10a_M0,16.5,0.0008760673207845749,-0.7999999999999998,-0.5999999999999999,
Ctsb_M0<==>Hexa_M0,,,,,insufficient data
Ctsb_M0<==>Ighj4_B3,,,,,insufficient data
