,B0,B1,B2,B3,B4,B5,B6_0,B7,M0,M1,M2,M3,M4,M5,M7,O10,O4,O7,T0,T1,T2,T3,T4,T5,T6,T6_2,T6_3,T7
M3,19.50388410346224,255.37142857142803,98.4186478723234,224.659588014184,48.36238055878897,107.29662312155234,1.8428571428571425,3.795238095238095,213.91908087902684,242.53333333333273,11.269047619047617,0.0,156.10238095238066,84.81666666666669,11.576190476190476,60.25952380952385,1.7547619047619045,22.11203488270502,22.083333333333332,64.66190476190478,108.46190476190465,112.53333333333319,218.58095238095206,94.2142857142857,13.988095238095235,1.130952380952381,0.5238095238095238,31.853294109699593
M4,12.385714285714283,99.2847477273624,29.66409026542928,83.20355508434992,19.054761904761904,42.122653207677786,0.7999999999999998,0.6999999999999998,56.226394263930274,110.42619047619037,5.623809523809522,156.10238095238066,0.0,32.1809523809524,4.402380952380952,15.17142857142857,1.695238095238095,4.935714285714285,12.073809523809523,43.52619047619049,50.82380952380954,33.80952380952383,78.6857142857143,42.22380952380953,7.166666666666666,0.0,0.7162277660168379,14.12765929973562
M5,11.541621338732815,97.04099444873565,25.2181530272424,36.69699619848965,17.74674124631939,26.297619047619055,0.5238095238095238,1.3999999999999997,94.10560919893089,43.28571428571429,5.9952380952380935,84.81666666666669,32.1809523809524,0.0,6.278571428571427,7.157142857142856,0.0,10.07380952380952,16.233333333333324,20.685714285714283,40.5761904761905,24.892857142857153,68.4404761904762,28.1404761904762,3.9595238095238092,0.5119047619047619,0.0,13.511904761904757
M7,0.0,13.128571428571428,3.6309523809523805,6.126190476190475,3.861350635893624,8.208415557501533,0.5,0.0,10.939882755954503,8.178571428571427,2.176190476190476,11.576190476190476,4.402380952380952,6.278571428571427,0.0,3.8547619047619044,0.0,2.1380952380952376,1.0999999999999996,8.170549134049402,8.193060930596893,4.7785714285714285,7.692857142857142,2.2785714285714285,0.0,0.0,0.0,2.1062307283070525
O10,1.3999999999999997,17.669047619047614,4.538095238095238,35.05574553772027,3.6999999999999993,9.649999999999999,0.0,0.0,6.1238095238095225,17.597619047619048,1.0714285714285714,60.25952380952385,15.17142857142857,7.157142857142856,3.8547619047619044,0.0,1.1595238095238094,3.1499999999999995,2.2086443721446414,4.099999999999999,6.095238095238094,4.626190476190475,19.845238095238095,7.042857142857142,1.0999999999999999,0.0,0.0,2.8919793415574855
O4,0.0,0.0,0.5,1.5119047619047619,0.0,0.0,0.5999999999999999,0.0,0.0,0.4999999999999999,0.6547619047619048,1.7547619047619045,1.695238095238095,0.0,0.0,1.1595238095238094,0.0,0.6309523809523809,0.5999999999999999,0.5999999999999999,0.5476190476190477,0.0,0.6999999999999998,0.5357142857142857,0.0,0.0,0.0,0.0
O7,6.564285714285714,42.87952045364161,6.796187120308252,38.098091242827046,6.692857142857142,10.459178133439885,0.0,2.271428571428571,24.70238095238096,15.521428571428567,3.1579300025748163,22.11203488270502,4.935714285714285,10.07380952380952,2.1380952380952376,3.1499999999999995,0.6309523809523809,0.0,1.2999999999999998,25.68809523809525,28.09285714285715,8.407142857142855,6.646741246319389,22.4375411120841,1.2142857142857142,0.0,0.0,4.251503151081295
T0,1.1999999999999997,29.004714247321225,7.896178839735035,18.557142857142853,6.051826826369815,10.778571428571427,0.6999999999999998,0.0,18.892857142857142,15.47619047619047,0.0,22.083333333333332,12.073809523809523,16.233333333333324,1.0999999999999996,2.2086443721446414,0.5999999999999999,1.2999999999999998,0.0,9.757142857142856,18.745238095238093,13.478571428571428,19.733333333333334,16.43231089452542,1.6880952380952379,0.5999999999999999,0.0,3.0476190476190466
T1,19.371428571428574,150.89523809523786,42.662858378909576,65.03849317857212,20.51163587473242,63.97380952380955,1.3999999999999997,5.336934755090861,39.8857142857143,72.54285714285714,6.314285714285713,64.66190476190478,43.52619047619049,20.685714285714283,8.170549134049402,4.099999999999999,0.5999999999999999,25.68809523809525,9.757142857142856,0.0,134.82619047619036,38.716666666666676,58.19285714285716,63.64523809523814,6.599999999999999,8.011904761904761,0.0,9.192303016846006
T2,17.732455532033672,215.31781181492286,78.12019753994399,140.273521862055,26.85165135851094,48.86639944605734,2.2438598737686615,2.477180136454095,75.37056215689213,110.53809523809511,10.740476190476187,108.46190476190465,50.82380952380954,40.5761904761905,8.193060930596893,6.095238095238094,0.5476190476190477,28.09285714285715,18.745238095238093,134.82619047619036,0.0,78.41666666666663,92.02380952380948,117.61666666666653,12.628571428571426,8.842857142857142,0.516227766016838,6.906358280409103
