,B0,B1,B2,B3,B4,B5,B6_0,B7,M0,M1,M2,M3,M4,M5,M7,O10,O4,O7,T0,T1,T2,T3,T4,T5,T6,T6_2,T6_3,T7
M2,0.0,0.7999999999999998,1.3055376982166225,2.3035261006375793,0.5999999999999999,0.7023809523809523,0.0,0.0,1.3999999999999997,0.0,0.0,2.9071428571428566,2.0999999999999996,0.6999999999999998,0.0,0.0,0.6547619047619048,0.0,0.0,0.6785714285714286,2.5190476190476185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3,3.2666666666666657,72.48095238095239,32.19425510043384,75.37126757692502,14.910877407707648,29.418932393686323,0.6428571428571428,0.6999999999999998,49.67931507881609,83.09999999999998,2.9071428571428566,0.0,37.75476190476191,14.559523809523807,1.207142857142857,10.266666666666664,0.6547619047619048,4.160889734448393,4.802380952380951,6.959523809523809,29.038095238095238,25.87619047619048,43.90476190476189,12.714285714285708,2.7595238095238086,0.0,0.0,1.8595238095238091
M4,1.3309523809523807,15.459523809523805,3.8180424565356743,20.843921393288607,3.2666666666666666,8.123694298448214,0.0,0.0,5.633333333333331,23.65,2.0999999999999996,37.75476190476191,0.0,3.9071428571428566,1.3999999999999997,1.407142857142857,0.0,0.0,2.207142857142857,5.345238095238095,10.552380952380949,7.2404761904761905,17.002380952380946,11.019047619047615,1.1999999999999997,0.0,0.0,1.3714285714285712
M5,1.7872983346207414,19.388095238095243,5.399999999999999,3.908646008224152,4.23095238095238,6.499999999999999,0.0,0.7999999999999998,22.253228246550037,7.073809523809523,0.6999999999999998,14.559523809523807,3.9071428571428566,0.0,0.5999999999999999,0.0,0.0,1.9999999999999996,2.8999999999999995,0.0,7.333333333333332,6.199999999999998,14.747619047619049,5.185714285714284,0.0,0.0,0.0,1.2714285714285714
M7,0.0,2.5285714285714285,0.6999999999999998,1.1666666666666665,0.0,3.975960025467859,0.0,0.0,2.0595238095238093,0.4999999999999999,0.0,1.207142857142857,1.3999999999999997,0.5999999999999999,0.0,1.3547619047619046,0.0,0.6999999999999998,0.0,1.1999999999999997,2.0428571428571427,0.7999999999999998,0.7999999999999998,0.0,0.0,0.0,0.0,1.5062307283070526
O10,0.7999999999999998,0.6999999999999998,0.0,7.175693204914021,0.6999999999999998,0.6190476190476191,0.0,0.0,0.0,5.773809523809522,0.0,10.266666666666664,1.407142857142857,0.0,1.3547619047619046,0.0,0.0,1.3999999999999997,0.5999999999999999,0.6999999999999998,0.6999999999999998,0.0,1.9285714285714286,0.0,0.0,0.0,0.0,1.2276936272717711
O4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6547619047619048,0.6547619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999998,0.0,0.0,0.0,0.0,0.0
O7,1.2976190476190474,14.444683969226958,0.7999999999999998,9.021548318490499,1.9142857142857141,2.030952380952381,0.0,0.5999999999999999,7.0857142857142845,2.759523809523809,0.0,4.160889734448393,0.0,1.9999999999999996,0.6999999999999998,1.3999999999999997,0.0,0.0,0.0,10.035714285714283,11.554761904761904,1.3999999999999997,0.6999999999999998,4.285160159703148,0.7023809523809523,0.0,0.0,0.7999999999999998
T0,0.0,8.463407912986057,0.5999999999999999,3.4238095238095227,0.6309523809523809,1.5999999999999996,0.0,0.0,2.9142857142857137,4.919047619047618,0.0,4.802380952380951,2.207142857142857,2.8999999999999995,0.0,0.5999999999999999,0.0,0.0,0.0,1.4999999999999996,4.099999999999999,5.399999999999999,3.499999999999999,1.9999999999999996,0.0,0.0,0.0,0.0
T1,8.390476190476189,61.64285714285713,17.283333333333328,23.33796546733672,2.657142857142857,10.27142857142857,0.0,0.6866330805977447,12.169047619047616,18.79285714285714,0.6785714285714286,6.959523809523809,5.345238095238095,0.0,1.1999999999999997,0.6999999999999998,0.0,10.035714285714283,1.4999999999999996,0.0,66.85238095238091,11.133333333333333,12.726190476190474,20.988095238095237,0.7999999999999998,5.469047619047618,0.0,2.026190476190476
T2,3.4690476190476187,83.79638324349469,44.66065723665237,49.49088942408382,3.8880952380952376,14.946383243494719,0.0,0.5771801364540952,12.519047619047619,25.91428571428571,2.5190476190476185,29.038095238095238,10.552380952380949,7.333333333333332,2.0428571428571427,0.6999999999999998,0.0,11.554761904761904,4.099999999999999,66.85238095238091,0.0,18.149999999999995,26.96428571428572,35.311904761904756,4.18095238095238,8.842857142857142,0.0,1.5378647873726217
T3,1.9452380952380952,28.89285714285714,9.437217436795578,17.710578301912737,1.3999999999999997,10.090476190476188,0.6999999999999998,0.6999999999999998,2.6190476190476186,16.299999999999997,0.0,25.87619047619048,7.2404761904761905,6.199999999999998,0.7999999999999998,0.0,0.0,1.3999999999999997,5.399999999999999,11.133333333333333,18.149999999999995,0.0,10.545238095238094,9.007142857142856,2.2190476190476187,0.0,0.0,2.799122198700342
T4,5.572019593674062,74.63809523809525,15.598933085640414,20.81943995236841,13.598406193051002,19.209523809523816,0.0,0.0,37.07871046053493,24.6047619047619,0.0,43.90476190476189,17.002380952380946,14.747619047619049,0.7999999999999998,1.9285714285714286,0.6999999999999998,0.6999999999999998,3.499999999999999,12.726190476190474,26.96428571428572,10.545238095238094,0.0,8.961904761904762,0.6999999999999998,0.6999999999999998,0.0,5.323809523809524
T5,0.7142857142857143,26.588095238095242,7.426190476190475,8.201325433723856,1.4309523809523808,10.647619047619045,0.0,0.0,25.630952380952387,8.16904761904762,0.0,12.714285714285708,11.019047619047615,5.185714285714284,0.0,0.0,0.0,4.285160159703148,1.9999999999999996,20.988095238095237,35.311904761904756,9.007142857142856,8.961904761904762,0.0,1.3999999999999997,0.7999999999999998,0.0,1.4999999999999996
T6,1.2738095238095237,2.7324555320336756,2.8154455072848634,1.9952380952380948,2.0547619047619046,0.7999999999999998,0.0,0.0,2.414285714285714,1.2999999999999998,0.0,2.7595238095238086,1.1999999999999997,0.0,0.0,0.0,0.0,0.7023809523809523,0.0,0.7999999999999998,4.18095238095238,2.2190476190476187,0.6999999999999998,1.3999999999999997,0.0,0.7999999999999998,0.0,0.7999999999999998
T6_2,0.0,4.1,0.7999999999999998,1.4999999999999996,0.5999999999999999,0.0,0.0,0.0,0.5999999999999999,0.6071428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.469047619047618,8.842857142857142,0.0,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.0,0.0,0.0
T6_3,0.6689323936863109,1.3595238095238094,0.0,0.6999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,1.3428571428571425,7.220550770128912,4.085714285714285,3.2481088382162824,3.1714285714285713,4.557142857142857,0.0,0.0,2.9082182495415454,8.8062650558432,0.0,1.8595238095238091,1.3714285714285712,1.2714285714285714,1.5062307283070526,1.2276936272717711,0.0,0.7999999999999998,0.0,2.026190476190476,1.5378647873726217,2.799122198700342,5.323809523809524,1.4999999999999996,0.7999999999999998,0.0,0.0,0.0
