"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"B_6","B_8","Tgfb1","TGFbR1_R2",0.00264939104912301,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_2","B_8","Tgfb1","TGFbR1_R2",0.00163418533485186,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_8","B_8","Tgfb1","TGFbR1_R2",0.000401911796342637,0.01,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_0","B_8","Tgfb1","TGFbR1_R2",0.00199180408516246,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_1","B_8","Tgfb1","TGFbR1_R2",0.00181306042512451,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_5","B_8","Tgfb1","TGFbR1_R2",0.00195067121745585,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_7","B_8","Tgfb1","TGFbR1_R2",0.000698092567418974,0.01,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_4","B_8","Tgfb1","TGFbR1_R2",0.00114026338041595,0.01,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_1","B_8","Tgfb1","TGFbR1_R2",0.00156136475410802,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_2","B_8","Tgfb1","TGFbR1_R2",0.00215314175374109,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_8","B_8","Tgfb1","TGFbR1_R2",0.00162388684258386,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_4","B_8","Tgfb1","TGFbR1_R2",0.00188015549931693,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_3","B_8","Tgfb1","TGFbR1_R2",0.001437379601063,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_5","B_8","Tgfb1","TGFbR1_R2",0.0030093548646663,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_0","B_8","Tgfb1","TGFbR1_R2",0.00113047773495659,0.01,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_7","B_8","Tgfb1","TGFbR1_R2",0.00160153169400186,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_1","B_8","Tgfb1","TGFbR1_R2",0.00908013946727865,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_5","B_8","Tgfb1","TGFbR1_R2",0.0043325584171101,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_7","B_8","Tgfb1","TGFbR1_R2",0.00362747165052342,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_3","B_8","Tgfb1","TGFbR1_R2",0.00383063793977219,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_4","B_8","Tgfb1","TGFbR1_R2",0.0028348849714812,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_0","B_8","Tgfb1","TGFbR1_R2",0.00534038118535036,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_8","B_8","Tgfb1","TGFbR1_R2",0.00360483934139977,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"O_10","B_8","Tgfb1","TGFbR1_R2",0.00178576296749837,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_6","B_4","Tgfb1","TGFbR1_R2",0.00350259290317076,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_2","B_4","Tgfb1","TGFbR1_R2",0.00216116185495978,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_8","B_4","Tgfb1","TGFbR1_R2",0.000531728123593956,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_0","B_4","Tgfb1","TGFbR1_R2",0.00263379786266199,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_1","B_4","Tgfb1","TGFbR1_R2",0.00239758035699451,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_5","B_4","Tgfb1","TGFbR1_R2",0.00257944140838603,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_7","B_4","Tgfb1","TGFbR1_R2",0.000923486030673759,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_4","B_4","Tgfb1","TGFbR1_R2",0.00150820526655677,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_1","B_4","Tgfb1","TGFbR1_R2",0.00206490735553148,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_2","B_4","Tgfb1","TGFbR1_R2",0.0028469891782591,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_8","B_4","Tgfb1","TGFbR1_R2",0.00214754954660444,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_4","B_4","Tgfb1","TGFbR1_R2",0.00248625260736764,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_3","B_4","Tgfb1","TGFbR1_R2",0.00190101292627872,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_5","B_4","Tgfb1","TGFbR1_R2",0.00397801601040397,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_0","B_4","Tgfb1","TGFbR1_R2",0.0014952667013576,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_7","B_4","Tgfb1","TGFbR1_R2",0.00211800071775936,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_1","B_4","Tgfb1","TGFbR1_R2",0.0119871444124825,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_5","B_4","Tgfb1","TGFbR1_R2",0.00572476933526476,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_7","B_4","Tgfb1","TGFbR1_R2",0.00479292485250696,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_3","B_4","Tgfb1","TGFbR1_R2",0.00506231411206726,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_4","B_4","Tgfb1","TGFbR1_R2",0.00374759826457616,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_0","B_4","Tgfb1","TGFbR1_R2",0.00705323907874446,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_8","B_4","Tgfb1","TGFbR1_R2",0.0047646964599727,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"O_10","B_4","Tgfb1","TGFbR1_R2",0.00236163182696392,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_6","M_1","Tgfb1","TGFbR1_R2",0.0115003447514631,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_2","M_1","Tgfb1","TGFbR1_R2",0.00711083839919221,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_8","M_1","Tgfb1","TGFbR1_R2",0.00175401750434314,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_0","M_1","Tgfb1","TGFbR1_R2",0.00865952945259703,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_1","M_1","Tgfb1","TGFbR1_R2",0.007885799990884,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_5","M_1","Tgfb1","TGFbR1_R2",0.00848153583803647,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_7","M_1","Tgfb1","TGFbR1_R2",0.00304443918754838,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_4","M_1","Tgfb1","TGFbR1_R2",0.00496750993631785,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_1","M_1","Tgfb1","TGFbR1_R2",0.00679515901256768,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_2","M_1","Tgfb1","TGFbR1_R2",0.00935734528251451,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_8","M_1","Tgfb1","TGFbR1_R2",0.00706620081389232,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_4","M_1","Tgfb1","TGFbR1_R2",0.00817631272566609,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_3","M_1","Tgfb1","TGFbR1_R2",0.00625742621219497,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_5","M_1","Tgfb1","TGFbR1_R2",0.0130516326855853,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_0","M_1","Tgfb1","TGFbR1_R2",0.00492499474520037,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_7","M_1","Tgfb1","TGFbR1_R2",0.00696929751250046,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_1","M_1","Tgfb1","TGFbR1_R2",0.0390020648019194,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_5","M_1","Tgfb1","TGFbR1_R2",0.0187331128158103,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_7","M_1","Tgfb1","TGFbR1_R2",0.0156799400352248,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_3","M_1","Tgfb1","TGFbR1_R2",0.0165810454305901,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_4","M_1","Tgfb1","TGFbR1_R2",0.0123000761972536,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_0","M_1","Tgfb1","TGFbR1_R2",0.0230136486777263,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_8","M_1","Tgfb1","TGFbR1_R2",0.0156226104442139,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"O_10","M_1","Tgfb1","TGFbR1_R2",0.00777071674523921,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_6","M_5","Tgfb1","TGFbR1_R2",0.00453841542371231,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_2","M_5","Tgfb1","TGFbR1_R2",0.00280135015303387,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_8","M_5","Tgfb1","TGFbR1_R2",0.000689558118297868,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_0","M_5","Tgfb1","TGFbR1_R2",0.00341353388207309,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_1","M_5","Tgfb1","TGFbR1_R2",0.00310759274240003,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_5","M_5","Tgfb1","TGFbR1_R2",0.00334313682916345,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_7","M_5","Tgfb1","TGFbR1_R2",0.00119746604333154,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_4","M_5","Tgfb1","TGFbR1_R2",0.0019553348804893,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_1","M_5","Tgfb1","TGFbR1_R2",0.00267665596188722,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_2","M_5","Tgfb1","TGFbR1_R2",0.00368961700216204,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_8","M_5","Tgfb1","TGFbR1_R2",0.00278371631848247,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_4","M_5","Tgfb1","TGFbR1_R2",0.00322244293778291,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_3","M_5","Tgfb1","TGFbR1_R2",0.00246432101294712,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_5","M_5","Tgfb1","TGFbR1_R2",0.00515373949086342,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_0","M_5","Tgfb1","TGFbR1_R2",0.00193856761649958,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_7","M_5","Tgfb1","TGFbR1_R2",0.00274543731859549,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_1","M_5","Tgfb1","TGFbR1_R2",0.0155063831971255,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_5","M_5","Tgfb1","TGFbR1_R2",0.00741319486175034,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_7","M_5","Tgfb1","TGFbR1_R2",0.00620623681795672,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_3","M_5","Tgfb1","TGFbR1_R2",0.00655648839356273,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_4","M_5","Tgfb1","TGFbR1_R2",0.00485553834021692,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_0","M_5","Tgfb1","TGFbR1_R2",0.00912866404031587,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_8","M_5","Tgfb1","TGFbR1_R2",0.00617220433524387,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"O_10","M_5","Tgfb1","TGFbR1_R2",0.0030612238073163,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_6","M_7","Tgfb1","TGFbR1_R2",0.0117255553601841,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_2","M_7","Tgfb1","TGFbR1_R2",0.00726490923283919,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_8","M_7","Tgfb1","TGFbR1_R2",0.00179650328835217,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_0","M_7","Tgfb1","TGFbR1_R2",0.00884078003231533,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_1","M_7","Tgfb1","TGFbR1_R2",0.00805375552917426,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_5","M_7","Tgfb1","TGFbR1_R2",0.00865977813736104,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_7","M_7","Tgfb1","TGFbR1_R2",0.00311630423469397,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_4","M_7","Tgfb1","TGFbR1_R2",0.00508021167766894,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_1","M_7","Tgfb1","TGFbR1_R2",0.00694341070962369,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_2","M_7","Tgfb1","TGFbR1_R2",0.00955010058348034,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_8","M_7","Tgfb1","TGFbR1_R2",0.00721945455001358,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_4","M_7","Tgfb1","TGFbR1_R2",0.00834932662391571,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_3","M_7","Tgfb1","TGFbR1_R2",0.00639554778226348,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_5","M_7","Tgfb1","TGFbR1_R2",0.0132976355838369,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_0","M_7","Tgfb1","TGFbR1_R2",0.00503683173095097,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"T_7","M_7","Tgfb1","TGFbR1_R2",0.00712077091512593,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_1","M_7","Tgfb1","TGFbR1_R2",0.0394196859390193,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_5","M_7","Tgfb1","TGFbR1_R2",0.0190375922713982,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_7","M_7","Tgfb1","TGFbR1_R2",0.0159309712639272,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_3","M_7","Tgfb1","TGFbR1_R2",0.016865928765599,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_4","M_7","Tgfb1","TGFbR1_R2",0.0125362887576201,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_0","M_7","Tgfb1","TGFbR1_R2",0.0233228471926624,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"M_8","M_7","Tgfb1","TGFbR1_R2",0.0159071432850767,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"O_10","M_7","Tgfb1","TGFbR1_R2",0.00793935888969553,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_6","M_4","Tgfb1","TGFbR1_R2",0.0033451710931988,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_2","M_4","Tgfb1","TGFbR1_R2",0.00206390494042982,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_8","M_4","Tgfb1","TGFbR1_R2",0.000507761904804899,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_0","M_4","Tgfb1","TGFbR1_R2",0.00251532493090609,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_1","M_4","Tgfb1","TGFbR1_R2",0.00228970851701003,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
"B_5","M_4","Tgfb1","TGFbR1_R2",0.00246340748796154,0,"TGFB1_TGFBR1_TGFBR2","Tgfb1 - (Tgfbr1+Tgfbr2)","TGFb","Secreted Signaling","KEGG: mmu04350"
