"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fyb",3.41944441887581e-20,0.529229438660113,0.952,0.805,6.86248300424187e-16
"Sh2d1a",3.58791387585187e-20,0.453591967201449,0.649,0.351,7.20058435744713e-16
"Cd27",5.76061231089291e-20,0.73594016596585,0.459,0.211,1.1560972846731e-15
"Prkcq",1.12134431840276e-19,1.09744271492831,0.366,0.157,2.25042591260249e-15
"Mpg",1.23203375290738e-19,1.99594949714207,0.111,0.023,2.47256853870982e-15
"Calm1",1.30383405452284e-19,-0.645720119351987,0.847,0.898,2.61666456402189e-15
"Dtx1",1.39563694135552e-19,1.56994291140328,0.186,0.056,2.80090377760639e-15
"Dclk2",1.41429039065907e-19,3.44511402587727,0.039,0.002,2.83833938501369e-15
"Arl5c",2.31222141904077e-19,1.3251528487198,0.228,0.079,4.64039716587293e-15
"Cxcr6",2.4756071311358e-19,-1.05515947252422,0.213,0.487,4.96829595147644e-15
"Farsb",2.49965991065431e-19,1.54009751240007,0.168,0.048,5.01656747469213e-15
"Pfn1",2.56790911553336e-19,0.536139617722641,0.958,0.866,5.15353680396389e-15
"Rps29",4.67383858302697e-19,0.274217265540444,0.997,1,9.37992665227683e-15
"Dusp16",5.50087682285743e-19,1.53610439619235,0.132,0.032,1.10397096957926e-14
"Satb1",6.77636211934047e-19,0.656437158281988,0.871,0.673,1.35994811373044e-14
"Rnf149",8.16779768685444e-19,1.26861623062716,0.18,0.054,1.63919531777482e-14
"Fermt3",8.91618802735732e-19,0.92402830005699,0.417,0.195,1.78938977521034e-14
"Hes5",9.04427995435317e-19,2.66105506262929,0.057,0.006,1.81509654403914e-14
"Stat1",1.10662816167083e-18,0.720610281257552,0.574,0.317,2.22089205765718e-14
"6430562O15Rik",1.15213230209681e-18,4.34069928887676,0.03,0.001,2.31221431707808e-14
"Rps9",1.35060815505166e-18,0.264053031037123,0.997,0.997,2.71053550637318e-14
"Rplp1",1.43975361610157e-18,0.27222803728527,0.994,0.999,2.88944153215424e-14
"Rapgef6",1.5464787378319e-18,0.811922823295559,0.589,0.334,3.10362817895484e-14
"Plcg1",2.91751630506251e-18,1.17278475315982,0.267,0.102,5.85516347262995e-14
"H2afz",4.43721447528617e-18,-0.650619637531901,0.931,0.945,8.90504573045181e-14
"H2-T22",5.344121922297e-18,0.78276526691181,0.556,0.309,1.07251182858579e-13
"Ahnak",7.02029368653371e-18,-1.41740031505502,0.285,0.5,1.40890273995045e-13
"Tmem173",8.03776799396199e-18,1.14427470553213,0.207,0.07,1.61309965870823e-13
"Rpl12",8.84973056772519e-18,0.298105528133141,0.997,0.996,1.77605242763677e-13
"Sub1",9.07417425743592e-18,-0.620865212219106,0.895,0.916,1.82109603172481e-13
"Serpina9",1.11346607376073e-17,4.29879074456395,0.027,0.001,2.23461506343041e-13
"Dpp4",1.18261813204786e-17,1.1857583424105,0.219,0.077,2.37339632920686e-13
"Cap1",1.41481135795769e-17,0.810949576819898,0.474,0.246,2.83938491428528e-13
"Rflnb",1.42389476069875e-17,1.03258675020058,0.21,0.071,2.85761439524632e-13
"S100a10",1.56843513755162e-17,-0.814901478124714,0.742,0.8,3.14769247755236e-13
"Vmp1",1.70373358714596e-17,0.708866965923902,0.658,0.391,3.41922293604322e-13
"Vps37b",1.88520745234949e-17,-0.96581335810851,0.559,0.694,3.78342283612018e-13
"D130040H23Rik",2.44005972728741e-17,1.77363243805982,0.114,0.027,4.89695586669311e-13
"Rgs2",2.85284706212155e-17,-1.6743430895832,0.21,0.43,5.72537876897174e-13
"Vps13a",2.98697289453909e-17,0.77030835516485,0.486,0.253,5.9945559020505e-13
"Nudt14",3.74969946390931e-17,1.80850302556624,0.12,0.03,7.5252718541196e-13
"Lrmp",3.76278335783814e-17,1.11503509123797,0.216,0.076,7.55152992084537e-13
"Arhgap15",4.23424450093607e-17,0.90429613007779,0.538,0.309,8.4977052889286e-13
"Cd74",4.69452785450122e-17,0.782026840060412,0.577,0.321,9.42144795119849e-13
"Dnah8",4.75574954062983e-17,1.67631942120052,0.123,0.031,9.54431375309001e-13
"Rpl17",5.1336432194166e-17,0.252235811393781,0.997,0.998,1.03027085770472e-12
"Ar",5.69606131857597e-17,-2.23320516016255,0.156,0.361,1.14314254602501e-12
"Trib2",5.81578490475983e-17,0.649113085307346,0.562,0.317,1.16716987253625e-12
"Rgs1",5.92711159619611e-17,-1.48630431834632,0.408,0.589,1.1895120262406e-12
"Hlf",6.14689071602284e-17,-3.1385577919054,0.036,0.234,1.23361949779862e-12
"Il6st",8.22094221253138e-17,0.770946289592592,0.276,0.11,1.64986089263292e-12
"Rpsa",1.22773582564201e-16,0.275975086302404,1,0.998,2.46394302848094e-12
"Dynll1",1.35844517818492e-16,-1.27031145876085,0.456,0.577,2.72626362809932e-12
"Tmem176a",1.49733285603919e-16,-0.94986255384857,0.186,0.445,3.00499730878504e-12
"mt-Nd2",2.15242149544379e-16,-0.393937979854329,0.973,0.985,4.31969469920614e-12
"Map3k8",2.96645844738983e-16,1.18956381687679,0.198,0.069,5.95338545806665e-12
"Rhov",2.96937675203257e-16,3.86787084986508,0.027,0.001,5.95924220365417e-12
"Lcp1",3.30706216309599e-16,0.660761387308831,0.718,0.472,6.63694305511734e-12
"Rps27",3.36445546583355e-16,0.297618073667535,0.997,0.999,6.75212567438136e-12
"Ptpn1",4.66128160353036e-16,0.661972053625206,0.631,0.376,9.35472605012507e-12
"Foxq1",5.06092471530671e-16,2.62049521057306,0.051,0.006,1.0156769811149e-11
"Tmem134",8.21874817417503e-16,0.723968121689353,0.532,0.3,1.64942057107519e-11
"Lgals3",8.47979502184299e-16,-1.89896407622444,0.162,0.363,1.70181006293367e-11
"Evl",8.68856697778908e-16,1.14625878603704,0.195,0.069,1.74370850677249e-11
"Dusp14",9.38835700748996e-16,1.57942765138853,0.129,0.036,1.88414936783316e-11
"Gpr146",1.01432397740507e-15,1.07195611104511,0.237,0.093,2.03564679025424e-11
"Gstt2",1.18363661325918e-15,1.2712981597653,0.159,0.05,2.37544031914986e-11
"Fyn",1.23553969273686e-15,0.600280568512828,0.73,0.502,2.47960460935361e-11
"Lamp1",1.60773882540442e-15,0.723969591926795,0.432,0.219,3.22657104870414e-11
"Gm49980",1.69996778929339e-15,2.32446504003431,0.057,0.008,3.41166535633291e-11
"S100a4",2.24656239704749e-15,-0.964122848559265,0.288,0.514,4.50862607463461e-11
"Wfdc17",2.53669707239891e-15,2.68152236724262,0.045,0.005,5.09089735459737e-11
"Ubac2",3.5697773473849e-15,0.723295175259509,0.315,0.139,7.16418615846676e-11
"Ercc6l2",3.66858486117773e-15,1.30680801354024,0.126,0.035,7.36248295789758e-11
"Igha",3.9620597771467e-15,-0.646850623069576,0.769,0.811,7.95145776675571e-11
"Prune2",4.19716939424355e-15,3.27879070410769,0.03,0.002,8.42329925730737e-11
"Lpin1",4.23988405449165e-15,1.10911684640555,0.177,0.06,8.50902330895929e-11
"Hddc2",4.26939719639219e-15,1.41621410280659,0.132,0.038,8.56825323343949e-11
"Actn1",4.88291962468876e-15,1.34160224866054,0.165,0.055,9.79953139478787e-11
"Lef1",5.67021166569216e-15,0.760256627105354,0.327,0.148,1.13795477918776e-10
"Lrch4",6.32187128899461e-15,1.26820512634806,0.162,0.053,1.26873634898833e-10
"Ptprcap",6.65904906513476e-15,0.708763254320789,0.592,0.362,1.33640455688189e-10
"Cirbp",7.52263875543306e-15,0.665406527925867,0.52,0.285,1.50971837182786e-10
"Tmem71",7.61929686724898e-15,1.01514277537493,0.336,0.163,1.5291166882882e-10
"C1qc",7.97429633741762e-15,2.25960907720373,0.078,0.016,1.60036153195634e-10
"Shisa5",8.49637572514665e-15,0.441191433871214,0.925,0.794,1.70513764427968e-10
"A430093F15Rik",8.73638449864391e-15,0.885657463700819,0.294,0.132,1.75330500503285e-10
"Rps6",9.03848998348669e-15,0.264891392546874,0.991,0.985,1.81393455478594e-10
"Sept9",9.44947668411525e-15,0.952634404727584,0.312,0.144,1.89641547573509e-10
"Scamp3",9.90091959913115e-15,1.08947958655505,0.264,0.113,1.98701555434963e-10
"H60b",1.02084470345547e-14,1.06093403677907,0.192,0.069,2.04873323536478e-10
"Grk6",1.04643217628352e-14,0.99385476307496,0.348,0.167,2.10008473458339e-10
"Klk1b22",1.08470769107728e-14,1.46525394675353,0.111,0.029,2.176899865223e-10
"Lck",1.0876779627464e-14,0.609776601834384,0.76,0.545,2.18286090343574e-10
"Trim12c",1.17389972031961e-14,0.97667313260443,0.243,0.099,2.35589934870943e-10
"Rps28",1.24772265986847e-14,0.249764066834486,0.997,0.996,2.50405460609004e-10
"Ube2e2",1.35393049293719e-14,1.90566873474091,0.081,0.017,2.71720310627565e-10
"Ikzf1",1.42026919650756e-14,0.707087435173632,0.526,0.305,2.85033825047102e-10
"Dusp5",1.44116121079121e-14,-1.7236616073729,0.162,0.358,2.89226643393688e-10
"Map4k1",1.5992396862241e-14,1.16055875123894,0.168,0.057,3.20951412628314e-10
"Tmpo",1.69262653968337e-14,0.710927847717417,0.408,0.206,3.39693220249056e-10
"Ube2b",1.70068403592964e-14,-0.623692270608063,0.712,0.801,3.4131027917072e-10
"Tmem176b",1.81248327992831e-14,-1.19518722161786,0.168,0.388,3.63747269448812e-10
"Tox2",1.85116204331592e-14,0.896537735565664,0.249,0.104,3.71509710473072e-10
"Ksr1",2.59886558647714e-14,1.99462041222588,0.102,0.026,5.21566334550096e-10
"Lgals1",3.71196005669734e-14,-0.956833277952298,0.426,0.583,7.4495326377859e-10
"Gpsm3",3.77658459119269e-14,0.649121991366493,0.565,0.337,7.57922761606461e-10
"Ftl1",3.85590149485689e-14,0.428732102460023,0.916,0.831,7.73840871002829e-10
"Pik3ip1",3.95009169191134e-14,1.2162257707219,0.129,0.038,7.92743901649687e-10
"Prkcb",6.07810096169872e-14,1.04634461303454,0.234,0.098,1.21981408200332e-09
"Rpl21",6.50541426212601e-14,0.219029063868488,0.997,0.994,1.30557158826607e-09
"Rps8",6.65378223584343e-14,0.236886111325493,0.994,0.998,1.33534755691142e-09
"Arpc1b",7.52466167644441e-14,0.506303773479964,0.826,0.656,1.51012435184563e-09
"Scand1",8.2280231307137e-14,0.62256374791956,0.607,0.393,1.65128196210293e-09
"Gna13",8.48491253564466e-14,-0.598076095926405,0.664,0.786,1.70283709677853e-09
"Phf14",9.00127704729028e-14,0.818237294422794,0.255,0.109,1.80646629062069e-09
"Maf",9.08169337448491e-14,-0.928005336402676,0.655,0.721,1.82260504332538e-09
"Fbxw7",9.70545501488435e-14,1.21405555526493,0.225,0.093,1.94778776693714e-09
"Dusp2",9.71906993056246e-14,0.815666526471752,0.3,0.138,1.95052014436458e-09
"Ccdc69",9.84119814654593e-14,1.68842234509924,0.078,0.017,1.9750300560303e-09
"Fosl2",1.0378964457101e-13,-1.22930148779127,0.273,0.452,2.08295437689561e-09
"Rasal3",1.11652397017486e-13,1.02971968373454,0.225,0.092,2.24075195574392e-09
"Rbck1",1.14302595980014e-13,0.833177218683733,0.261,0.114,2.29393879872291e-09
"Ctse",1.20346339818284e-13,0.824125245039058,0.387,0.202,2.41523069381315e-09
"Rilpl2",1.21420331989857e-13,0.54960451091068,0.468,0.261,2.43678464270445e-09
"Ctla4",1.24343285288617e-13,-0.906781037868281,0.601,0.693,2.49544539245725e-09
"Actn2",1.41749281632265e-13,-3.35875661595125,0.024,0.182,2.84476633307793e-09
"Rpl31",1.49789073214253e-13,0.380136133671828,0.955,0.89,3.00611691033684e-09
"Ms4a6c",1.87863416571861e-13,1.38607586486702,0.105,0.028,3.77023090718068e-09
"Dennd2d",1.88484933800689e-13,0.795178135035587,0.384,0.198,3.78270413644604e-09
"Fam241b",1.96714214467475e-13,2.11060209904524,0.051,0.008,3.94785757014775e-09
"B430306N03Rik",2.15485704158617e-13,4.06729575602202,0.018,0,4.32458259675928e-09
"Clec2i",2.21313046325119e-13,0.788142727770844,0.249,0.106,4.44153152669882e-09
"Gimap6",2.41884048109453e-13,0.41076289086904,0.91,0.685,4.85437096150861e-09
"Ikbke",2.44443474562998e-13,1.32560075425477,0.132,0.041,4.9057360910048e-09
"Zfp612",2.53279409286571e-13,2.26817791201776,0.045,0.006,5.08306446497219e-09
"Tmsb4x",2.6253032568445e-13,-0.330698659924414,1,0.999,5.26872110616123e-09
"Psme1",2.75847179952942e-13,0.56896118017879,0.748,0.523,5.53597705447558e-09
"Zkscan3",2.81954216617171e-13,0.982399964645159,0.171,0.061,5.65853917329001e-09
"1810041H14Rik",3.05434682042409e-13,1.59415793085817,0.093,0.023,6.1297686339091e-09
"Cisd1",3.27043868091281e-13,0.93565549613384,0.303,0.147,6.56344338872392e-09
"Tiparp",3.27680389247653e-13,-2.77340328524818,0.069,0.235,6.57621773181114e-09
"Cdkn2d",3.51628442534316e-13,0.953004822261419,0.258,0.115,7.05683121322119e-09
"Cbx4",3.77591284772658e-13,0.835999986402108,0.249,0.107,7.57787949410248e-09
"Rps4x",3.86688440228927e-13,0.239304591932856,0.994,0.996,7.76045030695433e-09
"Ryr1",3.96249893400652e-13,1.87606120205244,0.078,0.017,7.95233911065769e-09
"Sp110",4.10431580618094e-13,0.91945903000887,0.264,0.12,8.23695139142452e-09
"Ywhaz",4.20946030514532e-13,-0.579400186955414,0.775,0.796,8.44796588639615e-09
"Heg1",4.33410065641444e-13,0.889578176411444,0.201,0.079,8.69810660735815e-09
"Chd3",4.64801362948729e-13,0.719941584681134,0.483,0.28,9.32809855301805e-09
"H2-Q6",4.6574481847837e-13,0.673747915666553,0.577,0.364,9.34703276204241e-09
"Eef1a1",4.71958188320598e-13,0.19456065259197,0.994,0.999,9.47172888140609e-09
"Il4",4.99166994865488e-13,1.50843442198402,0.051,0.008,1.00177824199555e-08
"Pycard",5.37247818093468e-13,0.719552674125433,0.345,0.171,1.07820264613178e-08
"Cd14",5.72475164748038e-13,1.8001818209653,0.111,0.032,1.14890040813284e-08
"Ppp1cc",6.35605179667191e-13,-0.875733260702712,0.613,0.669,1.27559603507409e-08
"Klk1b27",6.74219601237465e-13,2.03017082397805,0.063,0.012,1.35309131772347e-08
"Mxd1",6.85488365862435e-13,0.958539449271228,0.348,0.18,1.37570660144932e-08
"Cd164",7.30136876602472e-13,-1.29271139241517,0.514,0.58,1.4653116976535e-08
"Arhgap45",7.38883957267323e-13,0.491148657966953,0.643,0.4,1.48286621383979e-08
"Cmc1",7.59267189556807e-13,0.758375134934369,0.36,0.183,1.52377332272156e-08
"Tap1",7.67329208839541e-13,0.74384224876169,0.447,0.253,1.53995298922008e-08
"Icam1",8.07431156603259e-13,1.06414745058256,0.204,0.083,1.62043358818708e-08
"Sh3bgrl",8.76758651408985e-13,0.804542478050162,0.324,0.16,1.75956693751269e-08
"Tle5",8.96945086958403e-13,0.506390782028754,0.793,0.601,1.80007909501682e-08
"Ikzf3",9.13733596181518e-13,-1.72182168658733,0.147,0.321,1.83377195417669e-08
"Gm16152",1.12335695068927e-12,2.09558353462677,0.042,0.005,2.2544650643383e-08
"Hk3",1.19051192721512e-12,6.93134856086061,0.012,0,2.38923838672803e-08
"Marco",1.19051192721512e-12,7.17196698228029,0.012,0,2.38923838672803e-08
"Gm30373",1.19051192721512e-12,6.66036515270061,0.012,0,2.38923838672803e-08
"Fkbp8",1.23209430224091e-12,0.753152977405941,0.372,0.193,2.47269005516728e-08
"Lbh",1.36861211277131e-12,0.521315819081674,0.393,0.203,2.74666764912074e-08
"Ctla2a",1.5170116104275e-12,-1.67389773146073,0.138,0.315,3.04449060096695e-08
"Lamp2",1.69369501492153e-12,0.764854921040426,0.312,0.153,3.39907652544601e-08
"Synpo",1.78396310806965e-12,1.83074420008405,0.045,0.006,3.58023556158498e-08
"Cdk5rap3",1.80704156603243e-12,1.22413086105622,0.147,0.051,3.62655171887048e-08
"Snx18",1.83460652094884e-12,0.731435413410676,0.309,0.149,3.68187182689222e-08
"Ccrl2",1.97056835869109e-12,1.98083982832146,0.054,0.009,3.95473363905714e-08
"Agpat3",2.25669319282451e-12,0.837966885321053,0.252,0.112,4.52895756867951e-08
"Il17f",2.38902500704214e-12,-2.15160493635087,0.033,0.187,4.79453428663288e-08
"Rpl4",2.45336874739183e-12,0.321456124104146,0.979,0.929,4.92366573914067e-08
"Pitpnm2",2.51729857996244e-12,1.16851282966679,0.099,0.027,5.05196652012662e-08
"Bphl",2.53668757725514e-12,1.4683403109831,0.063,0.012,5.09087829879334e-08
"Arhgap27os3",2.64834547003622e-12,1.13839094088559,0.12,0.037,5.31496452381568e-08
"Rpl32",2.99064112558945e-12,0.228306587864294,0.997,0.998,6.00191767494547e-08
"Pim2",3.24353206012331e-12,0.837011983005387,0.204,0.084,6.50944449146147e-08
"Gimap5",3.27286717858886e-12,0.733847330556251,0.447,0.251,6.56831714070997e-08
"Sdhaf1",3.3457995940883e-12,0.739166504950156,0.252,0.112,6.71468520537581e-08
"Il6ra",3.36412449813027e-12,0.765863756985329,0.159,0.057,6.75146145529764e-08
"Tln1",3.87558116670753e-12,0.558235316176617,0.631,0.405,7.77790384346534e-08
"Atxn10",3.91200480485078e-12,0.710308508276454,0.237,0.103,7.85100244285502e-08
"Plscr1",4.11136844255729e-12,0.979961327780019,0.21,0.089,8.25110532736823e-08
"Casp3",4.7813839252044e-12,0.770790635336299,0.285,0.137,9.59575939949271e-08
"Isoc2b",4.94523581963693e-12,1.91623642647928,0.06,0.012,9.92459376642936e-08
"3830406C13Rik",5.27046948203215e-12,0.876583925312062,0.225,0.096,1.05773052034903e-07
"Fubp3",5.40225901649125e-12,1.68371988950971,0.081,0.02,1.08417936201963e-07
"Sfxn1",5.66014666523944e-12,0.942021608635017,0.165,0.062,1.1359348342469e-07
"Cdc42",5.78912462021606e-12,-0.470345374111023,0.829,0.832,1.16181942003116e-07
"Tbcel",7.03668690773716e-12,0.891511922776759,0.165,0.062,1.41219269551377e-07
"Zdhhc18",7.29910226479238e-12,0.706629173040178,0.544,0.341,1.46485683352118e-07
"Ppm1m",7.8881031925886e-12,1.41421252021419,0.129,0.043,1.58306342972061e-07
"Fcgr3",7.95503463210367e-12,2.49433247480857,0.033,0.004,1.59649590031689e-07
