"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"C3",9.31968363703235e-15,0.958442368814492,0.829,0.505,1.87036730911602e-10
"Psmb9",9.79453796086593e-15,0.753544311988815,0.857,0.544,1.96566582336618e-10
"A930005H10Rik",1.97539093817857e-14,1.73803328219695,0.214,0.054,3.96441207383057e-10
"Tmem119",2.14049624501159e-14,2.01870322112997,0.157,0.032,4.29576191411377e-10
"Ifi44l",2.47988534514774e-14,1.44071437413555,0.236,0.063,4.97688189917699e-10
"mt-Co1",2.49686691197977e-14,0.478592673390049,0.993,0.987,5.0109622056522e-10
"Cytip",2.58952144580768e-14,-1.26219578050475,0.636,0.79,5.19691058959144e-10
"Rbms1",3.31535068173645e-14,-1.26451500298384,0.679,0.792,6.65357728317689e-10
"Ntpcr",3.59353984407776e-14,1.06423830592666,0.5,0.216,7.21187511307966e-10
"Slc13a3",3.91362369302237e-14,1.51763005449843,0.179,0.04,7.85425138952659e-10
"Ly6e",7.37542656870588e-14,0.625757211397215,1,0.898,1.48017435807358e-09
"Emilin2",7.95032006427938e-14,-1.37289438377834,0.586,0.745,1.59554973370023e-09
"Extl3",8.55859850146676e-14,1.73890218837282,0.221,0.06,1.71762513325936e-09
"Tmem173",1.0582004751031e-13,1.36568774125966,0.4,0.158,2.12370253348441e-09
"Gm14320",1.47634149822202e-13,5.87561698356959,0.021,0,2.96286975278177e-09
"Tap1",1.78177871995931e-13,0.821544453267647,0.786,0.443,3.57585171308633e-09
"Tmem154",1.89474245408572e-13,2.3340100835437,0.1,0.015,3.80255863110463e-09
"mt-Cytb",1.99083025586805e-13,0.551891125685325,0.986,0.942,3.99539724050158e-09
"Fut7",2.55583324115835e-13,3.6550596900378,0.029,0.001,5.12930173168069e-09
"Cyb5a",2.61643048886227e-13,0.792003573714425,0.721,0.391,5.2509143480977e-09
"A930033H14Rik",2.87461372095837e-13,2.83858573275227,0.057,0.005,5.76906227659136e-09
"Ifi27",3.11451944060172e-13,0.975800612300415,0.636,0.329,6.25052906534359e-09
"F830016B08Rik",3.54776979567137e-13,3.87809419935898,0.043,0.003,7.12001920293288e-09
"H2-K1",4.42056169157991e-13,0.361974973400104,1,0.993,8.87162525883172e-09
"Ctnnbip1",4.99512960805361e-13,1.07557714718966,0.343,0.121,1.00247256104028e-08
"mt-Atp6",5.6988037567859e-13,0.482441831774039,0.993,0.981,1.14369292594936e-08
"Eif1",6.3249194464262e-13,-0.472785740091035,0.993,0.984,1.26934808370327e-08
"Gsdmd",7.12716366072899e-13,1.12718284174794,0.486,0.213,1.4303504750717e-08
"Sp140",7.86842827278559e-13,0.923173217668976,0.607,0.302,1.57911487006534e-08
"Itm2b",1.16624882546078e-12,0.702745204364629,0.993,0.952,2.34054476781724e-08
"Scimp",1.67211761411508e-12,0.918212300489938,0.486,0.221,3.35577283976755e-08
"Plekhg4",1.70291753498458e-12,6.02409456270816,0.014,0,3.41758520096055e-08
"Cstdc5",1.70291753498458e-12,6.22922290606458,0.014,0,3.41758520096055e-08
"Gcm1",1.70291753498458e-12,6.109004354427,0.014,0,3.41758520096055e-08
"Gm29539",1.70291753498458e-12,5.86681838624247,0.014,0,3.41758520096055e-08
"Gm16213",1.70291753498458e-12,6.27096046211238,0.014,0,3.41758520096055e-08
"Mmel1",1.70291753498458e-12,6.11049964167339,0.014,0,3.41758520096055e-08
"Tagap1",1.80530930681809e-12,1.75166108873869,0.2,0.054,3.62307524785323e-08
"C1rl",2.04781153480242e-12,2.04708478537858,0.129,0.026,4.10975296919497e-08
"Rac2",2.39804494307635e-12,0.778503165293135,0.843,0.564,4.81263639625993e-08
"Scn1b",2.46347966941287e-12,1.29869098831235,0.314,0.113,4.94395734854469e-08
"Csf2rb",2.48242794284278e-12,-1.12953496182024,0.793,0.825,4.98198463849118e-08
"Gbp5",3.05805214019302e-12,1.23311786292909,0.321,0.119,6.13720484015338e-08
"Enpp4",3.83587683395997e-12,1.69228718724445,0.207,0.059,7.69822121807427e-08
"Bmyc",5.06014804773124e-12,1.47037624327849,0.229,0.069,1.01552111169918e-07
"AU020206",5.18200646165248e-12,0.765342020636771,0.579,0.287,1.03997687678904e-07
"Runx3",5.32346661814867e-12,-0.847059730628501,0.786,0.87,1.06836651559626e-07
"Ocel1",5.53837514777685e-12,0.946538570330486,0.414,0.17,1.11149650840734e-07
"Gm42418",5.69378861229289e-12,-0.584819586087547,1,0.999,1.14268643660106e-07
"Fuca1",6.07191416381432e-12,0.760340958016235,0.757,0.471,1.2185724535359e-07
"mt-Co2",6.85926970355933e-12,0.453486337207157,0.993,0.992,1.37658683680732e-07
"Ctss",8.31778178020761e-12,0.424451901033316,1,0.978,1.66929562546986e-07
"Abhd12",8.52616832592767e-12,0.920116208819074,0.586,0.318,1.71111672133042e-07
"Tnfrsf13b",8.78686783078978e-12,1.50743876841357,0.236,0.073,1.7634365049612e-07
"Hebp1",9.50632539629668e-12,0.701082488671522,0.721,0.409,1.90782444378278e-07
"BC147527",1.02581813146966e-11,3.93949248272524,0.036,0.002,2.05871440804645e-07
"Orc1",1.06791384828763e-11,3.37082312110786,0.036,0.002,2.14319630212845e-07
"Cd300c2",1.06967438856858e-11,0.649731897562296,0.929,0.747,2.14672953041829e-07
"Ifi202b",1.07252883148383e-11,0.738444591194879,0.45,0.194,2.1524581119049e-07
"Chka",1.09218628058439e-11,0.837792197645793,0.479,0.213,2.19190864650481e-07
"Gpr65",1.13963924306252e-11,0.886676780444868,0.729,0.453,2.28714199690218e-07
"Plxnb3",1.25738457182303e-11,3.94473286541091,0.029,0.001,2.52344509719165e-07
"Arid5b",1.27599623771557e-11,1.0739702527031,0.45,0.203,2.56079684947138e-07
"Tmem106a",1.82226240453164e-11,0.881846620980056,0.464,0.214,3.65709841965456e-07
"Fosb",1.91603777124406e-11,1.19730650444605,0.8,0.616,3.84529620310971e-07
"Rcn1",2.12612956908190e-11,2.05985994053797,0.107,0.02,4.26692943219047e-07
"Cyp4f18",2.24352172484238e-11,-3.01380102370349,0.05,0.317,4.50252374958618e-07
"Slc8a1",2.68598244515538e-11,0.9726227544888,0.436,0.195,5.39049816918234e-07
"Pycard",2.81983909905957e-11,0.762767536049033,0.736,0.474,5.65913508790265e-07
"Itgb5",3.01639423701962e-11,0.888521646805979,0.679,0.404,6.05360159427468e-07
"Apold1",3.09435869485818e-11,1.58982419095356,0.193,0.055,6.21006846471088e-07
"Dbndd2",3.35029219213607e-11,1.15319939947828,0.4,0.172,6.72370140039787e-07
"Plaat3",4.28112973745379e-11,1.07892089185999,0.471,0.232,8.59179927009601e-07
"Glmn",4.98695973368851e-11,1.46223271043456,0.107,0.02,1.00083294895395e-06
"Clec4a2",6.40143161983336e-11,0.767749745081102,0.764,0.512,1.28470331178436e-06
"Tsc22d4",7.22299024211791e-11,0.924660349278667,0.55,0.278,1.44958191169064e-06
"Ccl12",7.31031306820546e-11,-0.0352794695644245,0.329,0.128,1.46710672965815e-06
"Ppp2ca",7.57491613714726e-11,-0.759338621661591,0.814,0.861,1.52020991956408e-06
"Cyba",7.7421121613932e-11,0.481783470676447,0.993,0.916,1.55376448967e-06
"C030014I23Rik",7.85046846489103e-11,2.31868820618094,0.079,0.012,1.57551051621898e-06
"BC017158",8.24146607930991e-11,2.13783769218355,0.086,0.014,1.65397982745671e-06
"Mblac2",8.42030860489849e-11,2.68013981022995,0.057,0.006,1.68987173391708e-06
"Rims2",8.55104488983263e-11,2.0279865505563,0.071,0.01,1.71610919894051e-06
"Gm31243",8.64941569723951e-11,2.98538486322201,0.064,0.008,1.735851236279e-06
"Tnfsf13b",8.77989763144566e-11,1.32785284832154,0.25,0.086,1.76203765565483e-06
"Map2",8.88742433246627e-11,3.92011531069359,0.036,0.002,1.78361718928266e-06
"Lair1",9.07856412822937e-11,0.907569444980065,0.621,0.388,1.82197703489435e-06
"Pde4a",1.34616747405351e-10,1.98728428410944,0.1,0.019,2.70162350367799e-06
"Gm26532",1.44827265038921e-10,1.24367534436508,0.236,0.078,2.90653838206611e-06
"Egr1",1.45718233047756e-10,1.97483158740927,0.393,0.184,2.92441921903542e-06
"S100a6",1.54211676388142e-10,-1.45891759022041,0.436,0.64,3.09487413343361e-06
"Tfec",1.61613381784464e-10,1.05112430240342,0.207,0.063,3.24341895903241e-06
"Hilpda",2.01983086814655e-10,-1.45601681577847,0.571,0.699,4.0535985692833e-06
"Bcl9",2.362691719293e-10,1.53759283044856,0.143,0.035,4.74168601144912e-06
"Serpina3f",2.38706754313134e-10,1.13594048054424,0.236,0.078,4.7906058523103e-06
"Ncf1",2.48774966138582e-10,0.788951260846282,0.614,0.326,4.99266479543519e-06
"Comt",2.57661643013339e-10,1.06132369639511,0.4,0.18,5.17101151363469e-06
"Acsl1",2.62260404610981e-10,0.743906390429916,0.386,0.162,5.26330406013777e-06
"Ubb",2.6849633564231e-10,0.48564912303222,0.979,0.863,5.38845296000552e-06
"Vps13c",2.81379003427793e-10,0.791916915818575,0.471,0.224,5.64699521979239e-06
"Ppp4r2",2.83090406863806e-10,-1.11405469426687,0.621,0.734,5.68134137534972e-06
"Rxra",2.99360790969064e-10,1.18491390287759,0.221,0.071,6.00787171395815e-06
"Gbp4",3.06062500061265e-10,1.40669681769505,0.371,0.163,6.14236831372952e-06
"Lgals3bp",3.08553040310098e-10,0.882756313940298,0.714,0.44,6.19235096598335e-06
"Gbp7",3.18676195428013e-10,1.19054292135577,0.579,0.345,6.3955125660448e-06
"Apobec1",3.1921336469597e-10,0.914184571162443,0.593,0.333,6.40629301608343e-06
"Aif1",3.62550846643212e-10,0.487046637707317,0.971,0.895,7.27603294128263e-06
"Aig1",3.6307229013354e-10,0.888751012040475,0.479,0.236,7.28649779069001e-06
"Trac",3.63466609246674e-10,2.66905431606081,0.05,0.005,7.29441138097149e-06
"Rab8b",3.65530010248044e-10,-0.910900384294735,0.793,0.836,7.335821775668e-06
"Dusp5",3.70620574087199e-10,-1.16274134965109,0.593,0.753,7.43798430135599e-06
"BC018473",3.73480550696332e-10,1.61540742014758,0.164,0.046,7.49538117192468e-06
"9530082P21Rik",3.82718434834793e-10,2.64333843767642,0.05,0.005,7.68077626869946e-06
"Trpm2",4.04039476889159e-10,0.988789435519975,0.407,0.187,8.10866826168854e-06
"Slamf9",4.27131344180439e-10,0.989351477179491,0.457,0.224,8.57209894635724e-06
"9630028I04Rik",4.35001904822075e-10,2.4717669205707,0.064,0.009,8.73005322787422e-06
"Por",4.86998555165275e-10,-1.54152135387542,0.4,0.592,9.7735740036119e-06
"AB124611",5.05993459417875e-10,1.08323896641956,0.393,0.178,1.01547827370573e-05
"Cd74",5.14052832094167e-10,0.298602839271339,1,0.998,1.03165262872978e-05
"Gm26862",5.32939010536088e-10,1.53545119516088,0.171,0.049,1.06955530024487e-05
"Wfdc21",5.88824139807242e-10,3.70038896989821,0.036,0.003,1.18171116617915e-05
"Smim24",6.35587176201646e-10,1.01893497409812,0.221,0.073,1.27555990391908e-05
"Utp14a",6.62955734330093e-10,1.0537674506135,0.379,0.167,1.33048586322706e-05
"Hsd17b11",6.68144608911003e-10,0.672045518910311,0.536,0.266,1.34089941562349e-05
"Ywhaz",6.86630454612034e-10,-0.704675992407107,0.907,0.909,1.37799865936089e-05
"Cacna1a",8.62817919723886e-10,1.32696685430754,0.214,0.071,1.73158928309387e-05
"Slc48a1",8.81609108636781e-10,0.712934489184578,0.386,0.167,1.76930132012316e-05
"H2-Eb1",9.00931117754625e-10,0.31346975155936,1,0.989,1.80807866022176e-05
"Cxcr4",9.33709913958358e-10,-0.999908802082733,0.793,0.828,1.87386242632303e-05
"Crem",9.40670339684103e-10,-1.5930594721537,0.414,0.59,1.88783130471203e-05
"Antxr2",9.71649724484739e-10,-1.54206898952388,0.429,0.583,1.95000383206842e-05
"Slfn9",1.00390745329197e-09,1.35012339603904,0.257,0.094,2.01474186801165e-05
"Ccl19",1.01711132049848e-09,3.21491643021745,0.057,0.007,2.0412407091084e-05
"Ccr1",1.03174109915519e-09,-1.19303659038747,0.693,0.752,2.07060121189456e-05
"Ctla2b",1.11665833006775e-09,1.71105081706811,0.207,0.069,2.24102160261297e-05
"Slc25a33",1.11807802313026e-09,0.872044677547713,0.407,0.19,2.24387078462011e-05
"Fem1c",1.12337656702823e-09,-1.05028731846413,0.607,0.753,2.25450443236895e-05
"Anxa5",1.22817111437395e-09,-0.733955229643776,0.921,0.903,2.46481660943708e-05
"AU022793",1.25227470127371e-09,2.99863648380671,0.043,0.004,2.51319009798621e-05
"Tmem86a",1.30178791981378e-09,1.28156678572729,0.314,0.132,2.61255817627428e-05
"Eps8",1.45964270148607e-09,-3.61407517385546,0.079,0.304,2.92935693761239e-05
"Pld4",1.46143859246204e-09,0.53896626705071,0.907,0.665,2.93296111121207e-05
"Slfn8",1.51303741323032e-09,0.46700825425449,0.429,0.187,3.03651478461192e-05
"Gng12",1.53890428361969e-09,0.77099132150504,0.543,0.279,3.08842700679635e-05
"Tiparp",1.55947814077517e-09,-1.09663919032649,0.714,0.782,3.12971668072168e-05
"Arl6",1.56580769983078e-09,2.37776049263563,0.071,0.011,3.14241947279039e-05
"Mppe1",1.65980879144615e-09,1.40223209091228,0.143,0.038,3.33107026355328e-05
"Cd300ld3",1.88714540164965e-09,2.06022215265925,0.114,0.026,3.78731210657069e-05
"Plk2",1.98513085096284e-09,0.686072264081029,0.307,0.122,3.98395910479733e-05
"Cd72",2.20340086496782e-09,1.23003209615249,0.536,0.316,4.42200519590392e-05
"B4galt5",2.22797880966762e-09,-1.21402892483167,0.471,0.644,4.47133067312194e-05
"Tsix",2.2974165904173e-09,0.931988040330564,0.321,0.132,4.61068535530847e-05
"Kif13b",2.45180102457053e-09,1.14712379492559,0.286,0.113,4.9205194762106e-05
"Emp1",2.73381945526433e-09,-2.2418908551656,0.179,0.411,5.48650226476998e-05
"9430037G07Rik",2.85924220083482e-09,4.01492578562556,0.029,0.002,5.7382131728554e-05
"Rasl2-9",2.907051716314e-09,4.04714169741262,0.029,0.002,5.83416208947056e-05
"Fermt3",2.95046964171973e-09,0.555329937556423,0.793,0.504,5.92129752396732e-05
"Reg3b",2.97201023912752e-09,3.49310393068632,0.029,0.002,5.96452734890503e-05
"Cstb",3.02838183911583e-09,-0.640189431704617,0.907,0.919,6.07765951292155e-05
"Fcgr4",3.13457172179212e-09,0.715348475878344,0.679,0.411,6.29077198846461e-05
"Lrrc8d",3.31383980946437e-09,-1.41834933936889,0.421,0.575,6.65054511361404e-05
"Cd69",3.55214312199314e-09,1.54625060905702,0.214,0.075,7.12879603152803e-05
"Enpp1",4.14604322094861e-09,1.72480672241496,0.079,0.014,8.32069414012177e-05
"H2-Ab1",4.17943737810708e-09,0.277845010619061,1,0.993,8.38771287412309e-05
"Snta1",4.39464583735315e-09,1.24506900987532,0.15,0.042,8.81961473098403e-05
"Rab39",4.66066368346484e-09,3.10173830388481,0.057,0.008,9.35348594634559e-05
"Lima1",4.99007079672537e-09,0.684654077044883,0.386,0.174,0.000100145730819482
"Cebpzos",5.05104382209035e-09,0.947645078680634,0.35,0.155,0.000101369398465531
"Cd55",5.63882050256934e-09,2.6144832871676,0.129,0.034,0.000113165488666064
"Ffar2",5.69993956291857e-09,3.17860996311616,0.05,0.006,0.000114392087088213
"Egr3",5.78058059809904e-09,1.38394473686461,0.186,0.06,0.00011601047202325
"Ms4a7",6.03522846908555e-09,0.82674270993566,0.771,0.59,0.000121121000146078
"Hnrnpll",6.57022624047774e-09,-1.5008407646434,0.457,0.591,0.000131857870420148
"H2-Oa",6.69083523948564e-09,1.20769732944892,0.364,0.176,0.000134278372421237
"Spon1",6.69130866740118e-09,1.5534161604084,0.157,0.046,0.000134287873646074
"Eif4a1",6.76873327019531e-09,-0.50859565001501,0.914,0.928,0.00013584170799955
"Gatm",6.9285310245475e-09,0.251552904756079,0.907,0.728,0.000139048689131644
"Jun",6.93500479051673e-09,1.480582653853,0.471,0.262,0.00013917861114088
"Pla2g15",6.95408586401443e-09,0.910064874462647,0.479,0.261,0.000139561549204906
"Cd300lf",7.2527673900816e-09,0.772587073775753,0.407,0.187,0.000145555788751548
"Hk3",7.47858540612140e-09,1.13026456510155,0.386,0.193,0.00015008773051545
"Zfp281",7.72891628080629e-09,1.05290452185648,0.3,0.127,0.000155111620839501
"Tln2",8.03889942262772e-09,3.48148460719416,0.057,0.008,0.000161332672512716
"March1",8.32467180939101e-09,1.19217235151172,0.329,0.149,0.000167067838542668
"Shtn1",8.3510023219822e-09,0.624905711264241,0.493,0.248,0.000167596265599861
"Ddx6",8.6458457113316e-09,-0.831592054551454,0.757,0.795,0.000173513477580714
"Cd3d",9.21240152263996e-09,2.21893083527477,0.057,0.008,0.000184883686157861
"Nfic",9.98269317400408e-09,1.03685621621377,0.321,0.141,0.000200342669309088
"Hpn",1.08233542154955e-08,1.57036474085226,0.093,0.02,0.000217213895750778
"Slc38a1",1.11576847519516e-08,-1.09892546940993,0.507,0.648,0.000223923575286917
"Pla2g7",1.18018569253112e-08,0.557769450631242,0.957,0.779,0.00023685146663407
"Treml4",1.23518856113276e-08,1.25058776564062,0.293,0.124,0.000247889992333734
"Chd9",1.25953453001999e-08,0.652337829576967,0.407,0.194,0.000252775984829711
"Vim",1.5079963670441e-08,-0.730129048790062,0.957,0.933,0.00030263979090208
"Stard13",1.54810924695304e-08,1.4780903471853,0.129,0.034,0.000310690044771005
"Pilra",1.56417652253958e-08,0.754227945762563,0.593,0.357,0.000313914586308469
"Casd1",1.60069648954045e-08,0.983288828219575,0.214,0.077,0.000321243778485874
"Gm43653",1.63297071020311e-08,5.30214550335589,0.014,0,0.000327720891830662
"Myo1f",1.66264261806672e-08,0.694803260591686,0.529,0.285,0.000333675747019811
"Il1a",1.68837829427114e-08,1.14582077022272,0.393,0.194,0.000338840639877276
"Naip2",1.70840991134676e-08,1.1309777031279,0.229,0.085,0.000342860785108181
"Tmed4",1.80096927404875e-08,0.761175175346902,0.286,0.115,0.000361436523608843
"Tmem59",1.85464549421979e-08,0.537959372149181,0.8,0.519,0.00037220880423497
"Rasal3",1.885056394021e-08,1.40721167506508,0.157,0.048,0.000378311967716076
"Creg1",1.91412153464468e-08,0.643014790290816,0.836,0.619,0.000384145050787841
"Susd6",1.93914101261798e-08,0.347655995638125,0.771,0.466,0.000389166209822302
"Sipa1",2.0647865628676e-08,1.12904650541449,0.25,0.097,0.000414382015301898
"Ttc21b",2.09425273417428e-08,2.00636564175833,0.071,0.013,0.000420295581221437
"Vcam1",2.19876911686981e-08,0.720034377110403,0.743,0.544,0.000441270974064602
