"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Blvrb",2.98617149925356e-31,1.04002663159776,0.915,0.527,5.99294758185197e-27
"Acsl1",3.68383933882546e-31,2.87069101991816,0.596,0.125,7.39309716908883e-27
"Fuca1",6.4931304663159e-31,1.00567842790216,0.824,0.353,1.30310635328494e-26
"Fpr2",1.81179214488598e-30,1.55958425842976,0.743,0.272,3.63608565557167e-26
"Susd4",4.6750414632144e-30,-10.0374391952018,0,0.016,9.38234071252497e-26
"Gm42047",4.6750414632144e-30,-8.03435165847559,0,0.016,9.38234071252497e-26
"9530059O14Rik",4.6750414632144e-30,-10.2573343845683,0,0.016,9.38234071252497e-26
"Grina",5.8706941039171e-30,1.23732743252567,0.784,0.321,1.17818959971512e-25
"Nampt",2.13179307589897e-29,1.01633449373601,0.894,0.446,4.27829552402165e-25
"Gm4841",5.86733340144178e-29,2.78556544703965,0.521,0.071,1.17751514033535e-24
"Gatm",7.30931235236882e-29,0.981631199167821,0.885,0.424,1.4669058959969e-24
"B2m",1.01834976930624e-28,0.501882659212553,0.998,0.88,2.04372615202068e-24
"Ctsd",1.46363073253815e-28,1.02140766686955,0.93,0.56,2.93736051713081e-24
"Slc11a1",2.53919174590449e-28,1.14195748883244,0.805,0.348,5.09590391485571e-24
"Glrx",3.27470526684665e-28,1.49951188849848,0.73,0.272,6.57200600003454e-24
"Rexo2",3.50369469261443e-28,1.23873285918127,0.705,0.234,7.03156487860791e-24
"Ptpn6",4.59970150016029e-28,1.5135627084663,0.708,0.255,9.23114094067168e-24
"Gbp7",4.66171576471902e-28,1.35787781360778,0.764,0.293,9.3555973682146e-24
"Pgam1",4.7578642470525e-28,0.940082929145964,0.877,0.467,9.54855775740966e-24
"Vdac2",6.00332080283458e-28,0.940526544274624,0.937,0.565,1.20480645192087e-23
"Upp1",6.39769906505489e-28,3.09582285597524,0.54,0.103,1.28395422536587e-23
"Hk3",1.13423789331777e-27,1.86574369974236,0.612,0.141,2.27630202809944e-23
"H2-K1",1.31781383338544e-27,0.543646908367339,0.997,0.902,2.64472058222124e-23
"Cyba",1.62899101010582e-27,0.658114346559371,0.99,0.832,3.26922205818138e-23
"H2-T23",3.22934156884477e-27,0.989670385860518,0.916,0.516,6.48096559451456e-23
"Lap3",5.1855929618382e-27,1.84802257095296,0.634,0.19,1.04069665151131e-22
"Prdx1",8.97984941711631e-27,1.3451234515919,0.965,0.69,1.80216597952107e-22
"Gm15056",1.16017551662793e-26,2.9477060703848,0.558,0.13,2.3283562443206e-22
"Tlr2",1.62927555519356e-26,1.03237993146966,0.831,0.397,3.26979311171796e-22
"Cers6",2.53326492534637e-26,0.968255927786401,0.789,0.321,5.08400937867763e-22
"Rps3a1",3.12874755354576e-26,-0.720019754846539,0.989,0.88,6.27908346521099e-22
"Trim12a",9.98460398467459e-26,-5.94363477252222,0.004,0.06,2.00381017368434e-21
"Ppt1",1.30711581685012e-25,0.998360835052768,0.822,0.408,2.6232507328365e-21
"Slc2a1",1.45899254128169e-25,1.93154020470665,0.632,0.201,2.92805213109822e-21
"Cybb",1.46820662959023e-25,0.774894841110159,0.991,0.745,2.94654388492463e-21
"S100a8",1.50770627729209e-25,0.441999365009519,0.472,0.049,3.0258157278975e-21
"Fth1",1.63024970013913e-25,0.77194059802417,1,0.989,3.27174812320922e-21
"Slpi",1.88633145056197e-25,2.09441737458297,0.684,0.25,3.78567858813281e-21
"Tpi1",2.07403890130508e-25,1.14230320002796,0.83,0.429,4.16238867102916e-21
"Pira2",2.08325024055816e-25,1.39724216611399,0.721,0.293,4.18087490777617e-21
"Pgk1",3.025149422475e-25,1.12348994150779,0.885,0.505,6.07117237596508e-21
"Cd302",5.50546023314297e-25,1.06797339021593,0.848,0.402,1.10489081418946e-20
"Dram1",1.18380345118489e-24,1.38011220159367,0.595,0.152,2.37577514618296e-20
"Tap1",1.22674175278598e-24,0.816087521592164,0.854,0.413,2.46194802366618e-20
"Myof",1.88451765248715e-24,1.16520719777481,0.765,0.337,3.78203847677647e-20
"Serpina3g",2.06631186982975e-24,1.40007182174907,0.564,0.141,4.14688129156133e-20
"H2-D1",2.10178082781213e-24,0.500256981054324,0.996,0.913,4.21806394333615e-20
"Psmb8",2.31084964379421e-24,0.742303200146873,0.981,0.734,4.63764415013059e-20
"Ms4a6d",2.8009640424194e-24,0.841731523483525,0.939,0.62,5.62125473673149e-20
"Vmp1",4.55188121544048e-24,0.925001879788781,0.863,0.435,9.13517041126751e-20
"Gm42031",8.42338829925596e-24,-4.55118301414772,0.003,0.049,1.69048979777768e-19
"Ccl5",1.14428653565903e-23,1.55912203687902,0.666,0.234,2.2964686484141e-19
"Creg1",1.68617134628162e-23,1.0703277039749,0.847,0.451,3.38397727485259e-19
"Smpdl3a",1.75187097348499e-23,1.07227049070433,0.739,0.288,3.51582985668703e-19
"Gbp2",2.08863743587858e-23,0.711726740533829,0.834,0.386,4.19168647006471e-19
"Pfn1",2.59841245736236e-23,0.533373504353038,0.992,0.842,5.21475396068052e-19
"Il2rg",3.24339691412507e-23,0.865115321682061,0.823,0.402,6.5091732669576e-19
"Nrp2",6.28771355915264e-23,1.34328780138969,0.69,0.283,1.26188123418634e-18
"Gbp4",6.32399827790441e-23,1.52971256973083,0.612,0.19,1.26916321439264e-18
"Fam189a2",1.42678214879989e-22,-8.91058400570602,0,0.022,2.8634090944265e-18
"Agtrap",1.44348520696594e-22,2.0574258312782,0.521,0.12,2.89693046185994e-18
"H2-T22",1.56997982870094e-22,1.09927588946427,0.773,0.332,3.15079251821992e-18
"Gapdh",2.46249181147099e-22,0.781537177803135,0.978,0.788,4.94197481644113e-18
"Cyb5a",2.82755879567596e-22,0.979309338550866,0.735,0.326,5.67462774704208e-18
"Fyb",3.06516043341716e-22,0.698666708014111,0.956,0.62,6.15147047382489e-18
"Ptgs2",3.83137865644287e-22,0.813588696783995,0.885,0.516,7.6891938256152e-18
"Irf1",6.60499352895905e-22,0.738222519820892,0.864,0.451,1.32555615132679e-17
"Cnih4",1.01190346805562e-21,1.06681267570057,0.787,0.37,2.03078907004083e-17
"Unc93b1",1.29675926588743e-21,0.694429798099928,0.953,0.62,2.60246617070949e-17
"Tmbim4",1.58256902036943e-21,0.870119800631224,0.76,0.337,3.1760577669794e-17
"Nos2",3.39869621825039e-21,6.74564692658036,0.359,0.016,6.82084344040671e-17
"Isg15",3.42661491515056e-21,0.782505643261053,0.844,0.451,6.87687347321566e-17
"Psmb10",5.40799095293275e-21,0.835564009575067,0.878,0.495,1.08532970434407e-16
"Ctss",5.47638776168053e-21,0.637094219679838,0.994,0.832,1.09905625989167e-16
"March1",5.60281710213161e-21,1.87088318382561,0.458,0.076,1.12442936422679e-16
"Cd274",6.72339132298835e-21,0.777201092101525,0.911,0.565,1.34931740461053e-16
"Atp13a2",8.7338936091918e-21,1.71127606026176,0.556,0.152,1.7528051084287e-16
"Rab5c",1.17591299284535e-20,0.803290735078887,0.804,0.391,2.35993978534134e-16
"Clca1",1.41299373991357e-20,-7.35796104910363,0,0.011,2.83573713663254e-16
"Map3k6",1.41299373991357e-20,-7.89920408630138,0,0.011,2.83573713663254e-16
"Gm19951",1.41299373991357e-20,-8.02833843444117,0,0.011,2.83573713663254e-16
"Igkv8-27",1.41299373991357e-20,-10.5159224354736,0,0.011,2.83573713663254e-16
"Gm48837",1.41299373991357e-20,-9.02109143663207,0,0.011,2.83573713663254e-16
"Klra2",4.46088851511248e-20,0.739917234072385,0.841,0.446,8.95255716097924e-16
"Marcksl1",6.56144938542625e-20,0.829797066599876,0.879,0.5,1.31681727716119e-15
"H2-DMa",6.94553842184683e-20,0.586776416622297,0.979,0.663,1.39390010588044e-15
"Fam174a",9.14139259763532e-20,1.20741159509329,0.711,0.326,1.83458608041943e-15
"Pilra",9.41745065666907e-20,0.800170091849639,0.727,0.326,1.88998817228692e-15
"Scin",9.67045598128854e-20,-9.54129205483299,0.001,0.022,1.9407638108848e-15
"Aig1",1.02758788266022e-19,1.36602127987763,0.551,0.174,2.06226612171079e-15
"Creb5",1.12944058720915e-19,0.870528299033137,0.745,0.364,2.26667431447004e-15
"Itgam",1.35191132638009e-19,0.896171830293677,0.734,0.321,2.71315084091221e-15
"Rrbp1",1.45522064589915e-19,0.594804184469828,0.961,0.658,2.920482314255e-15
"Limd2",1.46736191312822e-19,0.844496453320899,0.646,0.245,2.94484862345703e-15
"Capg",1.80261949776577e-19,0.950585796909656,0.78,0.408,3.61767707006612e-15
"Gbp3",1.81786818754077e-19,0.848282628971585,0.669,0.272,3.64827966557557e-15
"Gpi1",2.11191489142994e-19,0.628248560951777,0.855,0.478,4.23840199561074e-15
"Tax1bp1",2.72031544026234e-19,0.692930467509146,0.952,0.636,5.45940105706249e-15
"Zyx",2.90374553693011e-19,1.07095343601167,0.738,0.348,5.82752691806503e-15
"Tma16",3.62179680673562e-19,2.12368323300119,0.44,0.087,7.26858401143771e-15
"Ppt2",4.61586374954929e-19,1.11085761634309,0.559,0.174,9.26357695897047e-15
"Ciita",6.91241613225108e-19,0.805464311474537,0.701,0.299,1.38725279358147e-14
"Ldha",7.38330893098094e-19,0.804046980170269,0.895,0.533,1.48175626935857e-14
"Sdc4",7.51402651047848e-19,0.877897431125348,0.808,0.44,1.50798998038793e-14
"Lamp2",8.25144687457194e-19,0.669363260765302,0.929,0.56,1.65598287325784e-14
"Gng12",8.46159971033443e-19,1.16898673882037,0.7,0.315,1.69815844586702e-14
"Ssu72",9.76624392057852e-19,0.964622291687396,0.712,0.293,1.9599874924209e-14
"Tgm2",9.78578224369095e-19,0.843459424696467,0.894,0.571,1.96390863848634e-14
"Fcgr1",9.84217417832096e-19,0.817615455653546,0.689,0.277,1.97522593584723e-14
"Hif1a",1.05841931420547e-18,0.747830426904218,0.941,0.592,2.12414172167897e-14
"Clec4d",1.06527545674142e-18,0.985457984499975,0.751,0.364,2.13790131413435e-14
"Fam32a",1.95311047357809e-18,0.841514402937273,0.716,0.326,3.91969740942386e-14
"Pid1",2.27747271793008e-18,0.921818604596297,0.673,0.266,4.57065999761388e-14
"Psen2",2.40325122858614e-18,1.40760272273587,0.496,0.125,4.82308489064953e-14
"Psma5",2.5965239555166e-18,0.761969655648485,0.82,0.435,5.21096392632626e-14
"Pirb",3.50034841012807e-18,0.893781973518358,0.733,0.321,7.02484922428602e-14
"Tcea3",3.69201442761842e-18,-5.95680833271202,0,0.016,7.40950375478741e-14
"Esd",4.10408276127579e-18,0.940256730281759,0.837,0.446,8.23648369360438e-14
"Psma4",4.63254348347033e-18,0.762488599752503,0.836,0.457,9.29705151697661e-14
"Adap2",4.73684229420585e-18,1.16653976278756,0.597,0.234,9.50636880024173e-14
"Bsg",4.85801078120385e-18,0.621933895588584,0.811,0.418,9.74954183679802e-14
"Id2",5.17437508256877e-18,0.69896304893177,0.945,0.614,1.03844533532073e-13
"Ostf1",5.4151580919635e-18,0.66690507415727,0.914,0.549,1.08676807747616e-13
"Itgb1",6.48073534639156e-18,0.692515419635636,0.858,0.484,1.30061877666732e-13
"Lair1",6.5105349185746e-18,0.797495916965709,0.585,0.217,1.30659925280874e-13
"Igha",7.71062136931845e-18,-2.32173551821148,0.88,0.842,1.54744460260852e-13
"Ifi27",1.06154765959651e-17,0.693109791489378,0.613,0.228,2.13041999804425e-13
"C1qtnf1",1.57041620788844e-17,-5.76606178917159,0.001,0.022,3.15166828761131e-13
"Hp",1.68740705493172e-17,1.44582293879316,0.611,0.266,3.38645721854247e-13
"Rnaset2a",1.7401436553966e-17,1.22042078642804,0.579,0.212,3.49229430201543e-13
"Mif",1.94722814225648e-17,0.740034533745232,0.906,0.592,3.90789215869452e-13
"Cap1",1.95242475739113e-17,0.641746299599214,0.8,0.397,3.91832124560827e-13
"Mycl",2.15416445132693e-17,-6.00637500916253,0.002,0.038,4.32319263736801e-13
"Pkm",2.17709335494516e-17,0.680231590596581,0.942,0.652,4.36920865403943e-13
"Tmbim6",2.19062169036743e-17,0.592138847118144,0.944,0.598,4.3963586703984e-13
"Ifi44",2.61160151418765e-17,0.906689700439468,0.583,0.207,5.2412230788232e-13
"Cyp4v3",2.69391655524364e-17,1.21798370017705,0.529,0.163,5.40642113471846e-13
"Tap2",3.30279798763745e-17,0.382588740336065,0.739,0.348,6.62838528138959e-13
"Lmo4",3.42224647645712e-17,0.618766445336857,0.854,0.457,6.8681064536018e-13
"Evl",3.48254729596209e-17,1.18252146050653,0.565,0.212,6.98912416826631e-13
"Snx10",3.72079789869696e-17,0.621050837782169,0.71,0.315,7.46726930289493e-13
"Zfand5",3.79118257821171e-17,0.448746925657854,0.843,0.435,7.60852431621307e-13
"Igtp",4.1472125417538e-17,0.9709263117608,0.525,0.158,8.3230408500457e-13
"Rnf19b",8.05039734079307e-17,0.609258976652824,0.835,0.446,1.61563424232376e-12
"Timm10b",9.314334663e-17,0.800256183652665,0.765,0.37,1.86929382351747e-12
"Slc25a37",9.8943524791193e-17,2.81671241845565,0.367,0.06,1.98569759903445e-12
"Eif4ebp1",1.06229218225377e-16,1.53573486625654,0.461,0.125,2.13191418056509e-12
"Sh3bgrl3",1.06798085171623e-16,-0.959873062511323,0.957,0.81,2.1433307713093e-12
"Rab10",1.09392718777614e-16,0.976021515273618,0.786,0.44,2.19540247314794e-12
"Man2a1",1.18015281201502e-16,0.755340024373607,0.745,0.353,2.36844867843294e-12
"Clcn7",1.30934954136877e-16,0.800104182531851,0.522,0.168,2.62773359457298e-12
"Cxcl10",1.37011361686567e-16,1.16982009087728,0.488,0.158,2.74968101768772e-12
"Prelid1",1.42096641645737e-16,0.716149974380172,0.765,0.364,2.8517375011883e-12
"Scimp",1.51412688302944e-16,1.32882930353996,0.512,0.168,3.03870124155179e-12
"Cox7a2",1.52415860989693e-16,0.546553191533553,0.941,0.598,3.05883391420216e-12
"Pfkp",1.54313696190219e-16,0.787565375050599,0.679,0.321,3.0969215688415e-12
"Spata13",1.69766747961912e-16,1.73105321221564,0.403,0.076,3.40704886484761e-12
"Emc2",1.81469548233021e-16,1.06594995863563,0.586,0.223,3.6419123634885e-12
"Gde1",2.29186692035907e-16,0.819125877005131,0.768,0.402,4.59954772246862e-12
"Socs1",2.67925261418623e-16,0.752854865899041,0.523,0.168,5.37699207141035e-12
"Mertk",2.77975310157584e-16,3.68176889788769,0.315,0.027,5.57868649955255e-12
"Nrip1",2.88159957023462e-16,1.32783150003966,0.576,0.223,5.78308217750386e-12
"P2ry14",3.19426607945133e-16,1.35583083007439,0.454,0.125,6.41057259485087e-12
"Tmem59",3.89201272944015e-16,0.535231473436975,0.734,0.364,7.81088034671343e-12
"Ccl4",3.92240167519395e-16,1.352862478349,0.451,0.125,7.87186792194675e-12
"Psma2",3.93551477884384e-16,0.49892716666069,0.875,0.516,7.89818460966171e-12
"Sdhb",3.9603505682262e-16,0.744748717774741,0.779,0.402,7.94802755537315e-12
"Arid5b",4.97432466518521e-16,1.12836467333691,0.625,0.277,9.98297217056019e-12
"Lrrc8c",5.71018221984537e-16,1.04641321137179,0.556,0.217,1.14597646970077e-11
"Tgfbi",5.87509297276536e-16,0.66751996532505,0.933,0.614,1.17907240870428e-11
"Cpd",6.6731888611869e-16,1.38741149916168,0.452,0.125,1.3392422725516e-11
"Hck",8.67286325692664e-16,0.679572803389732,0.794,0.413,1.74055692703261e-11
"mt-Co1",8.97457402395999e-16,0.385762345095063,0.991,0.924,1.80110726086853e-11
"Hmox1",9.01095765659621e-16,1.62038382704024,0.456,0.13,1.80840909210229e-11
"Sp140",9.01502719526919e-16,0.623776216341362,0.771,0.408,1.80922580781857e-11
"Eno1",9.41021542748662e-16,0.729713208135901,0.753,0.391,1.88853613414229e-11
"Il1a",9.52130616180079e-16,2.25491058080217,0.448,0.136,1.9108309336118e-11
"Dnase1l3",1.02015654127161e-15,0.315236357565126,0.748,0.364,2.047352162678e-11
"Arpc2",1.07986547245558e-15,0.540551656122471,0.98,0.739,2.16718201667109e-11
"Coa5",1.11582951959732e-15,0.992586230061553,0.533,0.19,2.23935826287987e-11
"Gpsm3",1.25264408430574e-15,0.50893916960532,0.692,0.299,2.51393141279319e-11
"S100a9",1.31293087452358e-15,0.463102493583904,0.34,0.043,2.63492097208137e-11
"Ptpn1",1.47768169174799e-15,0.619073273255931,0.935,0.571,2.96555938716904e-11
"Mmp14",2.06647486156216e-15,0.602234529790951,0.738,0.359,4.1472083996691e-11
"Ptpre",2.08487684452553e-15,0.645048920847584,0.662,0.293,4.18413933927828e-11
"Pycard",2.10148678073955e-15,0.573080523337914,0.822,0.489,4.2174738202662e-11
"Fkbp2",2.13577322308848e-15,0.699117416066255,0.689,0.31,4.28628328141627e-11
"Lrp10",2.17931322203253e-15,0.790273644117185,0.522,0.179,4.37366370529709e-11
"Gsap",2.52303027507323e-15,0.521897205513187,0.514,0.163,5.06346945904446e-11
"Hcar2",2.53437975408549e-15,1.4596184887166,0.461,0.13,5.08624672847418e-11
"Ifi206",2.57585709001181e-15,-4.440715417584,0.002,0.033,5.16948759394471e-11
"Gbp5",2.64733134990947e-15,0.985519786951032,0.574,0.234,5.31292928613332e-11
"Fgl2",3.43821079399066e-15,0.588373782646309,0.845,0.478,6.90014524245986e-11
"Ccl24",3.49918440060196e-15,-7.54519903064877,0,0.016,7.02251317356808e-11
"Ddx25",3.51811944241702e-15,-7.25539617298754,0,0.016,7.06051390898671e-11
"Psme2",4.09348739600274e-15,0.606921375583116,0.936,0.636,8.2152198550379e-11
"Tmem173",4.37458926026743e-15,0.964913507013588,0.527,0.185,8.7793631864307e-11
"Eps8",4.70331587732258e-15,-4.22080581569108,0.026,0.12,9.43908463419869e-11
"H2-DMb1",5.71851573694076e-15,0.521173906548287,0.977,0.69,1.14764892324664e-10
"Sirpb1c",6.38447089197946e-15,1.04301037193041,0.619,0.283,1.28129946331136e-10
"C3",6.48621621584079e-15,0.545096274303849,0.925,0.603,1.30171873235709e-10
"Sde2",7.81146675141942e-15,0.709840012685633,0.703,0.353,1.56768326234236e-10
"Ndufs3",8.08952036421149e-15,0.935167838996661,0.552,0.201,1.6234858418936e-10
"Kmt5a",8.10291305334943e-15,1.02714437510082,0.623,0.272,1.6261736206767e-10
"Hebp1",8.16120195394467e-15,0.357345476292962,0.737,0.38,1.63787162013716e-10
"Pfkl",8.70221481872074e-15,1.53565258285276,0.386,0.082,1.74644749196907e-10
"Msrb1",9.29047123832106e-15,0.448287068850019,0.883,0.543,1.86450467281865e-10
"March5",9.69385494240851e-15,0.909423154983421,0.692,0.353,1.94545974839196e-10
"Rps2",9.99968159737904e-15,-0.604624086202937,0.968,0.853,2.006836099778e-10
"Sema4a",1.06719897618489e-14,0.696584832012606,0.698,0.353,2.14176162530545e-10
"Gpr183",1.09755818850569e-14,-1.74765352714079,0.255,0.467,2.20268952851207e-10
"Higd1a",1.1328298479935e-14,0.81988742248247,0.673,0.326,2.27347622193816e-10
"Malt1",1.33457629586835e-14,0.5894794879614,0.929,0.641,2.67836116817818e-10
"Aldh3b1",1.4622449407915e-14,2.02492958480392,0.388,0.092,2.93457937167445e-10
"Rbx1",1.49242368107719e-14,0.502874439473068,0.873,0.522,2.9951450855538e-10
"Trafd1",1.55333672276723e-14,0.637945358884437,0.66,0.304,3.11739146892155e-10
"Ndufs2",1.64263418297265e-14,0.621181010020865,0.568,0.223,3.29660254180781e-10
"Rnf149",1.66949907493197e-14,0.514848611436735,0.826,0.457,3.35051769348098e-10
"Stx4a",1.73465613054057e-14,0.640906169761865,0.53,0.19,3.48128138838186e-10
"Slc16a3",1.74568169315157e-14,0.960670318827131,0.538,0.207,3.50340858998589e-10
"Pnp",1.83270991048332e-14,0.95438394622978,0.632,0.283,3.67806551934897e-10
"Fxyd5",2.20374126195171e-14,0.546949958070928,0.971,0.728,4.42268833861089e-10
"Srgn",2.23836370981819e-14,0.507063235667478,0.986,0.766,4.49217212923412e-10
"Igsf6",2.26250284785446e-14,0.678460498650692,0.86,0.516,4.54061696535912e-10
"Wasf2",2.31670180664874e-14,0.857823588230563,0.668,0.31,4.64938885576335e-10
"Tuba1b",2.33515189250538e-14,0.657170303435285,0.694,0.337,4.68641633306905e-10
"Ass1",2.49500615007693e-14,0.420343473399289,0.645,0.283,5.00722784258938e-10
"Psmb2",2.52181366478584e-14,0.548390613874111,0.838,0.495,5.06102784385869e-10
"Ap3s1",2.59341706497467e-14,0.446722035130029,0.577,0.217,5.20472870769766e-10
"Tmem106a",3.06995986093839e-14,1.31541398668063,0.449,0.141,6.16110244491725e-10
"Cyp4f18",3.49192888006359e-14,-2.37464712194786,0.112,0.277,7.00795206939962e-10
"Atp11b",3.57288454881772e-14,1.01085813778771,0.569,0.234,7.17042200102228e-10
"Hspa8",3.73014756368033e-14,0.787594390339657,0.985,0.821,7.48603314555006e-10
"Lipa",3.98592658631772e-14,0.924001197637262,0.523,0.196,7.99935606608104e-10
"Cd74",4.03108764460276e-14,0.311267646005929,1,0.967,8.08998979395327e-10
"Ms4a6c",4.17237356063451e-14,0.560289827825527,0.973,0.728,8.37353649883741e-10
"Acer3",4.50827368722654e-14,0.942334249491829,0.528,0.185,9.04765446289494e-10
"Fbxl5",5.38626187595296e-14,1.13803315539675,0.554,0.239,1.080968895885e-09
"Erp29",5.40457379215869e-14,0.56667289186013,0.887,0.571,1.08464391434833e-09
"Mlf2",5.55222769321915e-14,0.689171403579326,0.562,0.217,1.11427657575215e-09
"Ifi47",5.83978620452416e-14,0.657432421522548,0.528,0.196,1.17198669338595e-09
"Fermt3",5.96097460473754e-14,0.445965664578164,0.759,0.402,1.19630799342478e-09
"Kcnn3",6.07286973659173e-14,-8.8754259253227,0,0.011,1.21876422743659e-09
"Zfp575",6.07286973659173e-14,-7.64721230850949,0,0.011,1.21876422743659e-09
"Rab6b",6.07286973659173e-14,-6.69504547432397,0,0.011,1.21876422743659e-09
"Spcs1",6.54280594686274e-14,0.776068950331356,0.7,0.332,1.31307572547588e-09
"Tbcb",6.66481863519384e-14,0.782405474974335,0.694,0.359,1.33756245189705e-09
"Alox5ap",6.85864042255904e-14,0.597470185984097,0.894,0.543,1.37646054640337e-09
"Slamf8",6.93828599555602e-14,0.679074664209178,0.78,0.418,1.39244461644814e-09
"Ndufb5",7.15395011621635e-14,0.566088055406082,0.844,0.467,1.43572624882346e-09
"Borcs8",7.18711661285089e-14,0.444803194473176,0.465,0.141,1.44238243303305e-09
"S100a4",7.36006265754235e-14,-1.68938206516981,0.353,0.549,1.47709097474217e-09
"Gng2",7.82708734510255e-14,0.538067997004877,0.65,0.288,1.57081815928863e-09
"Cxcl2",8.04519903752722e-14,0.89103508342629,0.746,0.418,1.61459099484134e-09
"Gbp6",8.06538285570928e-14,1.30524602421901,0.411,0.114,1.61864168531229e-09
"Crip1",8.21437795277682e-14,-1.59036968351037,0.678,0.707,1.64854351134278e-09
"Gmfg",8.32805384180395e-14,0.436073461515989,0.967,0.696,1.67135712551163e-09
"Ctsl",1.15331886193201e-13,0.617681289384725,0.79,0.462,2.31459562401135e-09
"Tmem234",1.28021729798553e-13,0.392379119651463,0.738,0.397,2.56926809532716e-09
"Uqcrb",1.37733694016822e-13,0.402916902218936,0.912,0.576,2.76417750522359e-09
"Grn",1.49661879743006e-13,0.526179501913704,0.897,0.56,3.00356426456239e-09
"M6pr",1.50971582502366e-13,0.555008996495057,0.913,0.576,3.02984868923998e-09
"Psma6",1.62534249160866e-13,0.564237805600061,0.722,0.38,3.26189984640941e-09
"Procr",1.62964854786598e-13,1.95235463833389,0.382,0.103,3.27054167071224e-09
"Hcfc1r1",1.64788705776725e-13,1.24388107836318,0.517,0.196,3.30714453623309e-09
"Gk",1.72641821867126e-13,2.43415747355036,0.331,0.065,3.46474872305134e-09
"Ggh",1.77025434470116e-13,0.814082654541005,0.523,0.201,3.55272344438076e-09
