"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gbp2b",2.3748879264565e-160,4.63141055445114,0.633,0.042,4.76616257960554e-156
"Ly6a",1.63800575971183e-125,3.94599400712697,0.797,0.265,3.28731375916568e-121
"Iigp1",1.02929361568683e-119,5.53661410148785,0.466,0.024,2.06568935732189e-115
"Ifi44",1.78784416962663e-115,4.54065931049132,0.458,0.024,3.58802446402368e-111
"Ccrl2",6.37383479460591e-110,3.16225968644568,0.755,0.205,1.27916490492946e-105
"Sh3bgrl3",1.35973015322323e-105,-1.16792265252794,0.958,0.992,2.7288424445037e-101
"Cxcl9",2.15060532934416e-97,3.66871564747807,0.612,0.12,4.3160498354608e-93
"Plaat3",3.3630076010348e-95,2.39915585235986,0.797,0.287,6.74921995451675e-91
"Tpm3-rs7",2.24540143899287e-92,3.77438254931617,0.51,0.081,4.50629614791479e-88
"Rps3a1",1.11589060951837e-91,-0.7451770291496,0.99,0.995,2.23948086424241e-87
"Upp1",2.05707832382348e-91,4.67830059042797,0.427,0.04,4.12835048808135e-87
"Psmb8",1.57155837433842e-87,1.08708175003651,0.987,0.948,3.15396050145977e-83
"Saa3",2.73412589545105e-87,5.81946598844677,0.326,0.011,5.48711725958071e-83
"Scimp",3.91702882100722e-86,2.80900592409447,0.56,0.103,7.86108514087939e-82
"B2m",5.38811410736287e-85,0.70325017036463,1,0.998,1.08134062020665e-80
"Ms4a4c",2.65397493972914e-83,1.98878916724363,0.766,0.277,5.32626230654242e-79
"Psmb9",9.87318143760708e-80,1.34188038687947,0.956,0.786,1.98144878271337e-75
"Sec61b",4.55596667152157e-78,-1.59907490358781,0.951,0.982,9.14336951307663e-74
"Crem",1.30908660197875e-77,-2.17127303279853,0.495,0.862,2.62720590151115e-73
"Il18bp",1.25637527546556e-76,3.08959539537193,0.424,0.055,2.52141954033182e-72
"Gm4951",2.03693954149853e-76,6.11964387519858,0.26,0.003,4.08793396583341e-72
"Ptpn6",5.27651561149833e-76,2.33096767495723,0.706,0.248,1.0589439180716e-71
"Ly6i",1.10529469306363e-75,3.48006808937132,0.469,0.081,2.21821591950941e-71
"Zbp1",1.27497585527996e-73,2.7583151048271,0.487,0.087,2.55874904396135e-69
"Epsti1",9.10218228971697e-72,1.54935399885644,0.776,0.29,1.8267169637233e-67
"Ciita",1.76996331066598e-71,2.04866840609191,0.727,0.274,3.55213936817556e-67
"Csf2rb",2.60006682823355e-71,-1.55155706915788,0.857,0.946,5.21807411758192e-67
"Gm4841",2.08909925341412e-70,5.97786495160905,0.258,0.007,4.19261329167679e-66
"H2-T22",2.92266651629227e-70,1.85967952070672,0.747,0.318,5.86549943154695e-66
"Gm49980",4.0972275888157e-70,4.2673498790641,0.318,0.024,8.22272604799422e-66
"Mndal",4.36120289932231e-69,2.2843695898102,0.753,0.376,8.75249809864994e-65
"S100a6",1.32071901885462e-68,-1.59648489210721,0.828,0.958,2.65055099893934e-64
"Cytip",2.86521870581481e-68,-0.919241302375343,0.943,0.992,5.75020742069974e-64
"Gbp5",6.00232322742506e-68,2.7687788279002,0.456,0.082,1.20460624851193e-63
"Tap1",1.04790545344926e-66,1.3896235917413,0.922,0.586,2.10304145452731e-62
"H2-T23",1.16492239558443e-66,1.21898409385197,0.94,0.71,2.33788275569839e-62
"Pxdc1",1.17046820179872e-66,-3.04697260057232,0.174,0.662,2.34901263418985e-62
"H2-K1",1.56644120983066e-66,0.65360134587095,1,0.996,3.14369086400915e-62
"Gbp7",1.83992250202548e-66,2.65435239608353,0.503,0.115,3.69254046931493e-62
"Ifi44l",3.50489246461469e-66,3.50675257951194,0.305,0.023,7.03396868723522e-62
"Ifi204",1.41752169250445e-64,2.68662504792257,0.443,0.081,2.84482428468718e-60
"Gbp4",5.62004851945543e-64,3.08703910545501,0.388,0.058,1.12788753736951e-59
"Gbp3",1.30965276505399e-62,2.3971187220086,0.49,0.113,2.62834213418684e-58
"Ifi202b",1.44171421895047e-62,3.38723254879468,0.31,0.029,2.89337626601169e-58
"Phf11b",1.67251403648594e-61,2.26800449186395,0.521,0.128,3.35656841982364e-57
"Atf3",5.00676526599496e-61,2.29632054779918,0.625,0.201,1.00480772123253e-56
"Irf1",5.82372457587451e-61,1.63294497228282,0.833,0.427,1.16876328513226e-56
"S100a4",3.53870705521297e-60,-1.28034738286067,0.745,0.953,7.10183118910692e-56
"Herc6",4.09241912686029e-60,2.72264153899297,0.411,0.074,8.21307594569592e-56
"Psmb10",1.6568361041189e-59,1.36697800637769,0.88,0.574,3.32510437735621e-55
"Ifi47",1.68834808865366e-59,2.53345570503703,0.406,0.071,3.38834577911904e-55
"Isg15",5.88751385011224e-59,1.82688683057281,0.693,0.263,1.18156515457902e-54
"Stat1",1.71424328565536e-57,1.18147644937097,0.945,0.703,3.44031484998174e-53
"Ifi203",4.3193561222435e-56,2.2536153806501,0.57,0.194,8.66851580173048e-52
"Fcgr4",5.34844100496004e-56,3.39368231130595,0.305,0.036,1.07337862528543e-51
"Psme1",2.01121160768909e-55,0.806641154184632,0.987,0.954,4.03630057547123e-51
"Gbp2",6.2809124660016e-55,1.88790224311877,0.557,0.172,1.26051632280186e-50
"AW112010",2.03414315992197e-54,1.37793091002016,0.951,0.714,4.08232190764741e-50
"H2-Q7",3.47337226025826e-54,0.946001755569543,0.984,0.9,6.9707107891123e-50
"Nrp1",3.92033886487854e-54,3.13025798921957,0.299,0.035,7.86772806792474e-50
"Fgl2",5.84714068846325e-54,1.45881296986178,0.888,0.643,1.17346266476769e-49
"Gsdmd",8.06249510963615e-54,2.01729708510016,0.521,0.148,1.61806214355288e-49
"Samhd1",9.66038967556872e-54,1.14587795612991,0.943,0.734,1.93874360398989e-49
"S100a9",1.18402600755582e-53,1.98221951190674,0.312,0.041,2.37622179456378e-49
"Tspo",1.29583536177369e-53,1.16971688550256,0.953,0.87,2.60061198754361e-49
"AB124611",2.06540331692792e-53,3.12230501232251,0.312,0.042,4.14505791674265e-49
"Ramp3",2.66710342569702e-53,-1.64442221861168,0.393,0.794,5.35260986503134e-49
"Calhm6",2.72673430043588e-53,3.89943276766013,0.25,0.02,5.47228306754476e-49
"Cd38",5.8084463577232e-53,2.99513553816576,0.346,0.056,1.16569709953147e-48
"Cd9",6.31378388985307e-53,-1.49609992181899,0.677,0.862,1.26711328885461e-48
"Fcgr1",1.07663032068701e-52,3.37277087820127,0.25,0.02,2.16068939058676e-48
"Hck",1.06943307450055e-51,1.75022517028041,0.68,0.299,2.14624523721515e-47
"Sp110",4.50800131530328e-51,1.60617794987939,0.753,0.363,9.04710783968215e-47
"Nampt",1.26056332999647e-50,1.28725540645865,0.779,0.381,2.52982454696991e-46
"Mpeg1",1.39921853467873e-50,1.70335965108988,0.63,0.239,2.80809167724675e-46
"Ifi205",1.59434991525861e-50,2.25557786134913,0.432,0.102,3.19970084493251e-46
"Ccr9",2.51268630537296e-50,-2.38355392259232,0.237,0.644,5.042710146253e-46
"Ptprc",2.41222527933026e-49,0.90418134425074,0.979,0.915,4.84109491308789e-45
"Ifi211",4.3525299316411e-49,2.50186128632273,0.352,0.065,8.73509231981053e-45
"Appl1",1.81401368460243e-48,-1.73602851090502,0.542,0.79,3.64054406362862e-44
"Il7r",2.32132407527476e-48,-2.27157039171599,0.299,0.68,4.65866528666892e-44
"Gm15056",2.5642760567239e-48,4.9907343481695,0.237,0.021,5.14624561823919e-44
"Igtp",3.96175069600981e-48,2.12304373285685,0.414,0.097,7.95083747182209e-44
"Mmp14",6.57504940168545e-48,2.78428002874608,0.297,0.044,1.31954666442425e-43
"Rps2",7.88951921531717e-48,-0.687846595226749,0.974,0.992,1.583347611322e-43
"Lap3",3.04304327367813e-47,2.11945403392042,0.44,0.116,6.10708354594465e-43
"Ms4a6b",1.18919652757045e-46,1.75154722483484,0.656,0.323,2.38659851118113e-42
"Irgm1",9.01824914333603e-46,1.80785104737123,0.479,0.141,1.80987242057611e-41
"Spon1",2.16527458908373e-45,3.94440178984902,0.203,0.014,4.34548957283213e-41
"Rasgef1b",9.22863839762521e-45,2.46936848420678,0.393,0.096,1.8520954400194e-40
"Tlr2",1.08966836416742e-44,2.70175945131591,0.354,0.074,2.1868554400476e-40
"S100a8",1.53146837320208e-44,2.08430746029857,0.234,0.024,3.07350387817925e-40
"Pld4",1.6854832163654e-44,1.5025983124675,0.745,0.454,3.38259626692371e-40
"Xaf1",3.0206447081347e-44,2.17598624686389,0.411,0.104,6.06213186475554e-40
"Rtp4",5.42737109735099e-44,2.94447869155699,0.229,0.023,1.08921910552737e-39
"Coro2a",1.09817100817615e-43,1.88905479739091,0.482,0.153,2.20391939630871e-39
"Psme2",5.38746788895452e-43,0.971612492892914,0.956,0.858,1.08121093063428e-38
"H2-D1",2.33063201006972e-42,0.518681036603861,0.997,0.998,4.67734538100893e-38
"Batf2",3.04657334556651e-42,3.11099614575997,0.227,0.024,6.11416804721742e-38
"Got1",1.35956582166909e-41,-1.47450276607781,0.591,0.787,2.72851264750769e-37
"Il22ra2",2.64252945781015e-41,-6.28833493387329,0.016,0.375,5.30329236887919e-37
"Nfkbiz",3.17384347706356e-41,1.61437615440172,0.711,0.381,6.36958647411885e-37
"Creb5",9.19897396552685e-41,2.03736075942142,0.451,0.144,1.84614208514158e-36
"St8sia4",2.55129237536545e-40,-1.19069722351129,0.578,0.858,5.12018866812092e-36
"Fpr2",6.36020363107109e-40,2.93639716401802,0.273,0.047,1.27642926671966e-35
"Pycard",2.07840193565517e-39,1.44229053193804,0.758,0.468,4.17114484466636e-35
"Tubb5",2.64810216239452e-39,1.16192696127707,0.794,0.502,5.31447622970956e-35
"Tmem173",9.89096309010258e-39,1.77251740651569,0.43,0.127,1.98501738255269e-34
"Unc93b1",1.40319462785796e-38,1.255624182813,0.807,0.578,2.81607129864815e-34
"Map3k14",2.99371087170637e-38,-1.20606549777555,0.521,0.804,6.00807834842752e-34
"Plet1",2.99869281466663e-38,-1.8155049664639,0.302,0.646,6.01807660975445e-34
"Il1r2",8.75386933074268e-38,-1.05521301073707,0.758,0.905,1.75681403598675e-33
"Foxn3",9.47035729624672e-38,-1.32703273473011,0.487,0.759,1.90060600578375e-33
"Ifi27l2a",9.83280520695621e-38,1.52296369046238,0.685,0.353,1.97334567698404e-33
"Casp1",3.11295005732119e-37,1.66829285229799,0.513,0.19,6.2473794700379e-33
"Naaa",4.82042243502513e-37,2.531320636384,0.44,0.156,9.67410578485193e-33
"Tifa",6.30160547360556e-37,2.05631631102394,0.344,0.084,1.2646692024979e-32
"Cxcl10",7.54835265357173e-37,2.71577067352747,0.328,0.08,1.51487889404531e-32
"Ppt2",1.27433165508318e-36,2.99916239877577,0.224,0.031,2.55745619858644e-32
"Hk3",1.85097852213231e-36,3.18275588444011,0.237,0.037,3.71472879606733e-32
"Gbp8",2.88286916713868e-36,2.08555604917473,0.372,0.106,5.78563013153062e-32
"Eif1",3.81621827433115e-36,-0.473729626457033,0.995,0.997,7.65876845475519e-32
"C1qb",5.40301925868045e-36,2.59543858604547,0.354,0.095,1.08433193502458e-31
"Serpina3g",5.92578225754158e-36,1.81330007707888,0.523,0.21,1.18924524126602e-31
"Mefv",8.25194096651567e-36,-2.06487620088734,0.188,0.527,1.65608203257003e-31
"C3",2.59119993998699e-35,2.52107986546959,0.305,0.071,5.20027915955988e-31
"Havcr2",5.16743966464311e-35,-1.0904983120795,0.669,0.833,1.03705346629723e-30
"Gpx4",5.27805468836959e-35,-0.791349009276594,0.865,0.932,1.05925279540889e-30
"Antxr2",6.3775299107235e-35,-1.74623131474553,0.312,0.626,1.2799064777831e-30
"Lair1",1.58443030782531e-34,2.04364172108821,0.38,0.113,3.17979318477462e-30
"Npc2",2.54541059380201e-34,1.03649507545376,0.911,0.765,5.10838452070126e-30
"Parp14",3.85912535674377e-34,1.50454459797289,0.576,0.262,7.74487867844908e-30
"Cd180",3.94178693944738e-34,2.64199366989246,0.245,0.044,7.91077220877695e-30
"Cmtr1",8.70636191658166e-34,-1.38487640435109,0.599,0.781,1.74727977303877e-29
"Snx5",9.25769450202738e-34,1.22753273262226,0.708,0.448,1.85792670961187e-29
"Cd300lf",9.32034179942742e-34,2.41269145001814,0.281,0.062,1.87049939572709e-29
"Acod1",1.72756255029511e-33,3.35232170677179,0.164,0.014,3.46704528218726e-29
"Ube2j2",1.75126586912914e-33,-1.19642111418121,0.552,0.757,3.51461547275528e-29
"Tap2",2.81313482785866e-33,1.27936506282544,0.724,0.435,5.64568028602955e-29
"Ly6e",3.12298359515685e-33,0.842307621045041,0.875,0.825,6.26751577712027e-29
"Sp140",3.14296905185793e-33,1.0631152302245,0.849,0.606,6.30762459017369e-29
"Tmem106a",3.76692196077398e-33,2.15846209794994,0.336,0.092,7.55983568307729e-29
"Nr4a1",5.85332708511655e-33,1.74247181589507,0.49,0.191,1.17470421271204e-28
"Irf7",6.06509040780882e-33,2.44697006425618,0.255,0.05,1.21720299394315e-28
"Mpc1",7.76814510979496e-33,-1.0306970249954,0.75,0.856,1.55898904208475e-28
"Fcer1g",7.79430616408474e-33,1.35863052307674,0.878,0.783,1.56423930407017e-28
"Nabp1",8.30320982792732e-33,-1.43614293877433,0.536,0.761,1.66637118036673e-28
"Arid5b",1.31149196180186e-32,1.9992470644107,0.328,0.087,2.63203321814016e-28
"Tapbpl",2.07293914039328e-32,1.77548974328259,0.406,0.134,4.16018156085527e-28
"Plekho1",2.27814600597465e-32,1.1892575367777,0.654,0.341,4.57201121939053e-28
"Phyh",2.9990526127299e-32,1.92327698090671,0.341,0.093,6.01879868848763e-28
"A530032D15Rik",4.5539800380802e-32,1.68976084462576,0.482,0.195,9.13938253842316e-28
"Pira2",7.54304797354231e-32,1.85611623496819,0.404,0.14,1.51381429781021e-27
"Phf11d",7.61983831242321e-32,3.30884095298233,0.177,0.021,1.52922535092021e-27
"Rnf19b",1.14869235088923e-31,1.10273366217519,0.677,0.347,2.30531067899959e-27
"Rel",1.24978354547886e-31,-0.714997482771465,0.943,0.986,2.50819059742152e-27
"H2-Q6",3.66728346283851e-31,1.11921086144501,0.844,0.577,7.35987118157061e-27
"Snx10",3.80515811097561e-31,1.22460910739527,0.664,0.345,7.63657181291695e-27
"Lat2",4.45784452922314e-31,1.87436179361716,0.362,0.113,8.94644818569791e-27
"Tent5c",4.59768302634217e-31,1.35345048137902,0.659,0.369,9.2270900655661e-27
"Ppp2ca",6.14483553624543e-31,-0.673203277484256,0.852,0.943,1.23320704376909e-26
"Dtx3l",6.85243986675544e-31,1.56451711101536,0.411,0.141,1.37521615685915e-26
"Abca13",7.63345358847857e-31,5.08121759387804,0.12,0.005,1.53195780067176e-26
"Epcam",8.99606120581311e-31,-1.61822980167576,0.451,0.684,1.80541952339463e-26
"Gatm",1.43891766157857e-30,1.44792756068092,0.63,0.349,2.88776385502202e-26
"Arf4",1.61522371502495e-30,-0.745961490790155,0.922,0.959,3.24159247368356e-26
"9930111J21Rik2",1.77631167421878e-30,2.02226881312429,0.307,0.083,3.56487989898967e-26
"Nfkbid",1.95371144076944e-30,1.32488607687991,0.424,0.148,3.92090349048018e-26
"BC018473",2.32938106056415e-30,1.96227268339712,0.336,0.099,4.67483485044619e-26
"Slamf8",2.69658223418852e-30,1.59329579984426,0.451,0.172,5.41177088579295e-26
"Arap2",2.99210045055894e-30,-1.10055870189754,0.44,0.733,6.00484639422673e-26
"Ddx6",3.6562099523228e-30,-0.867442888287138,0.82,0.916,7.33764775331662e-26
"Tmsb4x",3.7535457797431e-30,-0.302980975540123,1,1,7.53299102536643e-26
"Hcar2",1.19930053757708e-29,2.249405304901,0.24,0.049,2.40687624886343e-25
"Slfn8",1.42362745595314e-29,1.99375585877094,0.237,0.047,2.85707794135236e-25
"Ccl5",2.14912026458292e-29,1.17937450597078,0.393,0.131,4.31306945899146e-25
"Evi2a",2.36991344749334e-29,1.16804859542544,0.669,0.371,4.75617929777438e-25
"Lrrc8d",2.82401403005323e-29,-1.46198974766815,0.391,0.655,5.66751375691382e-25
"Trafd1",2.90730229551832e-29,1.19887868399964,0.604,0.303,5.83466497687572e-25
"Ly6c2",4.37054006269988e-29,3.03955527140599,0.188,0.028,8.77123685183238e-25
"Scand1",9.02633667924365e-29,0.829023431670851,0.924,0.777,1.81149550815741e-24
"Hspa8",9.11723394806656e-29,0.707218321501291,0.997,0.989,1.82973768103748e-24
"Vdac2",1.18766372365976e-28,0.803760113569171,0.878,0.755,2.38352232701278e-24
"Pnp",1.26258509709088e-28,1.4126947200043,0.612,0.336,2.53388203135169e-24
"Abcg1",1.83383000482053e-28,1.68345881089099,0.266,0.062,3.68031343667433e-24
"Rpl41",1.986729221729e-28,-0.293734975702367,1,0.996,3.98716687508793e-24
"Ctsd",3.12189343350899e-28,1.83461308153087,0.443,0.181,6.26532793170919e-24
"Cyba",4.74096383546944e-28,0.602886226214156,0.992,0.954,9.51464032140361e-24
"Gpr183",5.89128002752036e-28,-1.00847571105482,0.638,0.853,1.18232098872306e-23
"Ccnd3",1.04092222451577e-27,1.38781877236617,0.497,0.209,2.08902681238069e-23
"Ywhaz",2.00808229518031e-27,-0.628103423819101,0.927,0.968,4.03002035819736e-23
"Rrbp1",3.01836249888774e-27,0.786576586449098,0.885,0.734,6.0575516990178e-23
"Ifitm3",3.6047286068271e-27,1.06273308607577,0.911,0.878,7.2343298410413e-23
"Ighg2c",3.75427444042646e-27,4.01515778690969,0.164,0.023,7.53445337449186e-23
"Ccr5",5.42763298173958e-27,1.39855470938839,0.49,0.217,1.08927166310532e-22
"Clic1",5.55955202264982e-27,0.589506552372817,0.961,0.903,1.11574649542559e-22
"Txnrd1",5.62123587318688e-27,-0.825984349182297,0.773,0.894,1.12812582738987e-22
"Ifngr1",5.91337045942674e-27,-0.988526449650699,0.714,0.844,1.18675431750235e-22
"App",1.19329636329882e-26,0.805184569624654,0.867,0.695,2.39482647150439e-22
"Ctnnbip1",1.57755613725551e-26,1.57847712791969,0.391,0.147,3.16599741185808e-22
"Txn1",1.95310225983807e-26,0.940176442055435,0.953,0.871,3.91968092526903e-22
"Actr3",2.14971937734014e-26,0.509737723843742,0.964,0.948,4.31427181838392e-22
"Spint1",2.23980977852833e-26,-4.48258578151609,0.016,0.268,4.49507424452851e-22
"Tagap1",2.27196942267096e-26,2.30848688770944,0.227,0.05,4.55961543435836e-22
"Slc29a3",6.40381340185815e-26,1.31726175941912,0.471,0.202,1.28518131161891e-21
"Ptpre",7.81986852234445e-26,1.37840387860552,0.469,0.202,1.56936941374931e-21
"Pfn1",9.47937050824796e-26,0.414251180265416,0.997,0.995,1.90241486730028e-21
"H60b",9.60649561360846e-26,2.22251237057563,0.227,0.052,1.92792760469508e-21
"Ehd1",1.32858187265012e-25,-0.817490008186977,0.768,0.869,2.66633096022153e-21
"Ffar2",1.51393863277574e-25,1.85579991154343,0.378,0.15,3.03832344211763e-21
"Dhrs3",1.75446279241043e-25,1.59262966846516,0.312,0.097,3.52103137808849e-21
"Ccl4",2.07493801279072e-25,2.46395494512575,0.174,0.029,4.1641930978697e-21
"Tapbp",2.12765034151736e-25,0.75996774225627,0.885,0.745,4.26998147039119e-21
"Cd69",2.13160986033409e-25,1.76253209258036,0.411,0.169,4.27792782870448e-21
"Ptpn18",3.08216945926624e-25,0.806986362777212,0.857,0.739,6.18560588780141e-21
"Rnase6",3.35675523843863e-25,1.42485929445221,0.526,0.259,6.7366720880225e-21
"Sdc3",3.59812856399076e-25,1.860403447172,0.294,0.089,7.22108421507306e-21
"Dhx58",5.5670120520702e-25,2.30294249937125,0.19,0.036,1.11724364872997e-20
"Arpc2",6.74168387349094e-25,0.353267494804844,0.987,0.993,1.3529885365709e-20
"Il12rb2",6.97108799454779e-25,1.99157464671049,0.224,0.052,1.3990276496258e-20
"Rnf213",9.51467002057086e-25,1.62508080075639,0.391,0.153,1.90949912642837e-20
"Rps13",1.07166760995781e-24,-0.32754904694821,0.99,0.995,2.15072972642433e-20
"Nlrc5",1.08957193173597e-24,1.33282644790183,0.359,0.124,2.18666190980093e-20
"Pirb",1.25459645050991e-24,1.43996797396444,0.438,0.191,2.51784961652834e-20
"Mxd1",1.50748573245793e-24,0.894045237935395,0.88,0.704,3.02537311646981e-20
"Pla2g4a",1.61665023600651e-24,1.88017199781755,0.25,0.066,3.24445535864146e-20
"Srgn",1.99166164660938e-24,-0.477555946154877,0.987,0.995,3.99706575858037e-20
"Slamf9",2.69379129943828e-24,2.80325196090886,0.211,0.048,5.40616975884269e-20
"Plek",3.05551986444079e-24,-0.67364187213719,0.878,0.96,6.13212281594623e-20
"Rap2a",3.22162563156031e-24,-0.967259954520881,0.536,0.759,6.46548047997838e-20
"Stx7",3.67992124160453e-24,0.829009646045945,0.792,0.549,7.38523393977613e-20
"Asah1",4.1930687985787e-24,0.930448249100535,0.75,0.498,8.4150697718676e-20
"Ptgs2",4.65839731424906e-24,1.29179431349375,0.724,0.493,9.34893756996644e-20
"Arpc3",5.1594963209488e-24,-0.395301141750739,0.992,0.992,1.03545931665121e-19
"Tnfsf9",6.42101445515742e-24,1.89393789441218,0.362,0.137,1.28863339100554e-19
"Ctsb",6.49969944476019e-24,0.966704098181082,0.872,0.729,1.30442468156892e-19
"Rac2",8.43930968939279e-24,1.09890782318125,0.685,0.445,1.69368506156424e-19
"Crtc3",9.89574002731267e-24,-1.03715087341302,0.542,0.733,1.98597606608138e-19
"Rassf4",1.05162990323399e-23,1.05628430602408,0.503,0.229,2.1105160528003e-19
"Serpina3f",1.09343679201185e-23,3.79697033535525,0.102,0.006,2.19441829788858e-19
"Gm42418",1.1557293094159e-23,-0.318613219829794,1,1,2.31943315106677e-19
"Ms4a6c",1.86818059973356e-23,0.894373088950156,0.82,0.737,3.74925164560529e-19
"Parp12",1.99759428227399e-23,2.19779661097761,0.195,0.041,4.00897196509567e-19
"Trim30a",2.31814833508494e-23,1.48683343834478,0.406,0.171,4.65229189368196e-19
"Prdx6",2.41695696410334e-23,-0.806919305644134,0.836,0.888,4.85059093125899e-19
"Hilpda",2.6447175462191e-23,-1.77171455458351,0.5,0.687,5.30768364350712e-19
"Tes",2.77529204888788e-23,-0.965418975022565,0.536,0.742,5.56973361291309e-19
"Sema4a",3.29244041461691e-23,1.22676820877251,0.37,0.141,6.60759866809469e-19
"Plekho2",3.6235856722778e-23,1.31873376010066,0.602,0.353,7.27217408569432e-19
"Susd6",3.66474972086947e-23,1.14236943162458,0.549,0.28,7.35478621481294e-19
"Ipcef1",4.05213885555588e-23,2.54903927423687,0.148,0.022,8.1322374692151e-19
"Hsd3b7",4.07794576748054e-23,2.03095030280159,0.24,0.065,8.1840293607567e-19
"Eif5",4.6292196069549e-23,-0.677225468991758,0.875,0.923,9.2903808291978e-19
"Shtn1",4.94665855610129e-23,1.20302157434306,0.536,0.27,9.92744905623967e-19
"Marcksl1",5.70327882910026e-23,1.07330954245287,0.659,0.403,1.14459102821213e-18
"Gpr33",7.90836985311998e-23,3.35497148449566,0.099,0.006,1.58713074582265e-18
"Slfn9",8.05105422283385e-23,2.6682767375093,0.156,0.026,1.61576607198052e-18
"Fxyd5",8.78126566405539e-23,0.728735319184236,0.901,0.797,1.76231220611928e-18
"Tnfrsf13b",9.81915141751502e-23,2.2620497810231,0.203,0.046,1.97060549798109e-18
"Prdx2",1.23325977909996e-22,-0.950899677411151,0.604,0.761,2.47502905067571e-18
"Dek",1.40230562596323e-22,0.924399981573748,0.781,0.61,2.81428716074561e-18
"Trim12a",1.48474588605017e-22,-6.68789240117534,0,0.21,2.97973651871408e-18
"Rnf115",2.06036131946407e-22,1.35010037012098,0.513,0.258,4.13493913203244e-18
"C1qc",2.30767080385032e-22,2.58434141144278,0.24,0.068,4.63126453624721e-18
"Atox1",2.39346177891841e-22,-0.40105147449756,0.992,0.991,4.80343844411136e-18
"Srsf7",2.43436758414736e-22,-0.700007694919676,0.846,0.916,4.88553230462533e-18
"Cacna1s",2.48398686087899e-22,-2.07491293666898,0.185,0.429,4.98511323109805e-18
"Cd274",2.7806214645804e-22,0.765623101286817,0.924,0.832,5.58042921726641e-18
"Ocel1",3.21830587795018e-22,1.23431325621576,0.43,0.186,6.45881806645821e-18
"Cd72",3.32586513558321e-22,2.08905586582027,0.406,0.185,6.67467874060194e-18
"Exoc6",3.7135228909985e-22,1.82737874304683,0.253,0.074,7.45266908994488e-18
"Samsn1",4.65060345204203e-22,-0.664938430440334,0.768,0.921,9.33329606790315e-18
"Sirpb1c",5.84521520589884e-22,2.0609278801543,0.245,0.071,1.17307623967184e-17
"Timm10b",7.54536536866443e-22,0.915421897743708,0.755,0.567,1.51427937583726e-17
"Art2b",8.05237582502019e-22,3.24456326950169,0.117,0.013,1.6160313043233e-17
"Cebpb",8.17506772036177e-22,1.13971289246197,0.664,0.424,1.6406543407994e-17
"Map3k1",8.71646017702696e-22,-0.661840813623906,0.688,0.844,1.74930639292754e-17
"Cd24a",8.85422886996345e-22,-1.38466025288213,0.201,0.475,1.77695519191296e-17
"Lmo2",9.72714491058084e-22,1.15916634099879,0.432,0.186,1.95214071210447e-17
"Sp100",9.95534949304324e-22,1.09244064280126,0.5,0.241,1.99793908975885e-17
"Ccl8",1.09253394275375e-21,4.02585482044227,0.167,0.033,2.19260636971251e-17
"H2-Q4",1.15426607469693e-21,1.15605036517382,0.602,0.333,2.31649658530927e-17
"Slfn5",1.23479701273187e-21,1.91755235085358,0.206,0.05,2.47811412485158e-17
"Zfp36l2",1.58847801979765e-21,1.21160423677367,0.638,0.41,3.1879165379319e-17
"Rgs3",1.63623028123801e-21,1.7033058692381,0.159,0.029,3.28375055141656e-17
"Gsn",1.69646084737449e-21,-0.760834644568852,0.711,0.848,3.40462727459586e-17
"St3gal4",1.9162702422234e-21,1.06808268717065,0.401,0.163,3.84576274911814e-17
"Smox",2.52139801574563e-21,-1.390667944994,0.375,0.578,5.06019367779991e-17
"Lacc1",2.69065152885276e-21,1.27776564872998,0.419,0.182,5.3998685532546e-17
"Tuba1b",3.47476366879746e-21,0.911550389383335,0.742,0.534,6.97350320690963e-17
"Foxo1",3.68434390906695e-21,-2.1241175460571,0.151,0.39,7.39410979110646e-17
"H2-M3",3.83038781953542e-21,1.13985975546687,0.591,0.337,7.68720531502563e-17
"Olfm1",4.29862125533706e-21,1.16513599577574,0.419,0.176,8.62690299733595e-17
"Adgrl2",4.79926821548419e-21,-4.67022935874461,0.016,0.223,9.63165138165522e-17
"Gpr141",4.94933907038852e-21,1.12298373662898,0.458,0.214,9.93282858036272e-17
"Specc1l",5.06932979564935e-21,-1.26419594004557,0.432,0.623,1.01736379668887e-16
"Rab7b",5.26173562418706e-21,2.16019306224292,0.214,0.057,1.0559777224181e-16
"Tpx2",6.26230634595357e-21,1.95400517551287,0.219,0.059,1.25678226056942e-16
"Grn",6.47913524966483e-21,1.19008947286436,0.656,0.464,1.30029765325523e-16
"Shisa5",7.06997087237979e-21,1.06151294051858,0.659,0.416,1.4188724543779e-16
"Psma5",7.42750209349301e-21,0.695126985272787,0.846,0.699,1.49062539514311e-16
"Vamp8",7.88242367579558e-21,0.534600091735707,0.909,0.804,1.58192360749541e-16
"Blvra",1.13818199893364e-20,1.26611640257597,0.367,0.148,2.28421745365993e-16
"Cdkn2d",1.14718366496566e-20,1.70631138859761,0.271,0.089,2.30228289721958e-16
"Akr1b10",1.3229464293559e-20,2.11149326723093,0.18,0.04,2.65502118907436e-16
"Ppp1r14a",1.5259444983771e-20,1.97381194673792,0.336,0.142,3.06241801379299e-16
"Trim25",1.59668706946744e-20,-1.45545409255294,0.365,0.587,3.20439127971421e-16
"S100a11",1.99456098632672e-20,-0.477675318994421,0.958,0.99,4.00288444345909e-16
"Lgals3",2.12290356712341e-20,-0.83472264637893,0.82,0.906,4.26045516885997e-16
