gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infTLSwk3_median,median_IL10_KOTLS_median
Xkr4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm19938,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sox17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrpl15,0.009581682106302261,0.2469508557881832,0.9688157179769141,-28.639413742834215,-28.38519826439807,-0.10528089159969976,0.37404281700609343,0.0
Lypla1,0.009501095540355024,0.029867793297539916,0.08856750257537103,-26.629522217334692,0.0,0.0,0.0,0.0
Tcea1,0.0021592442645074223,0.038707628800508063,0.2702706993728666,-0.6926441159213496,-0.40855679844885356,-0.1436398321496398,0.6907568880917677,0.5187552659304523
Rgs20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Atp6v1h,0.0007335473709934008,0.032885999155465445,0.42286369845653643,-28.328293485583586,-27.3617775254324,0.0,0.17247087525233576,0.0
Rb1cc1,0.09945606475144482,0.6185519578391343,1.0,-27.709376322448975,-26.050533552919052,0.3617112187081327,0.06950115088538425,0.0
4732440D04Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
St18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pcmtd1,0.0001720247930818143,0.0030690378069328957,0.07751424266509128,-28.38701043040609,-27.936452721834506,-26.96623278126653,0.25686816236577686,0.0
Gm26901,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sntg1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rrs1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2610203C22Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mybl1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vcpip1,0.009501095540355024,0.19910482099334748,0.9242203280316527,-27.311421517121822,0.0,0.0,0.0,0.0
Sgk3,3.5291394948257277e-05,0.0007335473709934008,0.022438890030895015,-28.43385020596613,-28.05785994270839,-27.245707799447363,0.279419978783275,0.0
Mcmdc2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Snhg6,0.06876562653742763,0.5676450462358581,1.0,-28.44722474345826,-1.6311888244933996,0.479653916353401,0.3284454613038532,0.109533579875503
Tcf24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cops5,0.00012648843923767486,0.004085456449767261,0.11472751266057678,-28.695611516537763,-28.49433846368512,-27.81101979449244,0.379083159879482,0.0
Cspp1,0.029867793297539916,0.4198490637342591,1.0,0.0,0.0,0.0,0.0,0.0
Arfgef1,0.0011293135916274008,0.06876562653742763,0.6324656723597698,-28.513243665792018,-28.158348827586735,-1.830252847967514,0.30216424656539353,0.0
Prex2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sulf1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slco5a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ncoa2,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Tram1,0.20131448121618356,0.7274683619586189,1.0,-0.5278926726011289,0.01164457996046677,0.5346802728742991,0.548306686926374,0.5484822473123012
Lactb2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Eya1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm9947,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Msc,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trpa1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Terf1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sbspon,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpl7,0.0010637453361911566,0.020131777407319206,0.18134476462649837,0.02774392327356794,0.057132903189206635,0.08875341425529258,2.89155931494673,3.0087183068145498
Rdh10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Stau2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ube2w,0.1736964858864386,0.6689706667452711,1.0,-28.49406714449596,-0.35070618922378327,1.199011710059102,0.34550380264735747,0.228302034799676
Eloc,0.08249583234103358,0.3837421608319441,0.9699293482575216,-0.2706892193695368,-0.12236403868488642,0.025722605837913734,0.8626561459614838,0.7923913770613032
D030040B21Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem70,0.029867793297539916,0.2615722360139493,0.7679166300837659,0.0,0.0,0.0,0.0,0.0
Ly96,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Jph1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pi15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Il17a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Il17f,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mcm3,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Paqr8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Efhc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tram2,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem14a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gsta3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kcnq5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm29107,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ogfrl1,0.0001720247930818143,0.002778685068188869,0.03765027643980603,-28.46986320328116,-27.91148923278393,-25.75729072294891,0.25246168762082827,0.0
B3gat2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Smap1,0.09590630340158048,0.6123246335678962,1.0,-0.4761872689127827,-0.07265540967992667,0.1846795311873944,0.4917785699072055,0.4680715824037078
Sdhaf4,0.002778685068188869,0.029867793297539916,0.08856750257537103,-27.696581162326538,0.0,0.0,0.0,0.0
Fam135a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lmbrd1,0.16766334860772172,0.6689706667452711,1.0,-1.2363879559754793,-0.050300417105147814,0.3088967715156494,0.46736211508334835,0.4552897906980915
Phf3,0.04826899668404847,0.4116651794395698,0.9692169978474025,-2.529070107429105,-0.31342733140409984,0.20326672255946468,0.4427207644632165,0.36827772403721204
Ptp4a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ptp4a1.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Prim2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rab23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bag2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp451,0.08856750257537103,0.3519631185845171,1.0,0.0,0.0,0.0,0.0,0.0
Bend6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dst,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm37233,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ccdc115,0.029867793297539916,0.3519631185845171,0.8822739356449067,0.0,0.0,0.0,0.0,0.0
Imp4,0.266717246715916,0.8822739356449067,0.8822739356449067,0.0,0.0,0.0,0.0,0.0
Ptpn18,0.00030165912518853697,0.00409621338413908,0.02524410573946178,-0.3676812760127196,-0.30413888109958986,-0.21039509350096955,1.8495019862766648,1.4946865156418188
Gm28417,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arhgef4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm38336,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fam168b,0.0030617789884642955,0.10795134433596801,0.6802135423364514,-28.3341689877354,-27.801022539920808,-25.92444164149556,0.2338683329847915,0.0
Plekhb2,0.00033549866418256164,0.01663334113528102,0.24118641598093443,-28.529454965182847,-28.382281232463303,-27.43663480724739,0.34987909547996277,0.0
Hs6st1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Uggt1,0.0006819867908092519,0.025222573436938574,0.30280849071432525,-28.61055804766547,-28.39895662530576,-27.74919440946234,0.3546622520141762,0.0
Neurl3,0.06940152689211129,0.3742280472974733,0.9689946775534558,0.1629893942043816,0.5163903584146161,0.8374621752015153,0.415439910560414,0.5910755690089777
Arid5a,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4930403P22Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kansl3,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Lman2l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cnnm4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cnnm3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ankrd23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ankrd39,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sema4c,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D430040D24Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fam178b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cox5b,0.00011113757243788204,0.005493371437643883,0.04734460585853775,-0.294328499040267,-0.21188031884640812,-0.14107572671434265,1.7618110057446774,1.521111523957405
Actr1b,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zap70,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem131,6.35071842502183e-05,0.00409621338413908,0.06987066934863995,0.41634597597670586,0.7434993050229255,1.0523120830555073,0.4745367736062488,0.7908278194605243
Gm38115,0.002778685068188869,0.1853939469443623,0.8967789484825744,-27.300016714586153,0.0,0.0,0.0,0.0
Vwa3b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Inpp4a,0.08856750257537103,0.47495853988950676,1.0,0.0,0.0,0.0,0.0,0.0
Coa5,0.00024233435263260392,0.0028677490529391346,0.027304566629281053,-3.1424102210982583,-0.8036283978202821,-0.3699659130476251,0.6742325109840248,0.392200470353569
Unc50,0.16047110808365558,0.6564077338807045,1.0,-28.29134111754759,-0.669415807477345,28.08868622321133,0.170336569254237,0.09644574737736725
Mgat4a,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
2010300C02Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tsga10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lipt1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mitd1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrpl30,0.18134476462649837,0.6784313725490196,1.0,-0.18681879204331953,-0.0012640496293302916,0.20413794765871018,0.7689236206192928,0.7698601803514568
Txndc9,0.07474324286096373,0.6133484776563917,1.0,-1.876415970250331,-0.06409543689462954,0.33848301273216536,0.42840282436440813,0.4201381228095545
Eif5b,0.1568627450980392,0.7344923394458999,1.0,-0.09833504017803694,0.011620052742647356,0.11592765997346423,1.215324169323025,1.223283844069945
Rev1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Aff3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm16152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lonrf2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Chst10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pdcl3,0.03154326133915595,0.35272307789054036,0.969182212422568,-28.70090941602676,-0.3028653035015045,0.2443014321734503,0.4353155516146173,0.35813782419923
Npas2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpl31,0.05737874097007224,0.3837421608319441,0.910105580693816,-0.00404857711017114,0.04681147746447405,0.09595629386935198,2.380236520299389,2.4601829813163922
Tbc1d8,0.18134476462649837,0.6238787012780821,1.0,-0.2756280264102336,-0.12089522125574839,0.08601641075263511,0.8151839314213967,0.7498629222892654
Cnot11,0.2615722360139493,0.2615722360139493,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
Gm15832,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rnf149,0.08856750257537103,0.08856750257537103,1.0,0.0,0.0,0.0,0.0,0.0
Creg2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Map4k4,1.5876796062554575e-05,0.00019052155275065493,0.00409621338413908,0.514355000954847,0.752174297710463,1.0076781468122564,0.6504993307231994,1.1036396660756789
Il1r2,0.00060911051914791,0.006528818582721351,0.06972901925661341,27.90083847816829,28.86771741195308,29.190634064314658,0.0,0.4907115625310301
Gm16894,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
